# j	a_star(j)
# # d2 = 5.016430327692845e-02
# # N = 20000
261	-1.323218619907501e-01
262	-1.574282963021499e+00
263	5.946576054949445e-01
264	2.786942355189420e-01
265	-5.470588844750158e-01
266	1.337667704709937e+00
267	-7.541738539133485e-01
268	6.902706019545430e-01
269	5.542185070496717e-01
270	-3.637621992363401e-02
271	5.422123813394208e-01
272	8.168075376353331e-03
273	4.581697812683731e-01
274	-1.412856720927018e+00
275	-1.074551029355025e-01
276	-7.631358020220085e-01
277	5.236821485144711e-01
278	-1.567741949725412e+00
279	-1.321390773438078e-02
280	-1.656239847835951e-01
281	5.672212633746753e-01
282	1.540441057837618e+00
283	4.449361152997285e-01
284	9.411524190631126e-01
285	5.775236566715672e-01
286	1.464186158295285e+00
287	-5.402739057564783e-01
288	-1.001309374274838e-01
289	-2.748568650057858e-02
290	1.349023554530261e+00
291	-6.689984536664307e-01
292	8.484673979296241e-01
293	6.106085776975420e-01
294	3.031646289516516e-01
295	-4.001783965508885e-01
296	1.909203620091801e-01
297	-3.372573353078569e-02
298	-1.396177807943474e+00
299	-5.282892352453881e-01
300	-1.034640667194052e-03
301	-6.071337289768255e-01
302	-1.496550006793601e+00
303	-8.334675107332249e-01
304	7.512849314536711e-02
305	-6.454218835106649e-01
306	-2.868887385889557e-01
307	4.288080699770300e-01
308	-8.191192945177800e-01
309	-4.212719514787430e-01
310	1.330441767259784e+00
311	6.425931986685004e-01
312	3.222085256769741e-02
313	4.812524165953769e-01
314	-1.564305731110609e+00
315	-1.215122342959442e-01
316	9.453704397214047e-01
317	5.382245386379444e-01
318	1.550642467267397e+00
319	-5.517240824811867e-01
320	1.846013741102286e-01
321	-5.533282327185176e-01
322	1.786091165995302e+00
323	-4.640809038476403e-01
324	1.049169259296102e-01
325	3.869160140631576e-02
326	-1.583010199339268e+00
327	-6.879499935314847e-01
328	8.304855501947704e-03
329	-3.927579799985803e-01
330	-1.014893141445755e+00
331	6.113157954901672e-01
332	8.947300262534996e-01
333	-9.055446486962664e-02
334	-1.405914859020912e+00
335	-4.627292034679229e-01
336	-7.927817100893653e-02
337	4.867552258037480e-01
338	2.118711521200965e-02
339	-4.632958253013825e-01
340	-6.825058307043677e-01
341	-5.833987981969876e-01
342	2.226534837239889e-01
343	8.153008110639318e-02
344	-1.604408389176736e-01
345	5.304310553323661e-01
346	-1.610904441146861e+00
347	4.053944341327127e-01
348	-9.463196352723587e-01
349	4.818619811229077e-01
350	1.705642920197281e-01
351	-2.262578121301812e-01
352	-2.235151121637021e-01
353	5.069952978177713e-01
354	1.467287546127738e+00
355	-3.336337074642610e-01
356	8.151029533471524e-01
357	4.550318352636807e-01
358	-1.268438745536456e+00
359	6.090774479030249e-01
360	5.876686032439969e-02
361	-5.055372929047045e-04
362	-1.230523814046689e+00
363	-1.703799290410629e-01
364	-5.214036484511526e-01
365	-3.761415320090897e-01
366	1.629701269870946e+00
367	5.863183427731590e-01
368	-1.654599577967221e-02
369	5.791812585202080e-03
370	1.295701456355193e+00
371	-6.821026159334466e-01
372	-7.757618219257023e-01
373	4.471183525776389e-01
374	1.564745260108936e+00
375	1.634175941480915e-02
376	1.440127197171178e-01
377	-5.972233393648693e-01
378	2.250859343607969e-01
379	4.957594133292497e-01
380	-6.628818001678299e-01
381	-6.771168199989152e-01
382	-1.274649826394678e+00
383	4.523368241053520e-01
384	-3.364308875250597e-03
385	1.696162096541927e-01
386	-1.650802801874333e+00
387	-5.530462936571535e-02
388	7.961045602875564e-01
389	5.833077852829398e-01
390	-9.921395500491986e-01
391	-5.572965198721354e-01
392	-8.890750093509529e-02
393	-6.706441560903128e-01
394	-1.440712683785913e+00
395	-6.118595685403533e-01
396	-2.199252739943796e-02
397	4.620411789923348e-01
398	-1.234310746850054e+00
399	4.849793895031687e-01
400	-2.049899082058977e-02
401	4.447261222985552e-01
402	1.312399754722509e+00
403	-3.214131515031888e-01
404	8.728882531431562e-01
405	-1.020462900706379e-01
406	1.439289341019297e+00
407	-3.325056191706424e-01
408	5.394510766058769e-02
409	5.123366707603813e-01
410	1.283468707186811e+00
411	-5.944123325073984e-01
412	6.383412643089670e-01
413	-4.202639031450335e-01
414	1.732533025547952e-02
415	-5.129322559705410e-01
416	-2.489551882404550e-01
417	-5.381198408650771e-01
418	1.422870824459499e+00
419	6.362582228693664e-01
420	3.434648720343954e-01
421	3.858723958322419e-01
422	-1.291615897986726e+00
423	-1.399138713993711e-01
424	-1.685437469917426e-01
425	1.604798478136177e-01
426	1.422265819399545e+00
427	-5.347220612326276e-01
428	6.109113161730311e-01
429	8.133133461492790e-01
430	1.490688558796096e+00
431	4.927700875160960e-01
432	-1.995191626316893e-01
433	5.499095887415645e-01
434	1.191851885933267e+00
435	4.258582758117734e-01
436	5.860349880142385e-01
437	-7.535151126736863e-01
438	1.059505762954565e+00
439	4.957647136093453e-01
440	-1.765157465567637e-01
441	2.013826567852236e-02
442	1.300319496842167e+00
443	5.509217882302908e-01
444	-9.012049898764208e-01
445	-7.988855155993748e-01
446	-1.487473485170802e+00
447	-5.991039136553313e-01
448	1.487377694814181e-01
449	5.179897267392433e-01
450	-1.713056795396797e-01
451	-4.212744834854528e-01
452	8.805807728682163e-01
453	-4.257295195758605e-01
454	-9.860974563257010e-01
455	4.919484066424042e-01
456	1.512127192149824e-01
457	4.218164581223109e-01
458	-1.264288179194684e+00
459	-8.165373217084668e-02
460	-7.612539909113657e-01
461	3.382069774339005e-01
462	-1.021726079976695e+00
463	5.665805968366863e-01
464	3.120908343990589e-01
465	4.612938065799616e-01
466	-1.251864076104839e+00
467	4.272762342765546e-01
468	-1.880534861197156e-01
469	-4.403073448587720e-01
470	1.425846085246772e+00
471	-4.699455800060957e-01
472	7.529752893218028e-02
473	-2.774856996933822e-01
474	1.474767736481174e+00
475	-4.624465800362308e-02
476	-7.033638394520813e-01
477	-1.334778762787428e-01
478	-1.345920283559222e+00
479	2.508293374737698e-01
480	1.211519778436336e-01
481	-5.340279828381708e-01
482	-1.121346985541129e+00
483	7.461407015096897e-01
484	7.368738401571448e-02
485	-4.256959256399855e-01
486	2.727649663777181e-01
487	4.180499412874174e-01
488	1.305533524470791e-01
489	-7.701588576038376e-01
490	-2.252624749297600e-03
491	4.939957598548994e-01
492	-8.939771314927073e-01
493	-6.307885361494114e-01
494	8.020405664687869e-01
495	-1.530829930657718e-01
496	-1.356850518228966e-02
497	-3.937991299681211e-01
498	1.405386142402566e+00
499	5.575575989116430e-01
500	7.120061592043857e-02
501	-6.524410930773822e-01
502	-1.261786076955777e+00
503	3.236123852282315e-01
504	-5.785484896108581e-02
505	-5.351596997923759e-01
506	1.483794502692634e+00
507	1.851528674304795e-01
508	1.041587024798862e+00
509	4.907110530334204e-01
510	-1.115103149820786e+00
511	-3.717328173003918e-01
512	-3.251032835912335e-02
513	-2.603012362974770e-02
514	-1.284959948512496e+00
515	-4.467435214592969e-01
516	-1.045925072466176e+00
517	-5.108600277980776e-01
518	1.090428638724658e+00
519	-6.248807749209383e-01
520	1.134000546066594e-01
521	5.925717551874171e-01
522	4.454041996624621e-01
523	4.862900498105133e-01
524	8.951979516026931e-01
525	8.772908470144758e-02
526	-1.309402670654507e+00
527	-4.092245902300208e-01
528	-2.477796511472853e-01
529	6.315149708744908e-02
530	1.290909453376103e+00
531	5.879314080213991e-03
532	-7.187837360487099e-01
533	-3.826998561865906e-01
534	1.327072862026422e+00
535	-6.350173675634339e-01
536	7.398698775318460e-02
537	-4.807060795845566e-01
538	-1.055773415532682e+00
539	-1.114329391869676e-01
540	1.458009810131512e-01
541	3.531725981139731e-01
542	-1.081738185663621e+00
543	-4.927676222677149e-01
544	-1.485657097093401e-01
545	-4.046787083261882e-01
546	-8.407180734323061e-01
547	3.447830246856251e-01
548	6.567123264463495e-01
549	-1.072939000435633e-01
550	1.440182604783916e-01
551	-3.442138361663918e-01
552	-9.343741511689088e-03
553	-4.865448090755816e-01
554	-1.253556362409019e+00
555	2.623443169176266e-01
556	7.770636458128373e-01
557	3.899440708746820e-01
558	6.499114171973779e-02
559	-3.572544714373624e-01
560	-3.257592732897954e-02
561	7.554695817956029e-01
562	-1.081163479769508e+00
563	3.281972232181493e-01
564	-6.243934114022531e-01
565	-5.089672440325073e-01
566	-1.256404781822938e+00
567	-7.417542292551998e-02
568	-1.901992593957296e-02
569	5.403932943549408e-01
570	-8.345066532827807e-01
571	5.207727894290087e-01
572	-7.180356446408274e-01
573	-6.076932455278994e-01
574	1.112403881789046e+00
575	1.707315483105706e-01
576	-6.075974828196885e-02
577	4.539184031741182e-01
578	1.104782724374713e-01
579	-5.922229814884102e-01
580	-7.586623158649118e-01
581	-4.310205023816925e-01
582	1.099399078991549e+00
583	-4.750878174630209e-01
584	-1.616137280565198e-01
585	-1.824106886703435e-01
586	-1.104557269314101e+00
587	4.188155489920259e-01
588	-5.483693826225585e-02
589	-2.970611790994522e-01
590	1.043512264641131e+00
591	-7.023834284232870e-01
592	-1.422825307017544e-01
593	4.478605435413785e-01
594	1.098570419959092e-01
595	6.113281753125883e-01
596	8.793679618472116e-01
597	-3.494764981825372e-01
598	1.203130701305576e+00
599	5.302946810631193e-01
600	2.242096121068426e-02
601	4.520563394294759e-01
602	1.203168469282503e+00
603	5.992043621504928e-02
604	6.195160368154908e-01
605	-3.067706182422471e-01
606	1.410199650223367e+00
607	2.790259496196716e-01
608	-2.794492141161765e-01
609	2.576366443210588e-01
610	1.069315802558050e+00
611	-4.471445497247371e-01
612	2.378330233017714e-01
613	2.048696867226931e-01
614	-1.023597129217446e+00
615	5.209073912933498e-01
616	3.152418643624452e-02
617	4.653811016015419e-01
618	1.190624039819082e+00
619	4.246074287687137e-01
620	-5.841060309359443e-01
621	-2.308673189637913e-02
622	-1.202602537040949e+00
623	-5.057571234322993e-01
624	-4.716869319217137e-01
625	-1.060058272445862e-01
626	-1.077593636294395e+00
627	2.727876292495778e-01
628	7.486867119826308e-01
629	-2.826610616165017e-01
630	5.273347479619292e-02
631	6.478044949424532e-01
632	1.767401664219391e-01
633	-6.346218740656769e-01
634	-1.307770393937483e+00
635	-7.696350363447811e-01
636	-9.473463676358099e-01
637	7.924422494646581e-02
638	1.344851742637399e+00
639	1.383835659004116e-01
640	1.567178037960092e-01
641	4.831934632844632e-01
642	1.245845002733481e+00
643	4.745672049416340e-01
644	-5.863433618305222e-01
645	6.584423569569211e-01
646	1.184046883888517e+00
647	3.855390493759295e-01
648	-3.870015963920549e-01
649	-3.402748184843769e-01
650	-3.839245998628365e-02
651	3.112538687740715e-01
652	9.139402931772412e-01
653	4.055722601639034e-01
654	1.313229702103908e+00
655	-5.320743677693635e-01
656	-1.085639265870916e-01
657	1.031057617098162e-01
658	1.249973967867623e+00
659	5.389888781090612e-01
660	5.918950479632432e-01
661	1.380304745639770e-01
662	-1.199779550532708e+00
663	4.018646728690120e-01
664	2.152772740098271e-02
665	4.241764184287952e-01
666	1.108924153214082e-01
667	-5.696811923056385e-01
668	5.282512799491242e-01
669	-5.957647808089342e-01
670	8.471041758176382e-01
671	-5.301722778372363e-01
672	-3.313986768943741e-02
673	1.710080184671253e-01
674	-1.000698660278649e+00
675	-1.125126359654583e-01
676	4.806520934071015e-02
677	2.810609576444266e-01
678	1.146727893941302e+00
679	-3.562101089207897e-01
680	2.944685737438094e-02
681	-8.894851045636644e-02
682	1.517752051750742e+00
683	6.689616415828582e-01
684	-4.328800403185694e-02
685	-5.278377012339349e-01
686	-3.687131646999928e-01
687	-6.052972497241829e-01
688	-1.031423291089032e-01
689	-6.161283910281201e-01
690	-1.228538486956165e+00
691	4.527462705159738e-01
692	8.082581065755239e-01
693	-8.988204268182691e-02
694	-1.017656173086331e+00
695	-6.028137017793155e-01
696	2.326601561924240e-01
697	-4.969030403685918e-01
698	-1.063016630574714e+00
699	-5.286726366155838e-01
700	8.549136121805051e-02
701	4.656036804238091e-01
702	3.008789113301955e-01
703	-3.182696631427891e-01
704	1.806623927547666e-01
705	4.475251824015823e-01
706	-1.108024201160374e+00
707	-6.701617256980303e-01
708	-8.186070220175782e-01
709	4.201741322511520e-01
710	1.012536947895420e+00
711	1.196643632469714e-01
712	7.257412216119789e-02
713	-4.566155362610907e-01
714	-1.023196051222744e+00
715	5.189382238989633e-01
716	6.663145476660670e-01
717	-5.800719248737273e-01
718	-1.214835376314463e+00
719	1.857231146537023e-01
720	1.066034877115400e-01
721	-2.819539891470323e-01
722	-5.575684488987161e-02
723	-4.685026046736947e-01
724	4.913646281505439e-01
725	-6.682536056396350e-03
726	1.836482681171295e-01
727	4.356168105342905e-01
728	-2.542794437656541e-02
729	5.750199481459996e-02
730	9.070689988219851e-01
731	-4.202927670904836e-01
732	-7.445832870329251e-01
733	2.394447796650493e-01
734	-9.467635582734580e-01
735	2.198761899363592e-01
736	-1.064724969330711e-01
737	-3.495152330996983e-01
738	8.849537714508143e-02
739	4.200400996046912e-01
740	-4.442419003745003e-01
741	4.817407071509149e-01
742	1.401086469209859e+00
743	5.264552764448074e-01
744	-2.884493545874722e-02
745	-4.652364527065423e-01
746	-1.035501017180996e+00
747	-4.936372038521711e-03
748	-8.807923391228339e-01
749	-5.661054415271426e-01
750	-2.594649302746194e-01
751	3.492334371968026e-01
752	6.745274977927250e-02
753	-3.054232029915981e-01
754	1.232541685873463e+00
755	-2.348553862043868e-01
756	8.742779531575100e-02
757	3.811443357482752e-01
758	-8.484173663923583e-01
759	5.879808200736119e-01
760	5.373073360281079e-02
761	4.359024547363277e-01
762	1.334931672896123e+00
763	-4.258125626177811e-01
764	5.231308276185267e-01
765	-1.389586558528325e-01
766	-1.023901481398842e+00
767	-5.098765241660456e-01
768	-2.051977000660765e-01
769	3.068561992321044e-01
770	-9.157214161113802e-01
771	-5.349929357748261e-01
772	9.137542211282946e-01
773	3.714057286082826e-01
774	3.183412757408585e-02
775	-2.762384695640284e-02
776	-4.912538159046480e-02
777	2.738053969162826e-01
778	-1.103824591379795e+00
779	-5.304803215084019e-01
780	-3.183657076356917e-02
781	-2.772928691462228e-01
782	1.171070168449098e+00
783	2.481774177742722e-01
784	1.765829596226981e-01
785	-3.142646494539787e-01
786	1.390859060323714e+00
787	2.993078558507344e-01
788	7.931528809313193e-01
789	-2.928113930591641e-01
790	1.141791413275646e+00
791	-3.933526960323588e-01
792	-2.635033500564218e-01
793	-5.527780357790061e-01
794	-9.147276228287161e-01
795	3.856464550079420e-01
796	7.680900675973827e-01
797	3.916577956444864e-01
798	-9.914572121127834e-01
799	-4.774624463607101e-01
800	-1.180370976632029e-01
801	-1.099997744530184e-01
802	-1.026553947039070e+00
803	-2.945987354746146e-01
804	-4.228447298225681e-01
805	8.079214262205842e-01
806	1.010861845833588e+00
807	-3.714709770035655e-01
808	4.907078345632707e-02
809	3.946445944690839e-01
810	3.198653492357202e-01
811	3.486571906887914e-01
812	-6.582450454623934e-01
813	-2.639366232438058e-01
814	8.529867602218461e-01
815	-5.332849479380125e-01
816	-3.993144027547684e-01
817	-6.816817711436882e-01
818	-1.269112369219771e+00
819	-4.682571613016531e-01
820	-7.021526324670181e-01
821	2.405117824314086e-01
822	1.214169863944510e+00
823	3.830496325814374e-01
824	2.721459678403772e-01
825	6.383023304715665e-02
826	1.222078581783682e+00
827	4.900457123980269e-01
828	1.289969201187242e-01
829	4.654309943288275e-01
830	1.075147513170625e+00
831	-9.667131977665158e-02
832	2.837264053819779e-01
833	6.711515350739171e-02
834	1.031821515042975e+00
835	-3.841473725760927e-01
836	-8.824937169891237e-01
837	-9.390526172145160e-02
838	-1.154744492563365e+00
839	5.844555375364820e-02
840	8.372817422074773e-02
841	-1.237779092492476e-01
842	-8.167970331226027e-01
843	-4.939784044390102e-01
844	4.987876670313097e-01
845	1.581722355654603e-03
846	5.578046398254664e-02
847	-5.654242639452906e-02
848	7.014356343450066e-02
849	-2.624427022736893e-01
850	-1.451312201902041e-01
851	-4.319970733460937e-01
852	-6.637844903934428e-01
853	3.265342093476207e-01
854	1.096778718590005e+00
855	1.727073205408822e-01
856	2.348702728007416e-01
857	3.691846403562616e-01
858	-1.175060398413859e+00
859	3.768332320257419e-01
860	-7.950513125133080e-01
861	3.375438740113905e-01
862	-8.915591063233095e-01
863	1.929620449687427e-01
864	-1.084515594194531e-01
865	-7.981051811072326e-01
866	-1.149654228765222e+00
867	-8.327076669296896e-02
868	-7.450553090455306e-01
869	-4.896008658042687e-01
870	-1.180511218555786e+00
871	-3.714339010173245e-01
872	1.729208992977510e-01
873	2.881324779850483e-01
874	1.294576484627226e+00
875	1.615320991894046e-01
876	-4.244060385495279e-01
877	2.017087631456720e-01
878	-9.526612533441826e-01
879	-6.217260906044859e-01
880	-3.248568144132054e-02
881	3.231747961545380e-01
882	-3.790379211988967e-02
883	2.713825064844095e-01
884	-6.226835502430543e-01
885	1.463147050003832e-01
886	-8.356946064148212e-01
887	2.102156669978447e-01
888	2.641946289797057e-02
889	-3.484376847058426e-01
890	1.260693885105925e+00
891	9.552029624084493e-02
892	8.011375981937600e-01
893	-2.570692590916835e-01
894	1.116630450662413e+00
895	-2.251880418608812e-01
896	-3.743617368550715e-02
897	2.789328818232803e-01
898	-1.061819692620157e+00
899	-5.516480473613540e-01
900	1.230792085489561e-01
901	-9.258427537660922e-02
902	1.097082115668479e+00
903	6.882579868276797e-01
904	2.143516956602437e-02
905	-2.442556762328222e-01
906	1.081707657125633e+00
907	2.975807610128109e-01
908	5.482727686835377e-01
909	2.115409144507172e-01
910	-8.036635664971756e-01
911	3.192723585053617e-01
912	-2.198214977483610e-01
913	-5.470586074209773e-01
914	-1.070588577163786e+00
915	2.500572920983811e-01
916	5.732853920723414e-01
917	-1.805779208310337e-01
918	3.680957435217774e-01
919	4.233508934986718e-01
920	-3.087530304698993e-02
921	-3.562932969214238e-01
922	-9.451974813923576e-01
923	-4.753101672046360e-01
924	1.730580914599628e-01
925	-1.456668704101814e-01
926	-1.068880739873892e+00
927	-1.240048233118025e-01
928	-8.890709474000533e-02
929	3.191516538439115e-01
930	-9.678153704933988e-01
931	1.297418795648858e-01
932	6.406686697399291e-01
933	-6.680176420044376e-01
934	-8.579663147600702e-01
935	3.367575976877910e-01
936	1.077608675444863e-01
937	3.199825915923865e-01
938	9.486996558778642e-01
939	-1.836537935057372e-01
940	-5.466308147144995e-01
941	4.687701229895702e-01
942	1.036064214137737e+00
943	-3.890502430799130e-01
944	-1.263553381340471e-01
945	2.737060612609344e-01
946	9.816777480902892e-01
947	4.642103463712884e-01
948	-6.196653059911175e-01
949	-2.509066745383097e-01
950	1.957287184524093e-02
951	-4.423481797955121e-01
952	-8.232985696333037e-02
953	2.972708811931944e-01
954	2.009904695723853e-01
955	-3.356820259579876e-01
956	5.676899763826544e-01
957	3.881345870720052e-01
958	-7.122799726026007e-01
959	-4.850731478723370e-01
960	-1.859811067078134e-01
961	1.321615439632228e-01
962	1.121779875072340e+00
963	1.601167028695903e-01
964	3.795195096002552e-01
965	-3.159386647226922e-01
966	-1.155051744830751e+00
967	3.814954553611425e-01
968	1.574063672365096e-01
969	4.919420330623308e-01
970	1.067231005395630e+00
971	4.447249668884228e-01
972	2.592385911030554e-02
973	-4.773610189682956e-01
974	-9.131149526479038e-01
975	-1.353103092134813e-01
976	7.186249653041384e-03
977	3.923868398859833e-01
978	1.296270504818023e+00
979	-3.252885262928664e-01
980	-1.780167885902081e-01
981	-2.189662293869214e-01
982	-1.051668550538607e+00
983	-3.569077277652582e-02
984	-2.152480632718477e-02
985	-2.567022477030100e-01
986	1.057946225415758e+00
987	2.815557896508138e-01
988	-5.448111388771930e-01
989	-4.824704629707264e-01
990	1.814638340349966e-03
991	2.092401006488701e-01
992	-1.292081443027488e-01
993	-3.480348586090665e-01
994	9.175042027353493e-01
995	-2.244737989222433e-01
996	-7.635483916324092e-01
997	1.563408879471780e-01
998	-8.600458655227411e-01
999	-5.052955160917215e-03
1000	-1.548841185429551e-01
1001	3.090266209346418e-01
1002	9.870258569282412e-01
1003	-3.673489256137542e-01
1004	3.023019630484853e-01
1005	1.116199163619770e-01
1006	-8.209048819681358e-01
1007	-4.152350540474453e-01
1008	-4.907333502008453e-02
1009	3.420388862447936e-01
1010	1.056558565807757e+00
1011	-2.391921783382535e-01
1012	-5.883894258784944e-01
1013	4.403853615857605e-01
1014	5.972988312858877e-02
1015	3.666850478705976e-01
1016	-3.011619850543369e-01
1017	-3.207627958551391e-01
1018	-9.728623311501517e-01
1019	1.852842875620839e-01
1020	7.042396859489800e-01
1021	4.799139175787542e-01
1022	1.091962607043264e+00
1023	6.531321241809467e-01
1024	7.225126300446547e-02
1025	2.617327935623117e-02
1026	-2.122990747397449e-01
1027	-3.011992395948395e-01
1028	4.136434316399421e-01
1029	-3.499070332072197e-02
1030	9.864846079063651e-01
1031	4.440126080057062e-01
