band_j	band_k	range_j	range_k	Q_band
5	2	[32,64)	[4,8)	-4.185772996858234e-2
5	3	[32,64)	[8,16)	-3.215432832103086e-2
5	4	[32,64)	[16,32)	-1.735158804137622e-2
5	5	[32,64)	[32,64)	3.727021509377750e-2
5	6	[32,64)	[64,128)	-8.408306227185027e-3
5	7	[32,64)	[128,256)	3.270968153803840e-4
5	8	[32,64)	[256,512)	-7.612487077956278e-3
5	9	[32,64)	[512,1024)	2.876753409730622e-3
5	10	[32,64)	[1024,2048)	-9.281914910742536e-5
6	1	[64,128)	[2,4)	-1.108911013465602e-3
6	2	[64,128)	[4,8)	8.643697358787845e-3
6	3	[64,128)	[8,16)	6.571582978543667e-3
6	4	[64,128)	[16,32)	2.171586967632052e-3
6	5	[64,128)	[32,64)	-8.408306227185035e-3
6	6	[64,128)	[64,128)	1.053712940092601e-2
6	7	[64,128)	[128,256)	-2.803313470406743e-3
6	8	[64,128)	[256,512)	6.293932751134808e-4
6	9	[64,128)	[512,1024)	-5.472636129317542e-4
6	10	[64,128)	[1024,2048)	1.867208868924169e-5
7	1	[128,256)	[2,4)	-5.045405073584881e-6
7	2	[128,256)	[4,8)	-7.174458611834168e-5
7	3	[128,256)	[8,16)	-5.326345142629653e-5
7	4	[128,256)	[16,32)	-2.643356748857368e-4
7	5	[128,256)	[32,64)	3.270968153803819e-4
7	6	[128,256)	[64,128)	-2.803313470406746e-3
7	7	[128,256)	[128,256)	5.487428063205181e-3
7	8	[128,256)	[256,512)	-1.356670602068976e-3
7	9	[128,256)	[512,1024)	-1.506408380113394e-4
7	10	[128,256)	[1024,2048)	-7.056415378498430e-5
8	1	[256,512)	[2,4)	-1.155984999549014e-3
8	2	[256,512)	[4,8)	9.826646137602302e-3
8	3	[256,512)	[8,16)	7.521570540734636e-3
8	4	[256,512)	[16,32)	4.081003732592438e-3
8	5	[256,512)	[32,64)	-7.612487077956274e-3
8	6	[256,512)	[64,128)	6.293932751134826e-4
8	7	[256,512)	[128,256)	-1.356670602068982e-3
8	8	[256,512)	[256,512)	6.618862560736352e-3
8	9	[256,512)	[512,1024)	-2.398844822574075e-3
8	10	[256,512)	[1024,2048)	7.198044427668577e-5
9	1	[512,1024)	[2,4)	4.285052625064617e-4
9	2	[512,1024)	[4,8)	-3.670395423649359e-3
9	3	[512,1024)	[8,16)	-2.841916083678220e-3
9	4	[512,1024)	[16,32)	-1.570721991175260e-3
9	5	[512,1024)	[32,64)	2.876753409730621e-3
9	6	[512,1024)	[64,128)	-5.472636129317549e-4
9	7	[512,1024)	[128,256)	-1.506408380113390e-4
9	8	[512,1024)	[256,512)	-2.398844822574075e-3
9	9	[512,1024)	[512,1024)	1.963060882404865e-3
9	10	[512,1024)	[1024,2048)	-1.260987353347061e-4
10	1	[1024,2048)	[2,4)	-1.397290695794937e-5
10	2	[1024,2048)	[4,8)	1.199341569970494e-4
10	3	[1024,2048)	[8,16)	9.369908814059724e-5
10	4	[1024,2048)	[16,32)	4.959686037163613e-5
10	5	[1024,2048)	[32,64)	-9.281914910742506e-5
10	6	[1024,2048)	[64,128)	1.867208868924206e-5
10	7	[1024,2048)	[128,256)	-7.056415378498465e-5
10	8	[1024,2048)	[256,512)	7.198044427668662e-5
10	9	[1024,2048)	[512,1024)	-1.260987353347067e-4
10	10	[1024,2048)	[1024,2048)	1.129871950100752e-4
