energy	count	normalized
2.717958708146414e-4	57	3.825503355704698e-1
2.820045057079821e-4	58	3.892617449664429e-1
2.913210588059612e-4	59	3.959731543624161e-1
2.939207527258389e-4	60	4.026845637583892e-1
2.997981773320795e-4	61	4.093959731543624e-1
3.159564311493607e-4	62	4.161073825503356e-1
3.252969684503183e-4	63	4.228187919463087e-1
3.356328362553475e-4	64	4.295302013422819e-1
3.472417330343015e-4	65	4.362416107382550e-1
3.506416606882734e-4	66	4.429530201342282e-1
3.684142456916918e-4	67	4.496644295302014e-1
3.694728842986494e-4	68	4.563758389261745e-1
3.939149081435964e-4	69	4.630872483221476e-1
4.022581819590034e-4	70	4.697986577181208e-1
4.224288242208605e-4	71	4.765100671140939e-1
4.298538588644883e-4	72	4.832214765100671e-1
4.393798924080816e-4	73	4.899328859060403e-1
4.585162693570486e-4	74	4.966442953020134e-1
4.635387656704324e-4	75	5.033557046979866e-1
4.859587241499720e-4	76	5.100671140939598e-1
5.241252442672506e-4	77	5.167785234899329e-1
5.407675716453461e-4	78	5.234899328859061e-1
5.740989200829409e-4	79	5.302013422818792e-1
5.912206187225374e-4	80	5.369127516778524e-1
6.163006444131920e-4	81	5.436241610738255e-1
6.289032366915676e-4	82	5.503355704697986e-1
6.507372242146296e-4	83	5.570469798657718e-1
6.691927070048764e-4	84	5.637583892617449e-1
6.910161236654129e-4	85	5.704697986577181e-1
7.336256436037709e-4	86	5.771812080536913e-1
7.481487606448475e-4	87	5.838926174496645e-1
8.031861998959150e-4	88	5.906040268456376e-1
8.101312102839715e-4	89	5.973154362416108e-1
8.430247113492753e-4	90	6.040268456375839e-1
9.334955149561210e-4	91	6.107382550335571e-1
9.433947220114252e-4	92	6.174496644295302e-1
1.014412954223998e-3	93	6.241610738255033e-1
1.099084950406470e-3	94	6.308724832214765e-1
1.123205910557294e-3	95	6.375838926174496e-1
1.170236740767590e-3	96	6.442953020134228e-1
1.200154166425399e-3	97	6.510067114093959e-1
1.282893207955256e-3	98	6.577181208053692e-1
1.308400985714962e-3	99	6.644295302013423e-1
1.358611872049126e-3	100	6.711409395973155e-1
1.481368656131199e-3	101	6.778523489932886e-1
1.504197112148738e-3	102	6.845637583892618e-1
1.575646447068368e-3	103	6.912751677852349e-1
1.669593008138311e-3	104	6.979865771812080e-1
1.705443344830709e-3	105	7.046979865771812e-1
1.726516762969453e-3	106	7.114093959731543e-1
1.845550628021316e-3	107	7.181208053691275e-1
2.031133292314191e-3	108	7.248322147651006e-1
2.039328133307949e-3	109	7.315436241610739e-1
2.112014037461289e-3	110	7.382550335570470e-1
2.280577468821820e-3	111	7.449664429530202e-1
2.362822573161293e-3	112	7.516778523489933e-1
2.472736573643475e-3	113	7.583892617449665e-1
2.581622833995723e-3	114	7.651006711409396e-1
2.823813230600961e-3	115	7.718120805369127e-1
3.028617589536096e-3	116	7.785234899328859e-1
3.457902712780284e-3	117	7.852348993288590e-1
3.989735171173910e-3	118	7.919463087248322e-1
4.350279658937553e-3	119	7.986577181208053e-1
4.851151925912373e-3	120	8.053691275167785e-1
4.899292708603311e-3	121	8.120805369127517e-1
5.648465668141493e-3	122	8.187919463087249e-1
6.124849502264706e-3	123	8.255033557046980e-1
6.710354894859940e-3	124	8.322147651006712e-1
7.141748730799097e-3	125	8.389261744966443e-1
7.370196844803062e-3	126	8.456375838926175e-1
9.156823930033449e-3	127	8.523489932885906e-1
9.957572863506783e-3	128	8.590604026845637e-1
1.095588090578728e-2	129	8.657718120805369e-1
1.297883774401518e-2	130	8.724832214765100e-1
1.397120603452995e-2	131	8.791946308724832e-1
1.648946445300338e-2	132	8.859060402684564e-1
1.778556114792442e-2	133	8.926174496644296e-1
2.122775901201011e-2	134	8.993288590604027e-1
2.284384191492967e-2	135	9.060402684563759e-1
2.297122894715009e-2	136	9.127516778523490e-1
2.406704920700842e-2	137	9.194630872483222e-1
2.517098442117282e-2	138	9.261744966442953e-1
2.572903128857340e-2	139	9.328859060402684e-1
2.705555294891434e-2	140	9.395973154362416e-1
2.833287426454974e-2	141	9.463087248322147e-1
3.255806733939235e-2	142	9.530201342281879e-1
3.642005322425957e-2	143	9.597315436241610e-1
4.202778091652731e-2	144	9.664429530201343e-1
5.974849471406549e-2	145	9.731543624161074e-1
7.740738325046637e-2	146	9.798657718120806e-1
1.686868659530274e-1	147	9.865771812080537e-1
6.672635042351833e-1	148	9.932885906040269e-1
3.653437038214720e0	149	1.000000000000000e0
