beta	free_energy	specific_heat	entropy
1.712915973813065e1	-2.615351405244824e-1	2.873867754302506e-2	4.553738104500807e0
1.855698492228636e1	-2.410853828686078e-1	3.133011155114503e-2	4.551334622852766e0
2.010382848140480e1	-2.222194851299996e-1	3.409993696030891e-2	4.548716517222306e0
2.177961135940539e1	-2.048156290216242e-1	3.704893749234167e-2	4.545869487665938e0
2.359508147443141e1	-1.887613510190038e-1	4.017970621714088e-2	4.542779094368536e0
2.556188265244853e1	-1.739528218559434e-1	4.349567276831021e-2	4.539430648227443e0
2.769262930690076e1	-1.602941820712998e-1	4.699966978236379e-2	4.535809198631948e0
3.000098734339347e1	-1.476969288318973e-1	5.069217879843332e-2	4.531899649847893e0
3.250176180830071e1	-1.360793497304797e-1	5.456941280492510e-2	4.527687025485045e0
3.521099184344461e1	-1.253659997167980e-1	5.862141070569137e-2	4.523156887246091e0
3.814605355585634e1	-1.154872177482144e-1	6.283033997553526e-2	4.518295899279014e0
4.132577146238972e1	-1.063786801340659e-1	6.716921694974017e-2	4.513092513106611e0
4.477053922395788e1	-9.798098788930487e-2	7.160124300972776e-2	4.507537731571530e0
4.850245044374168e1	-9.023928570274659e-2	7.607990768989904e-2	4.501625895998194e0
5.254544036826645e1	-8.310291035983360e-2	8.054992821387044e-2	4.495355431756415e0
5.692543940017175e1	-7.652506663849552e-2	8.494899671429894e-2	4.488729485754480e0
6.167053940725276e1	-7.046252882390899e-2	8.921021938160563e-2	4.481756395348871e0
6.681117389442645e1	-6.487536607416516e-2	9.326508313984591e-2	4.474449939697243e0
7.238031319418536e1	-5.972668992905743e-2	9.704678819605517e-2	4.466829337973578e0
7.841367592742428e1	-5.498242230461575e-2	1.004938285125233e-1	4.458918970242243e0
8.494995809088434e1	-5.061108236987515e-2	1.035537531010157e-1	4.450747804095342e0
9.203108124049979e1	-4.658359076666330e-2	1.061870540812028e-1	4.442348514612727e0
9.970246136241855e1	-4.287308970755430e-2	1.083710677843866e-1	4.433756291374586e0
1.080133001561437e2	-3.945477756583885e-2	1.101036391232743e-1	4.425007340373170e0
1.170169005979914e2	-3.630575664716457e-2	1.114061244498610e-1	4.416137115620534e0
1.267710088087828e2	-3.340489290116582e-2	1.123251644237692e-1	4.407178355489965e0
1.373381844183998e2	-3.073268639446668e-2	1.129326239408453e-1	4.398159046680068e0
1.487862018025972e2	-2.827115143129499e-2	1.133232250308897e-1	4.389100482984690e0
1.611884847654743e2	-2.600370528503347e-2	1.136096968349892e-1	4.380015613102261e0
1.746245774555155e2	-2.391506460257179e-2	1.139156852297952e-1	4.370907869583596e0
1.891806545354965e2	-2.199114866720326e-2	1.143671114294498e-1	4.361770633538905e0
2.049500738783228e2	-2.021898885134766e-2	1.150830349372204e-1	4.352587418988034e0
2.220339753336073e2	-1.858664374658039e-2	1.161672652406342e-1	4.343332767239082e0
2.405419294052718e2	-1.708311960949791e-2	1.177019199824188e-1	4.333973742254654e0
2.605926400005912e2	-1.569829589108904e-2	1.197438384041072e-1	4.324471832115799e0
2.823147057578620e2	-1.442285571074808e-2	1.223242754893213e-1	4.314785007249860e0
3.058474448356155e2	-1.324822118611325e-2	1.254517180853373e-1	4.304869675124882e0
3.313417884532912e2	-1.216649353634352e-2	1.291171012083229e-1	4.294682306933705e0
3.589612489142535e2	-1.117039784632864e-2	1.333002859480628e-1	4.284180587622486e0
3.888829683197201e2	-1.025323232528954e-2	1.379764887953120e-1	4.273324040511837e0
4.212988546997209e2	-9.408821830612597e-3	1.431214692684721e-1	4.262074179889250e0
4.564168128478453e2	-8.631475371415592e-3	1.487146572241800e-1	4.250394326934801e0
4.944620777539546e2	-7.915947267629567e-3	1.547399295058911e-1	4.238249269297923e0
5.356786591870441e2	-7.257401625224298e-3	1.611842810126257e-1	4.225604945995089e0
5.803309066933473e2	-6.651379796570310e-3	1.680350385002929e-1	4.212428302283294e0
6.287052050470571e2	-6.093770521878278e-3	1.752764539929873e-1	4.198687398171708e0
6.811118110277157e2	-5.580782485507019e-3	1.828864871002811e-1	4.184351787050387e0
7.378868433047770e2	-5.108919061755078e-3	1.908344075816232e-1	4.169393122543863e0
7.993944381917801e2	-4.674955062322518e-3	1.990796129087136e-1	4.153785910520276e0
8.660290850964624e2	-4.275915328339408e-3	2.075718350987146e-1	4.137508300685417e0
9.382181566455736e2	-3.909055032601330e-3	2.162527423883024e-1	4.120542805371301e0
1.016424649711816e3	-3.571841573076835e-3	2.250588241607777e-1	4.102876837664016e0
1.101150154922942e3	-3.261937948378501e-3	2.339253622239676e-1	4.084502973496106e0
1.192938073698433e3	-2.977187511416226e-3	2.427912142125848e-1	4.065418861169445e0
1.292377103446819e3	-2.715600000369227e-3	2.516040469695386e-1	4.045626727138859e0
1.400105013276501e3	-2.475338747568120e-3	2.603255532406471e-1	4.025132459973718e0
1.516812734436268e3	-2.254708967706348e-3	2.689360782816254e-1	4.003944296135744e0
1.643248791720217e3	-2.052147027660554e-3	2.774380122225030e-1	3.982071180362296e0
1.780224104258670e3	-1.866210601714644e-3	2.858573221171809e-1	3.959520925062619e0
1.928617186485773e3	-1.695569618812462e-3	2.942427487249888e-1	3.936298338184047e0
2.089379782641027e3	-1.538997913245782e-3	3.026624853344749e-1	3.912403516193733e0
2.263542970942648e3	-1.395365497355260e-3	3.111985461417906e-1	3.887830498232039e0
2.452223776582871e3	-1.263631384412306e-3	3.199394336266186e-1	3.862566444529130e0
2.656632335958748e3	-1.142836901358779e-3	3.289720286559076e-1	3.836591439913463e0
2.878079658087481e3	-1.032099443527791e-3	3.383737780889377e-1	3.809878941992057e0
3.117986032985467e3	-9.306066356039777e-4	3.482062164676088e-1	3.782396807829505e0
3.377890140939585e3	-8.376108736927230e-4	3.585106575224722e-1	3.754108757091082e0
3.659458921094542e3	-7.524242315527460e-4	3.693065869808511e-1	3.724976074412907e0
3.964498262650261e3	-6.744137193679641e-4	3.805929411259129e-1	3.694959324976660e0
4.294964587239012e3	-6.029968859218673e-4	3.923521020571952e-1	3.664019856660325e0
4.652977396767876e3	-5.376377550694443e-4	4.045560882820537e-1	3.632120889772152e0
5.040832867204252e3	-4.778430855476008e-4	4.171740680147486e-1	3.599228051221106e0
5.461018575490446e3	-4.231589400590021e-4	4.301799980640548e-1	3.565309293193977e0
5.916229454041013e3	-3.731675458495578e-4	4.435589659571527e-1	3.530334242269958e0
6.409385075149459e3	-3.274844253246192e-4	4.573107935337717e-1	3.494273141298291e0
6.943648376161149e3	-2.857557722614657e-4	4.714497404903054e-1	3.457095652775052e0
7.522445945509220e3	-2.476560474705468e-4	4.859997505137857e-1	3.418769863294801e0
8.149489999721556e3	-2.128857677685947e-4	5.009855314816910e-1	3.379261840444371e0
8.828802192352057e3	-1.811694640059186e-4	5.164206819860527e-1	3.338536033081133e0
9.564739407538846e3	-1.522537874377444e-4	5.322948538500768e-1	3.296556676097055e0
1.036202170362076e4	-1.259057484123996e-4	5.485623845439805e-1	3.253290180976417e0
1.122576258603327e4	-1.019110764165011e-4	5.651348349482911e-1	3.208708295420046e0
1.216150180364418e4	-8.007269517188006e-5	5.818794177317296e-1	3.162791635494075e0
1.317524087887411e4	-6.020931004886150e-5	5.986244764154554e-1	3.115533065735386e0
1.427348159947979e4	-4.215410712102847e-5	6.151721065555255e-1	3.066940351434087e0
1.546326771887438e4	-2.575356361054579e-5	6.313168603835957e-1	3.017037546075291e0
1.675223013243645e4	-1.086636841665399e-5	6.468684259891246e-1	2.965864705026521e0
1.814863581955367e4	2.637550735392580e-6	6.616754109658668e-1	2.913475718417752e0
1.966144086529944e4	1.487789971575492e-5	6.756470563026057e-1	2.859934301621225e0
2.130034790180568e4	2.596479889639624e-5	6.887699573159128e-1	2.805308429635879e0
2.307586833774247e4	3.599948364617756e-5	7.011176551498302e-1	2.749663707444249e0
2.499938977502271e4	4.507493677975398e-5	7.128521256225283e-1	2.693056294594730e0
2.708324904512126e4	5.327646546898780e-5	7.242174512168364e-1	2.635526029302899e0
2.934081133343955e4	6.068223419082702e-5	7.355269754605623e-1	2.577090331146434e0
3.178655589919246e4	6.736376351839515e-5	7.471457044266883e-1	2.517739334369414e0
3.443616894059630e4	7.338640234544813e-5	7.594694945828258e-1	2.457432566967394e0
3.730664420096599e4	7.880977888582091e-5	7.729017645698788e-1	2.396097396728269e0
4.041639196097429e4	8.368823385018900e-5	7.878274777022789e-1	2.333629446495684e0
4.378535711611422e4	8.807123775175997e-5	8.045835093150018e-1	2.269895230770494e0
4.743514709667398e4	9.200379331760651e-5	8.234247305524683e-1	2.204737334819659e0
5.138917045066213e4	9.552682331599942e-5	8.444864178050444e-1	2.137982466762284e0
5.567278697850554e4	9.867754352133869e-5	8.677457345075982e-1	2.069452582947926e0
6.031347038243776e4	1.014898198397598e-4	8.929874478387687e-1	1.998978969643605e0
6.534098447375495e4	1.039945077484037e-4	9.197809385946371e-1	1.926418668569302e0
7.078757406807541e4	1.062197712523673e-4	9.474761510430646e-1	1.851672034168850e0
7.668817179294178e4	1.081913777536835e-4	9.752248536821664e-1	1.774699635802383e0
8.308062213416134e4	1.099329648288196e-4	1.002030275897968e0	1.695536327193138e0
