gcd_class	dim	lambda_min	lambda_max	trace	frobenius_norm	condition
90	444	3.584409594178206e-7	5.744375016899271e-2	9.328138309804879e-2	6.062138346221657e-2	1.602600e5
91	439	3.575239008852556e-7	5.676196092198765e-2	9.210189730643506e-2	5.989086315795241e-2	1.587641e5
92	434	3.565303562652613e-7	5.609419499452112e-2	9.094618898751899e-2	5.917530053600592e-2	1.573336e5
93	430	3.557670330031475e-7	5.545046449281434e-2	8.984478218889666e-2	5.848745047513120e-2	1.558617e5
94	425	3.587285871692314e-7	5.480966020547862e-2	8.873447200213141e-2	5.780059032147868e-2	1.527887e5
95	421	3.646787894308788e-7	5.419213956163113e-2	8.767703647157243e-2	5.714064742090182e-2	1.486024e5
96	416	3.646724574600724e-7	5.357621260921930e-2	8.660883349262213e-2	5.648031045174153e-2	1.469160e5
97	412	3.640310217613356e-7	5.298297497874287e-2	8.559234094871712e-2	5.584621206882854e-2	1.455452e5
98	408	3.634556506876393e-7	5.240153152614568e-2	8.459546290343664e-2	5.522465294516017e-2	1.441759e5
99	404	3.628121116130992e-7	5.183110143885848e-2	8.361731615315597e-2	5.461483046043415e-2	1.428593e5
100	400	3.640578044010488e-7	5.127156760129180e-2	8.265744308691840e-2	5.401659091257257e-2	1.408336e5
101	396	3.674511074543539e-7	5.072297330025137e-2	8.171567914492571e-2	5.342998972190325e-2	1.380401e5
102	392	3.709412083785911e-7	5.018403093171236e-2	8.079049030176802e-2	5.285368239744354e-2	1.352884e5
103	388	3.700691452095203e-7	4.965532438055338e-2	7.988231593189773e-2	5.228825195469122e-2	1.341785e5
104	384	3.694804973041924e-7	4.913643562124331e-2	7.899040456655759e-2	5.173325774416372e-2	1.329879e5
105	380	3.690622040168023e-7	4.862669643979521e-2	7.811396433270508e-2	5.118799579110556e-2	1.317575e5
106	377	3.689133680544935e-7	4.813673360496890e-2	7.728413989145329e-2	5.066581162049451e-2	1.304825e5
107	373	3.680455524580545e-7	4.764502676182143e-2	7.643782622974578e-2	5.013972216168484e-2	1.294542e5
108	370	3.671674734430154e-7	4.717266125133085e-2	7.563725557260903e-2	4.963622618753855e-2	1.284772e5
109	366	3.660005543604647e-7	4.669776801880469e-2	7.481905365911524e-2	4.912801686957081e-2	1.275893e5
110	363	3.708181784692613e-7	4.624171912622017e-2	7.404582556251589e-2	4.864185435558752e-2	1.247019e5
111	360	3.777951993827586e-7	4.579393880688673e-2	7.328611304487410e-2	4.816446795199667e-2	1.212137e5
112	357	3.821903481303495e-7	4.535323712689496e-2	7.253854042047449e-2	4.769462258906759e-2	1.186666e5
113	353	3.814149800255590e-7	4.490960277293285e-2	7.177243632780872e-2	4.721961918627689e-2	1.177447e5
114	350	3.807150057741109e-7	4.448384894674061e-2	7.104963039412741e-2	4.676564339805763e-2	1.168429e5
115	347	3.808646371339261e-7	4.406543841224371e-2	7.033882136741666e-2	4.631943568032995e-2	1.156984e5
116	344	3.803886150110947e-7	4.365370056407700e-2	6.963922837536532e-2	4.588033238356875e-2	1.147608e5
117	341	3.839598129483996e-7	4.324866331136336e-2	6.895077484575507e-2	4.544833086499978e-2	1.126385e5
118	338	3.858757132907605e-7	4.285014236108568e-2	6.827319462707573e-2	4.502325295140234e-2	1.110465e5
119	336	3.860300820011709e-7	4.246920663876443e-2	6.763784075495741e-2	4.461880439860504e-2	1.100153e5
120	333	3.858330205778691e-7	4.208305881185152e-2	6.698085872754347e-2	4.420686917010843e-2	1.090707e5
121	330	3.864214930343968e-7	4.170309641166876e-2	6.633404561477059e-2	4.380148055866197e-2	1.079213e5
122	327	3.888598025188914e-7	4.132917278910100e-2	6.569716151239906e-2	4.340248904850758e-2	1.062830e5
123	325	3.904142376291646e-7	4.097189816769134e-2	6.510107320762411e-2	4.302314239798228e-2	1.049447e5
124	322	3.928784204206487e-7	4.060912354014939e-2	6.448275098097944e-2	4.263599397637900e-2	1.033631e5
125	320	3.922254963763901e-7	4.026307264230257e-2	6.390507676880916e-2	4.226851343065859e-2	1.026529e5
126	317	3.919612996413180e-7	3.991099608340877e-2	6.330453409410360e-2	4.189272144411115e-2	1.018238e5
127	314	3.912138652703741e-7	3.956413238780859e-2	6.271261521094264e-2	4.152244999743367e-2	1.011317e5
128	312	3.903816378832099e-7	3.923390894283849e-2	6.216092346785078e-2	4.117174767628579e-2	1.005014e5
129	310	3.895649418761352e-7	3.890798775737098e-2	6.161675152450037e-2	4.082562205762182e-2	9.987549e4
130	307	3.892052104924075e-7	3.857616045490853e-2	6.104951766449793e-2	4.047127769315069e-2	9.911522e4
131	305	3.921339536662573e-7	3.825993116133859e-2	6.052128973622831e-2	4.013542087131085e-2	9.756852e4
132	303	3.939030149504592e-7	3.794863728295754e-2	6.000093051761770e-2	3.980477700005645e-2	9.634005e4
133	300	3.989913479095564e-7	3.763058622081433e-2	5.945639016047168e-2	3.946503625781563e-2	9.431429e4
134	298	3.998248619919119e-7	3.732786655108825e-2	5.895038422999273e-2	3.914348576114313e-2	9.336054e4
135	296	3.990872101454778e-7	3.702969150256849e-2	5.845167646782974e-2	3.882672970532144e-2	9.278596e4
136	294	3.989994062641367e-7	3.673567789422159e-2	5.795980328208604e-2	3.851438118978328e-2	9.206951e4
137	291	4.017433540510735e-7	3.643460688861645e-2	5.744330031401469e-2	3.819263907010335e-2	9.069125e4
138	289	4.028262590134334e-7	3.614865159472434e-2	5.696473590261381e-2	3.788883793085734e-2	8.973757e4
139	287	4.035198532981251e-7	3.586681515499174e-2	5.649278078446712e-2	3.758937127303815e-2	8.888488e4
140	285	4.028689960846751e-7	3.558848935097016e-2	5.602684754036531e-2	3.729363789457223e-2	8.833762e4
141	283	4.026890386738665e-7	3.531389310034025e-2	5.556708716253860e-2	3.700185682450217e-2	8.769519e4
142	281	4.027962361061065e-7	3.504350260031749e-2	5.511381911839718e-2	3.671450033472668e-2	8.700057e4
143	279	4.024856441420508e-7	3.477636445001876e-2	5.466604776405461e-2	3.643060422323242e-2	8.640399e4
144	277	4.028988995431369e-7	3.451259034486272e-2	5.422394827479736e-2	3.615026741600507e-2	8.566067e4
145	275	4.054653356579062e-7	3.425248650491391e-2	5.378770750460893e-2	3.587379989126459e-2	8.447698e4
146	273	4.050841435041845e-7	3.399572528968942e-2	5.335696478391989e-2	3.560087595263096e-2	8.392263e4
147	272	4.047909045155399e-7	3.375354233765170e-2	5.296300451501357e-2	3.534525607750171e-2	8.338513e4
148	270	4.069973385043012e-7	3.350330864007664e-2	5.254294538443170e-2	3.507923934997715e-2	8.231825e4
149	268	4.107561361233554e-7	3.325631375835948e-2	5.212809030707167e-2	3.481663909910161e-2	8.096364e4
150	266	4.114796938026064e-7	3.301218552349179e-2	5.171812252146565e-2	3.455708351203640e-2	8.022798e4
151	264	4.110588965305588e-7	3.277126304836189e-2	5.131325391415349e-2	3.430090804451114e-2	7.972401e4
152	263	4.104544511910929e-7	3.254459790105448e-2	5.094458681384344e-2	3.406167084888333e-2	7.928918e4
153	261	4.096992478932157e-7	3.230942997295951e-2	5.054925929201828e-2	3.381158845262285e-2	7.886134e4
154	259	4.098599085944613e-7	3.207756229228877e-2	5.015898556278039e-2	3.356497672086580e-2	7.826470e4
155	258	4.090355495800619e-7	3.185948466360949e-2	4.980423086656035e-2	3.333481209317015e-2	7.788928e4
156	256	4.114288078848757e-7	3.163271424478717e-2	4.942255231716054e-2	3.309359897612872e-2	7.688503e4
157	254	4.134531987424735e-7	3.140870864677826e-2	4.904534035292706e-2	3.285530606116988e-2	7.596678e4
158	253	4.148036994185934e-7	3.119869241109129e-2	4.870381268101410e-2	3.263365205018653e-2	7.521315e4
159	251	4.145663295825276e-7	3.098020014197040e-2	4.833540766293725e-2	3.240118244387109e-2	7.472918e4
160	250	4.137700253410209e-7	3.077541991202949e-2	4.800222599749164e-2	3.218504674090881e-2	7.437808e4
161	248	4.130645113475977e-7	3.056163030267275e-2	4.764166719925009e-2	3.195755586128277e-2	7.398755e4
162	246	4.130464939523738e-7	3.035029854977562e-2	4.728511304123625e-2	3.173266092470658e-2	7.347913e4
163	245	4.149972964378625e-7	3.015289055368638e-2	4.696390483341642e-2	3.152430770570603e-2	7.265804e4
164	243	4.167057211016576e-7	2.994641351050268e-2	4.661514047736851e-2	3.130453085936471e-2	7.186466e4
165	242	4.178409272739600e-7	2.975353809975659e-2	4.630136962777857e-2	3.110095591320768e-2	7.120781e4
166	240	4.249521815823904e-7	2.955164778494992e-2	4.596010982380822e-2	3.088603898855085e-2	6.954111e4
167	239	4.259611253561745e-7	2.936348192445958e-2	4.565381814365727e-2	3.068743502849746e-2	6.893465e4
168	238	4.253922892308011e-7	2.917742265693740e-2	4.535094650271377e-2	3.049104332517913e-2	6.858945e4
169	236	4.254412456869243e-7	2.898192621713654e-2	4.502011831704770e-2	3.028287533944342e-2	6.812204e4
170	235	4.274821373226469e-7	2.880016383697644e-2	4.472417845723642e-2	3.009101080182003e-2	6.737162e4
171	233	4.298149305229835e-7	2.860879156088249e-2	4.440010848484573e-2	2.988720240749205e-2	6.656072e4
172	232	4.290999175527902e-7	2.843102799127253e-2	4.411074728620420e-2	2.969956915466232e-2	6.625736e4
173	231	4.289897527834542e-7	2.825544877468879e-2	4.382476440976168e-2	2.951422922340485e-2	6.586509e4
174	229	4.320508288994060e-7	2.807029800782279e-2	4.351058265510800e-2	2.931698397914897e-2	6.496990e4
175	228	4.314141970486799e-7	2.789839312556298e-2	4.323063118956168e-2	2.913552522704663e-2	6.466730e4
176	227	4.310140131690367e-7	2.772836104248695e-2	4.295371766597122e-2	2.895602638686950e-2	6.433285e4
177	225	4.304618652730251e-7	2.754860542430783e-2	4.264849067500114e-2	2.876448405014244e-2	6.399778e4
178	224	4.306147571031020e-7	2.738248718042750e-2	4.237780749541090e-2	2.858911881826907e-2	6.358929e4
179	223	4.316992152329412e-7	2.721815154715347e-2	4.210994505382425e-2	2.841562789919528e-2	6.304888e4
180	222	4.313663261108639e-7	2.705531015811317e-2	4.184468310696794e-2	2.824371828028741e-2	6.272003e4
181	220	4.322659429438721e-7	2.688286929689870e-2	4.155114726452758e-2	2.805988870679207e-2	6.219058e4
182	219	4.319554465945080e-7	2.672366094500211e-2	4.129160389977059e-2	2.789180687186028e-2	6.186671e4
183	218	4.321389554870956e-7	2.656612997448937e-2	4.103475123388513e-2	2.772548610223946e-2	6.147590e4
184	217	4.355379893881854e-7	2.641018509969678e-2	4.078048050776473e-2	2.756083919091962e-2	6.063807e4
185	216	4.352210942979486e-7	2.625599827231437e-2	4.052895294380451e-2	2.739803191466761e-2	6.032795e4
186	215	4.372885260716348e-7	2.610304109951737e-2	4.027966991755343e-2	2.723653990016858e-2	5.969295e4
187	213	4.369744024029882e-7	2.594021186583081e-2	4.000180935610437e-2	2.706286026920245e-2	5.936323e4
188	212	4.370065400949687e-7	2.579086126332845e-2	3.975799974806808e-2	2.690514694992209e-2	5.901711e4
189	211	4.402696248037099e-7	2.564291256094563e-2	3.951649002809265e-2	2.674892393570723e-2	5.824366e4
190	210	4.400755767015872e-7	2.549629902449473e-2	3.927720766744586e-2	2.659410859096953e-2	5.793618e4
191	209	4.421683702616744e-7	2.535109962397050e-2	3.904024650038357e-2	2.644077473556017e-2	5.733359e4
192	208	4.415128775873809e-7	2.520748160827684e-2	3.880573775922594e-2	2.628910164190935e-2	5.709342e4
193	207	4.422102546580074e-7	2.506519778164494e-2	3.857342313507179e-2	2.613883578507565e-2	5.668163e4
194	206	4.426311482234945e-7	2.492431718598011e-2	3.834337720848981e-2	2.599004823211289e-2	5.630945e4
195	205	4.492799368569295e-7	2.478494130417024e-2	3.811566758093181e-2	2.584284433932786e-2	5.516592e4
196	204	4.487539399170588e-7	2.464698126914695e-2	3.789014324562980e-2	2.569712182902785e-2	5.492315e4
197	203	4.487219917483908e-7	2.451014225249216e-2	3.766658770630183e-2	2.555259922109773e-2	5.462211e4
198	202	4.480067487272701e-7	2.437487055073295e-2	3.744533632075547e-2	2.540970543135759e-2	5.440737e4
199	201	4.473399166770096e-7	2.424052119521286e-2	3.722581966638919e-2	2.526780468721170e-2	5.418815e4
200	200	4.470153422662346e-7	2.410762812870722e-2	3.700850830456216e-2	2.512740951682747e-2	5.393020e4
201	199	4.502071972427303e-7	2.397597397784301e-2	3.679324012546306e-2	2.498833952332329e-2	5.325542e4
202	198	4.499033219496564e-7	2.384577805589200e-2	3.658010351090360e-2	2.485078704841955e-2	5.300200e4
203	197	4.509326707033688e-7	2.371647082644812e-2	3.636862110324243e-2	2.471418906884649e-2	5.259426e4
204	196	4.501531680874782e-7	2.358844477089126e-2	3.615911963835682e-2	2.457892455629564e-2	5.240093e4
205	195	4.505322503976597e-7	2.346156581779181e-2	3.595150261579719e-2	2.444487335974299e-2	5.207522e4
206	194	4.498704089630166e-7	2.333599125490320e-2	3.574589185152577e-2	2.431219524700971e-2	5.187270e4
207	193	4.500034339226536e-7	2.321160700465467e-2	3.554211632469455e-2	2.418076499185051e-2	5.158096e4
208	192	4.493187088134331e-7	2.308837659061119e-2	3.534015364855712e-2	2.405054924032445e-2	5.138530e4
209	191	4.486819011919665e-7	2.296594163913860e-2	3.513967186218231e-2	2.392118207997904e-2	5.118535e4
210	190	4.480594789431428e-7	2.284476060265889e-2	3.494106700316227e-2	2.379311569228202e-2	5.098600e4
211	189	4.477043281019375e-7	2.272453413642910e-2	3.474408758836621e-2	2.366605880695472e-2	5.075791e4
212	188	4.472516327861517e-7	2.260540797459958e-2	3.454888607247940e-2	2.354016911481097e-2	5.054293e4
213	187	4.476465624813936e-7	2.248748378174539e-2	3.435548892736612e-2	2.341553773254531e-2	5.023491e4
214	186	4.473821431685889e-7	2.237056151548310e-2	3.416368946183041e-2	2.329196203439231e-2	5.000325e4
215	186	4.467730332201807e-7	2.226662938976633e-2	3.400486906608739e-2	2.318374222161581e-2	4.983879e4
216	185	4.489725522211184e-7	2.215175767709665e-2	3.381630369939874e-2	2.306232056249430e-2	4.933878e4
217	184	4.483500907383731e-7	2.203782547284438e-2	3.362925148071391e-2	2.294188687642089e-2	4.915316e4
218	183	4.493312157764641e-7	2.192477141667832e-2	3.344366026810310e-2	2.282237812784926e-2	4.879423e4
219	182	4.504231047701008e-7	2.181272013297031e-2	3.325965354531608e-2	2.270391859670805e-2	4.842718e4
220	181	4.692266977674760e-7	2.170154600836835e-2	3.307709188453527e-2	2.258638827801232e-2	4.624960e4
221	180	4.688738071546839e-7	2.159132328278738e-2	3.289605049349655e-2	2.246985711335250e-2	4.604933e4
222	180	4.682160875829723e-7	2.149431261152369e-2	3.274807588717233e-2	2.236888839195190e-2	4.590682e4
223	179	4.676432155542573e-7	2.138594523697113e-2	3.256995928581081e-2	2.225430770948365e-2	4.573133e4
224	178	4.670162956902469e-7	2.127834596398031e-2	3.239314827704015e-2	2.214053950368081e-2	4.556232e4
225	177	4.665598965549996e-7	2.117184793477465e-2	3.221794945979452e-2	2.202791509381269e-2	4.537863e4
226	176	4.661652068838578e-7	2.106622100975466e-2	3.204413757250692e-2	2.191621933864239e-2	4.519046e4
227	176	4.655841655856066e-7	2.097364912500243e-2	3.190312999977970e-2	2.181989845293241e-2	4.504803e4
228	175	4.661529790075036e-7	2.086950056578439e-2	3.173179458167669e-2	2.170975901509417e-2	4.476964e4
229	174	4.660451571838422e-7	2.076628131369138e-2	3.156188863411968e-2	2.160059180289845e-2	4.455852e4
230	173	4.671315789782280e-7	2.066403605533277e-2	3.139341694918815e-2	2.149243568900454e-2	4.423601e4
231	173	4.665459043444948e-7	2.057470611466587e-2	3.125758463448942e-2	2.139951949765989e-2	4.410007e4
232	172	4.659801391730497e-7	2.047395862850155e-2	3.109155624435187e-2	2.129294518730951e-2	4.393741e4
233	171	4.659169592467606e-7	2.037393271245847e-2	3.092673016578011e-2	2.118713092386349e-2	4.372868e4
234	170	4.662454025934942e-7	2.027464838408680e-2	3.076312702700806e-2	2.108209890751944e-2	4.348493e4
235	170	4.655887822785385e-7	2.018845191341005e-2	3.063227600571851e-2	2.099246119076239e-2	4.336112e4
236	169	4.794104839510306e-7	2.009089258624588e-2	3.047129685830506e-2	2.088923518516096e-2	4.190750e4
237	168	4.799083760546516e-7	1.999409927437974e-2	3.031151279305797e-2	2.078681802745509e-2	4.166233e4
238	168	4.791509211639970e-7	1.991045238912013e-2	3.018446482848633e-2	2.069984013203493e-2	4.155361e4
239	167	4.795129376336651e-7	1.981486260511034e-2	3.002676095221427e-2	2.059870747766253e-2	4.132289e4
240	166	4.789544511959812e-7	1.972014328501723e-2	2.987029565137612e-2	2.049846519080627e-2	4.117332e4
241	165	4.784516246973224e-7	1.962611656328116e-2	2.971493336159280e-2	2.039894879003037e-2	4.102006e4
242	165	4.778842017577753e-7	1.954493860422576e-2	2.959203191818440e-2	2.031457283464292e-2	4.089890e4
243	164	4.774083560403574e-7	1.945226887397764e-2	2.943890356462531e-2	2.021648641010649e-2	4.074556e4
244	163	4.781561573048463e-7	1.936043639477907e-2	2.928699509933266e-2	2.011927509824572e-2	4.048978e4
245	163	4.775340729458819e-7	1.928163335643573e-2	2.916763909834263e-2	2.003737175155760e-2	4.037750e4
246	162	4.773172146817163e-7	1.919104223376943e-2	2.901776082629379e-2	1.994148243795131e-2	4.020606e4
247	161	4.776045795924901e-7	1.910116139785333e-2	2.886894393689477e-2	1.984631918867822e-2	3.999367e4
248	161	4.770760608628275e-7	1.902408087473467e-2	2.875245307676873e-2	1.976623564463136e-2	3.987641e4
249	160	4.765641834540523e-7	1.893551950570790e-2	2.860573496533834e-2	1.967246108925028e-2	3.973341e4
250	160	4.760430685785397e-7	1.886001043194954e-2	2.849148443887258e-2	1.959399726593103e-2	3.961829e4
251	159	4.756115958761426e-7	1.877253856553265e-2	2.834661780301363e-2	1.950138705537362e-2	3.947031e4
252	158	4.754418151614948e-7	1.868583268019016e-2	2.820284081571972e-2	1.940956368445233e-2	3.930204e4
253	158	4.748801368798516e-7	1.861201247472180e-2	2.809135820347198e-2	1.933287885978629e-2	3.919307e4
254	157	4.813001206041278e-7	1.852642394806199e-2	2.794942023774518e-2	1.924223353266085e-2	3.849246e4
255	156	4.813644606742294e-7	1.844162645067666e-2	2.780859168096613e-2	1.915240762856406e-2	3.831115e4
256	156	4.807447513267300e-7	1.836962882518958e-2	2.769996527298859e-2	1.907763642412195e-2	3.821077e4
257	155	4.863725576771626e-7	1.828575914302300e-2	2.756077915669052e-2	1.898879559932581e-2	3.759620e4
258	155	4.858738224874972e-7	1.821485088030303e-2	2.745389660734839e-2	1.891515593975146e-2	3.748885e4
259	154	4.854078363405630e-7	1.813229118538186e-2	2.731668880821236e-2	1.882768456341512e-2	3.735476e4
