gcd_class	dim	lambda_min	lambda_max	trace	frobenius_norm	condition
7902	5	3.861370118659914e-6	3.154348229903987e-4	3.641835943403902e-4	3.170130089620843e-4	8.168987e1
7903	5	3.860899978457218e-6	3.153955610046534e-4	3.641384966457458e-4	3.169735671750878e-4	8.168965e1
7904	5	3.860429947955283e-6	3.153563131163728e-4	3.640934145610995e-4	3.169341395130770e-4	8.168943e1
7905	5	3.859960027116626e-6	3.153170793101950e-4	3.640483480699763e-4	3.168947259606793e-4	8.168921e1
7906	5	3.859490215903830e-6	3.152778595707748e-4	3.640032971559167e-4	3.168553265025369e-4	8.168899e1
7907	5	3.859020514279234e-6	3.152386538827800e-4	3.639582618024774e-4	3.168159411233072e-4	8.168877e1
7908	5	3.858550922205280e-6	3.151994622308942e-4	3.639132419932305e-4	3.167765698076624e-4	8.168856e1
7909	5	3.858081439644501e-6	3.151602845998164e-4	3.638682377117647e-4	3.167372125402899e-4	8.168834e1
7910	5	3.857612066559420e-6	3.151211209742597e-4	3.638232489416840e-4	3.166978693058920e-4	8.168813e1
7911	5	3.857142802912562e-6	3.150819713389529e-4	3.637782756666086e-4	3.166585400891859e-4	8.168792e1
7912	5	3.856673648666291e-6	3.150428356786394e-4	3.637333178701744e-4	3.166192248749036e-4	8.168771e1
7913	5	3.856204603783267e-6	3.150037139780771e-4	3.636883755360330e-4	3.165799236477924e-4	8.168750e1
7914	5	3.855735668225976e-6	3.149646062220397e-4	3.636434486478522e-4	3.165406363926141e-4	8.168729e1
7915	5	3.855266841956999e-6	3.149255123953155e-4	3.635985371893154e-4	3.165013630941456e-4	8.168709e1
7916	5	3.854798124938858e-6	3.148864324827069e-4	3.635536411441214e-4	3.164621037371786e-4	8.168688e1
7917	5	3.854329517134083e-6	3.148473664690318e-4	3.635087604959854e-4	3.164228583065198e-4	8.168668e1
7918	5	3.853861018505346e-6	3.148083143391237e-4	3.634638952286381e-4	3.163836267869906e-4	8.168647e1
7919	5	3.853392629015064e-6	3.147692760778289e-4	3.634190453258257e-4	3.163444091634272e-4	8.168627e1
7920	5	3.852924348625922e-6	3.147302516700104e-4	3.633742107713105e-4	3.163052054206807e-4	8.168607e1
7921	5	3.852456177300563e-6	3.146912411005453e-4	3.633293915488702e-4	3.162660155436172e-4	8.168587e1
7922	5	3.851988115001492e-6	3.146522443543251e-4	3.632845876422984e-4	3.162268395171171e-4	8.168567e1
7923	5	3.851520161691359e-6	3.146132614162567e-4	3.632397990354043e-4	3.161876773260760e-4	8.168548e1
7924	5	3.851052317332782e-6	3.145742922712614e-4	3.631950257120126e-4	3.161485289554041e-4	8.168528e1
7925	5	3.850584581888518e-6	3.145353369042755e-4	3.631502676559640e-4	3.161093943900263e-4	8.168509e1
7926	5	3.850116955321027e-6	3.144963953002495e-4	3.631055248511145e-4	3.160702736148822e-4	8.168489e1
7927	5	3.849649437593108e-6	3.144574674441496e-4	3.630607972813358e-4	3.160311666149265e-4	8.168470e1
7928	5	3.849182028667363e-6	3.144185533209554e-4	3.630160849305153e-4	3.159920733751279e-4	8.168451e1
7929	5	3.848714728506494e-6	3.143796529156620e-4	3.629713877825559e-4	3.159529938804705e-4	8.168432e1
7930	5	3.848247537073094e-6	3.143407662132790e-4	3.629267058213760e-4	3.159139281159525e-4	8.168413e1
7931	5	3.847780454330052e-6	3.143018931988307e-4	3.628820390309098e-4	3.158748760665870e-4	8.168395e1
7932	5	3.847313480239852e-6	3.142630338573558e-4	3.628373873951066e-4	3.158358377174018e-4	8.168376e1
7933	5	3.846846614765363e-6	3.142241881739080e-4	3.627927508979317e-4	3.157968130534395e-4	8.168358e1
7934	5	3.846379857869201e-6	3.141853561335553e-4	3.627481295233655e-4	3.157578020597566e-4	8.168339e1
7935	5	3.845913209514112e-6	3.141465377213801e-4	3.627035232554043e-4	3.157188047214251e-4	8.168321e1
7936	5	3.845446669662963e-6	3.141077329224802e-4	3.626589320780595e-4	3.156798210235309e-4	8.168303e1
7937	5	3.844980238278376e-6	3.140689417219670e-4	3.626143559753581e-4	3.156408509511747e-4	8.168285e1
7938	5	3.844513915323122e-6	3.140301641049668e-4	3.625697949313426e-4	3.156018944894719e-4	8.168267e1
7939	5	3.844047700760009e-6	3.139914000566209e-4	3.625252489300708e-4	3.155629516235523e-4	8.168249e1
7940	5	3.843581594551814e-6	3.139526495620843e-4	3.624807179556161e-4	3.155240223385602e-4	8.168232e1
7941	5	3.843115596661322e-6	3.139139126065271e-4	3.624362019920671e-4	3.154851066196544e-4	8.168214e1
7942	5	3.842649707051264e-6	3.138751891751334e-4	3.623917010235280e-4	3.154462044520083e-4	8.168197e1
7943	5	3.842183925684548e-6	3.138364792531027e-4	3.623472150341180e-4	3.154073158208095e-4	8.168179e1
7944	5	3.841718252523966e-6	3.137977828256475e-4	3.623027440079720e-4	3.153684407112606e-4	8.168162e1
7945	5	3.841252687532357e-6	3.137590998779965e-4	3.622582879292402e-4	3.153295791085780e-4	8.168145e1
7946	5	3.840787230672451e-6	3.137204303953911e-4	3.622138467820880e-4	3.152907309979933e-4	8.168128e1
7947	5	3.840321881907229e-6	3.136817743630883e-4	3.621694205506962e-4	3.152518963647517e-4	8.168112e1
7948	5	3.839856641199434e-6	3.136431317663590e-4	3.621250092192608e-4	3.152130751941134e-4	8.168095e1
7949	5	3.839391508511991e-6	3.136045025904885e-4	3.620806127719931e-4	3.151742674713527e-4	8.168078e1
7950	5	3.838926483807816e-6	3.135658868207768e-4	3.620362311931197e-4	3.151354731817586e-4	8.168062e1
7951	5	3.838461567049652e-6	3.135272844425380e-4	3.619918644668824e-4	3.150966923106338e-4	8.168045e1
7952	5	3.837996758200557e-6	3.134886954411003e-4	3.619475125775385e-4	3.150579248432962e-4	8.168029e1
7953	5	3.837532057223336e-6	3.134501198018071e-4	3.619031755093600e-4	3.150191707650774e-4	8.168013e1
7954	5	3.837067464080884e-6	3.134115575100150e-4	3.618588532466345e-4	3.149804300613237e-4	8.167997e1
7955	5	3.836602978736173e-6	3.133730085510955e-4	3.618145457736646e-4	3.149417027173956e-4	8.167981e1
7956	5	3.836138601152104e-6	3.133344729104345e-4	3.617702530747683e-4	3.149029887186676e-4	8.167965e1
7957	5	3.835674331291637e-6	3.132959505734319e-4	3.617259751342784e-4	3.148642880505290e-4	8.167950e1
7958	5	3.835210169117779e-6	3.132574415255019e-4	3.616817119365431e-4	3.148256006983829e-4	8.167934e1
7959	5	3.834746114593345e-6	3.132189457520730e-4	3.616374634659258e-4	3.147869266476470e-4	8.167919e1
7960	5	3.834282167681335e-6	3.131804632385881e-4	3.615932297068047e-4	3.147482658837530e-4	8.167903e1
7961	5	3.833818328344890e-6	3.131419939705040e-4	3.615490106435734e-4	3.147096183921470e-4	8.167888e1
7962	5	3.833354596546801e-6	3.131035379332918e-4	3.615048062606405e-4	3.146709841582893e-4	8.167873e1
7963	5	3.832890972250178e-6	3.130650951124369e-4	3.614606165424295e-4	3.146323631676540e-4	8.167858e1
7964	5	3.832427455417927e-6	3.130266654934388e-4	3.614164414733791e-4	3.145937554057300e-4	8.167843e1
7965	5	3.831964046013181e-6	3.129882490618113e-4	3.613722810379430e-4	3.145551608580199e-4	8.167828e1
7966	5	3.831500743998924e-6	3.129498458030818e-4	3.613281352205900e-4	3.145165795100408e-4	8.167814e1
7967	5	3.831037549338106e-6	3.129114557027927e-4	3.612840040058040e-4	3.144780113473238e-4	8.167799e1
7968	5	3.830574461993872e-6	3.128730787464996e-4	3.612398873780835e-4	3.144394563554136e-4	8.167785e1
7969	5	3.830111481929153e-6	3.128347149197735e-4	3.611957853219424e-4	3.144009145198701e-4	8.167770e1
7970	5	3.829648609107205e-6	3.127963642081977e-4	3.611516978219091e-4	3.143623858262664e-4	8.167756e1
7971	5	3.829185843490968e-6	3.127580265973710e-4	3.611076248625276e-4	3.143238702601900e-4	8.167742e1
7972	5	3.828723185043511e-6	3.127197020729059e-4	3.610635664283562e-4	3.142853678072424e-4	8.167728e1
7973	5	3.828260633727911e-6	3.126813906204286e-4	3.610195225039686e-4	3.142468784530394e-4	8.167714e1
7974	5	3.827798189507368e-6	3.126430922255796e-4	3.609754930739530e-4	3.142084021832104e-4	8.167701e1
7975	5	3.827335852344879e-6	3.126048068740135e-4	3.609314781229128e-4	3.141699389833993e-4	8.167687e1
7976	5	3.826873622203644e-6	3.125665345513988e-4	3.608874776354662e-4	3.141314888392636e-4	8.167673e1
7977	5	3.826411499046759e-6	3.125282752434181e-4	3.608434915962462e-4	3.140930517364751e-4	8.167660e1
7978	5	3.825949482837319e-6	3.124900289357677e-4	3.607995199899006e-4	3.140546276607193e-4	8.167646e1
7979	5	3.825487573538537e-6	3.124517956141578e-4	3.607555628010922e-4	3.140162165976961e-4	8.167633e1
7980	5	3.825025771113557e-6	3.124135752643133e-4	3.607116200144984e-4	3.139778185331190e-4	8.167620e1
7981	5	3.824564075525429e-6	3.123753678719723e-4	3.606676916148116e-4	3.139394334527154e-4	8.167607e1
7982	5	3.824102486737546e-6	3.123371734228874e-4	3.606237775867389e-4	3.139010613422269e-4	8.167594e1
7983	5	3.823641004712905e-6	3.122989919028243e-4	3.605798779150023e-4	3.138627021874090e-4	8.167581e1
7984	5	3.823179629414769e-6	3.122608232975629e-4	3.605359925843383e-4	3.138243559740308e-4	8.167569e1
7985	5	3.822718360806246e-6	3.122226675928978e-4	3.604921215794983e-4	3.137860226878755e-4	8.167556e1
7986	5	3.822257198850726e-6	3.121845247746363e-4	3.604482648852485e-4	3.137477023147403e-4	8.167544e1
7987	5	3.821796143511320e-6	3.121463948286003e-4	3.604044224863697e-4	3.137093948404360e-4	8.167531e1
7988	5	3.821335194751243e-6	3.121082777406253e-4	3.603605943676575e-4	3.136711002507874e-4	8.167519e1
7989	5	3.820874352533787e-6	3.120701734965603e-4	3.603167805139221e-4	3.136328185316330e-4	8.167507e1
7990	5	3.820413616822006e-6	3.120320820822688e-4	3.602729809099882e-4	3.135945496688255e-4	8.167495e1
7991	5	3.819952987579479e-6	3.119940034836279e-4	3.602291955406957e-4	3.135562936482308e-4	8.167483e1
7992	5	3.819492464769326e-6	3.119559376865280e-4	3.601854243908986e-4	3.135180504557292e-4	8.167471e1
7993	5	3.819032048354773e-6	3.119178846768736e-4	3.601416674454658e-4	3.134798200772143e-4	8.167459e1
7994	5	3.818571738299099e-6	3.118798444405831e-4	3.600979246892807e-4	3.134416024985938e-4	8.167448e1
7995	5	3.818111534565649e-6	3.118418169635888e-4	3.600541961072413e-4	3.134033977057889e-4	8.167436e1
7996	5	3.817651437117671e-6	3.118038022318357e-4	3.600104816842604e-4	3.133652056847348e-4	8.167425e1
7997	5	3.817191445918642e-6	3.117658002312838e-4	3.599667814052652e-4	3.133270264213800e-4	8.167413e1
7998	5	3.816731560931631e-6	3.117278109479061e-4	3.599230952551972e-4	3.132888599016873e-4	8.167402e1
7999	5	3.816271782120104e-6	3.116898343676897e-4	3.598794232190129e-4	3.132507061116328e-4	8.167391e1
8000	5	3.815812109447497e-6	3.116518704766348e-4	3.598357652816833e-4	3.132125650372063e-4	8.167380e1
8001	4	5.073222217336807e-6	2.902697820776809e-4	3.284349008254334e-4	2.914811670710114e-4	5.721606e1
8002	4	5.072658688381819e-6	2.902344263953641e-4	3.283950849355966e-4	2.914456727486628e-4	5.721545e1
8003	4	5.072095299838568e-6	2.901990821858973e-4	3.283552817567019e-4	2.914101899333379e-4	5.721483e1
8004	4	5.071532051654221e-6	2.901637494360361e-4	3.283154912746225e-4	2.913747186117809e-4	5.721422e1
8005	4	5.070968943775595e-6	2.901284281325490e-4	3.282757134752456e-4	2.913392587707496e-4	5.721361e1
8006	4	5.070405976149921e-6	2.900931182622182e-4	3.282359483444718e-4	2.913038103970146e-4	5.721300e1
8007	4	5.069843148724141e-6	2.900578198118383e-4	3.281961958682161e-4	2.912683734773598e-4	5.721239e1
8008	4	5.069280461445441e-6	2.900225327682173e-4	3.281564560324065e-4	2.912329479985819e-4	5.721177e1
8009	4	5.068717914260916e-6	2.899872571181762e-4	3.281167288229854e-4	2.911975339474908e-4	5.721117e1
8010	4	5.068155507117698e-6	2.899519928485491e-4	3.280770142259088e-4	2.911621313109095e-4	5.721056e1
8011	4	5.067593239962968e-6	2.899167399461828e-4	3.280373122271463e-4	2.911267400756739e-4	5.720995e1
8012	4	5.067031112744017e-6	2.898814983979379e-4	3.279976228126812e-4	2.910913602286329e-4	5.720934e1
8013	4	5.066469125407972e-6	2.898462681906869e-4	3.279579459685107e-4	2.910559917566488e-4	5.720873e1
8014	4	5.065907277902157e-6	2.898110493113162e-4	3.279182816806455e-4	2.910206346465962e-4	5.720812e1
8015	4	5.065345570173870e-6	2.897758417467250e-4	3.278786299351102e-4	2.909852888853632e-4	5.720752e1
8016	4	5.064784002170407e-6	2.897406454838248e-4	3.278389907179429e-4	2.909499544598507e-4	5.720691e1
8017	4	5.064222573839082e-6	2.897054605095409e-4	3.277993640151954e-4	2.909146313569724e-4	5.720630e1
8018	4	5.063661285127259e-6	2.896702868108111e-4	3.277597498129330e-4	2.908793195636554e-4	5.720570e1
8019	4	5.063100135982370e-6	2.896351243745862e-4	3.277201480972350e-4	2.908440190668393e-4	5.720510e1
8020	4	5.062539126351829e-6	2.895999731878299e-4	3.276805588541938e-4	2.908087298534765e-4	5.720449e1
8021	4	5.061978256183094e-6	2.895648332375190e-4	3.276409820699160e-4	2.907734519105328e-4	5.720389e1
8022	4	5.061417525423614e-6	2.895297045106426e-4	3.276014177305211e-4	2.907381852249866e-4	5.720328e1
8023	4	5.060856934020888e-6	2.894945869942035e-4	3.275618658221430e-4	2.907029297838291e-4	5.720268e1
8024	4	5.060296481922416e-6	2.894594806752165e-4	3.275223263309283e-4	2.906676855740645e-4	5.720208e1
8025	4	5.059736169075837e-6	2.894243855407100e-4	3.274827992430377e-4	2.906324525827097e-4	5.720148e1
8026	4	5.059175995428655e-6	2.893893015777250e-4	3.274432845446453e-4	2.905972307967947e-4	5.720088e1
8027	4	5.058615960928443e-6	2.893542287733147e-4	3.274037822219386e-4	2.905620202033620e-4	5.720028e1
8028	4	5.058056065522931e-6	2.893191671145461e-4	3.273642922611190e-4	2.905268207894671e-4	5.719968e1
8029	4	5.057496309159689e-6	2.892841165884981e-4	3.273248146484007e-4	2.904916325421784e-4	5.719908e1
8030	4	5.056936691786481e-6	2.892490771822633e-4	3.272853493700121e-4	2.904564554485768e-4	5.719848e1
8031	4	5.056377213350931e-6	2.892140488829465e-4	3.272458964121945e-4	2.904212894957563e-4	5.719788e1
8032	4	5.055817873800843e-6	2.891790316776649e-4	3.272064557612032e-4	2.903861346708232e-4	5.719728e1
8033	4	5.055258673083976e-6	2.891440255535494e-4	3.271670274033064e-4	2.903509909608970e-4	5.719668e1
8034	4	5.054699611148074e-6	2.891090304977427e-4	3.271276113247862e-4	2.903158583531098e-4	5.719609e1
8035	4	5.054140687940973e-6	2.890740464974009e-4	3.270882075119376e-4	2.902807368346062e-4	5.719549e1
8036	4	5.053581903410488e-6	2.890390735396923e-4	3.270488159510695e-4	2.902456263925439e-4	5.719489e1
8037	4	5.053023257504587e-6	2.890041116117982e-4	3.270094366285039e-4	2.902105270140928e-4	5.719430e1
8038	4	5.052464750171001e-6	2.889691607009126e-4	3.269700695305764e-4	2.901754386864362e-4	5.719370e1
8039	4	5.051906381357808e-6	2.889342207942421e-4	3.269307146436357e-4	2.901403613967692e-4	5.719311e1
8040	4	5.051348151012834e-6	2.888992918790057e-4	3.268913719540439e-4	2.901052951323002e-4	5.719251e1
8041	4	5.050790059084132e-6	2.888643739424355e-4	3.268520414481766e-4	2.900702398802501e-4	5.719192e1
8042	4	5.050232105519582e-6	2.888294669717758e-4	3.268127231124225e-4	2.900351956278523e-4	5.719133e1
8043	4	5.049674290267375e-6	2.887945709542838e-4	3.267734169331840e-4	2.900001623623528e-4	5.719073e1
8044	4	5.049116613275438e-6	2.887596858772289e-4	3.267341228968762e-4	2.899651400710104e-4	5.719014e1
8045	4	5.048559074491880e-6	2.887248117278942e-4	3.266948409899281e-4	2.899301287410964e-4	5.718955e1
8046	4	5.048001673864861e-6	2.886899484935742e-4	3.266555711987814e-4	2.898951283598946e-4	5.718896e1
8047	4	5.047444411342415e-6	2.886550961615761e-4	3.266163135098916e-4	2.898601389147015e-4	5.718837e1
8048	4	5.046887286872771e-6	2.886202547192203e-4	3.265770679097270e-4	2.898251603928261e-4	5.718778e1
8049	4	5.046330300404034e-6	2.885854241538390e-4	3.265378343847695e-4	2.897901927815900e-4	5.718718e1
8050	4	5.045773451884458e-6	2.885506044527773e-4	3.264986129215137e-4	2.897552360683271e-4	5.718660e1
8051	4	5.045216741262307e-6	2.885157956033932e-4	3.264594035064681e-4	2.897202902403842e-4	5.718601e1
8052	4	5.044660168485722e-6	2.884809975930564e-4	3.264202061261538e-4	2.896853552851203e-4	5.718542e1
8053	4	5.044103733503096e-6	2.884462104091497e-4	3.263810207671054e-4	2.896504311899071e-4	5.718483e1
8054	4	5.043547436262725e-6	2.884114340390683e-4	3.263418474158706e-4	2.896155179421287e-4	5.718424e1
8055	4	5.042991276712900e-6	2.883766684702193e-4	3.263026860590101e-4	2.895806155291815e-4	5.718365e1
8056	4	5.042435254802013e-6	2.883419136900230e-4	3.262635366830980e-4	2.895457239384745e-4	5.718307e1
8057	4	5.041879370478331e-6	2.883071696859117e-4	3.262243992747213e-4	2.895108431574294e-4	5.718248e1
8058	4	5.041323623690496e-6	2.882724364453308e-4	3.261852738204803e-4	2.894759731734800e-4	5.718189e1
8059	4	5.040768014386854e-6	2.882377139557374e-4	3.261461603069882e-4	2.894411139740725e-4	5.718131e1
8060	4	5.040212542515747e-6	2.882030022046007e-4	3.261070587208714e-4	2.894062655466657e-4	5.718072e1
8061	4	5.039657208025790e-6	2.881683011794030e-4	3.260679690487695e-4	2.893714278787307e-4	5.718014e1
8062	4	5.039102010865485e-6	2.881336108676390e-4	3.260288912773349e-4	2.893366009577511e-4	5.717956e1
8063	4	5.038546950983326e-6	2.880989312568155e-4	3.259898253932333e-4	2.893017847712227e-4	5.717897e1
8064	4	5.037992028327971e-6	2.880642623344517e-4	3.259507713831432e-4	2.892669793066537e-4	5.717839e1
8065	4	5.037437242847858e-6	2.880296040880790e-4	3.259117292337563e-4	2.892321845515648e-4	5.717780e1
8066	4	5.036882594491799e-6	2.879949565052415e-4	3.258726989317773e-4	2.891974004934888e-4	5.717722e1
8067	4	5.036328083208245e-6	2.879603195734949e-4	3.258336804639237e-4	2.891626271199711e-4	5.717664e1
8068	4	5.035773708945972e-6	2.879256932804084e-4	3.257946738169264e-4	2.891278644185690e-4	5.717606e1
8069	4	5.035219471653707e-6	2.878910776135625e-4	3.257556789775288e-4	2.890931123768525e-4	5.717548e1
8070	4	5.034665371280114e-6	2.878564725605502e-4	3.257166959324876e-4	2.890583709824039e-4	5.717490e1
8071	4	5.034111407773927e-6	2.878218781089770e-4	3.256777246685723e-4	2.890236402228174e-4	5.717432e1
8072	4	5.033557581083952e-6	2.877872942464603e-4	3.256387651725653e-4	2.889889200856997e-4	5.717374e1
8073	4	5.033003891158965e-6	2.877527209606303e-4	3.255998174312620e-4	2.889542105586697e-4	5.717316e1
8074	4	5.032450337947800e-6	2.877181582391289e-4	3.255608814314707e-4	2.889195116293587e-4	5.717258e1
8075	4	5.031896921399355e-6	2.876836060696104e-4	3.255219571600125e-4	2.888848232854099e-4	5.717200e1
8076	4	5.031343641462343e-6	2.876490644397412e-4	3.254830446037217e-4	2.888501455144791e-4	5.717142e1
8077	4	5.030790498085902e-6	2.876145333372006e-4	3.254441437494450e-4	2.888154783042340e-4	5.717084e1
8078	4	5.030237491218738e-6	2.875800127496787e-4	3.254052545840424e-4	2.887808216423546e-4	5.717027e1
8079	4	5.029684620809909e-6	2.875455026648793e-4	3.253663770943864e-4	2.887461755165330e-4	5.716969e1
8080	4	5.029131886808452e-6	2.875110030705175e-4	3.253275112673625e-4	2.887115399144736e-4	5.716911e1
8081	4	5.028579289163175e-6	2.874765139543202e-4	3.252886570898691e-4	2.886769148238929e-4	5.716854e1
8082	4	5.028026827823330e-6	2.874420353040277e-4	3.252498145488172e-4	2.886423002325197e-4	5.716796e1
8083	4	5.027474502737800e-6	2.874075671073912e-4	3.252109836311308e-4	2.886076961280943e-4	5.716738e1
8084	4	5.026922313855692e-6	2.873731093521741e-4	3.251721643237465e-4	2.885731024983700e-4	5.716681e1
8085	4	5.026370261126203e-6	2.873386620261532e-4	3.251333566136139e-4	2.885385193311116e-4	5.716623e1
8086	4	5.025818344498386e-6	2.873042251171164e-4	3.250945604876950e-4	2.885039466140962e-4	5.716566e1
8087	4	5.025266563921396e-6	2.872697986128628e-4	3.250557759329651e-4	2.884693843351130e-4	5.716509e1
8088	4	5.024714919344456e-6	2.872353825012055e-4	3.250170029364115e-4	2.884348324819631e-4	5.716451e1
8089	4	5.024163410716747e-6	2.872009767699680e-4	3.249782414850349e-4	2.884002910424598e-4	5.716394e1
8090	4	5.023612037987448e-6	2.871665814069871e-4	3.249394915658484e-4	2.883657600044286e-4	5.716337e1
8091	4	5.023060801105902e-6	2.871321964001107e-4	3.249007531658776e-4	2.883312393557067e-4	5.716280e1
8092	4	5.022509700021326e-6	2.870978217371991e-4	3.248620262721613e-4	2.882967290841436e-4	5.716222e1
8093	4	5.021958734683047e-6	2.870634574061245e-4	3.248233108717505e-4	2.882622291776006e-4	5.716165e1
8094	4	5.021407905040368e-6	2.870291033947715e-4	3.247846069517091e-4	2.882277396239510e-4	5.716108e1
8095	4	5.020857211042768e-6	2.869947596910361e-4	3.247459144991136e-4	2.881932604110803e-4	5.716051e1
8096	4	5.020306652639421e-6	2.869604262828265e-4	3.247072335010531e-4	2.881587915268859e-4	5.715994e1
8097	4	5.019756229779927e-6	2.869261031580630e-4	3.246685639446293e-4	2.881243329592768e-4	5.715937e1
8098	4	5.019205942413565e-6	2.868917903046774e-4	3.246299058169565e-4	2.880898846961747e-4	5.715880e1
8099	4	5.018655790489879e-6	2.868574877106141e-4	3.245912591051619e-4	2.880554467255125e-4	5.715823e1
8100	4	5.018105773958398e-6	2.868231953638291e-4	3.245526237963848e-4	2.880210190352354e-4	5.715766e1
8101	4	5.017555892768525e-6	2.867889132522904e-4	3.245139998777773e-4	2.879866016133004e-4	5.715709e1
8102	4	5.017006146869827e-6	2.867546413639775e-4	3.244753873365041e-4	2.879521944476766e-4	5.715653e1
8103	4	5.016456536211862e-6	2.867203796868821e-4	3.244367861597424e-4	2.879177975263447e-4	5.715596e1
8104	4	5.015907060744260e-6	2.866861282090082e-4	3.243981963346821e-4	2.878834108372975e-4	5.715539e1
8105	4	5.015357720416499e-6	2.866518869183703e-4	3.243596178485252e-4	2.878490343685393e-4	5.715482e1
8106	4	5.014808515178417e-6	2.866176558029968e-4	3.243210506884866e-4	2.878146681080870e-4	5.715426e1
8107	4	5.014259444979523e-6	2.865834348509263e-4	3.242824948417937e-4	2.877803120439685e-4	5.715369e1
8108	4	5.013710509769506e-6	2.865492240502096e-4	3.242439502956860e-4	2.877459661642240e-4	5.715313e1
8109	4	5.013161709498075e-6	2.865150233889097e-4	3.242054170374160e-4	2.877116304569057e-4	5.715256e1
8110	4	5.012613044115025e-6	2.864808328551012e-4	3.241668950542481e-4	2.876773049100769e-4	5.715199e1
8111	4	5.012064513570128e-6	2.864466524368703e-4	3.241283843334597e-4	2.876429895118134e-4	5.715143e1
8112	4	5.011516117812966e-6	2.864124821223152e-4	3.240898848623403e-4	2.876086842502026e-4	5.715087e1
8113	4	5.010967856793609e-6	2.863783218995459e-4	3.240513966281918e-4	2.875743891133435e-4	5.715030e1
8114	4	5.010419730461780e-6	2.863441717566842e-4	3.240129196183288e-4	2.875401040893468e-4	5.714974e1
8115	4	5.009871738767266e-6	2.863100316818632e-4	3.239744538200780e-4	2.875058291663354e-4	5.714917e1
8116	4	5.009323881660082e-6	2.862759016632285e-4	3.239359992207786e-4	2.874715643324436e-4	5.714861e1
8117	4	5.008776159090030e-6	2.862417816889367e-4	3.238975558077823e-4	2.874373095758174e-4	5.714805e1
8118	4	5.008228571007136e-6	2.862076717471567e-4	3.238591235684530e-4	2.874030648846146e-4	5.714749e1
8119	4	5.007681117361237e-6	2.861735718260682e-4	3.238207024901669e-4	2.873688302470047e-4	5.714692e1
8120	4	5.007133798102381e-6	2.861394819138638e-4	3.237822925603127e-4	2.873346056511688e-4	5.714636e1
8121	4	5.006586613180610e-6	2.861054019987471e-4	3.237438937662914e-4	2.873003910853001e-4	5.714580e1
8122	4	5.006039562545898e-6	2.860713320689334e-4	3.237055060955163e-4	2.872661865376030e-4	5.714524e1
8123	4	5.005492646148356e-6	2.860372721126496e-4	3.236671295354129e-4	2.872319919962935e-4	5.714468e1
8124	4	5.004945863937971e-6	2.860032221181340e-4	3.236287640734192e-4	2.871978074495997e-4	5.714412e1
8125	4	5.004399215864950e-6	2.859691820736378e-4	3.235904096969853e-4	2.871636328857610e-4	5.714356e1
8126	4	5.003852701879398e-6	2.859351519674222e-4	3.235520663935735e-4	2.871294682930285e-4	5.714300e1
8127	4	5.003306321931417e-6	2.859011317877608e-4	3.235137341506587e-4	2.870953136596651e-4	5.714244e1
8128	4	5.002760075971239e-6	2.858671215229388e-4	3.234754129557277e-4	2.870611689739448e-4	5.714188e1
8129	4	5.002213963949046e-6	2.858331211612531e-4	3.234371027962797e-4	2.870270342241538e-4	5.714132e1
8130	4	5.001667985815112e-6	2.857991306910118e-4	3.233988036598260e-4	2.869929093985894e-4	5.714076e1
8131	4	5.001122141519667e-6	2.857651501005345e-4	3.233605155338903e-4	2.869587944855608e-4	5.714021e1
8132	4	5.000576431012909e-6	2.857311793781530e-4	3.233222384060083e-4	2.869246894733886e-4	5.713965e1
8133	4	5.000030854245288e-6	2.856972185122099e-4	3.232839722637280e-4	2.868905943504050e-4	5.713909e1
8134	4	4.999485411166997e-6	2.856632674910599e-4	3.232457170946096e-4	2.868565091049536e-4	5.713853e1
8135	4	4.998940101728438e-6	2.856293263030686e-4	3.232074728862252e-4	2.868224337253897e-4	5.713798e1
8136	4	4.998394925880035e-6	2.855953949366139e-4	3.231692396261595e-4	2.867883682000800e-4	5.713742e1
8137	4	4.997849883572140e-6	2.855614733800850e-4	3.231310173020089e-4	2.867543125174026e-4	5.713686e1
8138	4	4.997304974755180e-6	2.855275616218816e-4	3.230928059013822e-4	2.867202666657474e-4	5.713631e1
8139	4	4.996760199379665e-6	2.854936596504164e-4	3.230546054119001e-4	2.866862306335156e-4	5.713575e1
8140	4	4.996215557395989e-6	2.854597674541121e-4	3.230164158211957e-4	2.866522044091198e-4	5.713520e1
8141	4	4.995671048754644e-6	2.854258850214042e-4	3.229782371169138e-4	2.866181879809839e-4	5.713464e1
8142	4	4.995126673406228e-6	2.853920123407384e-4	3.229400692867116e-4	2.865841813375438e-4	5.713409e1
8143	4	4.994582431301257e-6	2.853581494005728e-4	3.229019123182583e-4	2.865501844672462e-4	5.713353e1
8144	4	4.994038322390302e-6	2.853242961893765e-4	3.228637661992351e-4	2.865161973585497e-4	5.713298e1
8145	4	4.993494346623943e-6	2.852904526956300e-4	3.228256309173351e-4	2.864822199999239e-4	5.713243e1
8146	4	4.992950503952888e-6	2.852566189078255e-4	3.227875064602636e-4	2.864482523798503e-4	5.713187e1
8147	4	4.992406794327675e-6	2.852227948144656e-4	3.227493928157381e-4	2.864142944868213e-4	5.713132e1
8148	4	4.991863217699008e-6	2.851889804040655e-4	3.227112899714877e-4	2.863803463093408e-4	5.713077e1
8149	4	4.991319774017596e-6	2.851551756651513e-4	3.226731979152538e-4	2.863464078359243e-4	5.713022e1
8150	4	4.990776463234141e-6	2.851213805862604e-4	3.226351166347896e-4	2.863124790550984e-4	5.712966e1
