k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
391	3.682942085781e-4	0	4	432	2	2	432	heavy fermion	17·23
392	4.634936276854e-4	0	12	855	2	5	855	heavy fermion	2^3·7^2
393	4.130186565915e-4	0	4	528	2	2	528	heavy fermion	3·131
394	1.156712919924e-3	0	4	594	2	2	594	heavy fermion	2·197
395	1.025364169657e-3	0	4	480	2	2	480	heavy fermion	5·79
396	1.004631285763e-3	0	18	1092	3	5	1092	heavy fermion	2^2·3^2·11
397	4.134856999264e-3	1	2	398	1	1	398	excited boson	397 (prime)
398	2.696817491531e-3	0	4	600	2	2	600	heavy fermion	2·199
399	5.016816176368e-4	0	8	640	3	3	640	heavy fermion	3·7·19
400	4.294901640614e-4	0	15	961	2	6	961	heavy fermion	2^4·5^2
401	5.120344571643e-3	1	2	402	1	1	402	excited boson	401 (prime)
402	1.005251233974e-2	0	8	816	3	3	816	heavy fermion	2·3·67
403	2.694707183749e-3	0	4	448	2	2	448	heavy fermion	13·31
404	1.956170657527e-3	0	6	714	2	3	714	heavy fermion	2^2·101
405	6.184316294779e-4	0	10	726	2	5	726	heavy fermion	3^4·5
406	2.059510302068e-3	0	8	720	3	3	720	heavy fermion	2·7·29
407	4.548820141735e-6	0	4	456	2	2	456	fermion	11·37
408	6.152105719080e-4	0	16	1080	3	5	1080	heavy fermion	2^3·3·17
409	1.313006769944e-3	1	2	410	1	1	410	excited boson	409 (prime)
410	5.765605020640e-6	0	8	756	3	3	756	fermion	2·5·41
411	1.231066955173e-3	0	4	552	2	2	552	heavy fermion	3·137
412	8.024160157568e-4	0	6	728	2	3	728	heavy fermion	2^2·103
413	2.351024646023e-7	0	4	480	2	2	480	spectator	7·59
414	7.203655295447e-4	0	12	936	3	4	936	heavy fermion	2·3^2·23
415	1.255507500147e-3	0	4	504	2	2	504	heavy fermion	5·83
416	1.297935651186e-4	0	12	882	2	6	882	heavy fermion	2^5·13
417	1.684872489131e-4	0	4	560	2	2	560	heavy fermion	3·139
418	6.446578731559e-4	0	8	720	3	3	720	heavy fermion	2·11·19
419	8.922882577711e-4	1	2	420	1	1	420	excited boson	419 (prime)
420	2.015138489702e-4	0	24	1344	4	5	1344	heavy fermion	2^2·3·5·7
421	1.166543840801e-4	1	2	422	1	1	422	excited boson	421 (prime)
422	8.995206331871e-4	0	4	636	2	2	636	heavy fermion	2·211
423	1.108306303194e-3	0	6	624	2	3	624	heavy fermion	3^2·47
424	2.799811611698e-4	0	8	810	2	4	810	heavy fermion	2^3·53
425	9.395809593583e-5	0	6	558	2	3	558	heavy fermion	5^2·17
426	1.213822369919e-3	0	8	864	3	3	864	heavy fermion	2·3·71
427	1.280147921740e-3	0	4	496	2	2	496	heavy fermion	7·61
428	5.260520976333e-4	0	6	756	2	3	756	heavy fermion	2^2·107
429	4.730657854294e-6	0	8	672	3	3	672	fermion	3·11·13
430	8.154657413165e-4	0	8	792	3	3	792	heavy fermion	2·5·43
431	1.259368264974e-3	1	2	432	1	1	432	excited boson	431 (prime)
432	1.649411554388e-3	0	20	1240	2	7	1240	heavy fermion	2^4·3^3
433	1.060393126949e-4	1	2	434	1	1	434	excited boson	433 (prime)
434	4.113797097385e-4	0	8	768	3	3	768	heavy fermion	2·7·31
435	1.325590223217e-3	0	8	720	3	3	720	heavy fermion	3·5·29
436	1.618866513790e-3	0	6	770	2	3	770	heavy fermion	2^2·109
437	5.126002494042e-4	0	4	480	2	2	480	heavy fermion	19·23
438	2.043134101360e-7	0	8	888	3	3	888	spectator	2·3·73
439	5.786471522666e-4	1	2	440	1	1	440	excited boson	439 (prime)
440	1.774537919050e-3	0	16	1080	3	5	1080	heavy fermion	2^3·5·11
441	1.146851658309e-3	0	9	741	2	4	741	heavy fermion	3^2·7^2
442	3.649884451340e-4	0	8	756	3	3	756	heavy fermion	2·13·17
443	5.006265634721e-5	1	2	444	1	1	444	excited boson	443 (prime)
444	1.022605011862e-3	0	12	1064	3	4	1064	heavy fermion	2^2·3·37
445	1.384227043692e-3	0	4	540	2	2	540	heavy fermion	5·89
446	1.531460293199e-3	0	4	672	2	2	672	heavy fermion	2·223
447	1.300206180646e-4	0	4	600	2	2	600	heavy fermion	3·149
448	4.445931225209e-4	0	14	1016	2	7	1016	heavy fermion	2^6·7
449	1.116929644112e-3	1	2	450	1	1	450	excited boson	449 (prime)
450	3.148043208330e-3	0	18	1209	3	5	1209	heavy fermion	2·3^2·5^2
451	4.584855787933e-4	0	4	504	2	2	504	heavy fermion	11·41
452	3.525953920005e-4	0	6	798	2	3	798	heavy fermion	2^2·113
453	1.053043153730e-3	0	4	608	2	2	608	heavy fermion	3·151
454	1.050523620096e-3	0	4	684	2	2	684	heavy fermion	2·227
455	7.907561759633e-4	0	8	672	3	3	672	heavy fermion	5·7·13
456	1.591243826535e-4	0	16	1200	3	5	1200	heavy fermion	2^3·3·19
457	5.384728291016e-4	1	2	458	1	1	458	excited boson	457 (prime)
458	2.354735554761e-3	0	4	690	2	2	690	heavy fermion	2·229
459	9.035146847331e-4	0	8	720	2	4	720	heavy fermion	3^3·17
460	2.503299420920e-4	0	12	1008	3	4	1008	heavy fermion	2^2·5·23
461	3.473837502788e-4	1	2	462	1	1	462	excited boson	461 (prime)
462	3.606913508888e-3	0	16	1152	4	4	1152	heavy fermion	2·3·7·11
463	7.468299620307e-4	1	2	464	1	1	464	excited boson	463 (prime)
464	5.801661271856e-9	0	10	930	2	5	930	spectator	2^4·29
465	2.979999961834e-4	0	8	768	3	3	768	heavy fermion	3·5·31
466	3.869736808593e-3	0	4	702	2	2	702	heavy fermion	2·233
467	5.644021960701e-4	1	2	468	1	1	468	excited boson	467 (prime)
468	6.424077371026e-4	0	18	1274	3	5	1274	heavy fermion	2^2·3^2·13
469	8.201588610641e-4	0	4	544	2	2	544	heavy fermion	7·67
470	2.825197828141e-3	0	8	864	3	3	864	heavy fermion	2·5·47
471	1.064611891019e-4	0	4	632	2	2	632	heavy fermion	3·157
472	2.661855442989e-3	0	8	900	2	4	900	heavy fermion	2^3·59
473	1.210571090084e-3	0	4	528	2	2	528	heavy fermion	11·43
474	8.168945043367e-4	0	8	960	3	3	960	heavy fermion	2·3·79
475	2.560236057150e-4	0	6	620	2	3	620	heavy fermion	5^2·19
476	5.873732923527e-3	0	12	1008	3	4	1008	heavy fermion	2^2·7·17
477	3.106589062173e-4	0	6	702	2	3	702	heavy fermion	3^2·53
478	1.923921871863e-4	0	4	720	2	2	720	heavy fermion	2·239
479	1.677533914281e-3	1	2	480	1	1	480	excited boson	479 (prime)
480	3.098990292598e-3	0	24	1512	3	7	1512	heavy fermion	2^5·3·5
481	1.884851428231e-3	0	4	532	2	2	532	heavy fermion	13·37
482	8.800257066587e-4	0	4	726	2	2	726	heavy fermion	2·241
483	1.819301438021e-3	0	8	768	3	3	768	heavy fermion	3·7·23
484	1.128212712883e-3	0	9	931	2	4	931	heavy fermion	2^2·11^2
485	1.681798218320e-3	0	4	588	2	2	588	heavy fermion	5·97
486	2.271905350642e-3	0	12	1092	2	6	1092	heavy fermion	2·3^5
487	1.278473063888e-3	1	2	488	1	1	488	excited boson	487 (prime)
488	1.939144659790e-6	0	8	930	2	4	930	spectator	2^3·61
489	2.450579371389e-4	0	4	656	2	2	656	heavy fermion	3·163
490	1.326712546786e-3	0	12	1026	3	4	1026	heavy fermion	2·5·7^2
491	9.861737798545e-5	1	2	492	1	1	492	excited boson	491 (prime)
492	2.873230561123e-4	0	12	1176	3	4	1176	heavy fermion	2^2·3·41
493	6.005284888437e-5	0	4	540	2	2	540	heavy fermion	17·29
494	1.401738773788e-3	0	8	840	3	3	840	heavy fermion	2·13·19
495	3.500495384777e-5	0	12	936	3	4	936	heavy fermion	3^2·5·11
496	2.517185449032e-3	0	10	992	2	5	992	heavy fermion	2^4·31
497	2.685415448973e-5	0	4	576	2	2	576	heavy fermion	7·71
498	7.090050524741e-5	0	8	1008	3	3	1008	heavy fermion	2·3·83
499	1.006855140615e-5	1	2	500	1	1	500	excited boson	499 (prime)
500	3.886941289237e-3	0	12	1092	2	5	1092	heavy fermion	2^2·5^3
501	3.631983781223e-5	0	4	672	2	2	672	heavy fermion	3·167
502	2.716888414344e-3	0	4	756	2	2	756	heavy fermion	2·251
503	4.922447988553e-5	1	2	504	1	1	504	excited boson	503 (prime)
504	1.325715835587e-8	0	24	1560	3	6	1560	spectator	2^3·3^2·7
505	1.514917529524e-3	0	4	612	2	2	612	heavy fermion	5·101
506	1.011726493142e-3	0	8	864	3	3	864	heavy fermion	2·11·23
507	6.852812440589e-3	0	6	732	2	3	732	heavy fermion	3·13^2
508	1.728929834179e-2	0	6	896	2	3	896	heavy fermion	2^2·127
509	7.562143960582e-3	1	2	510	1	1	510	excited boson	509 (prime)
510	4.970318665212e-4	0	16	1296	4	4	1296	heavy fermion	2·3·5·17
511	5.275174711266e-3	0	4	592	2	2	592	heavy fermion	7·73
512	1.107895830364e-4	0	10	1023	1	9	1023	heavy fermion	2^9
513	7.137682951368e-4	0	8	800	2	4	800	heavy fermion	3^3·19
514	7.584600154297e-5	0	4	774	2	2	774	heavy fermion	2·257
515	4.824295637844e-4	0	4	624	2	2	624	heavy fermion	5·103
516	4.261337667032e-7	0	12	1232	3	4	1232	spectator	2^2·3·43
517	8.177008841397e-4	0	4	576	2	2	576	heavy fermion	11·47
518	6.309069663584e-4	0	8	912	3	3	912	heavy fermion	2·7·37
519	1.477431610293e-7	0	4	696	2	2	696	spectator	3·173
520	7.248289065383e-4	0	16	1260	3	5	1260	heavy fermion	2^3·5·13
521	6.459224864001e-4	1	2	522	1	1	522	excited boson	521 (prime)
522	2.272064613904e-4	0	12	1170	3	4	1170	heavy fermion	2·3^2·29
523	3.002576199525e-5	1	2	524	1	1	524	excited boson	523 (prime)
524	1.344616702991e-4	0	6	924	2	3	924	heavy fermion	2^2·131
525	8.277267361139e-4	0	12	992	3	4	992	heavy fermion	3·5^2·7
526	2.945534244203e-4	0	4	792	2	2	792	heavy fermion	2·263
527	1.215038806321e-6	0	4	576	2	2	576	spectator	17·31
528	6.803265436100e-5	0	20	1488	3	6	1488	heavy fermion	2^4·3·11
529	5.164285650218e-4	0	3	553	1	2	553	heavy fermion	23^2
530	1.060248163926e-4	0	8	972	3	3	972	heavy fermion	2·5·53
531	1.324538241876e-4	0	6	780	2	3	780	heavy fermion	3^2·59
532	1.881454322936e-4	0	12	1120	3	4	1120	heavy fermion	2^2·7·19
533	2.558928532114e-4	0	4	588	2	2	588	heavy fermion	13·41
534	9.954259082815e-4	0	8	1080	3	3	1080	heavy fermion	2·3·89
535	4.041436793186e-4	0	4	648	2	2	648	heavy fermion	5·107
536	6.795653054642e-7	0	8	1020	2	4	1020	spectator	2^3·67
537	1.138026536519e-6	0	4	720	2	2	720	spectator	3·179
538	9.969002161148e-6	0	4	810	2	2	810	heavy fermion	2·269
539	3.992884640792e-4	0	6	684	2	3	684	heavy fermion	7^2·11
540	8.420965871927e-4	0	24	1680	3	6	1680	heavy fermion	2^2·3^3·5
541	1.899319462102e-4	1	2	542	1	1	542	excited boson	541 (prime)
542	6.132671151114e-5	0	4	816	2	2	816	heavy fermion	2·271
543	8.565533793212e-5	0	4	728	2	2	728	heavy fermion	3·181
544	4.158977502980e-4	0	12	1134	2	6	1134	heavy fermion	2^5·17
545	3.217802462747e-4	0	4	660	2	2	660	heavy fermion	5·109
546	3.885314526730e-4	0	16	1344	4	4	1344	heavy fermion	2·3·7·13
547	1.100704900560e-4	1	2	548	1	1	548	excited boson	547 (prime)
548	5.404350153152e-6	0	6	966	2	3	966	fermion	2^2·137
549	1.071983661077e-4	0	6	806	2	3	806	heavy fermion	3^2·61
550	2.717193134222e-4	0	12	1116	3	4	1116	heavy fermion	2·5^2·11
551	2.436469648679e-4	0	4	600	2	2	600	heavy fermion	19·29
552	2.141836696522e-4	0	16	1440	3	5	1440	heavy fermion	2^3·3·23
553	6.423613292708e-5	0	4	640	2	2	640	heavy fermion	7·79
554	1.439914955930e-5	0	4	834	2	2	834	heavy fermion	2·277
555	1.267467651174e-4	0	8	912	3	3	912	heavy fermion	3·5·37
556	1.707592014002e-4	0	6	980	2	3	980	heavy fermion	2^2·139
557	1.690525709513e-4	1	2	558	1	1	558	excited boson	557 (prime)
558	3.858119561394e-4	0	12	1248	3	4	1248	heavy fermion	2·3^2·31
559	1.776436331919e-5	0	4	616	2	2	616	heavy fermion	13·43
560	3.157041946926e-6	0	20	1488	3	6	1488	light fermion	2^4·5·7
561	9.714486534381e-5	0	8	864	3	3	864	heavy fermion	3·11·17
562	6.345108272912e-5	0	4	846	2	2	846	heavy fermion	2·281
563	7.423755766536e-5	1	2	564	1	1	564	excited boson	563 (prime)
564	2.955458905836e-4	0	12	1344	3	4	1344	heavy fermion	2^2·3·47
565	3.237761734106e-5	0	4	684	2	2	684	heavy fermion	5·113
566	9.615646247290e-7	0	4	852	2	2	852	spectator	2·283
567	8.697215115822e-5	0	10	968	2	5	968	heavy fermion	3^4·7
568	1.299723314310e-4	0	8	1080	2	4	1080	heavy fermion	2^3·71
569	1.035630439715e-4	1	2	570	1	1	570	excited boson	569 (prime)
570	4.409102958557e-5	0	16	1440	4	4	1440	heavy fermion	2·3·5·19
571	6.798946537715e-6	1	2	572	1	1	572	excited boson	571 (prime)
572	1.602105729672e-5	0	12	1176	3	4	1176	heavy fermion	2^2·11·13
573	8.721503818671e-6	0	4	768	2	2	768	heavy fermion	3·191
574	6.630784237664e-5	0	8	1008	3	3	1008	heavy fermion	2·7·41
575	1.321528117174e-5	0	6	744	2	3	744	heavy fermion	5^2·23
576	2.828057570612e-6	0	21	1651	2	8	1651	light fermion	2^6·3^2
577	7.101959756148e-7	1	2	578	1	1	578	gauge boson (light)	577 (prime)
578	1.858389160300e-7	0	6	921	2	3	921	spectator	2·17^2
579	8.205396774876e-9	0	4	776	2	2	776	spectator	3·193
580	3.751551217032e-5	0	12	1260	3	4	1260	heavy fermion	2^2·5·29
581	2.095783517716e-6	0	4	672	2	2	672	spectator	7·83
582	1.948390482881e-4	0	8	1176	3	3	1176	heavy fermion	2·3·97
583	3.430482379159e-8	0	4	648	2	2	648	spectator	11·53
584	1.569179943351e-4	0	8	1110	2	4	1110	heavy fermion	2^3·73
585	2.166562256424e-5	0	12	1092	3	4	1092	heavy fermion	3^2·5·13
586	1.359764977337e-4	0	4	882	2	2	882	heavy fermion	2·293
587	3.827616773824e-5	1	2	588	1	1	588	excited boson	587 (prime)
588	5.051802198208e-5	0	18	1596	3	5	1596	heavy fermion	2^2·3·7^2
589	4.163377293125e-6	0	4	640	2	2	640	light fermion	19·31
590	2.738044517110e-6	0	8	1080	3	3	1080	spectator	2·5·59
591	2.456198804066e-4	0	4	792	2	2	792	heavy fermion	3·197
592	4.905772245871e-6	0	10	1178	2	5	1178	fermion	2^4·37
593	2.747954997803e-7	1	2	594	1	1	594	gauge boson (light)	593 (prime)
594	7.815053459716e-5	0	16	1440	3	5	1440	heavy fermion	2·3^3·11
595	1.324479365465e-4	0	8	864	3	3	864	heavy fermion	5·7·17
596	4.122675050346e-5	0	6	1050	2	3	1050	heavy fermion	2^2·149
597	6.292354908669e-5	0	4	800	2	2	800	heavy fermion	3·199
598	1.651725023103e-5	0	8	1008	3	3	1008	heavy fermion	2·13·23
599	1.420185445523e-4	1	2	600	1	1	600	excited boson	599 (prime)
600	4.826596678329e-5	0	24	1860	3	6	1860	heavy fermion	2^3·3·5^2
601	2.646221058425e-5	1	2	602	1	1	602	excited boson	601 (prime)
602	7.954203178493e-5	0	8	1056	3	3	1056	heavy fermion	2·7·43
603	2.190642025657e-5	0	6	884	2	3	884	heavy fermion	3^2·67
604	1.110393063025e-4	0	6	1064	2	3	1064	heavy fermion	2^2·151
605	4.751338976733e-5	0	6	798	2	3	798	heavy fermion	5·11^2
606	1.401565087458e-4	0	8	1224	3	3	1224	heavy fermion	2·3·101
607	2.406576763630e-7	1	2	608	1	1	608	gauge boson (light)	607 (prime)
608	2.541255777217e-5	0	12	1260	2	6	1260	heavy fermion	2^5·19
609	2.345759843507e-4	0	8	960	3	3	960	heavy fermion	3·7·29
610	1.726163313994e-5	0	8	1116	3	3	1116	heavy fermion	2·5·61
611	5.587809039358e-6	0	4	672	2	2	672	fermion	13·47
612	1.163081167362e-4	0	18	1638	3	5	1638	heavy fermion	2^2·3^2·17
613	1.488747133147e-6	1	2	614	1	1	614	gauge boson	613 (prime)
614	6.047768764072e-5	0	4	924	2	2	924	heavy fermion	2·307
615	1.050836097065e-4	0	8	1008	3	3	1008	heavy fermion	3·5·41
616	3.840427319962e-5	0	16	1440	3	5	1440	heavy fermion	2^3·7·11
617	5.846735655348e-5	1	2	618	1	1	618	excited boson	617 (prime)
618	2.565861048994e-4	0	8	1248	3	3	1248	heavy fermion	2·3·103
619	1.199608817810e-4	1	2	620	1	1	620	excited boson	619 (prime)
620	2.647825715293e-4	0	12	1344	3	4	1344	heavy fermion	2^2·5·31
621	3.822205160442e-4	0	8	960	2	4	960	heavy fermion	3^3·23
622	8.588914361050e-8	0	4	936	2	2	936	spectator	2·311
623	1.704165934340e-4	0	4	720	2	2	720	heavy fermion	7·89
624	1.425761122501e-3	0	20	1736	3	6	1736	heavy fermion	2^4·3·13
625	1.628039052572e-3	0	5	781	1	4	781	heavy fermion	5^4
626	6.935648548060e-5	0	4	942	2	2	942	heavy fermion	2·313
627	1.034129180733e-3	0	8	960	3	3	960	heavy fermion	3·11·19
628	1.561198270082e-3	0	6	1106	2	3	1106	heavy fermion	2^2·157
629	7.904249546976e-4	0	4	684	2	2	684	heavy fermion	17·37
630	2.521270000223e-4	0	24	1872	4	5	1872	heavy fermion	2·3^2·5·7
631	5.921237956776e-4	1	2	632	1	1	632	excited boson	631 (prime)
632	1.960419625302e-5	0	8	1200	2	4	1200	heavy fermion	2^3·79
633	1.383868770684e-6	0	4	848	2	2	848	spectator	3·211
634	4.683408570132e-7	0	4	954	2	2	954	spectator	2·317
635	1.037227743926e-4	0	4	768	2	2	768	heavy fermion	5·127
636	4.124970901112e-5	0	12	1512	3	4	1512	heavy fermion	2^2·3·53
637	6.948854736256e-5	0	6	798	2	3	798	heavy fermion	7^2·13
638	6.846608908973e-6	0	8	1080	3	3	1080	fermion	2·11·29
639	5.774791665519e-5	0	6	936	2	3	936	heavy fermion	3^2·71
640	2.760149278569e-4	0	16	1530	2	8	1530	heavy fermion	2^7·5
641	2.598279139250e-6	1	2	642	1	1	642	gauge boson	641 (prime)
642	3.626308447509e-6	0	8	1296	3	3	1296	light fermion	2·3·107
643	8.473177876994e-8	1	2	644	1	1	644	gauge boson (light)	643 (prime)
644	2.940604407316e-4	0	12	1344	3	4	1344	heavy fermion	2^2·7·23
645	3.682322996832e-5	0	8	1056	3	3	1056	heavy fermion	3·5·43
646	6.258399941495e-6	0	8	1080	3	3	1080	fermion	2·17·19
647	2.580741145080e-9	1	2	648	1	1	648	gauge boson (light)	647 (prime)
648	9.863300130526e-5	0	20	1815	2	7	1815	heavy fermion	2^3·3^4
649	4.709947366716e-7	0	4	720	2	2	720	spectator	11·59
650	3.577798539513e-5	0	12	1302	3	4	1302	heavy fermion	2·5^2·13
651	1.138709716695e-5	0	8	1024	3	3	1024	heavy fermion	3·7·31
652	1.683696390002e-4	0	6	1148	2	3	1148	heavy fermion	2^2·163
653	3.718124546257e-7	1	2	654	1	1	654	gauge boson (light)	653 (prime)
654	3.779981707141e-5	0	8	1320	3	3	1320	heavy fermion	2·3·109
655	8.847965655460e-6	0	4	792	2	2	792	heavy fermion	5·131
656	8.077059344290e-5	0	10	1302	2	5	1302	heavy fermion	2^4·41
657	5.523612527871e-6	0	6	962	2	3	962	fermion	3^2·73
658	2.247374016851e-4	0	8	1152	3	3	1152	heavy fermion	2·7·47
659	4.325809904947e-7	1	2	660	1	1	660	gauge boson (light)	659 (prime)
660	3.035399537584e-5	0	24	2016	4	5	2016	heavy fermion	2^2·3·5·11
661	8.673434387992e-7	1	2	662	1	1	662	gauge boson (light)	661 (prime)
662	2.024496764688e-4	0	4	996	2	2	996	heavy fermion	2·331
663	3.681224799910e-5	0	8	1008	3	3	1008	heavy fermion	3·13·17
664	5.601951210477e-5	0	8	1260	2	4	1260	heavy fermion	2^3·83
665	2.302817528564e-6	0	8	960	3	3	960	spectator	5·7·19
666	4.379808026102e-4	0	12	1482	3	4	1482	heavy fermion	2·3^2·37
667	3.593378953713e-6	0	4	720	2	2	720	light fermion	23·29
668	8.742668215170e-7	0	6	1176	2	3	1176	spectator	2^2·167
669	1.551679755268e-4	0	4	896	2	2	896	heavy fermion	3·223
670	8.750442971203e-6	0	8	1224	3	3	1224	heavy fermion	2·5·67
671	1.821078531145e-7	0	4	744	2	2	744	spectator	11·61
672	1.288615918069e-4	0	24	2016	3	7	2016	heavy fermion	2^5·3·7
673	5.673993164616e-7	1	2	674	1	1	674	gauge boson (light)	673 (prime)
674	1.352774898823e-9	0	4	1014	2	2	1014	spectator	2·337
675	3.879545959756e-4	0	12	1240	2	5	1240	heavy fermion	3^3·5^2
676	5.612635126570e-6	0	9	1281	2	4	1281	fermion	2^2·13^2
677	5.655577011124e-6	1	2	678	1	1	678	excited boson	677 (prime)
678	4.685835700938e-4	0	8	1368	3	3	1368	heavy fermion	2·3·113
679	2.256685030879e-7	0	4	784	2	2	784	spectator	7·97
680	7.765687516237e-6	0	16	1620	3	5	1620	fermion	2^3·5·17
681	2.601031681517e-5	0	4	912	2	2	912	heavy fermion	3·227
682	1.182998907619e-4	0	8	1152	3	3	1152	heavy fermion	2·11·31
683	5.733759230344e-7	1	2	684	1	1	684	gauge boson (light)	683 (prime)
684	8.308630850782e-5	0	18	1820	3	5	1820	heavy fermion	2^2·3^2·19
685	2.955317114682e-7	0	4	828	2	2	828	spectator	5·137
686	8.896230278016e-5	0	8	1200	2	4	1200	heavy fermion	2·7^3
687	1.540884786826e-4	0	4	920	2	2	920	heavy fermion	3·229
688	1.519283011427e-4	0	10	1364	2	5	1364	heavy fermion	2^4·43
689	1.085832225615e-6	0	4	756	2	2	756	spectator	13·53
690	1.619250977505e-6	0	16	1728	4	4	1728	spectator	2·3·5·23
691	9.377191391385e-8	1	2	692	1	1	692	gauge boson (light)	691 (prime)
692	7.399335305775e-6	0	6	1218	2	3	1218	fermion	2^2·173
693	4.285936204361e-4	0	12	1248	3	4	1248	heavy fermion	3^2·7·11
694	1.777543396808e-4	0	4	1044	2	2	1044	heavy fermion	2·347
695	3.048620566477e-6	0	4	840	2	2	840	light fermion	5·139
696	3.937546338039e-4	0	16	1800	3	5	1800	heavy fermion	2^3·3·29
697	5.485352887417e-6	0	4	756	2	2	756	fermion	17·41
698	2.464150750630e-5	0	4	1050	2	2	1050	heavy fermion	2·349
699	5.494375201005e-4	0	4	936	2	2	936	heavy fermion	3·233
700	1.697010648356e-4	0	18	1736	3	5	1736	heavy fermion	2^2·5^2·7
701	2.779259178572e-6	1	2	702	1	1	702	gauge boson	701 (prime)
702	1.323717883786e-3	0	16	1680	3	5	1680	heavy fermion	2·3^3·13
703	1.595712673485e-5	0	4	760	2	2	760	heavy fermion	19·37
704	1.044710640889e-4	0	14	1524	2	7	1524	heavy fermion	2^6·11
705	2.895315850175e-4	0	8	1152	3	3	1152	heavy fermion	3·5·47
706	2.582889649656e-7	0	4	1062	2	2	1062	spectator	2·353
707	4.199066894791e-6	0	4	816	2	2	816	fermion	7·101
708	1.349871741494e-3	0	12	1680	3	4	1680	heavy fermion	2^2·3·59
709	1.680964909659e-5	1	2	710	1	1	710	excited boson	709 (prime)
710	2.179132590019e-4	0	8	1296	3	3	1296	heavy fermion	2·5·71
711	2.323076283109e-4	0	6	1040	2	3	1040	heavy fermion	3^2·79
712	9.241659271737e-5	0	8	1350	2	4	1350	heavy fermion	2^3·89
713	3.239035816064e-7	0	4	768	2	2	768	spectator	23·31
714	9.140818692531e-4	0	16	1728	4	4	1728	heavy fermion	2·3·7·17
715	3.545148148937e-5	0	8	1008	3	3	1008	heavy fermion	5·11·13
716	2.211531512507e-4	0	6	1260	2	3	1260	heavy fermion	2^2·179
717	5.809514939160e-5	0	4	960	2	2	960	heavy fermion	3·239
718	3.413188805612e-4	0	4	1080	2	2	1080	heavy fermion	2·359
719	9.295202856464e-9	1	2	720	1	1	720	gauge boson (light)	719 (prime)
720	8.919935419776e-4	0	30	2418	3	7	2418	heavy fermion	2^4·3^2·5
721	1.777945941951e-6	0	4	832	2	2	832	spectator	7·103
722	1.329912795033e-5	0	6	1143	2	3	1143	heavy fermion	2·19^2
723	8.359905661473e-6	0	4	968	2	2	968	fermion	3·241
724	1.882341150203e-4	0	6	1274	2	3	1274	heavy fermion	2^2·181
725	9.421882383350e-6	0	6	930	2	3	930	heavy fermion	5^2·29
726	2.151824768583e-4	0	12	1596	3	4	1596	heavy fermion	2·3·11^2
727	1.702580811867e-7	1	2	728	1	1	728	gauge boson (light)	727 (prime)
728	6.343579734955e-5	0	16	1680	3	5	1680	heavy fermion	2^3·7·13
729	1.045055346741e-3	0	7	1093	1	6	1093	heavy fermion	3^6
730	1.567880547372e-5	0	8	1332	3	3	1332	heavy fermion	2·5·73
731	2.922061914859e-6	0	4	792	2	2	792	light fermion	17·43
732	3.438086205103e-5	0	12	1736	3	4	1736	heavy fermion	2^2·3·61
733	7.052404462619e-6	1	2	734	1	1	734	excited boson	733 (prime)
734	3.000586014398e-4	0	4	1104	2	2	1104	heavy fermion	2·367
735	1.852776638732e-3	0	12	1368	3	4	1368	heavy fermion	3·5·7^2
736	4.828589409341e-5	0	12	1512	2	6	1512	heavy fermion	2^5·23
737	4.144227021024e-7	0	4	816	2	2	816	spectator	11·67
738	5.921581525573e-4	0	12	1638	3	4	1638	heavy fermion	2·3^2·41
739	9.771330919421e-6	1	2	740	1	1	740	excited boson	739 (prime)
740	2.184886209201e-4	0	12	1596	3	4	1596	heavy fermion	2^2·5·37
741	1.777920121119e-3	0	8	1120	3	3	1120	heavy fermion	3·13·19
742	2.765351125818e-4	0	8	1296	3	3	1296	heavy fermion	2·7·53
743	2.997260330038e-6	1	2	744	1	1	744	excited boson	743 (prime)
744	2.100254000615e-3	0	16	1920	3	5	1920	heavy fermion	2^3·3·31
745	4.056732951628e-5	0	4	900	2	2	900	heavy fermion	5·149
746	1.201763704665e-4	0	4	1122	2	2	1122	heavy fermion	2·373
747	2.047542818472e-5	0	6	1092	2	3	1092	heavy fermion	3^2·83
