k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
9219	1.915791468965e-5	0	8	14080	3	3	14080	heavy fermion	3·7·439
9220	5.755525073332e-6	0	12	19404	3	4	19404	light fermion	2^2·5·461
9221	6.322680397750e-6	1	2	9222	1	1	9222	excited boson	9221 (prime)
9222	2.675434656841e-5	0	16	19440	4	4	19440	heavy fermion	2·3·29·53
9223	2.341131138010e-4	0	4	9648	2	2	9648	heavy fermion	23·401
9224	1.120364527002e-6	0	8	17310	2	4	17310	spectator	2^3·1153
9225	1.775738326700e-4	0	18	16926	3	5	16926	heavy fermion	3^2·5^2·41
9226	1.945202813244e-6	0	8	15840	3	3	15840	spectator	2·7·659
9227	2.672475276925e-6	1	2	9228	1	1	9228	gauge boson	9227 (prime)
9228	4.863648738142e-6	0	12	21560	3	4	21560	light fermion	2^2·3·769
9229	1.079552628596e-6	0	4	10080	2	2	10080	spectator	11·839
9230	1.068435508829e-5	0	16	18144	4	4	18144	fermion	2·5·13·71
9231	7.182344840427e-5	0	8	13104	3	3	13104	heavy fermion	3·17·181
9232	1.840549140559e-6	0	10	17918	2	5	17918	spectator	2^4·577
9233	2.460110756253e-6	0	4	10560	2	2	10560	spectator	7·1319
9234	6.774825510754e-7	0	24	21840	3	7	21840	spectator	2·3^5·19
9235	3.183231282460e-6	0	4	11088	2	2	11088	spectator	5·1847
9236	1.626598042736e-8	0	6	16170	2	3	16170	spectator	2^2·2309
9237	1.563347085087e-6	0	4	12320	2	2	12320	spectator	3·3079
9238	5.761837109259e-5	0	8	14400	3	3	14400	heavy fermion	2·31·149
9239	5.526525762746e-7	1	2	9240	1	1	9240	gauge boson (light)	9239 (prime)
9240	8.112790493362e-5	0	64	34560	5	7	34560	heavy fermion	2^3·3·5·7·11
9241	2.076626569892e-6	1	2	9242	1	1	9242	gauge boson (light)	9241 (prime)
9242	3.362313898487e-6	0	4	13866	2	2	13866	spectator	2·4621
9243	3.529998414919e-5	0	12	14560	3	4	14560	heavy fermion	3^2·13·79
9244	4.646664795500e-6	0	6	16184	2	3	16184	spectator	2^2·2311
9245	3.618107224552e-6	0	6	11358	2	3	11358	spectator	5·43^2
9246	1.517963031425e-3	0	16	19584	4	4	19584	heavy fermion	2·3·23·67
9247	6.127647027961e-6	0	4	10576	2	2	10576	light fermion	7·1321
9248	5.122142195055e-6	0	18	19341	2	7	19341	light fermion	2^5·17^2
9249	5.566090550866e-6	0	4	12336	2	2	12336	light fermion	3·3083
9250	1.226951353858e-4	0	16	17784	3	5	17784	heavy fermion	2·5^3·37
9251	1.116461264654e-5	0	6	10452	2	3	10452	fermion	11·29^2
9252	1.801725630102e-6	0	18	23478	3	5	23478	spectator	2^2·3^2·257
9253	8.166523182264e-8	0	4	9760	2	2	9760	spectator	19·487
9254	2.881493344200e-7	0	8	15888	3	3	15888	spectator	2·7·661
9255	3.225696910750e-5	0	8	14832	3	3	14832	heavy fermion	3·5·617
9256	5.464745438430e-8	0	16	18900	3	5	18900	spectator	2^3·13·89
9257	1.651316466677e-8	1	2	9258	1	1	9258	gauge boson (light)	9257 (prime)
9258	1.337427444496e-6	0	8	18528	3	3	18528	spectator	2·3·1543
9259	4.389247911963e-8	0	4	9504	2	2	9504	spectator	47·197
9260	1.938444124468e-6	0	12	19488	3	4	19488	spectator	2^2·5·463
9261	3.854363070866e-6	0	16	16000	2	6	16000	spectator	3^3·7^3
9262	4.313433477881e-6	0	8	15192	3	3	15192	spectator	2·11·421
9263	2.409773260653e-6	0	4	9480	2	2	9480	spectator	59·157
9264	5.237770404160e-7	0	20	24056	3	6	24056	spectator	2^4·3·193
9265	3.452531006851e-6	0	8	11880	3	3	11880	spectator	5·17·109
9266	7.679155431551e-7	0	8	14364	3	3	14364	spectator	2·41·113
9267	3.002001351962e-7	0	4	12360	2	2	12360	spectator	3·3089
9268	2.370633483398e-6	0	12	18592	3	4	18592	spectator	2^2·7·331
9269	1.817149936377e-3	0	8	10752	3	3	10752	heavy fermion	13·23·31
9270	2.190407644724e-4	0	24	24336	4	5	24336	heavy fermion	2·3^2·5·103
9271	4.794729835379e-6	0	4	9472	2	2	9472	light fermion	73·127
9272	1.073862161567e-5	0	16	18600	3	5	18600	fermion	2^3·19·61
9273	1.325837219015e-6	0	8	13536	3	3	13536	spectator	3·11·281
9274	1.035997080576e-6	0	4	13914	2	2	13914	spectator	2·4637
9275	1.125729178668e-6	0	12	13392	3	4	13392	spectator	5^2·7·53
9276	7.841773018556e-9	0	12	21672	3	4	21672	spectator	2^2·3·773
9277	3.039677510154e-7	1	2	9278	1	1	9278	gauge boson (light)	9277 (prime)
9278	1.041107627533e-6	0	4	13920	2	2	13920	spectator	2·4639
9279	5.674371699243e-7	0	6	13416	2	3	13416	spectator	3^2·1031
9280	6.870108459896e-6	0	28	22860	3	8	22860	light fermion	2^6·5·29
9281	2.610480913797e-10	1	2	9282	1	1	9282	gauge boson (light)	9281 (prime)
9282	2.529614754436e-7	0	32	24192	5	5	24192	spectator	2·3·7·13·17
9283	9.854312258935e-13	1	2	9284	1	1	9284	gauge boson (light)	9283 (prime)
9284	4.383439020743e-6	0	12	17808	3	4	17808	spectator	2^2·11·211
9285	2.349866047227e-5	0	8	14880	3	3	14880	heavy fermion	3·5·619
9286	1.404189108239e-6	0	4	13932	2	2	13932	spectator	2·4643
9287	1.024643494073e-4	0	4	9576	2	2	9576	heavy fermion	37·251
9288	1.206791638989e-6	0	32	26400	3	7	26400	spectator	2^3·3^3·43
9289	5.736474395522e-8	0	4	10624	2	2	10624	spectator	7·1327
9290	1.989699116902e-7	0	8	16740	3	3	16740	spectator	2·5·929
9291	4.213849180678e-6	0	8	13120	3	3	13120	spectator	3·19·163
9292	3.919775934750e-5	0	12	17136	3	4	17136	heavy fermion	2^2·23·101
9293	4.374717094953e-8	1	2	9294	1	1	9294	gauge boson (light)	9293 (prime)
9294	7.389920344877e-6	0	8	18600	3	3	18600	fermion	2·3·1549
9295	4.467691649243e-7	0	12	13176	3	4	13176	spectator	5·11·13^2
9296	7.275407487372e-7	0	20	20832	3	6	20832	spectator	2^4·7·83
9297	1.436995666554e-6	0	6	13442	2	3	13442	spectator	3^2·1033
9298	9.854167317537e-7	0	4	13950	2	2	13950	spectator	2·4649
9299	1.264207695371e-5	0	4	9864	2	2	9864	fermion	17·547
9300	5.690404895975e-4	0	36	27776	4	6	27776	heavy fermion	2^2·3·5^2·31
9301	1.673120573647e-6	0	4	9504	2	2	9504	spectator	71·131
9302	1.099851369107e-6	0	4	13956	2	2	13956	spectator	2·4651
9303	4.485804818943e-6	0	8	14208	3	3	14208	spectator	3·7·443
9304	7.968167732220e-7	0	8	17460	2	4	17460	spectator	2^3·1163
9305	9.878798524833e-7	0	4	11172	2	2	11172	spectator	5·1861
9306	6.268255635008e-5	0	24	22464	4	5	22464	heavy fermion	2·3^2·11·47
9307	4.450539099626e-5	0	4	9576	2	2	9576	heavy fermion	41·227
9308	3.004708332605e-8	0	12	17640	3	4	17640	spectator	2^2·13·179
9309	2.650445761891e-9	0	8	12960	3	3	12960	spectator	3·29·107
9310	5.105668767488e-7	0	24	20520	4	5	20520	spectator	2·5·7^2·19
9311	3.357338824214e-6	1	2	9312	1	1	9312	gauge boson	9311 (prime)
9312	3.235653468190e-7	0	24	24696	3	7	24696	spectator	2^5·3·97
9313	1.897631438508e-6	0	4	9520	2	2	9520	spectator	67·139
9314	4.223264247010e-6	0	4	13974	2	2	13974	spectator	2·4657
9315	1.803719723659e-4	0	20	17424	3	6	17424	heavy fermion	3^4·5·23
9316	4.043281586142e-5	0	12	17388	3	4	17388	heavy fermion	2^2·17·137
9317	1.146027830236e-5	0	8	11712	2	4	11712	fermion	7·11^3
9318	1.911862280072e-6	0	8	18648	3	3	18648	spectator	2·3·1553
9319	5.897497479167e-6	1	2	9320	1	1	9320	excited boson	9319 (prime)
9320	4.131513176448e-6	0	16	21060	3	5	21060	spectator	2^3·5·233
9321	6.399938457137e-6	0	8	13440	3	3	13440	light fermion	3·13·239
9322	4.954226437118e-6	0	8	14400	3	3	14400	light fermion	2·59·79
9323	4.139050359264e-6	1	2	9324	1	1	9324	gauge boson	9323 (prime)
9324	1.552691701421e-4	0	36	27664	4	6	27664	heavy fermion	2^2·3^2·7·37
9325	2.804928433966e-6	0	6	11594	2	3	11594	spectator	5^2·373
9326	1.871531494633e-6	0	4	13992	2	2	13992	spectator	2·4663
9327	8.682083739283e-6	0	4	12440	2	2	12440	fermion	3·3109
9328	9.504548103599e-7	0	20	20088	3	6	20088	spectator	2^4·11·53
9329	1.884402813051e-6	0	4	9840	2	2	9840	spectator	19·491
9330	4.341230197164e-4	0	16	22464	4	4	22464	heavy fermion	2·3·5·311
9331	2.366687199859e-8	0	8	11264	3	3	11264	spectator	7·31·43
9332	7.599803032066e-7	0	6	16338	2	3	16338	spectator	2^2·2333
9333	2.066753616039e-5	0	12	14508	3	4	14508	heavy fermion	3^2·17·61
9334	1.734808583838e-6	0	8	15120	3	3	15120	spectator	2·13·359
9335	4.708129535527e-6	0	4	11208	2	2	11208	spectator	5·1867
9336	1.105796290841e-5	0	16	23400	3	5	23400	fermion	2^3·3·389
9337	4.215727043339e-8	1	2	9338	1	1	9338	gauge boson (light)	9337 (prime)
9338	3.595211096914e-7	0	16	17280	4	4	17280	spectator	2·7·23·29
9339	3.317989683140e-7	0	8	13632	3	3	13632	spectator	3·11·283
9340	4.790711619198e-6	0	12	19656	3	4	19656	light fermion	2^2·5·467
9341	2.292318478374e-8	1	2	9342	1	1	9342	gauge boson (light)	9341 (prime)
9342	5.888097674303e-6	0	16	20880	3	5	20880	light fermion	2·3^3·173
9343	1.173643028468e-7	1	2	9344	1	1	9344	gauge boson (light)	9343 (prime)
9344	1.243891973501e-6	0	16	18870	2	8	18870	spectator	2^7·73
9345	2.964864193553e-4	0	16	17280	4	4	17280	heavy fermion	3·5·7·89
9346	1.480316769271e-11	0	4	14022	2	2	14022	spectator	2·4673
9347	6.211204644611e-7	0	4	10080	2	2	10080	spectator	13·719
9348	5.936859735868e-5	0	24	23520	4	5	23520	heavy fermion	2^2·3·19·41
9349	2.030538642121e-6	1	2	9350	1	1	9350	gauge boson (light)	9349 (prime)
9350	3.843818193976e-7	0	24	20088	4	5	20088	spectator	2·5^2·11·17
9351	8.607471277098e-7	0	6	13520	2	3	13520	spectator	3^2·1039
9352	8.531609046428e-7	0	16	20160	3	5	20160	spectator	2^3·7·167
9353	2.506823490791e-7	0	4	9600	2	2	9600	spectator	47·199
9354	1.171530231203e-7	0	8	18720	3	3	18720	spectator	2·3·1559
9355	2.318979733265e-6	0	4	11232	2	2	11232	spectator	5·1871
9356	2.328791956629e-6	0	6	16380	2	3	16380	spectator	2^2·2339
9357	2.289153286602e-6	0	4	12480	2	2	12480	spectator	3·3119
9358	2.700206995147e-6	0	4	14040	2	2	14040	spectator	2·4679
9359	3.789200391236e-6	0	6	10944	2	3	10944	spectator	7^2·191
9360	1.801970766227e-4	0	60	33852	4	8	33852	heavy fermion	2^4·3^2·5·13
9361	4.546667707904e-4	0	8	10944	3	3	10944	heavy fermion	11·23·37
9362	2.176309089415e-5	0	8	14592	3	3	14592	heavy fermion	2·31·151
9363	3.405211222166e-6	0	4	12488	2	2	12488	spectator	3·3121
9364	3.096687727425e-6	0	6	16394	2	3	16394	spectator	2^2·2341
9365	3.852610079909e-6	0	4	11244	2	2	11244	spectator	5·1873
9366	2.067891431177e-6	0	16	21504	4	4	21504	spectator	2·3·7·223
9367	4.249386291731e-6	0	8	10800	3	3	10800	spectator	17·19·29
9368	2.452960314227e-6	0	8	17580	2	4	17580	spectator	2^3·1171
9369	7.032212948661e-7	0	8	13920	2	4	13920	spectator	3^3·347
9370	4.121924206490e-6	0	8	16884	3	3	16884	spectator	2·5·937
9371	3.400162367124e-6	1	2	9372	1	1	9372	gauge boson	9371 (prime)
9372	4.788374694856e-6	0	24	24192	4	5	24192	light fermion	2^2·3·11·71
9373	1.111754128496e-6	0	8	11648	3	3	11648	spectator	7·13·103
9374	2.117222497840e-6	0	8	14520	3	3	14520	spectator	2·43·109
9375	6.390272962437e-6	0	12	15624	2	6	15624	light fermion	3·5^5
9376	3.241006080838e-6	0	12	18522	2	6	18522	spectator	2^5·293
9377	2.238135303394e-6	1	2	9378	1	1	9378	gauge boson (light)	9377 (prime)
9378	2.000976342699e-7	0	12	20358	3	4	20358	spectator	2·3^2·521
9379	2.766830019389e-6	0	4	9576	2	2	9576	spectator	83·113
9380	1.856517733546e-6	0	24	22848	4	5	22848	spectator	2^2·5·7·67
9381	4.928949627183e-6	0	8	12960	3	3	12960	light fermion	3·53·59
9382	6.874408755472e-8	0	4	14076	2	2	14076	spectator	2·4691
9383	8.531488290961e-7	0	4	10248	2	2	10248	spectator	11·853
9384	2.812654695641e-5	0	32	25920	4	6	25920	heavy fermion	2^3·3·17·23
9385	3.071755800041e-7	0	4	11268	2	2	11268	spectator	5·1877
9386	7.297521190606e-7	0	12	16002	3	4	16002	spectator	2·13·19^2
9387	1.124285562988e-6	0	12	15600	3	4	15600	spectator	3^2·7·149
9388	2.197039124245e-7	0	6	16436	2	3	16436	spectator	2^2·2347
9389	6.608252008859e-6	0	4	9660	2	2	9660	light fermion	41·229
9390	2.633133411522e-4	0	16	22608	4	4	22608	heavy fermion	2·3·5·313
9391	8.170372514107e-8	1	2	9392	1	1	9392	gauge boson (light)	9391 (prime)
9392	1.585123665909e-7	0	10	18228	2	5	18228	spectator	2^4·587
9393	1.274386444239e-6	0	8	13056	3	3	13056	spectator	3·31·101
9394	3.673041615280e-5	0	16	17856	4	4	17856	heavy fermion	2·7·11·61
9395	9.078427336177e-9	0	4	11280	2	2	11280	spectator	5·1879
9396	1.550976745045e-5	0	30	25410	3	7	25410	heavy fermion	2^2·3^4·29
9397	4.185323839841e-7	1	2	9398	1	1	9398	gauge boson (light)	9397 (prime)
9398	7.944948430055e-6	0	8	14592	3	3	14592	fermion	2·37·127
9399	4.268761032427e-8	0	8	13552	3	3	13552	spectator	3·13·241
9400	3.798704713512e-8	0	24	22320	3	6	22320	spectator	2^3·5^2·47
9401	6.467731045682e-6	0	8	11520	3	3	11520	light fermion	7·17·79
9402	1.854345724105e-6	0	8	18816	3	3	18816	spectator	2·3·1567
9403	3.428904705207e-7	1	2	9404	1	1	9404	gauge boson (light)	9403 (prime)
9404	3.252970797315e-9	0	6	16464	2	3	16464	spectator	2^2·2351
9405	2.428607712790e-4	0	24	18720	4	5	18720	heavy fermion	3^2·5·11·19
9406	5.156174952059e-10	0	4	14112	2	2	14112	spectator	2·4703
9407	1.131458932150e-4	0	4	9840	2	2	9840	heavy fermion	23·409
9408	2.097235663077e-5	0	42	28956	3	9	28956	heavy fermion	2^6·3·7^2
9409	3.461380542711e-7	0	3	9507	1	2	9507	spectator	97^2
9410	3.667885111707e-6	0	8	16956	3	3	16956	spectator	2·5·941
9411	3.087555878133e-7	0	4	12552	2	2	12552	spectator	3·3137
9412	3.103612721958e-6	0	12	17836	3	4	17836	spectator	2^2·13·181
9413	1.835081838277e-7	1	2	9414	1	1	9414	gauge boson (light)	9413 (prime)
9414	1.013052133611e-6	0	12	20436	3	4	20436	spectator	2·3^2·523
9415	3.582428741081e-8	0	8	12960	3	3	12960	spectator	5·7·269
9416	7.716954816101e-6	0	16	19440	3	5	19440	fermion	2^3·11·107
9417	3.263664101673e-6	0	8	13024	3	3	13024	spectator	3·43·73
9418	7.896452469081e-6	0	8	15012	3	3	15012	fermion	2·17·277
9419	1.900839362767e-11	1	2	9420	1	1	9420	gauge boson (light)	9419 (prime)
9420	1.885258773673e-5	0	24	26544	4	5	26544	heavy fermion	2^2·3·5·157
9421	2.065359368330e-8	1	2	9422	1	1	9422	gauge boson (light)	9421 (prime)
9422	2.424704067188e-8	0	8	16176	3	3	16176	spectator	2·7·673
9423	1.014938612130e-6	0	8	14000	2	4	14000	spectator	3^3·349
9424	7.764229261826e-6	0	20	19840	3	6	19840	fermion	2^4·19·31
9425	2.346389739758e-6	0	12	13020	3	4	13020	spectator	5^2·13·29
9426	5.068701439544e-6	0	8	18864	3	3	18864	light fermion	2·3·1571
9427	1.531458517691e-6	0	4	10296	2	2	10296	spectator	11·857
9428	3.393258429028e-9	0	6	16506	2	3	16506	spectator	2^2·2357
9429	3.725548255694e-6	0	8	14400	3	3	14400	spectator	3·7·449
9430	1.401740892868e-4	0	16	18144	4	4	18144	heavy fermion	2·5·23·41
9431	1.283083497308e-6	1	2	9432	1	1	9432	gauge boson (light)	9431 (prime)
9432	1.125414296679e-6	0	24	25740	3	6	25740	spectator	2^3·3^2·131
9433	1.305737381387e-6	1	2	9434	1	1	9434	gauge boson (light)	9433 (prime)
9434	5.531714018192e-6	0	8	14580	3	3	14580	light fermion	2·53·89
9435	4.057826569812e-5	0	16	16416	4	4	16416	heavy fermion	3·5·17·37
9436	1.532257947431e-6	0	12	18928	3	4	18928	spectator	2^2·7·337
9437	2.196875475944e-6	1	2	9438	1	1	9438	gauge boson (light)	9437 (prime)
9438	2.259403976962e-5	0	24	22344	4	5	22344	heavy fermion	2·3·11^2·13
9439	2.733096849544e-6	1	2	9440	1	1	9440	gauge boson	9439 (prime)
9440	2.084640767398e-5	0	24	22680	3	7	22680	heavy fermion	2^5·5·59
9441	8.102853925601e-7	0	6	13650	2	3	13650	spectator	3^2·1049
9442	5.060972883072e-7	0	4	14166	2	2	14166	spectator	2·4721
9443	1.106613291809e-5	0	8	11520	3	3	11520	fermion	7·19·71
9444	1.097456198867e-6	0	12	22064	3	4	22064	spectator	2^2·3·787
9445	3.642795321683e-6	0	4	11340	2	2	11340	spectator	5·1889
9446	2.727252763567e-7	0	4	14172	2	2	14172	spectator	2·4723
9447	4.147571709092e-6	0	8	13056	3	3	13056	spectator	3·47·67
9448	5.743059974687e-8	0	8	17730	2	4	17730	spectator	2^3·1181
9449	1.567552215088e-6	0	4	10320	2	2	10320	spectator	11·859
9450	3.352891473785e-5	0	48	29760	4	7	29760	heavy fermion	2·3^3·5^2·7
9451	5.012553082561e-8	0	4	10192	2	2	10192	spectator	13·727
9452	1.870163260816e-6	0	12	17640	3	4	17640	spectator	2^2·17·139
9453	1.302508169649e-6	0	8	13248	3	3	13248	spectator	3·23·137
9454	4.295425748362e-6	0	8	14760	3	3	14760	spectator	2·29·163
9455	1.020972847011e-5	0	8	11904	3	3	11904	fermion	5·31·61
9456	9.001022162831e-8	0	20	24552	3	6	24552	spectator	2^4·3·197
9457	1.777020832803e-6	0	6	11058	2	3	11058	spectator	7^2·193
9458	4.324481333136e-7	0	4	14190	2	2	14190	spectator	2·4729
9459	5.918719947460e-7	0	6	13676	2	3	13676	spectator	3^2·1051
9460	1.261435268372e-6	0	24	22176	4	5	22176	spectator	2^2·5·11·43
9461	1.742886932061e-6	1	2	9462	1	1	9462	gauge boson (light)	9461 (prime)
9462	5.288635893896e-7	0	16	20160	4	4	20160	spectator	2·3·19·83
9463	2.698201201215e-6	1	2	9464	1	1	9464	gauge boson	9463 (prime)
9464	7.684772244874e-6	0	24	21960	3	6	21960	fermion	2^3·7·13^2
9465	2.881092973207e-10	0	8	15168	3	3	15168	spectator	3·5·631
9466	2.826135041049e-6	0	4	14202	2	2	14202	spectator	2·4733
9467	4.726486237352e-6	1	2	9468	1	1	9468	excited boson	9467 (prime)
9468	1.189965922601e-6	0	18	24024	3	5	24024	spectator	2^2·3^2·263
9469	8.893222621971e-6	0	4	10044	2	2	10044	fermion	17·557
9470	2.295584080349e-6	0	8	17064	3	3	17064	spectator	2·5·947
9471	5.955016951345e-5	0	16	16128	4	4	16128	heavy fermion	3·7·11·41
9472	1.249271502346e-6	0	18	19418	2	9	19418	spectator	2^8·37
9473	7.886686379236e-6	1	2	9474	1	1	9474	excited boson	9473 (prime)
9474	7.528244110988e-7	0	8	18960	3	3	18960	spectator	2·3·1579
9475	1.050797802724e-5	0	6	11780	2	3	11780	fermion	5^2·379
9476	1.570035642755e-5	0	12	17472	3	4	17472	heavy fermion	2^2·23·103
9477	1.217781705505e-8	0	14	15302	2	7	15302	spectator	3^6·13
9478	3.172942903215e-6	0	8	16272	3	3	16272	spectator	2·7·677
9479	4.007576035277e-6	1	2	9480	1	1	9480	gauge boson	9479 (prime)
9480	3.553538262038e-6	0	32	28800	4	6	28800	spectator	2^3·3·5·79
9481	3.029919151735e-6	0	4	10000	2	2	10000	spectator	19·499
9482	7.190808428101e-6	0	8	15552	3	3	15552	fermion	2·11·431
9483	2.484596587893e-7	0	8	13200	3	3	13200	spectator	3·29·109
9484	1.508496162075e-6	0	6	16604	2	3	16604	spectator	2^2·2371
9485	6.614571948357e-7	0	8	13056	3	3	13056	spectator	5·7·271
9486	9.069959764226e-5	0	24	22464	4	5	22464	heavy fermion	2·3^2·17·31
9487	4.942031167621e-7	0	4	9720	2	2	9720	spectator	53·179
9488	6.122175351536e-8	0	10	18414	2	5	18414	spectator	2^4·593
9489	7.360650207045e-7	0	4	12656	2	2	12656	spectator	3·3163
9490	4.784267669090e-9	0	16	18648	4	4	18648	spectator	2·5·13·73
9491	3.870134219422e-8	1	2	9492	1	1	9492	gauge boson (light)	9491 (prime)
9492	1.850926965048e-5	0	24	25536	4	5	25536	heavy fermion	2^2·3·7·113
9493	7.943201114008e-8	0	4	10368	2	2	10368	spectator	11·863
9494	5.703207315650e-9	0	8	14688	3	3	14688	spectator	2·47·101
9495	2.751234351316e-6	0	12	16536	3	4	16536	spectator	3^2·5·211
9496	8.838803089924e-8	0	8	17820	2	4	17820	spectator	2^3·1187
9497	7.615792705645e-8	1	2	9498	1	1	9498	gauge boson (light)	9497 (prime)
9498	3.654055895421e-6	0	8	19008	3	3	19008	spectator	2·3·1583
9499	9.163874429573e-5	0	8	11520	3	3	11520	heavy fermion	7·23·59
9500	2.280658099205e-5	0	24	21840	3	6	21840	heavy fermion	2^2·5^3·19
9501	2.804119252563e-6	0	4	12672	2	2	12672	spectator	3·3167
9502	4.463337700632e-8	0	4	14256	2	2	14256	spectator	2·4751
9503	2.128895945188e-5	0	8	11088	3	3	11088	heavy fermion	13·17·43
9504	1.285979651476e-6	0	48	30240	3	9	30240	spectator	2^5·3^3·11
9505	2.698410491655e-6	0	4	11412	2	2	11412	spectator	5·1901
9506	4.121730830366e-6	0	12	16758	3	4	16758	spectator	2·7^2·97
9507	8.772029595357e-6	0	4	12680	2	2	12680	fermion	3·3169
9508	3.883396522720e-6	0	6	16646	2	3	16646	spectator	2^2·2377
9509	6.405041706851e-6	0	4	9804	2	2	9804	light fermion	37·257
9510	1.716767987264e-5	0	16	22896	4	4	22896	heavy fermion	2·3·5·317
9511	6.389210925713e-6	1	2	9512	1	1	9512	excited boson	9511 (prime)
9512	9.242978539628e-6	0	16	18900	3	5	18900	fermion	2^3·29·41
9513	3.894757053371e-5	0	12	15808	3	4	15808	heavy fermion	3^2·7·151
9514	1.216993897101e-5	0	8	14688	3	3	14688	fermion	2·67·71
9515	4.016336635616e-6	0	8	12528	3	3	12528	spectator	5·11·173
9516	6.377687856040e-5	0	24	24304	4	5	24304	heavy fermion	2^2·3·13·61
9517	1.119148337156e-6	0	4	9856	2	2	9856	spectator	31·307
9518	7.230239662333e-6	0	4	14280	2	2	14280	fermion	2·4759
9519	5.129120681041e-6	0	8	13440	3	3	13440	light fermion	3·19·167
9520	2.919839245525e-5	0	40	26784	4	7	26784	heavy fermion	2^4·5·7·17
9521	3.186072293262e-6	1	2	9522	1	1	9522	gauge boson	9521 (prime)
9522	3.508152179667e-5	0	18	21567	3	5	21567	heavy fermion	2·3^2·23^2
9523	2.751093952527e-6	0	4	9720	2	2	9720	spectator	89·107
9524	1.167309919962e-6	0	6	16674	2	3	16674	spectator	2^2·2381
9525	2.291639538240e-6	0	12	15872	3	4	15872	spectator	3·5^2·127
9526	1.064922612809e-8	0	8	15624	3	3	15624	spectator	2·11·433
9527	2.782108858448e-6	0	4	10896	2	2	10896	spectator	7·1361
9528	1.629934620019e-8	0	16	23880	3	5	23880	spectator	2^3·3·397
9529	5.099087579191e-8	0	4	10276	2	2	10276	spectator	13·733
9530	9.091421974627e-7	0	8	17172	3	3	17172	spectator	2·5·953
9531	2.468593516458e-8	0	8	14160	2	4	14160	spectator	3^3·353
9532	5.749699944931e-7	0	6	16688	2	3	16688	spectator	2^2·2383
9533	3.531672511522e-9	1	2	9534	1	1	9534	gauge boson (light)	9533 (prime)
9534	3.000469636624e-5	0	16	21888	4	4	21888	heavy fermion	2·3·7·227
9535	2.700302928939e-7	0	4	11448	2	2	11448	spectator	5·1907
9536	3.538758307353e-7	0	14	19050	2	7	19050	spectator	2^6·149
9537	2.478746779574e-6	0	12	14736	3	4	14736	spectator	3·11·17^2
9538	2.359684352175e-5	0	8	15120	3	3	15120	heavy fermion	2·19·251
9539	9.731424649182e-7	1	2	9540	1	1	9540	gauge boson (light)	9539 (prime)
9540	5.332067731930e-6	0	36	29484	4	6	29484	light fermion	2^2·3^2·5·53
9541	4.981894996004e-6	0	8	11520	3	3	11520	light fermion	7·29·47
9542	1.867237388461e-6	0	8	15456	3	3	15456	spectator	2·13·367
9543	9.299217201012e-7	0	4	12728	2	2	12728	spectator	3·3181
9544	5.873418909485e-7	0	8	17910	2	4	17910	spectator	2^3·1193
9545	2.034367968625e-5	0	8	12096	3	3	12096	heavy fermion	5·23·83
9546	4.342014347930e-7	0	16	20064	4	4	20064	spectator	2·3·37·43
9547	1.509095536704e-10	1	2	9548	1	1	9548	gauge boson (light)	9547 (prime)
