k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
587	4.049547048270e-4	1	2	588	1	1	998	excited boson	587 (prime)
588	4.869669038988e-3	0	18	1596	3	5	8147	heavy fermion	2^2·3·7^2
589	5.151378288552e-3	0	4	640	2	2	2846	heavy fermion	19·31
590	6.042765321732e-3	0	8	1080	3	3	4429	heavy fermion	2·5·59
591	1.955765930062e-3	0	4	792	2	2	2446	heavy fermion	3·197
592	3.426470576798e-6	0	10	1178	2	5	4995	spectator	2^4·37
593	4.457354318663e-6	1	2	594	1	1	998	gauge boson (light)	593 (prime)
594	8.616332012899e-4	0	16	1440	3	5	7759	heavy fermion	2·3^3·11
595	2.203678460833e-3	0	8	864	3	3	5512	heavy fermion	5·7·17
596	1.477616906525e-4	0	6	1050	2	3	3031	fermion	2^2·149
597	2.103332834987e-5	0	4	800	2	2	2454	spectator	3·199
598	6.966766762575e-5	0	8	1008	3	3	4733	light fermion	2·13·23
599	1.588986235805e-4	1	2	600	1	1	998	excited boson	599 (prime)
600	5.799304472340e-4	0	24	1860	3	6	10021	heavy fermion	2^3·3·5^2
601	2.694538210297e-5	1	2	602	1	1	998	gauge boson (light)	601 (prime)
602	3.321099395713e-4	0	8	1056	3	3	4611	heavy fermion	2·7·43
603	1.894861886715e-4	0	6	884	2	3	3576	fermion	3^2·67
604	4.519922918257e-6	0	6	1064	2	3	3045	spectator	2^2·151
605	2.683379832691e-4	0	6	798	2	3	4134	heavy fermion	5·11^2
606	1.942386574753e-4	0	8	1224	3	3	3991	fermion	2·3·101
607	1.675391500710e-4	1	2	608	1	1	998	excited boson	607 (prime)
608	2.748875310428e-5	0	12	1260	2	6	5907	spectator	2^5·19
609	4.493436384668e-4	0	8	960	3	3	5048	heavy fermion	3·7·29
610	9.491949366318e-5	0	8	1116	3	3	4489	light fermion	2·5·61
611	3.606900656692e-4	0	4	672	2	2	2818	heavy fermion	13·47
612	3.450727941489e-5	0	18	1638	3	5	8085	spectator	2^2·3^2·17
613	9.089838477903e-6	1	2	614	1	1	998	gauge boson (light)	613 (prime)
614	2.031217752396e-4	0	4	924	2	2	2109	fermion	2·307
615	9.262613900207e-8	0	8	1008	3	3	4938	spectator	3·5·41
616	5.785193997886e-4	0	16	1440	3	5	7899	heavy fermion	2^3·7·11
617	4.642596240324e-4	1	2	618	1	1	998	excited boson	617 (prime)
618	1.582982193500e-3	0	8	1248	3	3	4021	heavy fermion	2·3·103
619	7.525247459925e-6	1	2	620	1	1	998	gauge boson (light)	619 (prime)
620	2.940357601926e-4	0	12	1344	3	4	6219	heavy fermion	2^2·5·31
621	8.373923909667e-5	0	8	960	2	4	4862	light fermion	3^3·23
622	1.892043996661e-4	0	4	936	2	2	2117	fermion	2·311
623	1.650551830331e-5	0	4	720	2	2	2724	spectator	7·89
624	2.147224359605e-4	0	20	1736	3	6	8645	heavy fermion	2^4·3·13
625	8.577439485925e-5	0	5	781	1	4	3274	light fermion	5^4
626	5.202262393238e-5	0	4	942	2	2	2121	spectator	2·313
627	1.286507998563e-3	0	8	960	3	3	5166	heavy fermion	3·11·19
628	5.331089950441e-6	0	6	1106	2	3	3087	spectator	2^2·157
629	1.902722307902e-6	0	4	684	2	2	2846	spectator	17·37
630	1.918778678117e-3	0	24	1872	4	5	10765	heavy fermion	2·3^2·5·7
631	1.163499795836e-8	1	2	632	1	1	998	gauge boson (light)	631 (prime)
632	5.192253497498e-6	0	8	1200	2	4	4051	spectator	2^3·79
633	7.462662168922e-4	0	4	848	2	2	2292	heavy fermion	3·211
634	1.891550084223e-4	0	4	954	2	2	2129	fermion	2·317
635	4.025783576066e-5	0	4	768	2	2	2550	spectator	5·127
636	1.274190801543e-3	0	12	1512	3	4	5657	heavy fermion	2^2·3·53
637	1.914111930720e-4	0	6	798	2	3	4190	fermion	7^2·13
638	3.911233503269e-5	0	8	1080	3	3	4759	spectator	2·11·29
639	2.678313147862e-4	0	6	936	2	3	3652	heavy fermion	3^2·71
640	6.176965435973e-5	0	16	1530	2	8	7187	spectator	2^7·5
641	1.311154547716e-4	1	2	642	1	1	998	excited boson	641 (prime)
642	4.359905612807e-4	0	8	1296	3	3	4081	heavy fermion	2·3·107
643	6.173360536800e-5	1	2	644	1	1	998	gauge boson	643 (prime)
644	5.510763780423e-4	0	12	1344	3	4	6353	heavy fermion	2^2·7·23
645	4.747142673365e-4	0	8	1056	3	3	4910	heavy fermion	3·5·43
646	1.358259315540e-4	0	8	1080	3	3	4801	fermion	2·17·19
647	1.553861094695e-4	1	2	648	1	1	998	excited boson	647 (prime)
648	9.873468203806e-4	0	20	1815	2	7	8255	heavy fermion	2^3·3^4
649	5.916506987094e-6	0	4	720	2	2	2758	spectator	11·59
650	3.847076323817e-4	0	12	1302	3	4	6633	heavy fermion	2·5^2·13
651	4.347389660283e-4	0	8	1024	3	3	5070	heavy fermion	3·7·31
652	6.550701900165e-5	0	6	1148	2	3	3129	spectator	2^2·163
653	9.442560390141e-6	1	2	654	1	1	998	gauge boson (light)	653 (prime)
654	1.017843666959e-3	0	8	1320	3	3	4111	heavy fermion	2·3·109
655	5.805109436700e-6	0	4	792	2	2	2574	spectator	5·131
656	2.555602855419e-4	0	10	1302	2	5	5059	heavy fermion	2^4·41
657	1.257480881138e-5	0	6	962	2	3	3618	spectator	3^2·73
658	6.017689874546e-4	0	8	1152	3	3	4649	heavy fermion	2·7·47
659	5.159183044868e-5	1	2	660	1	1	998	gauge boson	659 (prime)
660	1.365963081680e-3	0	24	2016	4	5	10567	heavy fermion	2^2·3·5·11
661	2.833013070546e-6	1	2	662	1	1	998	gauge boson (light)	661 (prime)
662	5.883568511064e-4	0	4	996	2	2	2157	heavy fermion	2·331
663	2.528619365122e-5	0	8	1008	3	3	5202	spectator	3·13·17
664	3.057929588329e-4	0	8	1260	2	4	4131	heavy fermion	2^3·83
665	1.845693376830e-6	0	8	960	3	3	5502	spectator	5·7·19
666	3.099776959430e-4	0	12	1482	3	4	6067	heavy fermion	2·3^2·37
667	2.093263825269e-8	0	4	720	2	2	2846	spectator	23·29
668	1.020870038990e-4	0	6	1176	2	3	2825	fermion	2^2·167
669	6.671979377093e-6	0	4	896	2	2	2328	spectator	3·223
670	1.506557071386e-4	0	8	1224	3	3	4207	fermion	2·5·67
671	5.910819619965e-6	0	4	744	2	2	2788	spectator	11·61
672	5.099059241133e-5	0	24	2016	3	7	9719	spectator	2^5·3·7
673	1.360713894469e-6	1	2	674	1	1	998	gauge boson (light)	673 (prime)
674	4.436469410372e-8	0	4	1014	2	2	1833	spectator	2·337
675	1.568840883298e-5	0	12	1240	2	5	6842	spectator	3^3·5^2
676	4.310923427589e-6	0	9	1281	2	4	4551	spectator	2^2·13^2
677	1.175603194779e-5	1	2	678	1	1	998	gauge boson (light)	677 (prime)
678	3.420204521946e-4	0	8	1368	3	3	3835	heavy fermion	2·3·113
679	1.752620927224e-6	0	4	784	2	2	2708	spectator	7·97
680	1.384428920240e-4	0	16	1620	3	5	7643	fermion	2^3·5·17
681	1.565079729733e-4	0	4	912	2	2	2340	fermion	3·227
682	2.117376018510e-4	0	8	1152	3	3	4507	heavy fermion	2·11·31
683	9.735389300337e-6	1	2	684	1	1	998	gauge boson (light)	683 (prime)
684	3.560730760512e-3	0	18	1820	3	5	7997	heavy fermion	2^2·3^2·19
685	1.551946634787e-4	0	4	828	2	2	2610	fermion	5·137
686	5.269743571541e-3	0	8	1200	2	4	4233	heavy fermion	2·7^3
687	5.445257467465e-6	0	4	920	2	2	2346	spectator	3·229
688	3.219028522453e-3	0	10	1364	2	5	4827	heavy fermion	2^4·43
689	8.932687933854e-7	0	4	756	2	2	2782	spectator	13·53
690	3.713600887390e-4	0	16	1728	4	4	7715	heavy fermion	2·3·5·23
691	1.592456296213e-5	1	2	692	1	1	998	gauge boson (light)	691 (prime)
692	4.726766923084e-6	0	6	1218	2	3	2855	spectator	2^2·173
693	8.441469291924e-5	0	12	1248	3	4	7254	light fermion	3^2·7·11
694	5.009844555984e-4	0	4	1044	2	2	1843	heavy fermion	2·347
695	4.814351086041e-5	0	4	840	2	2	2622	spectator	5·139
696	3.841029135229e-4	0	16	1800	3	5	7129	heavy fermion	2^3·3·29
697	4.894403236930e-7	0	4	756	2	2	2830	spectator	17·41
698	7.383038094219e-7	0	4	1050	2	2	1845	spectator	2·349
699	2.912185782114e-4	0	4	936	2	2	2358	heavy fermion	3·233
700	1.143393010817e-3	0	18	1736	3	5	8621	heavy fermion	2^2·5^2·7
701	1.213185800853e-5	1	2	702	1	1	998	gauge boson (light)	701 (prime)
702	3.189281656408e-4	0	16	1680	3	5	7549	heavy fermion	2·3^3·13
703	1.773539672844e-4	0	4	760	2	2	2852	fermion	19·37
704	2.329804853990e-3	0	14	1524	2	7	6537	heavy fermion	2^6·11
705	1.903109248443e-3	0	8	1152	3	3	5002	heavy fermion	3·5·47
706	1.282232857665e-4	0	4	1062	2	2	1849	fermion	2·353
707	5.558664778693e-5	0	4	816	2	2	2644	spectator	7·101
708	2.040274859872e-3	0	12	1680	3	4	5521	heavy fermion	2^2·3·59
709	1.635480937307e-5	1	2	710	1	1	998	gauge boson (light)	709 (prime)
710	1.855630052728e-6	0	8	1296	3	3	4299	spectator	2·5·71
711	5.745597879873e-7	0	6	1040	2	3	3648	spectator	3^2·79
712	3.637994528600e-4	0	8	1350	2	4	3899	heavy fermion	2^3·89
713	1.394032086048e-5	0	4	768	2	2	2852	spectator	23·31
714	1.259559151179e-3	0	16	1728	4	4	7917	heavy fermion	2·3·7·17
715	1.478647488825e-5	0	8	1008	3	3	5536	spectator	5·11·13
716	3.245777095574e-5	0	6	1260	2	3	2885	spectator	2^2·179
717	3.500250511665e-4	0	4	960	2	2	2376	heavy fermion	3·239
718	1.764696178675e-3	0	4	1080	2	2	1855	heavy fermion	2·359
719	1.486115999346e-6	1	2	720	1	1	998	gauge boson (light)	719 (prime)
720	1.894417527026e-3	0	30	2418	3	7	11533	heavy fermion	2^4·3^2·5
721	1.970368896337e-6	0	4	832	2	2	2660	spectator	7·103
722	4.178665449314e-5	0	6	1143	2	3	3207	spectator	2·19^2
723	4.878382196733e-7	0	4	968	2	2	2382	spectator	3·241
724	3.384216268102e-4	0	6	1274	2	3	2895	heavy fermion	2^2·181
725	1.038175083217e-5	0	6	930	2	3	4058	spectator	5^2·29
726	3.289950988378e-4	0	12	1596	3	4	6001	heavy fermion	2·3·11^2
727	8.868529560815e-6	1	2	728	1	1	998	gauge boson (light)	727 (prime)
728	5.093499305747e-5	0	16	1680	3	5	7789	spectator	2^3·7·13
729	1.760532086114e-4	0	7	1093	1	6	4050	fermion	3^6
730	2.443031648996e-4	0	8	1332	3	3	4201	heavy fermion	2·5·73
731	3.344062303517e-5	0	4	792	2	2	2834	spectator	17·43
732	8.683286149391e-4	0	12	1736	3	4	5597	heavy fermion	2^2·3·61
733	8.568905734195e-6	1	2	734	1	1	998	gauge boson (light)	733 (prime)
734	4.397814862832e-4	0	4	1104	2	2	1863	heavy fermion	2·367
735	2.550086928164e-5	0	12	1368	3	4	7130	spectator	3·5·7^2
736	2.296185452867e-3	0	12	1512	2	6	5747	heavy fermion	2^5·23
737	7.429443999031e-6	0	4	816	2	2	2746	spectator	11·67
738	3.987655120472e-4	0	12	1638	3	4	5875	heavy fermion	2·3^2·41
739	5.729848933316e-6	1	2	740	1	1	998	gauge boson (light)	739 (prime)
740	7.252038632289e-3	0	12	1596	3	4	6027	heavy fermion	2^2·5·37
741	1.678064158239e-5	0	8	1120	3	3	5280	spectator	3·13·19
742	1.481867755119e-3	0	8	1296	3	3	4375	heavy fermion	2·7·53
743	2.077204580763e-5	1	2	744	1	1	998	gauge boson (light)	743 (prime)
744	1.035518449822e-3	0	16	1920	3	5	7193	heavy fermion	2^3·3·31
745	9.199074807354e-5	0	4	900	2	2	2534	light fermion	5·149
746	3.129792408549e-3	0	4	1122	2	2	1869	heavy fermion	2·373
747	3.781966157924e-6	0	6	1092	2	3	3716	spectator	3^2·83
748	2.551657990000e-3	0	12	1512	3	4	6321	heavy fermion	2^2·11·17
749	4.666543124989e-5	0	4	864	2	2	2692	spectator	7·107
750	2.736550495462e-3	0	16	1872	3	5	7499	heavy fermion	2·3·5^3
751	4.184188938010e-6	1	2	752	1	1	998	gauge boson (light)	751 (prime)
752	9.593523009713e-4	0	10	1488	2	5	4865	heavy fermion	2^4·47
753	4.131637195551e-6	0	4	1008	2	2	2162	spectator	3·251
754	7.233722702608e-6	0	8	1260	3	3	4549	spectator	2·13·29
755	8.850430584927e-6	0	4	912	2	2	2544	spectator	5·151
756	2.456012217693e-5	0	24	2240	3	6	9989	spectator	2^2·3^3·7
757	7.572354956642e-6	1	2	758	1	1	998	gauge boson (light)	757 (prime)
758	1.637260857089e-4	0	4	1140	2	2	1875	fermion	2·379
759	1.500531567128e-4	0	8	1152	3	3	5068	fermion	3·11·23
760	1.515316251158e-4	0	16	1800	3	5	7699	fermion	2^3·5·19
761	1.297210449926e-5	1	2	762	1	1	998	gauge boson (light)	761 (prime)
762	8.032680864054e-4	0	8	1536	3	3	3751	heavy fermion	2·3·127
763	8.932044883458e-7	0	4	880	2	2	2708	spectator	7·109
764	9.708365968792e-4	0	6	1344	2	3	2945	heavy fermion	2^2·191
765	2.829825591241e-5	0	12	1404	3	4	7006	spectator	3^2·5·17
766	2.133010095947e-4	0	4	1152	2	2	1879	heavy fermion	2·383
767	9.002832786337e-6	0	4	840	2	2	2768	spectator	13·59
768	5.378111170182e-6	0	18	2044	2	9	7165	spectator	2^8·3
769	2.841874344324e-7	1	2	770	1	1	998	gauge boson (light)	769 (prime)
770	6.947050755760e-6	0	16	1728	4	4	8445	spectator	2·5·7·11
771	3.997002166426e-5	0	4	1032	2	2	2174	spectator	3·257
772	7.862292205415e-5	0	6	1358	2	3	2955	light fermion	2^2·193
773	7.682385282185e-6	1	2	774	1	1	998	gauge boson (light)	773 (prime)
774	3.771504540155e-4	0	12	1716	3	4	5743	heavy fermion	2·3^2·43
775	1.261525092189e-4	0	6	992	2	3	4104	fermion	5^2·31
776	3.593094090737e-4	0	8	1470	2	4	3931	heavy fermion	2^3·97
777	9.729377128925e-6	0	8	1216	3	3	5004	spectator	3·7·37
778	2.221277878964e-5	0	4	1170	2	2	1885	spectator	2·389
779	1.510740777160e-5	0	4	840	2	2	2836	spectator	19·41
780	2.636558805305e-6	0	24	2352	4	5	10405	spectator	2^2·3·5·13
781	6.214102535007e-6	0	4	864	2	2	2798	spectator	11·71
782	5.163401055501e-5	0	8	1296	3	3	4573	spectator	2·17·23
783	1.111446962875e-4	0	8	1200	2	4	4790	fermion	3^3·29
784	6.318434145429e-5	0	15	1767	2	6	7053	spectator	2^4·7^2
785	2.364451914900e-4	0	4	948	2	2	2574	heavy fermion	5·157
786	2.803254602649e-4	0	8	1584	3	3	3791	heavy fermion	2·3·131
787	2.455521268073e-5	1	2	788	1	1	998	gauge boson (light)	787 (prime)
788	1.300175575472e-7	0	6	1386	2	3	2975	spectator	2^2·197
789	1.351346603422e-5	0	4	1056	2	2	2186	spectator	3·263
790	2.174813481488e-4	0	8	1440	3	3	4249	heavy fermion	2·5·79
791	5.036496848278e-6	0	4	912	2	2	2628	spectator	7·113
792	5.887166779831e-6	0	24	2340	3	6	10027	spectator	2^3·3^2·11
793	1.641196047539e-6	0	4	868	2	2	2798	spectator	13·61
794	8.269329083911e-6	0	4	1194	2	2	1893	spectator	2·397
795	1.437881869433e-4	0	8	1296	3	3	4798	fermion	3·5·53
796	3.337274637691e-6	0	6	1400	2	3	2985	spectator	2^2·199
797	8.054497122201e-6	1	2	798	1	1	998	gauge boson (light)	797 (prime)
798	8.878567744716e-5	0	16	1920	4	4	7849	light fermion	2·3·7·19
799	8.519889582149e-6	0	4	864	2	2	2830	spectator	17·47
800	1.180772826241e-4	0	18	1953	2	7	8099	fermion	2^5·5^2
801	7.693540928025e-5	0	6	1170	2	3	3554	light fermion	3^2·89
802	4.495450268970e-5	0	4	1206	2	2	1897	spectator	2·401
803	3.413479044626e-6	0	4	888	2	2	2752	spectator	11·73
804	2.767644359124e-4	0	12	1904	3	4	5363	heavy fermion	2^2·3·67
805	2.418734159863e-4	0	8	1152	3	3	5488	heavy fermion	5·7·23
806	5.683091050530e-5	0	8	1344	3	3	4581	spectator	2·13·31
807	1.538699641490e-4	0	4	1080	2	2	2198	fermion	3·269
808	3.492236276909e-5	0	8	1530	2	4	3791	spectator	2^3·101
809	2.672926422239e-5	1	2	810	1	1	998	gauge boson (light)	809 (prime)
810	2.150608754917e-4	0	20	2178	3	6	8797	heavy fermion	2·3^4·5
811	1.669503927017e-5	1	2	812	1	1	998	gauge boson (light)	811 (prime)
812	2.343005001211e-6	0	12	1680	3	4	6105	spectator	2^2·7·29
813	2.421473607141e-7	0	4	1088	2	2	2202	spectator	3·271
814	5.669947162999e-5	0	8	1368	3	3	4555	spectator	2·11·37
815	7.294979413630e-6	0	4	984	2	2	2604	spectator	5·163
816	1.390080781966e-4	0	20	2232	3	6	8493	fermion	2^4·3·17
817	1.135004624870e-8	0	4	880	2	2	2840	spectator	19·43
818	1.931848618174e-4	0	4	1230	2	2	1905	fermion	2·409
819	1.286033289237e-5	0	12	1456	3	4	7140	spectator	3^2·7·13
820	4.280349021418e-5	0	12	1764	3	4	5979	spectator	2^2·5·41
821	1.466758573741e-6	1	2	822	1	1	998	gauge boson (light)	821 (prime)
822	7.608468017735e-3	0	8	1656	3	3	3851	heavy fermion	2·3·137
823	5.538272000512e-5	1	2	824	1	1	998	gauge boson	823 (prime)
824	6.097721810242e-3	0	8	1560	2	4	3817	heavy fermion	2^3·103
825	1.579907621968e-3	0	12	1488	3	4	7188	heavy fermion	3·5^2·11
826	2.066471219247e-3	0	8	1440	3	3	4387	heavy fermion	2·7·59
827	5.764435381214e-5	1	2	828	1	1	998	gauge boson	827 (prime)
828	2.716372643185e-6	0	18	2184	3	5	7913	spectator	2^2·3^2·23
829	2.522398098903e-7	1	2	830	1	1	998	gauge boson (light)	829 (prime)
830	1.305852344806e-3	0	8	1512	3	3	4329	heavy fermion	2·5·83
831	5.011732538110e-6	0	4	1112	2	2	2214	spectator	3·277
832	3.421927936864e-3	0	14	1778	2	7	6547	heavy fermion	2^6·13
833	1.225305100451e-4	0	6	1026	2	3	4226	fermion	7^2·17
