k	weight	is_prime	d(k)	sigma(k)	omega	Omega	hub	class	factors
43	3.294950846998e-7	1	2	44	1	1	324	gauge boson (light)	43 (prime)
44	8.281704348968e-6	0	6	84	2	3	705	spectator	2^2·11
45	1.964091834936e-6	0	6	78	2	3	778	spectator	3^2·5
46	1.751923588409e-5	0	4	72	2	2	517	spectator	2·23
47	5.263113564123e-5	1	2	48	1	1	336	excited boson	47 (prime)
48	2.601147562378e-5	0	10	124	2	5	937	spectator	2^4·3
49	2.969988311674e-5	0	3	57	1	2	486	spectator	7^2
50	8.114687396150e-6	0	6	93	2	3	729	spectator	2·5^2
51	1.894320893917e-7	0	4	72	2	2	552	spectator	3·17
52	8.145901262779e-6	0	6	98	2	3	683	spectator	2^2·13
53	4.559613184074e-5	1	2	54	1	1	302	excited boson	53 (prime)
54	2.278378509810e-5	0	8	120	2	4	821	spectator	2·3^3
55	9.306778878525e-7	0	4	72	2	2	604	spectator	5·11
56	3.723176686573e-5	0	8	120	2	4	851	spectator	2^3·7
57	7.387521444666e-7	0	4	80	2	2	562	spectator	3·19
58	4.261256072885e-5	0	4	90	2	2	493	spectator	2·29
59	9.124365952366e-6	1	2	60	1	1	314	gauge boson (light)	59 (prime)
60	2.078081473007e-6	0	12	168	3	4	1121	spectator	2^2·3·5
61	1.287289117554e-5	1	2	62	1	1	318	gauge boson (light)	61 (prime)
62	4.012824910710e-5	0	4	96	2	2	507	spectator	2·31
63	6.263558859529e-5	0	6	104	2	3	784	light fermion	3^2·7
64	2.199127578126e-3	0	7	127	1	6	723	heavy fermion	2^6
65	5.645775245132e-5	0	4	84	2	2	618	light fermion	5·13
66	5.925440819166e-3	0	8	144	3	3	881	heavy fermion	2·3·11
67	8.080476988284e-4	1	2	68	1	1	264	excited boson	67 (prime)
68	1.467196110301e-4	0	6	126	2	3	651	heavy fermion	2^2·17
69	4.338826783961e-6	0	4	96	2	2	526	spectator	3·23
70	1.952098086704e-5	0	8	144	3	3	889	spectator	2·5·7
71	3.481507213928e-5	1	2	72	1	1	268	gauge boson	71 (prime)
72	4.750284647096e-7	0	12	195	2	5	1059	spectator	2^3·3^2
73	2.555681608683e-5	1	2	74	1	1	270	gauge boson	73 (prime)
74	1.282676334497e-7	0	4	114	2	2	477	spectator	2·37
75	1.227730064707e-4	0	6	124	2	3	760	fermion	3·5^2
76	2.162812719162e-4	0	6	140	2	3	665	heavy fermion	2^2·19
77	2.638566641433e-4	0	4	96	2	2	590	heavy fermion	7·11
78	1.890591199747e-5	0	8	168	3	3	851	spectator	2·3·13
79	3.124043336353e-5	1	2	80	1	1	276	gauge boson	79 (prime)
80	1.449473373818e-5	0	10	186	2	5	979	spectator	2^4·5
81	5.995669194660e-7	0	5	121	1	4	616	spectator	3^4
82	1.236426106939e-4	0	4	126	2	2	457	fermion	2·41
83	6.139684311476e-4	1	2	84	1	1	280	excited boson	83 (prime)
84	1.760900209793e-3	0	12	224	3	4	1117	heavy fermion	2^2·3·7
85	1.818050126189e-3	0	4	108	2	2	578	heavy fermion	5·17
86	8.923599899169e-4	0	4	132	2	2	465	heavy fermion	2·43
87	3.706494005932e-4	0	4	120	2	2	524	heavy fermion	3·29
88	8.784994861300e-5	0	8	180	2	4	841	fermion	2^3·11
89	1.679142689493e-5	1	2	90	1	1	286	gauge boson (light)	89 (prime)
90	1.688979710529e-5	0	12	234	3	4	1141	spectator	2·3^2·5
91	9.333744205100e-5	0	4	112	2	2	600	fermion	7·13
92	3.206110501228e-5	0	6	168	2	3	659	spectator	2^2·23
93	2.329682886920e-6	0	4	128	2	2	538	spectator	3·31
94	7.227809293477e-5	0	4	144	2	2	481	fermion	2·47
95	7.507237140670e-3	0	4	120	2	2	588	heavy fermion	5·19
96	3.109178359003e-2	0	12	252	2	6	1049	heavy fermion	2^5·3
97	2.599693973719e-2	1	2	98	1	1	294	excited boson	97 (prime)
98	4.537474180928e-2	0	6	171	2	3	705	heavy fermion	2·7^2
99	6.954693068871e-2	0	6	156	2	3	784	heavy fermion	3^2·11
100	1.417747848923e-2	0	9	217	2	4	939	heavy fermion	2^2·5^2
101	3.183685741625e-5	1	2	102	1	1	198	gauge boson	101 (prime)
102	1.202869797599e-6	0	8	216	3	3	779	spectator	2·3·17
103	3.722455830774e-5	1	2	104	1	1	198	gauge boson	103 (prime)
104	2.284060785695e-6	0	8	210	2	4	779	spectator	2^3·13
105	4.722023488213e-6	0	8	192	3	3	934	spectator	3·5·7
106	2.308588996389e-5	0	4	162	2	2	401	spectator	2·53
107	6.629987672410e-6	1	2	108	1	1	198	gauge boson (light)	107 (prime)
108	8.280876282608e-5	0	12	280	2	5	1027	fermion	2^2·3^3
109	2.011333604608e-4	1	2	110	1	1	198	excited boson	109 (prime)
110	1.417492256132e-5	0	8	216	3	3	859	spectator	2·5·11
111	4.223821310913e-5	0	4	152	2	2	472	spectator	3·37
112	1.386609104822e-4	0	10	248	2	5	939	heavy fermion	2^4·7
113	1.310922037798e-4	1	2	114	1	1	198	excited boson	113 (prime)
114	3.111056086858e-5	0	8	240	3	3	797	spectator	2·3·19
115	3.329842498196e-4	0	4	144	2	2	508	heavy fermion	5·23
116	1.233721825867e-4	0	6	210	2	3	591	fermion	2^2·29
117	2.789929349271e-6	0	6	182	2	3	718	spectator	3^2·13
118	1.424148778387e-4	0	4	180	2	2	413	heavy fermion	2·59
119	6.802534418872e-4	0	4	144	2	2	520	heavy fermion	7·17
120	2.046492062502e-4	0	16	360	3	5	1337	heavy fermion	2^3·3·5
121	2.998243939765e-6	0	3	133	1	2	368	spectator	11^2
122	6.914517114222e-7	0	4	186	2	2	417	spectator	2·61
123	1.636107456138e-5	0	4	168	2	2	448	spectator	3·41
124	1.482188195536e-4	0	6	224	2	3	605	heavy fermion	2^2·31
125	1.203133849833e-5	0	4	156	1	3	494	spectator	5^3
126	2.131475476478e-5	0	12	312	3	4	1121	spectator	2·3^2·7
127	3.587894618481e-4	1	2	128	1	1	198	excited boson	127 (prime)
128	1.047740808230e-3	0	8	255	1	7	723	heavy fermion	2^7
129	1.305121790281e-3	0	4	176	2	2	454	heavy fermion	3·43
130	1.186432819801e-4	0	8	252	3	3	865	fermion	2·5·13
131	3.602612366938e-3	1	2	132	1	1	198	excited boson	131 (prime)
132	3.685765280292e-3	0	12	336	3	4	1099	heavy fermion	2^2·3·11
133	3.334390006217e-3	0	4	160	2	2	522	heavy fermion	7·19
134	1.654137148051e-3	0	4	204	2	2	363	heavy fermion	2·67
135	1.240663704865e-4	0	8	240	2	4	886	fermion	3^3·5
136	2.212617429791e-5	0	8	270	2	4	747	spectator	2^3·17
137	3.390469865133e-6	1	2	138	1	1	198	gauge boson (light)	137 (prime)
138	4.760008894027e-5	0	8	288	3	3	755	light fermion	2·3·23
139	4.985610919689e-6	1	2	140	1	1	198	gauge boson (light)	139 (prime)
140	1.553267704733e-4	0	12	336	3	4	1131	heavy fermion	2^2·5·7
141	4.369835592686e-4	0	4	192	2	2	466	heavy fermion	3·47
142	8.971350903590e-5	0	4	216	2	2	367	fermion	2·71
143	1.542217710648e-5	0	4	168	2	2	536	spectator	11·13
144	3.677528102326e-4	0	15	403	2	6	1195	heavy fermion	2^4·3^2
145	1.717249641243e-4	0	4	180	2	2	494	heavy fermion	5·29
146	2.489428372235e-4	0	4	222	2	2	369	heavy fermion	2·73
147	8.978264676139e-4	0	6	228	2	3	712	heavy fermion	3·7^2
148	2.082277066903e-4	0	6	266	2	3	575	heavy fermion	2^2·37
149	1.039773822219e-3	1	2	150	1	1	198	excited boson	149 (prime)
150	1.957694159531e-3	0	12	372	3	4	1099	heavy fermion	2·3·5^2
151	4.515814116452e-5	1	2	152	1	1	198	excited boson	151 (prime)
152	1.279222829353e-5	0	8	300	2	4	761	spectator	2^3·19
153	3.878728978025e-4	0	6	234	2	3	678	heavy fermion	3^2·17
154	4.934141556226e-4	0	8	288	3	3	847	heavy fermion	2·7·11
155	4.596220693823e-5	0	4	192	2	2	504	light fermion	5·31
156	1.162670522481e-5	0	12	392	3	4	1057	spectator	2^2·3·13
157	1.978346492809e-4	1	2	158	1	1	198	excited boson	157 (prime)
158	7.191466821118e-7	0	4	240	2	2	375	spectator	2·79
159	1.407782650914e-4	0	4	216	2	2	432	heavy fermion	3·53
160	9.894466623065e-5	0	12	378	2	6	1059	fermion	2^5·5
161	9.094587550471e-7	0	4	192	2	2	514	spectator	7·23
162	4.255092833258e-4	0	10	363	2	5	875	heavy fermion	2·3^4
163	5.510089801426e-4	1	2	164	1	1	198	excited boson	163 (prime)
164	2.344461287327e-4	0	6	294	2	3	555	heavy fermion	2^2·41
165	1.419426520331e-4	0	8	288	3	3	930	heavy fermion	3·5·11
166	1.133331834077e-3	0	4	252	2	2	379	heavy fermion	2·83
167	2.606431261334e-4	1	2	168	1	1	198	excited boson	167 (prime)
168	2.568925180252e-3	0	16	480	3	5	1317	heavy fermion	2^3·3·7
169	6.850448821655e-6	0	3	183	1	2	366	spectator	13^2
170	3.750641680585e-3	0	8	324	3	3	817	heavy fermion	2·5·17
171	8.872793214200e-8	0	6	260	2	3	688	spectator	3^2·19
172	1.879975601726e-3	0	6	308	2	3	563	heavy fermion	2^2·43
173	2.502416344447e-5	1	2	174	1	1	198	gauge boson	173 (prime)
174	3.141076944691e-3	0	8	360	3	3	743	heavy fermion	2·3·29
175	6.153895655066e-4	0	6	248	2	3	752	heavy fermion	5^2·7
176	8.251988878686e-5	0	10	372	2	5	929	fermion	2^4·11
177	1.211133198945e-4	0	4	240	2	2	444	fermion	3·59
178	4.198467909589e-4	0	4	270	2	2	385	heavy fermion	2·89
179	1.029531645045e-4	1	2	180	1	1	198	excited boson	179 (prime)
180	7.369205433863e-4	0	18	546	3	5	1451	heavy fermion	2^2·3^2·5
181	5.272674711360e-4	1	2	182	1	1	198	excited boson	181 (prime)
182	3.738410777744e-4	0	8	336	3	3	849	heavy fermion	2·7·13
183	1.279633957439e-8	0	4	248	2	2	448	spectator	3·61
184	2.433415495504e-4	0	8	360	2	4	755	heavy fermion	2^3·23
185	3.978778756714e-5	0	4	228	2	2	498	spectator	5·37
186	5.926271246945e-4	0	8	384	3	3	761	heavy fermion	2·3·31
187	1.337674839034e-4	0	4	216	2	2	528	fermion	11·17
188	2.939069643859e-7	0	6	336	2	3	579	spectator	2^2·47
189	2.142064832888e-3	0	8	320	2	4	892	heavy fermion	3^3·7
190	1.730153973291e-2	0	8	360	3	3	835	heavy fermion	2·5·19
191	8.139080700756e-3	1	2	192	1	1	198	excited boson	191 (prime)
192	1.385353775838e-1	0	14	508	2	7	1113	heavy fermion	2^6·3
193	3.309790808639e-3	1	2	194	1	1	198	excited boson	193 (prime)
194	5.590695822413e-2	0	4	294	2	2	393	heavy fermion	2·97
195	5.377824147991e-4	0	8	336	3	3	940	heavy fermion	3·5·13
196	1.013623978102e-1	0	9	399	2	4	875	heavy fermion	2^2·7^2
197	1.161863802190e-2	1	2	198	1	1	198	excited boson	197 (prime)
198	3.606715423640e-1	0	12	468	3	4	1127	heavy fermion	2·3^2·11
199	2.953198095893e-2	1	2	200	1	1	198	excited boson	199 (prime)
200	1.563444930837e-2	0	12	465	2	5	1099	heavy fermion	2^3·5^2
