rank	k	weight	d_k	omega	is_prime	factors
55	36857	5.823417874888e-5	2	1	prime	36857 (prime)
56	36871	5.714653716338e-5	2	1	prime	36871 (prime)
57	3072	5.179765391843e-5	22	2	composite	2^10·3
58	4200	5.098578824132e-5	48	4	composite	2^3·3·5^2·7
59	24571	4.823007552984e-5	2	1	prime	24571 (prime)
60	15360	4.816302862114e-5	44	3	composite	2^10·3·5
61	24593	4.545584638736e-5	2	1	prime	24593 (prime)
62	30240	4.362720009920e-5	96	4	composite	2^5·3^3·5·7
63	25088	3.695904574524e-5	30	2	composite	2^9·7^2
64	23808	3.659352887355e-5	36	3	composite	2^8·3·31
65	10080	3.470654718154e-5	72	4	composite	2^5·3^2·5·7
66	6300	3.210695263543e-5	54	4	composite	2^2·3^2·5^2·7
67	9216	3.137941661865e-5	33	2	composite	2^10·3^2
68	11904	3.008080367402e-5	32	3	composite	2^7·3·31
69	28448	2.712502541215e-5	24	3	composite	2^5·7·127
70	7168	2.469568966626e-5	22	2	composite	2^10·7
71	12544	2.416799451089e-5	27	2	composite	2^8·7^2
72	2520	2.126296722244e-5	48	4	composite	2^3·3^2·5·7
73	12197	2.038319488891e-5	2	1	prime	12197 (prime)
74	2032	2.029720449825e-5	10	2	composite	2^4·127
75	7560	1.865806394462e-5	64	4	composite	2^3·3^3·5·7
76	50176	1.640593624165e-5	33	2	composite	2^10·7^2
77	40961	1.505656702331e-5	2	1	prime	40961 (prime)
78	40949	1.293484012339e-5	2	1	prime	40949 (prime)
79	44704	1.193326686645e-5	24	3	composite	2^5·11·127
80	8209	1.153110793232e-5	2	1	prime	8209 (prime)
81	18433	1.108418491135e-5	2	1	prime	18433 (prime)
82	43648	1.105863875449e-5	32	3	composite	2^7·11·31
83	12163	1.101096501306e-5	2	1	prime	12163 (prime)
84	90720	1.083433173464e-5	120	4	composite	2^5·3^4·5·7
85	21824	1.067133785343e-5	28	3	composite	2^6·11·31
86	18427	1.057430265922e-5	2	1	prime	18427 (prime)
87	24391	1.048217035688e-5	2	1	prime	24391 (prime)
88	35851	1.046394660004e-5	2	1	prime	35851 (prime)
89	35839	1.011407637773e-5	2	1	prime	35839 (prime)
90	81280	9.856936910918e-6	32	3	composite	2^7·5·127
91	14224	9.818966091449e-6	20	3	composite	2^4·7·127
92	22352	9.534193312609e-6	20	3	composite	2^4·11·127
93	5952	9.389194246378e-6	28	3	composite	2^6·3·31
94	24379	9.348731496442e-6	2	1	prime	24379 (prime)
95	45360	9.064581556516e-6	100	4	composite	2^4·3^4·5·7
96	7680	8.174168671367e-6	40	3	composite	2^9·3·5
97	8179	7.779451183250e-6	2	1	prime	8179 (prime)
98	60480	7.436057872170e-6	112	4	composite	2^6·3^3·5·7
99	39424	7.121514640221e-6	40	3	composite	2^9·7·11
100	8960	7.047707409766e-6	36	3	composite	2^8·5·7
101	10752	6.848033300436e-6	40	3	composite	2^9·3·7
102	37799	6.183524271231e-6	2	1	prime	37799 (prime)
103	47616	6.095651464690e-6	40	3	composite	2^9·3·31
104	37811	6.023275065969e-6	2	1	prime	37811 (prime)
105	56896	5.868056618554e-6	28	3	composite	2^6·7·127
106	4095	5.258685141315e-6	24	4	composite	3^2·5·7·13
107	8448	4.947790193227e-6	36	3	composite	2^8·3·11
108	10912	4.907133357464e-6	24	3	composite	2^5·11·31
109	1024	4.645261299445e-6	11	1	composite	2^10
110	4094	4.602549453454e-6	8	3	composite	2·23·89
111	4097	4.436261164150e-6	4	2	composite	17·241
112	3968	4.375323272261e-6	16	2	composite	2^7·31
113	4098	4.357292780174e-6	8	3	composite	2·3·683
114	16253	4.292522511879e-6	2	1	prime	16253 (prime)
115	1920	4.127461843791e-6	32	3	composite	2^7·3·5
116	384	4.072274953624e-6	16	2	composite	2^7·3
117	20160	3.599144419037e-6	84	4	composite	2^6·3^2·5·7
118	89408	3.381562552999e-6	28	3	composite	2^6·11·127
119	600	3.376786836005e-6	24	3	composite	2^3·3·5^2
120	3600	3.376471904234e-6	45	3	composite	2^4·3^2·5^2
121	16267	3.255868100122e-6	2	1	prime	16267 (prime)
122	9984	3.206425431673e-6	36	3	composite	2^8·3·13
123	16896	3.157626655894e-6	40	3	composite	2^9·3·11
124	6272	3.120143584081e-6	24	2	composite	2^7·7^2
125	40640	3.020098507357e-6	28	3	composite	2^6·5·127
126	6143	2.954444313451e-6	2	1	prime	6143 (prime)
127	1536	2.781666703174e-6	20	2	composite	2^9·3
128	768	2.671618432057e-6	18	2	composite	2^8·3
129	52832	2.632110502084e-6	24	3	composite	2^5·13·127
130	11176	2.579959571773e-6	16	3	composite	2^3·11·127
131	57337	2.558456806996e-6	4	2	composite	7·8191
132	19712	2.546794264050e-6	36	3	composite	2^8·7·11
133	31744	2.504909761877e-6	22	2	composite	2^10·31
134	3048	2.502162342299e-6	16	3	composite	2^3·3·127
135	87296	2.436093947533e-6	36	3	composite	2^8·11·31
136	4093	2.314444978304e-6	2	1	prime	4093 (prime)
137	12541	2.229774331855e-6	2	1	prime	12541 (prime)
138	78848	2.203460628536e-6	44	3	composite	2^10·7·11
139	4224	2.188913919949e-6	32	3	composite	2^7·3·11
140	12896	2.134997051769e-6	24	3	composite	2^5·13·31
141	26416	2.108697342886e-6	20	3	composite	2^4·13·127
142	4100	2.092648630951e-6	18	3	composite	2^2·5^2·41
143	2100	2.046713842140e-6	36	4	composite	2^2·3·5^2·7
144	1117	2.029915924166e-6	2	1	prime	1117 (prime)
145	23296	1.967568685953e-6	36	3	composite	2^8·7·13
146	4092	1.893829562500e-6	24	4	composite	2^2·3·11·31
147	32771	1.831861561667e-6	2	1	prime	32771 (prime)
148	25792	1.812388213791e-6	28	3	composite	2^6·13·31
149	51584	1.809207659391e-6	32	3	composite	2^7·13·31
150	6151	1.801153200767e-6	2	1	prime	6151 (prime)
151	6448	1.800780185647e-6	20	3	composite	2^4·13·31
152	4992	1.779285173241e-6	32	3	composite	2^7·3·13
153	4099	1.757186758432e-6	2	1	prime	4099 (prime)
154	3840	1.718375426696e-6	36	3	composite	2^8·3·5
155	9209	1.646466011187e-6	2	1	prime	9209 (prime)
156	16807	1.638559812065e-6	6	1	composite	7^5
157	12547	1.633402444166e-6	2	1	prime	12547 (prime)
158	79872	1.626101622223e-6	48	3	composite	2^11·3·13
159	7559	1.625552907407e-6	2	1	prime	7559 (prime)
160	5456	1.615437390397e-6	20	3	composite	2^4·11·31
161	1152	1.599542644616e-6	24	2	composite	2^7·3^2
162	11909	1.598052167631e-6	2	1	prime	11909 (prime)
163	2234	1.593237713417e-6	4	2	composite	2·1117
164	7936	1.565030560517e-6	18	2	composite	2^8·31
165	28447	1.564019146146e-6	2	1	prime	28447 (prime)
166	7561	1.540165953690e-6	2	1	prime	7561 (prime)
167	23813	1.534240853752e-6	2	1	prime	23813 (prime)
168	23801	1.521192679073e-6	2	1	prime	23801 (prime)
169	7112	1.483383221625e-6	16	3	composite	2^3·7·127
170	10163	1.460928693966e-6	2	1	prime	10163 (prime)
171	9856	1.443018343371e-6	32	3	composite	2^7·7·11
172	28463	1.428769885877e-6	2	1	prime	28463 (prime)
173	9221	1.413281927732e-6	2	1	prime	9221 (prime)
174	960	1.409747027402e-6	28	3	composite	2^6·3·5
175	2976	1.402363236133e-6	24	3	composite	2^5·3·31
176	10159	1.402199044694e-6	2	1	prime	10159 (prime)
177	11903	1.358097542122e-6	2	1	prime	11903 (prime)
178	4480	1.337062950302e-6	32	3	composite	2^7·5·7
179	2800	1.236011782516e-6	30	3	composite	2^4·5^2·7
180	40639	1.214735285021e-6	2	1	prime	40639 (prime)
181	1778	1.209548801345e-6	8	3	composite	2·7·127
182	1680	1.204076279189e-6	40	4	composite	2^4·3·5·7
183	5376	1.192442403314e-6	36	3	composite	2^8·3·7
184	39936	1.179646764419e-6	44	3	composite	2^10·3·13
185	2240	1.177884868049e-6	28	3	composite	2^6·5·7
186	4090	1.153747899131e-6	8	3	composite	2·5·409
187	28561	1.119832857165e-6	5	1	composite	13^4
188	1736	1.101162796581e-6	16	3	composite	2^3·7·31
189	364	1.088283353745e-6	12	3	composite	2^2·7·13
190	4928	1.052183147769e-6	28	3	composite	2^6·7·11
191	19840	1.017778314681e-6	32	3	composite	2^7·5·31
192	4091	1.008995202468e-6	2	1	prime	4091 (prime)
193	383	1.000020894826e-6	2	1	prime	383 (prime)
194	40320	9.981471723951e-7	96	4	composite	2^7·3^2·5·7
195	32749	9.917528590537e-7	2	1	prime	32749 (prime)
196	4102	9.834307173880e-7	8	3	composite	2·7·293
197	601	9.591332829170e-7	2	1	prime	601 (prime)
198	5824	9.543155247776e-7	28	3	composite	2^6·7·13
199	39680	9.506798889367e-7	36	3	composite	2^8·5·31
200	728	9.320699901027e-7	16	3	composite	2^3·7·13
201	1270	9.269674030773e-7	8	3	composite	2·5·127
202	4320	9.220043849838e-7	48	3	composite	2^5·3^3·5
203	1984	9.217893516670e-7	14	2	composite	2^6·31
204	1669	8.790836774069e-7	2	1	prime	1669 (prime)
205	1120	8.745200165184e-7	24	3	composite	2^5·5·7
206	953	8.642946221993e-7	2	1	prime	953 (prime)
207	19968	8.605010360404e-7	40	3	composite	2^9·3·13
208	4101	8.565802930969e-7	4	2	composite	3·1367
209	8147	8.517281300720e-7	2	1	prime	8147 (prime)
210	1693	8.317930728394e-7	2	1	prime	1693 (prime)
211	15121	8.268476323624e-7	2	1	prime	15121 (prime)
212	2160	8.063647542663e-7	40	3	composite	2^4·3^3·5
213	992	8.054054416131e-7	12	2	composite	2^5·31
214	1440	7.980687823083e-7	36	3	composite	2^5·3^2·5
215	32507	7.874644037845e-7	2	1	prime	32507 (prime)
216	55552	7.792837584938e-7	36	3	composite	2^8·7·31
217	2688	7.721513905309e-7	32	3	composite	2^7·3·7
218	3584	7.639786492897e-7	20	2	composite	2^9·7
219	4914	7.608977712070e-7	32	4	composite	2·3^3·7·13
220	80640	7.555638420434e-7	108	4	composite	2^8·3^2·5·7
221	3000	7.242955811616e-7	32	3	composite	2^3·3·5^3
222	5080	7.141694365806e-7	16	3	composite	2^3·5·127
223	63488	7.132486566205e-7	24	2	composite	2^11·31
224	22680	7.026389682746e-7	80	4	composite	2^3·3^4·5·7
225	4608	7.012564169160e-7	30	2	composite	2^9·3^2
226	15872	6.925934815199e-7	20	2	composite	2^9·31
227	21503	6.790990881407e-7	2	1	prime	21503 (prime)
228	1733	6.676422109799e-7	2	1	prime	1733 (prime)
229	9851	6.605825090288e-7	2	1	prime	9851 (prime)
230	15107	6.526072361862e-7	2	1	prime	15107 (prime)
231	541	6.417967881971e-7	2	1	prime	541 (prime)
232	19683	6.338991617631e-7	10	1	composite	3^9
233	10160	6.333247225519e-7	20	3	composite	2^4·5·127
234	4104	6.320903600992e-7	32	3	composite	2^3·3^3·19
235	1277	6.244439474316e-7	2	1	prime	1277 (prime)
236	397	6.194698644863e-7	2	1	prime	397 (prime)
237	1232	6.168665533994e-7	20	3	composite	2^4·7·11
238	1913	6.074854225933e-7	2	1	prime	1913 (prime)
239	15625	5.882825300142e-7	7	1	composite	5^6
240	4725	5.867472837878e-7	24	3	composite	3^3·5^2·7
241	5827	5.848680300341e-7	2	1	prime	5827 (prime)
242	10091	5.834972890892e-7	2	1	prime	10091 (prime)
243	2400	5.735994690666e-7	36	3	composite	2^5·3·5^2
244	10079	5.675207926866e-7	2	1	prime	10079 (prime)
245	4916	5.665777363113e-7	6	2	composite	2^2·1229
246	1800	5.611566478713e-7	36	3	composite	2^3·3^2·5^2
247	21517	5.588172491127e-7	2	1	prime	21517 (prime)
248	2457	5.549109447998e-7	16	3	composite	3^3·7·13
249	32531	5.526863693625e-7	2	1	prime	32531 (prime)
250	9857	5.519495051521e-7	2	1	prime	9857 (prime)
251	3780	5.491092835807e-7	48	4	composite	2^2·3^3·5·7
252	50159	5.436301910920e-7	2	1	prime	50159 (prime)
253	50177	5.425547439519e-7	2	1	prime	50177 (prime)
254	251	5.331075651430e-7	2	1	prime	251 (prime)
255	50387	5.301427703283e-7	2	1	prime	50387 (prime)
256	50411	5.287399447946e-7	2	1	prime	50411 (prime)
257	300	5.276734318053e-7	18	3	composite	2^2·3·5^2
258	443	5.256857624355e-7	2	1	prime	443 (prime)
259	14341	5.215182700189e-7	2	1	prime	14341 (prime)
260	1051	5.154725257150e-7	2	1	prime	1051 (prime)
261	3351	5.124380018816e-7	4	2	composite	3·1117
262	4089	5.080511697522e-7	8	3	composite	3·29·47
263	3466	4.848538187391e-7	4	2	composite	2·1733
264	381	4.843200688643e-7	4	2	composite	3·127
265	563	4.838477426192e-7	2	1	prime	563 (prime)
266	1777	4.765047801450e-7	2	1	prime	1777 (prime)
267	19709	4.739087290674e-7	2	1	prime	19709 (prime)
268	3472	4.719375303091e-7	20	3	composite	2^4·7·31
269	512	4.682339091957e-7	10	1	composite	2^9
270	51581	4.640866737231e-7	2	1	prime	51581 (prime)
271	51593	4.634600797396e-7	2	1	prime	51593 (prime)
272	49157	4.608225158393e-7	2	1	prime	49157 (prime)
273	10937	4.591115477984e-7	2	1	prime	10937 (prime)
274	3386	4.544747141367e-7	4	2	composite	2·1693
275	4088	4.523571014425e-7	16	3	composite	2^3·7·73
276	496	4.513085150430e-7	10	2	composite	2^4·31
277	3338	4.511662777089e-7	4	2	composite	2·1669
278	3224	4.501675850848e-7	16	3	composite	2^3·13·31
279	28687	4.487943061537e-7	2	1	prime	28687 (prime)
280	49139	4.441022019697e-7	2	1	prime	49139 (prime)
281	2880	4.391197446939e-7	42	3	composite	2^6·3^2·5
282	1488	4.358145200663e-7	20	3	composite	2^4·3·31
283	13888	4.349892799191e-7	28	3	composite	2^6·7·31
284	19717	4.348205448081e-7	2	1	prime	19717 (prime)
285	33792	4.328263348454e-7	44	3	composite	2^10·3·11
286	5821	4.285422817257e-7	2	1	prime	5821 (prime)
287	13208	4.206883144315e-7	16	3	composite	2^3·13·127
288	480	4.198852421217e-7	24	3	composite	2^5·3·5
289	14327	4.197202498164e-7	2	1	prime	14327 (prime)
290	67584	4.113900061813e-7	48	3	composite	2^11·3·11
291	868	4.065453306159e-7	12	3	composite	2^2·7·31
292	52817	4.031648825021e-7	2	1	prime	52817 (prime)
293	52837	4.022368984791e-7	2	1	prime	52837 (prime)
294	4103	3.937209459451e-7	4	2	composite	11·373
295	4368	3.934858592044e-7	40	4	composite	2^4·3·7·13
296	3826	3.877389860167e-7	4	2	composite	2·1913
297	557	3.836952231605e-7	2	1	prime	557 (prime)
298	2184	3.832573953215e-7	32	4	composite	2^3·3·7·13
299	617	3.831257816829e-7	2	1	prime	617 (prime)
300	40343	3.785098759327e-7	2	1	prime	40343 (prime)
301	8389	3.740943876243e-7	2	1	prime	8389 (prime)
302	48767	3.648429185538e-7	2	1	prime	48767 (prime)
303	43003	3.613207278346e-7	2	1	prime	43003 (prime)
304	1399	3.515427301459e-7	2	1	prime	1399 (prime)
305	16889	3.494363005003e-7	2	1	prime	16889 (prime)
306	5471	3.492108489031e-7	2	1	prime	5471 (prime)
307	43013	3.470430906994e-7	2	1	prime	43013 (prime)
308	5351	3.455729736147e-7	2	1	prime	5351 (prime)
309	10007	3.438600875640e-7	2	1	prime	10007 (prime)
310	2728	3.395917784133e-7	16	3	composite	2^3·11·31
311	48779	3.382775972339e-7	2	1	prime	48779 (prime)
312	1123	3.347050012776e-7	2	1	prime	1123 (prime)
313	168	3.267365835005e-7	16	3	composite	2^3·3·7
314	16411	3.239685112218e-7	2	1	prime	16411 (prime)
315	3556	3.234073566399e-7	12	3	composite	2^2·7·127
316	853	3.223609990775e-7	2	1	prime	853 (prime)
317	2049	3.199966679061e-7	4	2	composite	3·683
318	616	3.187810418239e-7	16	3	composite	2^3·7·11
319	2458	3.159878024292e-7	4	2	composite	2·1229
320	2554	3.154777669190e-7	4	2	composite	2·1277
321	11648	3.070071290055e-7	32	3	composite	2^7·7·13
322	40289	3.038585705903e-7	2	1	prime	40289 (prime)
323	10909	3.031372628811e-7	2	1	prime	10909 (prime)
324	3005	2.996433651164e-7	4	2	composite	5·601
325	2859	2.955953319878e-7	4	2	composite	3·953
326	55439	2.954961700587e-7	2	1	prime	55439 (prime)
327	55441	2.954239962189e-7	2	1	prime	55441 (prime)
328	434	2.951742635370e-7	8	3	composite	2·7·31
329	1456	2.948932015672e-7	20	3	composite	2^4·7·13
330	5007	2.944523904581e-7	4	2	composite	3·1669
331	55547	2.916189504732e-7	2	1	prime	55547 (prime)
332	55579	2.904779332953e-7	2	1	prime	55579 (prime)
333	4106	2.887372066943e-7	4	2	composite	2·2053
334	2816	2.884902769771e-7	18	2	composite	2^8·11
335	762	2.876978054448e-7	8	3	composite	2·3·127
336	2681	2.845910673128e-7	4	2	composite	7·383
337	27776	2.825589634673e-7	32	3	composite	2^7·7·31
338	2460	2.823515781500e-7	24	4	composite	2^2·3·5·41
339	1016	2.805549023539e-7	8	2	composite	2^3·127
340	4918	2.790215425812e-7	4	2	composite	2·2459
341	1612	2.788211180088e-7	12	3	composite	2^2·13·31
342	8461	2.757597962093e-7	2	1	prime	8461 (prime)
343	4086	2.743563518426e-7	12	3	composite	2·3^2·227
344	90101	2.737238766261e-7	4	2	composite	11·8191
345	2215	2.737127796623e-7	4	2	composite	5·443
346	3024	2.719120662058e-7	40	3	composite	2^4·3^3·7
347	3554	2.717633656790e-7	4	2	composite	2·1777
348	2700	2.704682623397e-7	36	3	composite	2^2·3^3·5^2
349	6101	2.695897676678e-7	2	1	prime	6101 (prime)
350	2051	2.695647124524e-7	4	2	composite	7·293
351	16901	2.690987175704e-7	2	1	prime	16901 (prime)
352	2518	2.678644595154e-7	4	2	composite	2·1259
353	2705	2.658930004654e-7	4	2	composite	5·541
354	359	2.646463734391e-7	2	1	prime	359 (prime)
355	4105	2.615890344683e-7	4	2	composite	5·821
356	28669	2.577568681725e-7	2	1	prime	28669 (prime)
357	2462	2.568095021632e-7	4	2	composite	2·1231
358	2456	2.568077518230e-7	8	2	composite	2^3·307
359	641	2.559190419951e-7	2	1	prime	641 (prime)
360	1571	2.545465543900e-7	2	1	prime	1571 (prime)
361	2540	2.520812738807e-7	12	3	composite	2^2·5·127
362	56893	2.465759093298e-7	2	1	prime	56893 (prime)
363	56897	2.464507266141e-7	2	1	prime	56897 (prime)
364	23297	2.433813410452e-7	2	1	prime	23297 (prime)
365	4800	2.403842189489e-7	42	3	composite	2^6·3·5^2
366	2464	2.395335909611e-7	24	3	composite	2^5·7·11
367	15859	2.360218164239e-7	2	1	prime	15859 (prime)
368	560	2.349874812920e-7	20	3	composite	2^4·5·7
369	9907	2.342905981389e-7	2	1	prime	9907 (prime)
370	15877	2.340693270057e-7	2	1	prime	15877 (prime)
371	57331	2.331576255503e-7	2	1	prime	57331 (prime)
372	3064	2.329381684362e-7	8	2	composite	2^3·383
373	57347	2.326783888243e-7	2	1	prime	57347 (prime)
374	5096	2.316058698269e-7	24	3	composite	2^3·7^2·13
375	341	2.293981003381e-7	4	2	composite	11·31
376	17911	2.278120321332e-7	2	1	prime	17911 (prime)
377	23293	2.262868208250e-7	2	1	prime	23293 (prime)
378	55440	2.261491080802e-7	120	5	composite	2^4·3^2·5·7·11
379	4087	2.250883617203e-7	4	2	composite	61·67
380	4979	2.241438758529e-7	4	2	composite	13·383
381	2459	2.214540288236e-7	2	1	prime	2459 (prime)
382	2304	2.188438776085e-7	27	2	composite	2^8·3^2
383	6091	2.179322755452e-7	2	1	prime	6091 (prime)
384	599	2.178676620566e-7	2	1	prime	599 (prime)
385	4032	2.168248086463e-7	42	3	composite	2^6·3^2·7
386	4213	2.152943586565e-7	4	2	composite	11·383
387	571	2.145286187782e-7	2	1	prime	571 (prime)
388	889	2.143692035394e-7	4	2	composite	7·127
389	43649	2.135254292662e-7	2	1	prime	43649 (prime)
390	1741	2.133399165755e-7	2	1	prime	1741 (prime)
391	503	2.132008809205e-7	2	1	prime	503 (prime)
392	9973	2.128128071162e-7	2	1	prime	9973 (prime)
393	2046	2.107619204720e-7	16	4	composite	2·3·11·31
394	43633	2.095819691486e-7	2	1	prime	43633 (prime)
395	806	2.076929001911e-7	8	3	composite	2·13·31
396	1657	2.074234857734e-7	2	1	prime	1657 (prime)
397	17921	2.074031186919e-7	2	1	prime	17921 (prime)
398	45343	2.057352000752e-7	2	1	prime	45343 (prime)
399	193	2.042498780570e-7	2	1	prime	193 (prime)
400	8963	2.037811430603e-7	2	1	prime	8963 (prime)
401	439	2.033304807116e-7	2	1	prime	439 (prime)
402	797	2.014000652179e-7	2	1	prime	797 (prime)
403	4912	2.008107629032e-7	10	2	composite	2^4·307
404	4732	1.998913778078e-7	18	3	composite	2^2·7·13^2
405	3153	1.997951287315e-7	4	2	composite	3·1051
406	22349	1.964055264102e-7	2	1	prime	22349 (prime)
407	3302	1.951820178560e-7	8	3	composite	2·13·127
408	4765	1.943618124027e-7	4	2	composite	5·953
409	2298	1.933865986461e-7	8	3	composite	2·3·383
410	635	1.931519053648e-7	4	2	composite	5·127
411	2404	1.930548723437e-7	6	2	composite	2^2·601
412	4920	1.925029195617e-7	32	4	composite	2^3·3·5·41
413	8447	1.923247220053e-7	2	1	prime	8447 (prime)
414	13883	1.896644605236e-7	2	1	prime	13883 (prime)
415	2732	1.879660889283e-7	6	2	composite	2^2·683
416	1637	1.866879798885e-7	2	1	prime	1637 (prime)
417	3276	1.859985873859e-7	36	4	composite	2^2·3^2·7·13
418	840	1.853624020192e-7	32	4	composite	2^3·3·5·7
419	5588	1.852877625720e-7	12	3	composite	2^2·11·127
420	2382	1.850215422218e-7	8	3	composite	2·3·397
421	3830	1.845096479270e-7	8	3	composite	2·5·383
422	19819	1.841291162055e-7	2	1	prime	19819 (prime)
423	3812	1.837874993420e-7	6	2	composite	2^2·953
424	11177	1.837695208218e-7	2	1	prime	11177 (prime)
425	744	1.835451505568e-7	16	3	composite	2^3·3·31
426	336	1.829199420126e-7	20	3	composite	2^4·3·7
427	3810	1.820374488002e-7	16	4	composite	2·3·5·127
428	2548	1.820013198906e-7	18	3	composite	2^2·7^2·13
429	5953	1.814288847727e-7	2	1	prime	5953 (prime)
430	1259	1.813276879339e-7	2	1	prime	1259 (prime)
431	45361	1.807979224080e-7	2	1	prime	45361 (prime)
432	20320	1.790324959323e-7	24	3	composite	2^5·5·127
433	308	1.775568493756e-7	12	3	composite	2^2·7·11
434	3831	1.774799091887e-7	4	2	composite	3·1277
435	448	1.770219841211e-7	14	2	composite	2^6·7
436	7933	1.755962313556e-7	2	1	prime	7933 (prime)
437	3447	1.754738198644e-7	6	2	composite	3^2·383
438	1792	1.739421561399e-7	18	2	composite	2^8·7
439	2050	1.737594938681e-7	12	3	composite	2·5^2·41
440	9923	1.736675327915e-7	2	1	prime	9923 (prime)
441	11173	1.719552032559e-7	2	1	prime	11173 (prime)
442	182	1.718792687499e-7	8	3	composite	2·7·13
443	347	1.715267961856e-7	2	1	prime	347 (prime)
444	896	1.713192944847e-7	16	2	composite	2^7·7
445	269	1.712323868932e-7	2	1	prime	269 (prime)
446	7937	1.707665679035e-7	2	1	prime	7937 (prime)
447	1201	1.701351020634e-7	2	1	prime	1201 (prime)
448	2047	1.689909063053e-7	4	2	composite	23·89
449	21839	1.685746974113e-7	2	1	prime	21839 (prime)
450	5042	1.682700415747e-7	4	2	composite	2·2521
451	2102	1.678843952615e-7	4	2	composite	2·1051
452	2468	1.660817205901e-7	6	2	composite	2^2·617
453	2387	1.653246185275e-7	8	3	composite	7·11·31
454	5079	1.653140087106e-7	4	2	composite	3·1693
455	248	1.650011111030e-7	8	2	composite	2^3·31
456	4774	1.589404564900e-7	16	4	composite	2·7·11·31
457	25219	1.585136232824e-7	2	1	prime	25219 (prime)
458	13901	1.556823091769e-7	2	1	prime	13901 (prime)
459	22367	1.553359522448e-7	2	1	prime	22367 (prime)
460	2454	1.543720818331e-7	8	3	composite	2·3·409
461	25087	1.541082616659e-7	2	1	prime	25087 (prime)
462	243	1.540119579448e-7	6	1	composite	3^5
463	60457	1.527641233082e-7	2	1	prime	60457 (prime)
464	60493	1.519800919676e-7	2	1	prime	60493 (prime)
465	2779	1.504128808191e-7	4	2	composite	7·397
466	256	1.501910266009e-7	9	1	composite	2^8
467	3512	1.501626428448e-7	8	2	composite	2^3·439
468	4682	1.488199532451e-7	4	2	composite	2·2341
469	2798	1.487785914914e-7	4	2	composite	2·1399
470	4911	1.483003082321e-7	4	2	composite	3·1637
471	379	1.482476970444e-7	2	1	prime	379 (prime)
472	2521	1.481191656862e-7	2	1	prime	2521 (prime)
473	11657	1.473695244831e-7	2	1	prime	11657 (prime)
