N	d_sq	d_sq*ln(N)	bt_v	vt_Gv	S1	S2	S3	M(N)	f_N(0.5)
6088	3.9150808656e-2	0.341163	0.81895476	0.67706033	0.000642	-0.994562	-1.108361	1	0.849995
6089	3.9072175987e-2	0.340484	0.81897768	0.67702755	0.000477	-0.995993	-1.120832	0	0.849998
6090	3.8877484911e-2	0.338794	0.81899439	0.67686626	0.000313	-0.997424	-1.133302	-1	0.850000
6091	3.8953392350e-2	0.339462	0.81900690	0.67696720	0.000149	-0.998855	-1.145770	-2	0.850003
6092	3.8790091320e-2	0.338045	0.81898956	0.67676921	0.000149	-0.998855	-1.145770	-2	0.850006
6093	3.8894182169e-2	0.338959	0.81898900	0.67687219	0.000149	-0.998855	-1.145770	-2	0.850009
6094	3.8988578460e-2	0.339788	0.81898528	0.67695914	-0.000015	-1.000285	-1.158234	-3	0.850012
6095	3.8898506044e-2	0.339009	0.81899128	0.67688107	-0.000179	-1.001715	-1.170695	-4	0.850014
6096	3.8585749681e-2	0.336290	0.81897253	0.67653081	-0.000179	-1.001715	-1.170695	-4	0.850017
6097	3.8550031508e-2	0.335985	0.81898630	0.67652262	-0.000343	-1.003144	-1.183154	-5	0.850020
6098	3.8400815844e-2	0.334691	0.81897494	0.67635070	-0.000179	-1.001715	-1.170697	-4	0.850023
6099	3.8439142015e-2	0.335031	0.81897547	0.67639008	-0.000343	-1.003144	-1.183153	-5	0.850026
6100	3.8381169580e-2	0.334532	0.81898157	0.67634431	-0.000343	-1.003144	-1.183153	-5	0.850029
6101	3.8485343137e-2	0.335446	0.81899600	0.67647734	-0.000507	-1.004572	-1.195605	-6	0.850031
6102	3.8442186695e-2	0.335076	0.81897090	0.67638398	-0.000507	-1.004572	-1.195605	-6	0.850034
6103	3.8632581599e-2	0.336742	0.81894114	0.67651486	-0.000343	-1.003144	-1.183156	-5	0.850037
6104	3.8534129372e-2	0.335890	0.81894674	0.67642761	-0.000343	-1.003144	-1.183156	-5	0.850040
6105	3.8673181931e-2	0.337109	0.81896681	0.67660681	-0.000180	-1.001716	-1.170710	-4	0.850043
6106	3.8701552872e-2	0.337362	0.81896462	0.67663078	-0.000343	-1.003144	-1.183154	-5	0.850046
6107	3.8432662537e-2	0.335025	0.81897422	0.67638111	-0.000180	-1.001717	-1.170711	-4	0.850048
6108	3.8409736844e-2	0.334831	0.81895872	0.67632717	-0.000180	-1.001717	-1.170711	-4	0.850051
6109	3.8430041499e-2	0.335015	0.81892360	0.67627725	-0.000016	-1.000290	-1.158271	-3	0.850054
6110	3.8222461929e-2	0.333211	0.81893966	0.67610179	0.000148	-0.998863	-1.145833	-2	0.850057
6111	3.8365958216e-2	0.334469	0.81894894	0.67626384	0.000148	-0.998863	-1.145833	-2	0.850060
6112	3.8391988796e-2	0.334702	0.81895055	0.67629308	0.000148	-0.998863	-1.145833	-2	0.850063
6113	3.8436009681e-2	0.335092	0.81897277	0.67638155	-0.000016	-1.000289	-1.158267	-3	0.850065
6114	3.8506392863e-2	0.335712	0.81897970	0.67646579	-0.000179	-1.001715	-1.170699	-4	0.850068
6115	3.8332374642e-2	0.334201	0.81896747	0.67626732	-0.000016	-1.000289	-1.158268	-3	0.850071
6116	3.8405728174e-2	0.334847	0.81895041	0.67630655	-0.000016	-1.000289	-1.158268	-3	0.850074
6117	3.8397291808e-2	0.334779	0.81898704	0.67637138	0.000148	-0.998864	-1.145841	-2	0.850077
6118	3.8794602811e-2	0.338250	0.81901139	0.67681738	0.000311	-0.997439	-1.133415	-1	0.850079
6119	3.8741286706e-2	0.337791	0.81901476	0.67677081	0.000475	-0.996014	-1.120991	0	0.850082
6120	3.8725347683e-2	0.337659	0.81902600	0.67677734	0.000475	-0.996014	-1.120991	0	0.850085
6121	3.8553566310e-2	0.336167	0.81905717	0.67666791	0.000311	-0.997438	-1.133412	-1	0.850088
6122	3.8479292619e-2	0.335526	0.81906036	0.67660002	0.000475	-0.996014	-1.120992	0	0.850091
6123	3.8829337550e-2	0.338584	0.81905540	0.67694015	0.000311	-0.997438	-1.133410	-1	0.850093
6124	3.8613409438e-2	0.336708	0.81904555	0.67670451	0.000311	-0.997438	-1.133410	-1	0.850096
6125	3.8624554832e-2	0.336811	0.81906160	0.67674776	0.000311	-0.997438	-1.133410	-1	0.850099
6126	3.8688832836e-2	0.337378	0.81907344	0.67683571	0.000148	-0.998862	-1.145824	-2	0.850102
6127	3.8645241340e-2	0.337004	0.81908540	0.67681604	0.000311	-0.997438	-1.133412	-1	0.850105
6128	3.8538264464e-2	0.336078	0.81906461	0.67666749	0.000311	-0.997438	-1.133412	-1	0.850107
6129	3.8444637837e-2	0.335267	0.81907067	0.67658597	0.000311	-0.997438	-1.133412	-1	0.850110
6130	3.8452310105e-2	0.335341	0.81904300	0.67653831	0.000148	-0.998861	-1.145819	-2	0.850113
6131	3.8341571934e-2	0.334381	0.81904361	0.67642880	-0.000015	-1.000283	-1.158224	-3	0.850116
6132	3.8423356789e-2	0.335101	0.81906802	0.67655939	-0.000015	-1.000283	-1.158224	-3	0.850119
6133	3.8424606351e-2	0.335118	0.81906945	0.67656350	-0.000178	-1.001706	-1.170627	-4	0.850121
6134	3.8255589613e-2	0.333650	0.81907971	0.67641501	-0.000015	-1.000284	-1.158226	-3	0.850124
6135	3.8384850915e-2	0.334784	0.81911705	0.67661895	-0.000178	-1.001705	-1.170625	-4	0.850127
6136	3.8412858928e-2	0.335034	0.81912312	0.67665910	-0.000178	-1.001705	-1.170625	-4	0.850130
6137	3.8634524329e-2	0.336974	0.81913996	0.67691444	-0.000178	-1.001705	-1.170625	-4	0.850133
6138	3.8683573366e-2	0.337408	0.81916351	0.67701059	-0.000178	-1.001705	-1.170625	-4	0.850135
6139	3.8675504256e-2	0.337344	0.81915422	0.67698395	-0.000015	-1.000284	-1.158232	-3	0.850138
6140	3.8560287533e-2	0.336345	0.81914692	0.67685412	-0.000015	-1.000284	-1.158232	-3	0.850141
6141	3.8768917070e-2	0.338171	0.81913091	0.67703073	-0.000178	-1.001705	-1.170622	-4	0.850144
6142	3.8973151397e-2	0.339959	0.81914127	0.67725568	-0.000341	-1.003125	-1.183010	-5	0.850147
6143	3.9050520703e-2	0.340640	0.81914796	0.67734644	-0.000504	-1.004545	-1.195397	-6	0.850149
6144	3.8948022118e-2	0.339753	0.81915168	0.67725139	-0.000504	-1.004545	-1.195397	-6	0.850152
6145	3.8948326962e-2	0.339762	0.81911379	0.67717592	-0.000341	-1.003126	-1.183013	-5	0.850155
6146	3.8948179448e-2	0.339767	0.81913352	0.67721522	-0.000504	-1.004545	-1.195396	-6	0.850158
6147	3.8979071478e-2	0.340042	0.81911062	0.67720030	-0.000504	-1.004545	-1.195396	-6	0.850161
6148	3.8948693251e-2	0.339784	0.81909995	0.67714860	-0.000504	-1.004545	-1.195396	-6	0.850163
6149	3.9279608227e-2	0.342677	0.81910927	0.67749816	-0.000666	-1.005964	-1.207773	-7	0.850166
6150	3.9504107628e-2	0.344642	0.81910197	0.67770804	-0.000666	-1.005964	-1.207773	-7	0.850169
6151	3.9704440230e-2	0.346396	0.81908995	0.67788435	-0.000829	-1.007382	-1.220147	-8	0.850172
6152	3.9799489920e-2	0.347232	0.81908562	0.67797073	-0.000829	-1.007382	-1.220147	-8	0.850175
6153	3.9866180612e-2	0.347820	0.81910011	0.67806640	-0.000991	-1.008800	-1.232519	-9	0.850178
6154	3.9466008083e-2	0.344335	0.81909033	0.67764667	-0.001154	-1.010218	-1.244888	-10	0.850180
6155	3.9027275829e-2	0.340514	0.81909689	0.67722105	-0.000991	-1.008800	-1.232520	-9	0.850183
6156	3.9075824283e-2	0.340944	0.81911784	0.67731151	-0.000991	-1.008800	-1.232520	-9	0.850186
6157	3.9206270044e-2	0.342088	0.81912405	0.67745437	-0.000829	-1.007383	-1.220155	-8	0.850189
6158	3.9109129301e-2	0.341247	0.81910146	0.67731205	-0.000667	-1.005966	-1.207792	-7	0.850192
6159	3.9097904427e-2	0.341155	0.81910444	0.67730679	-0.000504	-1.004549	-1.195430	-6	0.850195
6160	3.9467134141e-2	0.344384	0.81909058	0.67764830	-0.000504	-1.004549	-1.195430	-6	0.850197
6161	3.9390738918e-2	0.343723	0.81907807	0.67754687	-0.000342	-1.003133	-1.183071	-5	0.850200
6162	3.9433320502e-2	0.344101	0.81912487	0.67768307	-0.000180	-1.001717	-1.170713	-4	0.850203
6163	3.9703328236e-2	0.346464	0.81914051	0.67798435	-0.000342	-1.003133	-1.183069	-5	0.850206
6164	3.9683417297e-2	0.346297	0.81914775	0.67797891	-0.000342	-1.003133	-1.183069	-5	0.850209
6165	3.9315838700e-2	0.343095	0.81917238	0.67766060	-0.000342	-1.003133	-1.183069	-5	0.850211
6166	3.9105445806e-2	0.341266	0.81919130	0.67748804	-0.000180	-1.001718	-1.170718	-4	0.850214
6167	3.9099171616e-2	0.341217	0.81917338	0.67744594	-0.000017	-1.000302	-1.158369	-3	0.850217
6168	3.9064355839e-2	0.340920	0.81916965	0.67740365	-0.000017	-1.000302	-1.158369	-3	0.850220
6169	3.9031934629e-2	0.340643	0.81918537	0.67740268	0.000145	-0.998888	-1.146022	-2	0.850222
6170	3.9211827629e-2	0.342219	0.81919315	0.67759812	-0.000017	-1.000302	-1.158367	-3	0.850225
6171	3.9298910631e-2	0.342986	0.81918422	0.67766735	-0.000017	-1.000302	-1.158367	-3	0.850228
6172	3.9310936323e-2	0.343097	0.81919589	0.67770272	-0.000017	-1.000302	-1.158367	-3	0.850231
6173	3.9181623260e-2	0.341975	0.81919409	0.67756980	-0.000179	-1.001716	-1.170707	-4	0.850234
6174	3.9074856789e-2	0.341049	0.81918379	0.67744244	-0.000179	-1.001716	-1.170707	-4	0.850236
6175	3.9375737944e-2	0.343682	0.81919824	0.67777222	-0.000179	-1.001716	-1.170707	-4	0.850239
6176	3.9348535434e-2	0.343451	0.81919174	0.67773202	-0.000179	-1.001716	-1.170707	-4	0.850242
6177	3.9538115783e-2	0.345112	0.81917727	0.67789265	-0.000341	-1.003129	-1.183042	-5	0.850245
6178	3.9649203507e-2	0.346088	0.81920001	0.67804922	-0.000179	-1.001716	-1.170709	-4	0.850248
6179	3.9572508426e-2	0.345425	0.81917364	0.67791979	-0.000018	-1.000304	-1.158378	-3	0.850250
6180	3.9909921659e-2	0.348377	0.81918036	0.67827063	-0.000018	-1.000304	-1.158378	-3	0.850253
6181	3.9673204997e-2	0.346317	0.81919725	0.67806770	0.000144	-0.998891	-1.146050	-2	0.850256
6182	3.9815400711e-2	0.347564	0.81921085	0.67823711	-0.000018	-1.000303	-1.158376	-3	0.850259
6183	4.0003057243e-2	0.349209	0.81919677	0.67839660	-0.000018	-1.000303	-1.158376	-3	0.850261
6184	3.9811643489e-2	0.347545	0.81919673	0.67820511	-0.000018	-1.000303	-1.158376	-3	0.850264
6185	3.9708314630e-2	0.346649	0.81918256	0.67807344	0.000144	-0.998892	-1.146054	-2	0.850267
6186	3.9601879923e-2	0.345726	0.81917246	0.67794680	-0.000018	-1.000303	-1.158375	-3	0.850270
6187	3.9447995846e-2	0.344389	0.81917503	0.67779806	0.000144	-0.998892	-1.146056	-2	0.850272
6188	3.9385156381e-2	0.343847	0.81917855	0.67774225	0.000144	-0.998892	-1.146056	-2	0.850275
6189	3.9415305354e-2	0.344116	0.81919543	0.67780617	0.000306	-0.997482	-1.133740	-1	0.850278
6190	3.9229200496e-2	0.342498	0.81922181	0.67767282	0.000144	-0.998892	-1.146054	-2	0.850281
6191	3.9167428377e-2	0.341965	0.81921597	0.67759938	0.000306	-0.997482	-1.133742	-1	0.850284
6192	3.9342802745e-2	0.343503	0.81921664	0.67777608	0.000306	-0.997482	-1.133742	-1	0.850286
6193	3.9326060343e-2	0.343363	0.81920591	0.67773789	0.000467	-0.996072	-1.121432	0	0.850289
6194	3.9415604849e-2	0.344151	0.81918259	0.67778078	0.000306	-0.997482	-1.133740	-1	0.850292
6195	3.9611716212e-2	0.345870	0.81918089	0.67797350	0.000467	-0.996072	-1.121434	0	0.850295
6196	3.9529276688e-2	0.345156	0.81918603	0.67790134	0.000467	-0.996072	-1.121434	0	0.850297
6197	3.9324072459e-2	0.343371	0.81920713	0.67773833	0.000306	-0.997481	-1.133737	-1	0.850300
6198	3.9237528864e-2	0.342621	0.81923341	0.67770435	0.000144	-0.998890	-1.146039	-2	0.850303
6199	3.9301284466e-2	0.343184	0.81925125	0.67780378	-0.000017	-1.000299	-1.158339	-3	0.850306
6200	3.9287846887e-2	0.343073	0.81924796	0.67778377	-0.000017	-1.000299	-1.158339	-3	0.850308
6201	3.9087002883e-2	0.341326	0.81926670	0.67762040	-0.000017	-1.000299	-1.158339	-3	0.850311
6202	3.9198798215e-2	0.342308	0.81925042	0.67769963	-0.000178	-1.001707	-1.170635	-4	0.850314
6203	3.9179804834e-2	0.342149	0.81923822	0.67765625	-0.000339	-1.003114	-1.182930	-5	0.850317
6204	3.9173881640e-2	0.342104	0.81923874	0.67765137	-0.000339	-1.003114	-1.182930	-5	0.850319
6205	3.9280986035e-2	0.343045	0.81922477	0.67773052	-0.000501	-1.004522	-1.195221	-6	0.850322
6206	3.9265116745e-2	0.342913	0.81924363	0.67775237	-0.000662	-1.005929	-1.207511	-7	0.850325
6207	3.9487238637e-2	0.344859	0.81926433	0.67801590	-0.000501	-1.004522	-1.195222	-6	0.850328
6208	3.9308594145e-2	0.343305	0.81926637	0.67784133	-0.000501	-1.004522	-1.195222	-6	0.850331
6209	3.9356595894e-2	0.343731	0.81925892	0.67787443	-0.000340	-1.003115	-1.182937	-5	0.850333
6210	3.9127711628e-2	0.341738	0.81925778	0.67764327	-0.000340	-1.003115	-1.182937	-5	0.850336
6211	3.9097987001e-2	0.341485	0.81926608	0.67763014	-0.000501	-1.004522	-1.195219	-6	0.850339
6212	3.8928982884e-2	0.340015	0.81926929	0.67746756	-0.000501	-1.004522	-1.195219	-6	0.850342
6213	3.8957939341e-2	0.340274	0.81929563	0.67754920	-0.000662	-1.005928	-1.207498	-7	0.850344
6214	3.9206825257e-2	0.342454	0.81929682	0.67780047	-0.000822	-1.007333	-1.219776	-8	0.850347
6215	3.9073605918e-2	0.341297	0.81930715	0.67768791	-0.000983	-1.008739	-1.232052	-9	0.850350
6216	3.8954202489e-2	0.340260	0.81931902	0.67759224	-0.000983	-1.008739	-1.232052	-9	0.850353
6217	3.8791424623e-2	0.338845	0.81933963	0.67747068	-0.001144	-1.010144	-1.244325	-10	0.850356
6218	3.8912405887e-2	0.339908	0.81932790	0.67756821	-0.000983	-1.008739	-1.232053	-9	0.850358
6219	3.9146490996e-2	0.341959	0.81932322	0.67779293	-0.000983	-1.008739	-1.232053	-9	0.850361
6220	3.9434545840e-2	0.344481	0.81933571	0.67810597	-0.000983	-1.008739	-1.232053	-9	0.850364
6221	3.9338945361e-2	0.343653	0.81933487	0.67800868	-0.001144	-1.010143	-1.244320	-10	0.850367
6222	3.9297676919e-2	0.343298	0.81934311	0.67798389	-0.000983	-1.008739	-1.232055	-9	0.850370
6223	3.9355946370e-2	0.343814	0.81936006	0.67807606	-0.000983	-1.008739	-1.232055	-9	0.850372
6224	3.9221808035e-2	0.342648	0.81934777	0.67791736	-0.000983	-1.008739	-1.232055	-9	0.850375
6225	3.9055235166e-2	0.341199	0.81932551	0.67770626	-0.000983	-1.008739	-1.232055	-9	0.850378
6226	3.8784203848e-2	0.338838	0.81929898	0.67738217	-0.001144	-1.010142	-1.244314	-10	0.850381
6227	3.8713607911e-2	0.338227	0.81930566	0.67732494	-0.000983	-1.008739	-1.232056	-9	0.850383
6228	3.8690189115e-2	0.338029	0.81930140	0.67729298	-0.000983	-1.008739	-1.232056	-9	0.850386
6229	3.8633287145e-2	0.337538	0.81932060	0.67727449	-0.001144	-1.010142	-1.244311	-10	0.850389
6230	3.8677627406e-2	0.337932	0.81932511	0.67732784	-0.000983	-1.008739	-1.232058	-9	0.850392
6231	3.8643855402e-2	0.337643	0.81932480	0.67729346	-0.001144	-1.010142	-1.244310	-10	0.850395
6232	3.8671707499e-2	0.337892	0.81931061	0.67729292	-0.001144	-1.010142	-1.244310	-10	0.850397
6233	3.8511413110e-2	0.336498	0.81930847	0.67712835	-0.000984	-1.008740	-1.232061	-9	0.850400
6234	3.8669877583e-2	0.337889	0.81932471	0.67731929	-0.001144	-1.010141	-1.244308	-10	0.850403
6235	3.8733406078e-2	0.338450	0.81934097	0.67741534	-0.001304	-1.011543	-1.256554	-11	0.850406
6236	3.8559128908e-2	0.336933	0.81934071	0.67724056	-0.001304	-1.011543	-1.256554	-11	0.850409
6237	3.8517333947e-2	0.336574	0.81934677	0.67721087	-0.001304	-1.011543	-1.256554	-11	0.850411
6238	3.8562951856e-2	0.336979	0.81936872	0.67730039	-0.001144	-1.010142	-1.244313	-10	0.850414
6239	3.8641580202e-2	0.337672	0.81936453	0.67737064	-0.000984	-1.008741	-1.232073	-9	0.850417
6240	3.8624516439e-2	0.337529	0.81935078	0.67732607	-0.000984	-1.008741	-1.232073	-9	0.850420
6241	3.8474512709e-2	0.336225	0.81932999	0.67713450	-0.000984	-1.008741	-1.232073	-9	0.850423
6242	3.8373229417e-2	0.335346	0.81933644	0.67704611	-0.000824	-1.007341	-1.219838	-8	0.850425
6243	3.8408563843e-2	0.335661	0.81930992	0.67702839	-0.000663	-1.005941	-1.207605	-7	0.850428
6244	3.8123279595e-2	0.333174	0.81931626	0.67675580	-0.000663	-1.005941	-1.207605	-7	0.850431
6245	3.8057563841e-2	0.332605	0.81931820	0.67669397	-0.000503	-1.004542	-1.195374	-6	0.850434
6246	3.8195482247e-2	0.333817	0.81935591	0.67690730	-0.000503	-1.004542	-1.195374	-6	0.850436
6247	3.8142949064e-2	0.333364	0.81937891	0.67690076	-0.000663	-1.005941	-1.207602	-7	0.850439
6248	3.8160817201e-2	0.333526	0.81938288	0.67692658	-0.000663	-1.005941	-1.207602	-7	0.850442
6249	3.8216666234e-2	0.334020	0.81935753	0.67693172	-0.000503	-1.004542	-1.195377	-6	0.850445
6250	3.8153976888e-2	0.333479	0.81933941	0.67683281	-0.000503	-1.004542	-1.195377	-6	0.850447
6251	3.8365473345e-2	0.335333	0.81934727	0.67706001	-0.000663	-1.005941	-1.207599	-7	0.850450
6252	3.8261397479e-2	0.334430	0.81936724	0.67699587	-0.000663	-1.005941	-1.207599	-7	0.850453
6253	3.8090507072e-2	0.332942	0.81936803	0.67682657	-0.000663	-1.005941	-1.207599	-7	0.850456
6254	3.7963931609e-2	0.331842	0.81939132	0.67674658	-0.000823	-1.007338	-1.219815	-8	0.850458
6255	3.7952354546e-2	0.331747	0.81938042	0.67671320	-0.000823	-1.007338	-1.219815	-8	0.850461
6256	3.8051790776e-2	0.332622	0.81939610	0.67684399	-0.000823	-1.007338	-1.219815	-8	0.850464
6257	3.8069100729e-2	0.332779	0.81936405	0.67679721	-0.000983	-1.008735	-1.232028	-9	0.850467
6258	3.8188668127e-2	0.333831	0.81939536	0.67697940	-0.000823	-1.007339	-1.219817	-8	0.850469
6259	3.8170971463e-2	0.333682	0.81939091	0.67695278	-0.000663	-1.005942	-1.207608	-7	0.850472
6260	3.8095118151e-2	0.333025	0.81939600	0.67688711	-0.000663	-1.005942	-1.207608	-7	0.850475
6261	3.8005484703e-2	0.332248	0.81937726	0.67676000	-0.000504	-1.004546	-1.195401	-6	0.850478
6262	3.8102891797e-2	0.333105	0.81937288	0.67684865	-0.000663	-1.005942	-1.207606	-7	0.850481
6263	3.8135200454e-2	0.333394	0.81935328	0.67684176	-0.000823	-1.007338	-1.219809	-8	0.850483
6264	3.8123850886e-2	0.333301	0.81935198	0.67682782	-0.000823	-1.007338	-1.219809	-8	0.850486
6265	3.8262466018e-2	0.334519	0.81937262	0.67700770	-0.000983	-1.008733	-1.232010	-9	0.850489
6266	3.8267834991e-2	0.334572	0.81936992	0.67700767	-0.001142	-1.010128	-1.244209	-10	0.850492
6267	3.8393167276e-2	0.335673	0.81934677	0.67708671	-0.000983	-1.008733	-1.232011	-9	0.850494
6268	3.8406055679e-2	0.335792	0.81938066	0.67716737	-0.000983	-1.008733	-1.232011	-9	0.850497
6269	3.8264604763e-2	0.334562	0.81938161	0.67702783	-0.001142	-1.010128	-1.244206	-10	0.850500
6270	3.8481446889e-2	0.336464	0.81937111	0.67722367	-0.001302	-1.011522	-1.256399	-11	0.850503
6271	3.8165016393e-2	0.333703	0.81937012	0.67690526	-0.001461	-1.012917	-1.268590	-12	0.850505
6272	3.8167839507e-2	0.333734	0.81939588	0.67695960	-0.001461	-1.012917	-1.268590	-12	0.850508
6273	3.8185021800e-2	0.333890	0.81938431	0.67695364	-0.001461	-1.012917	-1.268590	-12	0.850511
6274	3.8154102539e-2	0.333626	0.81942119	0.67699649	-0.001302	-1.011523	-1.256403	-11	0.850514
6275	3.8022123507e-2	0.332478	0.81942164	0.67686540	-0.001302	-1.011523	-1.256403	-11	0.850517
6276	3.8004605590e-2	0.332331	0.81943205	0.67686871	-0.001302	-1.011523	-1.256403	-11	0.850519
6277	3.7889883254e-2	0.331334	0.81943722	0.67676432	-0.001461	-1.012916	-1.268585	-12	0.850522
6278	3.7952908995e-2	0.331891	0.81944584	0.67684460	-0.001620	-1.014309	-1.280766	-13	0.850525
6279	3.8103388068e-2	0.333213	0.81943736	0.67697812	-0.001461	-1.012916	-1.268587	-12	0.850528
6280	3.8133593766e-2	0.333483	0.81945171	0.67703702	-0.001461	-1.012916	-1.268587	-12	0.850530
6281	3.8046967815e-2	0.332732	0.81946254	0.67697204	-0.001302	-1.011524	-1.256411	-11	0.850533
6282	3.8324594907e-2	0.335166	0.81948880	0.67730219	-0.001302	-1.011524	-1.256411	-11	0.850536
6283	3.8465924684e-2	0.336408	0.81947599	0.67741790	-0.001143	-1.010132	-1.244237	-10	0.850539
6284	3.8541254294e-2	0.337073	0.81947063	0.67748251	-0.001143	-1.010132	-1.244237	-10	0.850541
6285	3.8498478654e-2	0.336705	0.81947576	0.67745000	-0.001302	-1.011524	-1.256408	-11	0.850544
6286	3.8571086694e-2	0.337346	0.81944746	0.67746601	-0.001461	-1.012915	-1.268577	-12	0.850547
6287	3.8439498969e-2	0.336201	0.81945437	0.67734825	-0.001620	-1.014306	-1.280744	-13	0.850550
6288	3.8450435406e-2	0.336303	0.81944024	0.67733092	-0.001620	-1.014306	-1.280744	-13	0.850553
6289	3.8359121821e-2	0.335510	0.81944724	0.67725360	-0.001461	-1.012915	-1.268579	-12	0.850555
6290	3.8359340901e-2	0.335518	0.81945766	0.67727466	-0.001302	-1.011525	-1.256417	-11	0.850558
6291	3.8336969451e-2	0.335329	0.81946737	0.67727172	-0.001302	-1.011525	-1.256417	-11	0.850561
6292	3.8349350161e-2	0.335443	0.81946059	0.67727053	-0.001302	-1.011525	-1.256417	-11	0.850564
6293	3.8417010453e-2	0.336041	0.81948245	0.67738192	-0.001461	-1.012915	-1.268575	-12	0.850566
6294	3.8420001792e-2	0.336073	0.81948109	0.67738218	-0.001620	-1.014305	-1.280732	-13	0.850569
6295	3.8388995498e-2	0.335808	0.81949845	0.67738589	-0.001461	-1.012915	-1.268577	-12	0.850572
6296	3.8215222861e-2	0.334294	0.81948911	0.67719345	-0.001461	-1.012915	-1.268577	-12	0.850575
6297	3.8350380975e-2	0.335483	0.81948486	0.67732010	-0.001302	-1.011526	-1.256424	-11	0.850577
6298	3.8564657260e-2	0.337363	0.81948589	0.67753644	-0.001461	-1.012915	-1.268575	-12	0.850580
6299	3.8533182492e-2	0.337094	0.81948991	0.67751301	-0.001620	-1.014304	-1.280725	-13	0.850583
6300	3.8522490026e-2	0.337006	0.81948673	0.67749596	-0.001620	-1.014304	-1.280725	-13	0.850586
6301	3.8588194374e-2	0.337587	0.81949522	0.67757864	-0.001778	-1.015692	-1.292871	-14	0.850588
6302	3.8423141936e-2	0.336150	0.81950392	0.67743098	-0.001937	-1.017080	-1.305016	-15	0.850591
6303	3.8510525333e-2	0.336920	0.81948238	0.67747528	-0.002096	-1.018468	-1.317160	-16	0.850594
6304	3.8545525290e-2	0.337232	0.81948137	0.67750827	-0.002096	-1.018468	-1.317160	-16	0.850597
6305	3.8597364170e-2	0.337692	0.81950259	0.67760254	-0.002254	-1.019856	-1.329301	-17	0.850600
6306	3.8694176760e-2	0.338545	0.81952020	0.67773457	-0.002413	-1.021243	-1.341440	-18	0.850602
6307	3.8773330692e-2	0.339244	0.81954502	0.67786336	-0.002571	-1.022631	-1.353577	-19	0.850605
6308	3.8886988873e-2	0.340245	0.81952674	0.67794046	-0.002571	-1.022631	-1.353577	-19	0.850608
6309	3.8812427686e-2	0.339598	0.81955618	0.67792478	-0.002571	-1.022631	-1.353577	-19	0.850611
6310	3.9048847329e-2	0.341673	0.81956696	0.67818277	-0.002730	-1.024017	-1.365711	-20	0.850614
6311	3.8711483362e-2	0.338727	0.81957027	0.67785202	-0.002888	-1.025404	-1.377842	-21	0.850616
6312	3.8760459885e-2	0.339162	0.81959732	0.67795511	-0.002888	-1.025404	-1.377842	-21	0.850619
6313	3.8807625046e-2	0.339581	0.81957458	0.67795679	-0.002730	-1.024018	-1.365714	-20	0.850622
6314	3.8931673515e-2	0.340673	0.81961151	0.67815469	-0.002572	-1.022632	-1.353586	-19	0.850625
6315	3.9008343591e-2	0.341350	0.81961215	0.67823265	-0.002730	-1.024018	-1.365712	-20	0.850628
6316	3.8814418336e-2	0.339659	0.81962048	0.67805538	-0.002730	-1.024018	-1.365712	-20	0.850630
6317	3.8821108103e-2	0.339724	0.81962240	0.67806591	-0.002888	-1.025403	-1.377835	-21	0.850633
6318	3.8798933273e-2	0.339536	0.81961934	0.67803761	-0.002888	-1.025403	-1.377835	-21	0.850636
6319	3.8989595640e-2	0.341210	0.81959956	0.67818873	-0.002730	-1.024018	-1.365715	-20	0.850639
6320	3.9169338448e-2	0.342789	0.81960463	0.67837859	-0.002730	-1.024018	-1.365715	-20	0.850642
6321	3.9031142620e-2	0.341586	0.81962267	0.67827647	-0.002730	-1.024018	-1.365715	-20	0.850644
6322	3.9075473740e-2	0.341980	0.81964405	0.67836358	-0.002888	-1.025402	-1.377830	-21	0.850647
6323	3.8996497691e-2	0.341295	0.81965053	0.67829756	-0.003046	-1.026786	-1.389944	-22	0.850650
6324	3.9086425613e-2	0.342089	0.81964972	0.67838587	-0.003046	-1.026786	-1.389944	-22	0.850653
6325	3.9145607098e-2	0.342613	0.81964467	0.67843494	-0.003046	-1.026786	-1.389944	-22	0.850656
6326	3.8891845088e-2	0.340398	0.81966238	0.67821661	-0.002888	-1.025403	-1.377835	-21	0.850658
6327	3.8570191936e-2	0.337589	0.81966381	0.67789781	-0.002888	-1.025403	-1.377835	-21	0.850661
6328	3.8548707685e-2	0.337407	0.81966820	0.67788510	-0.002888	-1.025403	-1.377835	-21	0.850664
6329	3.8701822992e-2	0.338753	0.81967094	0.67804371	-0.003046	-1.026786	-1.389940	-22	0.850667
6330	3.8479630670e-2	0.336814	0.81970971	0.67789904	-0.002888	-1.025403	-1.377836	-21	0.850670
6331	3.8418285020e-2	0.336283	0.81969124	0.67780077	-0.002730	-1.024020	-1.365734	-20	0.850672
6332	3.8252400446e-2	0.334837	0.81968126	0.67761491	-0.002730	-1.024020	-1.365734	-20	0.850675
6333	3.8516925053e-2	0.337159	0.81970615	0.67792923	-0.002572	-1.022638	-1.353635	-19	0.850678
6334	3.8248977633e-2	0.334820	0.81971668	0.67768234	-0.002415	-1.021256	-1.341537	-18	0.850681
6335	3.8301889229e-2	0.335289	0.81971816	0.67773821	-0.002572	-1.022638	-1.353633	-19	0.850684
6336	3.8326371429e-2	0.335509	0.81971619	0.67775875	-0.002572	-1.022638	-1.353633	-19	0.850686
