N	d_sq	d_sq*ln(N)	bt_v	vt_Gv	S1	S2	S3	M(N)	f_N(0.5)
9821	3.4592577765e-2	0.317985	0.82834907	0.69129071	-0.003381	-1.031170	-1.441771	-36	0.857812
9822	3.4566990000e-2	0.317753	0.82833304	0.69123308	-0.003483	-1.032106	-1.450375	-37	0.857813
9823	3.4478114153e-2	0.316939	0.82833041	0.69113894	-0.003585	-1.033042	-1.458977	-38	0.857815
9824	3.4498700188e-2	0.317132	0.82833659	0.69117188	-0.003585	-1.033042	-1.458977	-38	0.857817
9825	3.4417778120e-2	0.316392	0.82833764	0.69109305	-0.003585	-1.033042	-1.458977	-38	0.857818
9826	3.4462260067e-2	0.316804	0.82833827	0.69113881	-0.003585	-1.033042	-1.458977	-38	0.857820
9827	3.4456989001e-2	0.316759	0.82834138	0.69113975	-0.003483	-1.032107	-1.450377	-37	0.857822
9828	3.4505701357e-2	0.317211	0.82833831	0.69118232	-0.003483	-1.032107	-1.450377	-37	0.857823
9829	3.4519516740e-2	0.317341	0.82833713	0.69119377	-0.003585	-1.033042	-1.458976	-38	0.857825
9830	3.4592184756e-2	0.318013	0.82834468	0.69128155	-0.003686	-1.033977	-1.467573	-39	0.857827
9831	3.4637160207e-2	0.318430	0.82835155	0.69134026	-0.003788	-1.034912	-1.476170	-40	0.857828
9832	3.4644770478e-2	0.318503	0.82834742	0.69133961	-0.003788	-1.034912	-1.476170	-40	0.857830
9833	3.4755560877e-2	0.319525	0.82834630	0.69144817	-0.003890	-1.035847	-1.484766	-41	0.857832
9834	3.4797919402e-2	0.319918	0.82836097	0.69151986	-0.003788	-1.034912	-1.476171	-40	0.857833
9835	3.4781010673e-2	0.319766	0.82837143	0.69152388	-0.003890	-1.035847	-1.484765	-41	0.857835
9836	3.4968455983e-2	0.321493	0.82837021	0.69170887	-0.003890	-1.035847	-1.484765	-41	0.857837
9837	3.5017294047e-2	0.321946	0.82837677	0.69177083	-0.003890	-1.035847	-1.484765	-41	0.857838
9838	3.4851216131e-2	0.320422	0.82838376	0.69161874	-0.003788	-1.034913	-1.476173	-40	0.857840
9839	3.4703182116e-2	0.319065	0.82838986	0.69148291	-0.003890	-1.035847	-1.484764	-41	0.857842
9840	3.4620061034e-2	0.318304	0.82839043	0.69140092	-0.003890	-1.035847	-1.484764	-41	0.857843
9841	3.4584082417e-2	0.317977	0.82838481	0.69135371	-0.003788	-1.034913	-1.476174	-40	0.857845
9842	3.4579101842e-2	0.317935	0.82840043	0.69137996	-0.003687	-1.033979	-1.467585	-39	0.857847
9843	3.4655577413e-2	0.318641	0.82839996	0.69145549	-0.003788	-1.034913	-1.476174	-40	0.857848
9844	3.4800372569e-2	0.319976	0.82842104	0.69164246	-0.003788	-1.034913	-1.476174	-40	0.857850
9845	3.4825197427e-2	0.320208	0.82843094	0.69168709	-0.003890	-1.035847	-1.484761	-41	0.857852
9846	3.4907596389e-2	0.320969	0.82843098	0.69176956	-0.003890	-1.035847	-1.484761	-41	0.857853
9847	3.4914804068e-2	0.321039	0.82843138	0.69177756	-0.003788	-1.034913	-1.476175	-40	0.857855
9848	3.4744309693e-2	0.319475	0.82842687	0.69159805	-0.003788	-1.034913	-1.476175	-40	0.857856
9849	3.4688738087e-2	0.318967	0.82842011	0.69152896	-0.003788	-1.034913	-1.476175	-40	0.857858
9850	3.4592835843e-2	0.318089	0.82843474	0.69146232	-0.003788	-1.034913	-1.476175	-40	0.857860
9851	3.4799118321e-2	0.319989	0.82843721	0.69167353	-0.003890	-1.035846	-1.484758	-41	0.857861
9852	3.4736746486e-2	0.319419	0.82844088	0.69161850	-0.003890	-1.035846	-1.484758	-41	0.857863
9853	3.4749287103e-2	0.319538	0.82844925	0.69164778	-0.003788	-1.034913	-1.476176	-40	0.857865
9854	3.4585561779e-2	0.318036	0.82845272	0.69149100	-0.003890	-1.035846	-1.484758	-41	0.857866
9855	3.4779214441e-2	0.319820	0.82845902	0.69169725	-0.003890	-1.035846	-1.484758	-41	0.857868
9856	3.4711320543e-2	0.319200	0.82846050	0.69163233	-0.003890	-1.035846	-1.484758	-41	0.857870
9857	3.4768034746e-2	0.319725	0.82846557	0.69169917	-0.003991	-1.036779	-1.493337	-42	0.857871
9858	3.4691193208e-2	0.319022	0.82847064	0.69163248	-0.003890	-1.035846	-1.484758	-41	0.857873
9859	3.4754212576e-2	0.319605	0.82847751	0.69170922	-0.003991	-1.036779	-1.493336	-42	0.857875
9860	3.4732776178e-2	0.319411	0.82847567	0.69168412	-0.003991	-1.036779	-1.493336	-42	0.857876
9861	3.4732221684e-2	0.319409	0.82846376	0.69165973	-0.004093	-1.037712	-1.501913	-43	0.857878
9862	3.4815641743e-2	0.320180	0.82845180	0.69171924	-0.003991	-1.036779	-1.493337	-42	0.857880
9863	3.4776131779e-2	0.319820	0.82844680	0.69166973	-0.003890	-1.035847	-1.484762	-41	0.857881
9864	3.4693049756e-2	0.319060	0.82846142	0.69161588	-0.003890	-1.035847	-1.484762	-41	0.857883
9865	3.4639855779e-2	0.318574	0.82845379	0.69154744	-0.003788	-1.034915	-1.476188	-40	0.857885
9866	3.4667369419e-2	0.318831	0.82846249	0.69159236	-0.003687	-1.033982	-1.467615	-39	0.857886
9867	3.4819517997e-2	0.320233	0.82846377	0.69174706	-0.003586	-1.033050	-1.459042	-38	0.857888
9868	3.4846997083e-2	0.320490	0.82846795	0.69178290	-0.003586	-1.033050	-1.459042	-38	0.857890
9869	3.4771007969e-2	0.319794	0.82847406	0.69171914	-0.003484	-1.032118	-1.450471	-37	0.857891
9870	3.4803783570e-2	0.320099	0.82849051	0.69178479	-0.003586	-1.033050	-1.459042	-38	0.857893
9871	3.4826302922e-2	0.320310	0.82848688	0.69180006	-0.003687	-1.033982	-1.467611	-39	0.857894
9872	3.4891520116e-2	0.320913	0.82849811	0.69188774	-0.003687	-1.033982	-1.467611	-39	0.857896
9873	3.4945494534e-2	0.321413	0.82850080	0.69194709	-0.003687	-1.033982	-1.467611	-39	0.857898
9874	3.5115980959e-2	0.322985	0.82848804	0.69209205	-0.003586	-1.033050	-1.459044	-38	0.857899
9875	3.5041425596e-2	0.322303	0.82849303	0.69202749	-0.003586	-1.033050	-1.459044	-38	0.857901
9876	3.5060611394e-2	0.322483	0.82849685	0.69205432	-0.003586	-1.033050	-1.459044	-38	0.857903
9877	3.5231105529e-2	0.324054	0.82851523	0.69226156	-0.003687	-1.033982	-1.467609	-39	0.857904
9878	3.5282952732e-2	0.324535	0.82853426	0.69235147	-0.003788	-1.034913	-1.476174	-40	0.857906
9879	3.5260992138e-2	0.324336	0.82853255	0.69232609	-0.003889	-1.035844	-1.484739	-41	0.857908
9880	3.5249523458e-2	0.324235	0.82853141	0.69231235	-0.003889	-1.035844	-1.484739	-41	0.857909
9881	3.5450671553e-2	0.326088	0.82853526	0.69252120	-0.003788	-1.034913	-1.476176	-40	0.857911
9882	3.5406904542e-2	0.325689	0.82853606	0.69247902	-0.003788	-1.034913	-1.476176	-40	0.857913
9883	3.5334295750e-2	0.325025	0.82854670	0.69242770	-0.003889	-1.035844	-1.484737	-41	0.857914
9884	3.5357837808e-2	0.325245	0.82856525	0.69248834	-0.003889	-1.035844	-1.484737	-41	0.857916
9885	3.5237382040e-2	0.324141	0.82858432	0.69240602	-0.003991	-1.036774	-1.493297	-42	0.857918
9886	3.5390591851e-2	0.325554	0.82858858	0.69256775	-0.003889	-1.035844	-1.484738	-41	0.857919
9887	3.5227394326e-2	0.324056	0.82860283	0.69243304	-0.003991	-1.036774	-1.493297	-42	0.857921
9888	3.5165610173e-2	0.323491	0.82860861	0.69238283	-0.003991	-1.036774	-1.493297	-42	0.857922
9889	3.5133099480e-2	0.323196	0.82861009	0.69235328	-0.004092	-1.037705	-1.501854	-43	0.857924
9890	3.5393724178e-2	0.325597	0.82861723	0.69262819	-0.003991	-1.036774	-1.493297	-42	0.857926
9891	3.5371024168e-2	0.325392	0.82862788	0.69262679	-0.003991	-1.036774	-1.493297	-42	0.857927
9892	3.5336457150e-2	0.325077	0.82862800	0.69259246	-0.003991	-1.036774	-1.493297	-42	0.857929
9893	3.5306945030e-2	0.324809	0.82862977	0.69256649	-0.003889	-1.035844	-1.484743	-41	0.857931
9894	3.5265157696e-2	0.324428	0.82860962	0.69248440	-0.003788	-1.034915	-1.476189	-40	0.857932
9895	3.5268222684e-2	0.324460	0.82859699	0.69246221	-0.003687	-1.033985	-1.467635	-39	0.857934
9896	3.5296034490e-2	0.324719	0.82859115	0.69247834	-0.003687	-1.033985	-1.467635	-39	0.857936
9897	3.5204495353e-2	0.323881	0.82859491	0.69239432	-0.003586	-1.033055	-1.459083	-38	0.857937
9898	3.5085937868e-2	0.322794	0.82861008	0.69230610	-0.003586	-1.033055	-1.459083	-38	0.857939
9899	3.5000298011e-2	0.322009	0.82860163	0.69220355	-0.003485	-1.032126	-1.450532	-37	0.857941
9900	3.5079246343e-2	0.322739	0.82859609	0.69227143	-0.003485	-1.032126	-1.450532	-37	0.857942
9901	3.5030473391e-2	0.322294	0.82860231	0.69223509	-0.003586	-1.033055	-1.459082	-38	0.857944
9902	3.5039036818e-2	0.322376	0.82860302	0.69224507	-0.003485	-1.032126	-1.450533	-37	0.857945
9903	3.4996990143e-2	0.321993	0.82862387	0.69224473	-0.003384	-1.031197	-1.441985	-36	0.857947
9904	3.4815522126e-2	0.320327	0.82862406	0.69206364	-0.003384	-1.031197	-1.441985	-36	0.857949
9905	3.4793167929e-2	0.320125	0.82862686	0.69204690	-0.003485	-1.032126	-1.450532	-37	0.857950
9906	3.4709555199e-2	0.319359	0.82863217	0.69197390	-0.003384	-1.031197	-1.441986	-36	0.857952
9907	3.4712795033e-2	0.319392	0.82863472	0.69198224	-0.003485	-1.032126	-1.450531	-37	0.857954
9908	3.4627397097e-2	0.318610	0.82863664	0.69190067	-0.003485	-1.032126	-1.450531	-37	0.857955
9909	3.4715357452e-2	0.319423	0.82865386	0.69202307	-0.003485	-1.032126	-1.450531	-37	0.857957
9910	3.4641719220e-2	0.318749	0.82864536	0.69193245	-0.003586	-1.033054	-1.459074	-38	0.857959
9911	3.4602183026e-2	0.318389	0.82863268	0.69186754	-0.003687	-1.033983	-1.467617	-39	0.857960
9912	3.4835967913e-2	0.320543	0.82864101	0.69211800	-0.003687	-1.033983	-1.467617	-39	0.857962
9913	3.4797439217e-2	0.320192	0.82864444	0.69208632	-0.003586	-1.033054	-1.459076	-38	0.857963
9914	3.4876368982e-2	0.320922	0.82864269	0.69216175	-0.003485	-1.032126	-1.450535	-37	0.857965
9915	3.4790360704e-2	0.320134	0.82864023	0.69207081	-0.003586	-1.033054	-1.459075	-38	0.857967
9916	3.4595892977e-2	0.318348	0.82864717	0.69189024	-0.003586	-1.033054	-1.459075	-38	0.857968
9917	3.4617710147e-2	0.318552	0.82865240	0.69192252	-0.003485	-1.032126	-1.450536	-37	0.857970
9918	3.4628641417e-2	0.318656	0.82864599	0.69192062	-0.003485	-1.032126	-1.450536	-37	0.857972
9919	3.4617047164e-2	0.318553	0.82864236	0.69190177	-0.003586	-1.033054	-1.459074	-38	0.857973
9920	3.4686335207e-2	0.319194	0.82863652	0.69195939	-0.003586	-1.033054	-1.459074	-38	0.857975
9921	3.4737108057e-2	0.319665	0.82864175	0.69202062	-0.003485	-1.032127	-1.450538	-37	0.857977
9922	3.4628431843e-2	0.318668	0.82866449	0.69195740	-0.003485	-1.032127	-1.450538	-37	0.857978
9923	3.4668330752e-2	0.319039	0.82866861	0.69200556	-0.003586	-1.033054	-1.459072	-38	0.857980
9924	3.4695749307e-2	0.319295	0.82866612	0.69202798	-0.003586	-1.033054	-1.459072	-38	0.857981
9925	3.4751805354e-2	0.319814	0.82865020	0.69205221	-0.003586	-1.033054	-1.459072	-38	0.857983
9926	3.4856278855e-2	0.320779	0.82866307	0.69218241	-0.003687	-1.033981	-1.467605	-39	0.857985
9927	3.4842580642e-2	0.320657	0.82865814	0.69215887	-0.003687	-1.033981	-1.467605	-39	0.857986
9928	3.4770243511e-2	0.319995	0.82865891	0.69208807	-0.003687	-1.033981	-1.467605	-39	0.857988
9929	3.4855179701e-2	0.320780	0.82865621	0.69216760	-0.003788	-1.034908	-1.476135	-40	0.857990
9930	3.5049681167e-2	0.322573	0.82865054	0.69235075	-0.003687	-1.033981	-1.467605	-39	0.857991
9931	3.5266191574e-2	0.324569	0.82868023	0.69262666	-0.003788	-1.034908	-1.476135	-40	0.857993
9932	3.5162194707e-2	0.323616	0.82867594	0.69251408	-0.003788	-1.034908	-1.476135	-40	0.857995
9933	3.5017980812e-2	0.322292	0.82869453	0.69240705	-0.003687	-1.033981	-1.467607	-39	0.857996
9934	3.4986141830e-2	0.322003	0.82871221	0.69241057	-0.003586	-1.033055	-1.459080	-38	0.857998
9935	3.4872426393e-2	0.320960	0.82870961	0.69229164	-0.003486	-1.032128	-1.450553	-37	0.857999
9936	3.4856336648e-2	0.320815	0.82870886	0.69227405	-0.003486	-1.032128	-1.450553	-37	0.858001
9937	3.4972727499e-2	0.321890	0.82871086	0.69239446	-0.003385	-1.031202	-1.442028	-36	0.858003
9938	3.5006813802e-2	0.322207	0.82871413	0.69243508	-0.003284	-1.030276	-1.433504	-35	0.858004
9939	3.5001696525e-2	0.322163	0.82873117	0.69246404	-0.003184	-1.029350	-1.424980	-34	0.858006
9940	3.4981828610e-2	0.321984	0.82873599	0.69245380	-0.003184	-1.029350	-1.424980	-34	0.858008
9941	3.4874235404e-2	0.320997	0.82874348	0.69236120	-0.003284	-1.030276	-1.433502	-35	0.858009
9942	3.4999873114e-2	0.322157	0.82875556	0.69251099	-0.003385	-1.031202	-1.442024	-36	0.858011
9943	3.5089224502e-2	0.322983	0.82875503	0.69259929	-0.003284	-1.030276	-1.433503	-35	0.858012
9944	3.5025035119e-2	0.322396	0.82875447	0.69253398	-0.003284	-1.030276	-1.433503	-35	0.858014
9945	3.4987491912e-2	0.322054	0.82874828	0.69248406	-0.003284	-1.030276	-1.433503	-35	0.858016
9946	3.5231008514e-2	0.324299	0.82875211	0.69273522	-0.003184	-1.029351	-1.424984	-34	0.858017
9947	3.5145634453e-2	0.323516	0.82876084	0.69266731	-0.003184	-1.029351	-1.424984	-34	0.858019
9948	3.5048527475e-2	0.322626	0.82875630	0.69256112	-0.003184	-1.029351	-1.424984	-34	0.858021
9949	3.4968586660e-2	0.321894	0.82874196	0.69245251	-0.003284	-1.030276	-1.433501	-35	0.858022
9950	3.5234956746e-2	0.324349	0.82874389	0.69272274	-0.003284	-1.030276	-1.433501	-35	0.858024
9951	3.5080312871e-2	0.322929	0.82875334	0.69258699	-0.003385	-1.031201	-1.442017	-36	0.858025
9952	3.5232132679e-2	0.324330	0.82874244	0.69271702	-0.003385	-1.031201	-1.442017	-36	0.858027
9953	3.5223732908e-2	0.324257	0.82874151	0.69270676	-0.003284	-1.030276	-1.433502	-35	0.858029
9954	3.5230574157e-2	0.324323	0.82873714	0.69270486	-0.003284	-1.030276	-1.433502	-35	0.858030
9955	3.5127397660e-2	0.323377	0.82872908	0.69258556	-0.003385	-1.031201	-1.442015	-36	0.858032
9956	3.5041906284e-2	0.322593	0.82873551	0.69251293	-0.003385	-1.031201	-1.442015	-36	0.858033
9957	3.4903243283e-2	0.321320	0.82873691	0.69237706	-0.003284	-1.030276	-1.433504	-35	0.858035
9958	3.4899047160e-2	0.321285	0.82873376	0.69236656	-0.003385	-1.031201	-1.442015	-36	0.858037
9959	3.4832906425e-2	0.320680	0.82871741	0.69226773	-0.003284	-1.030276	-1.433504	-35	0.858038
9960	3.4781632317e-2	0.320211	0.82872290	0.69222744	-0.003284	-1.030276	-1.433504	-35	0.858040
9961	3.4925133891e-2	0.321536	0.82873347	0.69239208	-0.003184	-1.029352	-1.424995	-34	0.858042
9962	3.4870160753e-2	0.321033	0.82872020	0.69231056	-0.003284	-1.030276	-1.433504	-35	0.858043
9963	3.4891272567e-2	0.321231	0.82871903	0.69232934	-0.003284	-1.030276	-1.433504	-35	0.858045
9964	3.4735733844e-2	0.319803	0.82870874	0.69215321	-0.003284	-1.030276	-1.433504	-35	0.858046
9965	3.4798734868e-2	0.320386	0.82870627	0.69221128	-0.003184	-1.029352	-1.424997	-34	0.858048
9966	3.4996421245e-2	0.322210	0.82872363	0.69244368	-0.003084	-1.028428	-1.416492	-33	0.858050
9967	3.5057270053e-2	0.322774	0.82873166	0.69252059	-0.003184	-1.029352	-1.424997	-34	0.858051
9968	3.5009936133e-2	0.322341	0.82874116	0.69249226	-0.003184	-1.029352	-1.424997	-34	0.858053
9969	3.4969668726e-2	0.321974	0.82875808	0.69248582	-0.003084	-1.028429	-1.416493	-33	0.858055
9970	3.4899119020e-2	0.321328	0.82876367	0.69242647	-0.003184	-1.029352	-1.424996	-34	0.858056
9971	3.5043942791e-2	0.322665	0.82877325	0.69259045	-0.003184	-1.029352	-1.424996	-34	0.858058
9972	3.4879007398e-2	0.321150	0.82877765	0.69243430	-0.003184	-1.029352	-1.424996	-34	0.858059
9973	3.4922406706e-2	0.321553	0.82877753	0.69247748	-0.003284	-1.030275	-1.433497	-35	0.858061
9974	3.4907685024e-2	0.321421	0.82879218	0.69249204	-0.003184	-1.029352	-1.424997	-34	0.858063
9975	3.5026951231e-2	0.322522	0.82880962	0.69264620	-0.003184	-1.029352	-1.424997	-34	0.858064
9976	3.5041233238e-2	0.322657	0.82879590	0.69263304	-0.003184	-1.029352	-1.424997	-34	0.858066
9977	3.4899299909e-2	0.321354	0.82878049	0.69246028	-0.003084	-1.028429	-1.416498	-33	0.858067
9978	3.4814495616e-2	0.320577	0.82877512	0.69236474	-0.003184	-1.029352	-1.424996	-34	0.858069
9979	3.4752458903e-2	0.320009	0.82877318	0.69229883	-0.003084	-1.028429	-1.416499	-33	0.858071
9980	3.4860187604e-2	0.321004	0.82877864	0.69241747	-0.003084	-1.028429	-1.416499	-33	0.858072
9981	3.4860318883e-2	0.321009	0.82876724	0.69239481	-0.003084	-1.028429	-1.416499	-33	0.858074
9982	3.5025073043e-2	0.322530	0.82878777	0.69260061	-0.002984	-1.027507	-1.408004	-32	0.858076
9983	3.5113616134e-2	0.323349	0.82877935	0.69267231	-0.002883	-1.026584	-1.399510	-31	0.858077
9984	3.5270730731e-2	0.324799	0.82877181	0.69281435	-0.002883	-1.026584	-1.399510	-31	0.858079
9985	3.5192142742e-2	0.324079	0.82877324	0.69273862	-0.002783	-1.025662	-1.391017	-30	0.858080
9986	3.5021992888e-2	0.322515	0.82876443	0.69255085	-0.002683	-1.024740	-1.382524	-29	0.858082
9987	3.5009093424e-2	0.322400	0.82874966	0.69250842	-0.002583	-1.023818	-1.374033	-28	0.858084
9988	3.5004925218e-2	0.322365	0.82875138	0.69250769	-0.002583	-1.023818	-1.374033	-28	0.858085
9989	3.5018229436e-2	0.322491	0.82874423	0.69250668	-0.002483	-1.022896	-1.365542	-27	0.858087
9990	3.4932171626e-2	0.321702	0.82874481	0.69242180	-0.002483	-1.022896	-1.365542	-27	0.858088
9991	3.4813652514e-2	0.320614	0.82875861	0.69233086	-0.002383	-1.021974	-1.357053	-26	0.858090
9992	3.4776052618e-2	0.320271	0.82875458	0.69228520	-0.002383	-1.021974	-1.357053	-26	0.858092
9993	3.4753406387e-2	0.320066	0.82874382	0.69224105	-0.002283	-1.021052	-1.348566	-25	0.858093
9994	3.4691398503e-2	0.319499	0.82875157	0.69219453	-0.002383	-1.021974	-1.357053	-26	0.858095
9995	3.4945502142e-2	0.321842	0.82876094	0.69246737	-0.002283	-1.021053	-1.348566	-25	0.858096
9996	3.4845663638e-2	0.320926	0.82876639	0.69237844	-0.002283	-1.021053	-1.348566	-25	0.858098
9997	3.4840278936e-2	0.320880	0.82876558	0.69237144	-0.002183	-1.020131	-1.340081	-24	0.858099
9998	3.4899030436e-2	0.321425	0.82876975	0.69243852	-0.002083	-1.019210	-1.331597	-23	0.858101
9999	3.4943819922e-2	0.321841	0.82877142	0.69248665	-0.002083	-1.019210	-1.331597	-23	0.858103
10000	3.4983746768e-2	0.322212	0.82876820	0.69252014	-0.002083	-1.019210	-1.331597	-23	0.858104
10001	3.5046234555e-2	0.322791	0.82876720	0.69258064	-0.001983	-1.018289	-1.323114	-22	0.858106
10002	3.4981003491e-2	0.322194	0.82875833	0.69249767	-0.002083	-1.019210	-1.331596	-23	0.858107
10003	3.4961389578e-2	0.322017	0.82875436	0.69247011	-0.001983	-1.018289	-1.323115	-22	0.858109
10004	3.4944498587e-2	0.321865	0.82877107	0.69248664	-0.001983	-1.018289	-1.323115	-22	0.858111
10005	3.5142221620e-2	0.323689	0.82878603	0.69271429	-0.001883	-1.017369	-1.314635	-21	0.858112
10006	3.5070158281e-2	0.323029	0.82876724	0.69260463	-0.001783	-1.016448	-1.306156	-20	0.858114
10007	3.4969730675e-2	0.322108	0.82876173	0.69249320	-0.001883	-1.017368	-1.314635	-21	0.858115
10008	3.4743005774e-2	0.320023	0.82877278	0.69228857	-0.001883	-1.017368	-1.314635	-21	0.858117
10009	3.4729308519e-2	0.319900	0.82876531	0.69225992	-0.001983	-1.018289	-1.323112	-22	0.858118
10010	3.4598670028e-2	0.318700	0.82877524	0.69214915	-0.002083	-1.019209	-1.331588	-23	0.858120
10011	3.4693989072e-2	0.319582	0.82878332	0.69226064	-0.002182	-1.020129	-1.340064	-24	0.858122
10012	3.4765759627e-2	0.320246	0.82876943	0.69230462	-0.002182	-1.020129	-1.340064	-24	0.858123
10013	3.4695402985e-2	0.319602	0.82878271	0.69226081	-0.002282	-1.021049	-1.348538	-25	0.858125
10014	3.4632074899e-2	0.319022	0.82876923	0.69217054	-0.002382	-1.021969	-1.357012	-26	0.858126
10015	3.4648215655e-2	0.319174	0.82878333	0.69221488	-0.002282	-1.021049	-1.348539	-25	0.858128
10016	3.4676227198e-2	0.319435	0.82878878	0.69225378	-0.002282	-1.021049	-1.348539	-25	0.858130
10017	3.4589920457e-2	0.318644	0.82880416	0.69219823	-0.002282	-1.021049	-1.348539	-25	0.858131
10018	3.4562207091e-2	0.318392	0.82879906	0.69216032	-0.002183	-1.020130	-1.340068	-24	0.858133
10019	3.4547804810e-2	0.318263	0.82879398	0.69213577	-0.002083	-1.019210	-1.331597	-23	0.858134
10020	3.4530752323e-2	0.318109	0.82879874	0.69212823	-0.002083	-1.019210	-1.331597	-23	0.858136
10021	3.4667004123e-2	0.319368	0.82879827	0.69226354	-0.001983	-1.018291	-1.323128	-22	0.858138
10022	3.4780393178e-2	0.320416	0.82879167	0.69236373	-0.001883	-1.017372	-1.314660	-21	0.858139
10023	3.4773610322e-2	0.320357	0.82878726	0.69234813	-0.001983	-1.018291	-1.323128	-22	0.858141
10024	3.4871538360e-2	0.321262	0.82878638	0.69244429	-0.001983	-1.018291	-1.323128	-22	0.858142
10025	3.5015790757e-2	0.322595	0.82878568	0.69258714	-0.001983	-1.018291	-1.323128	-22	0.858144
10026	3.4931943470e-2	0.321826	0.82878925	0.69251044	-0.001983	-1.018291	-1.323128	-22	0.858145
10027	3.5141686538e-2	0.323762	0.82877547	0.69269263	-0.001883	-1.017372	-1.314663	-21	0.858147
10028	3.5190559045e-2	0.324215	0.82877721	0.69274498	-0.001883	-1.017372	-1.314663	-21	0.858149
10029	3.5075643892e-2	0.323160	0.82876279	0.69260123	-0.001783	-1.016453	-1.306199	-20	0.858150
10030	3.5056503302e-2	0.322987	0.82874006	0.69253663	-0.001684	-1.015535	-1.297736	-19	0.858152
10031	3.5128794830e-2	0.323657	0.82874286	0.69261451	-0.001584	-1.014616	-1.289273	-18	0.858153
10032	3.5082666445e-2	0.323235	0.82874285	0.69256836	-0.001584	-1.014616	-1.289273	-18	0.858155
10033	3.5047803661e-2	0.322918	0.82874643	0.69254067	-0.001484	-1.013698	-1.280812	-17	0.858156
10034	3.4837986138e-2	0.320988	0.82875834	0.69235466	-0.001584	-1.014616	-1.289272	-18	0.858158
10035	3.4962886781e-2	0.322142	0.82875131	0.69246551	-0.001584	-1.014616	-1.289272	-18	0.858160
10036	3.4996798950e-2	0.322458	0.82875870	0.69251419	-0.001584	-1.014616	-1.289272	-18	0.858161
10037	3.4806646779e-2	0.320710	0.82876551	0.69233767	-0.001684	-1.015534	-1.297731	-19	0.858163
10038	3.4650340497e-2	0.319273	0.82878588	0.69222210	-0.001584	-1.014616	-1.289273	-18	0.858164
10039	3.4611955791e-2	0.318923	0.82878740	0.69218676	-0.001684	-1.015534	-1.297730	-19	0.858166
10040	3.4635359343e-2	0.319142	0.82878479	0.69220494	-0.001684	-1.015534	-1.297730	-19	0.858167
10041	3.4552920106e-2	0.318386	0.82878870	0.69213031	-0.001584	-1.014616	-1.289274	-18	0.858169
10042	3.4720050895e-2	0.319929	0.82878034	0.69228073	-0.001485	-1.013699	-1.280819	-17	0.858171
10043	3.4720554532e-2	0.319937	0.82876778	0.69225611	-0.001485	-1.013699	-1.280819	-17	0.858172
10044	3.4926827054e-2	0.321841	0.82876806	0.69246294	-0.001485	-1.013699	-1.280819	-17	0.858174
10045	3.4892958704e-2	0.321533	0.82876296	0.69241887	-0.001485	-1.013699	-1.280819	-17	0.858175
