j	k	gcd	formula	integral	error	digits	certified	time_ms
14	22	2	5.736369177052907e-2	5.736367383612615e-2	1.79344e-8	7	true	17506.6
14	23	1	5.586482571942513e-2	5.586480784383914e-2	1.78756e-8	7	true	16720.4
14	24	2	5.457636977487802e-2	5.457635184690976e-2	1.79280e-8	7	true	18235.2
14	25	1	5.349564149726811e-2	5.349562362315975e-2	1.78741e-8	7	true	19354.8
14	26	2	5.268589670796476e-2	5.268587878545267e-2	1.79225e-8	7	true	18682.6
14	27	1	5.220839530836777e-2	5.220837743552068e-2	1.78728e-8	7	true	20365.8
14	28	14	5.260678359118481e-2	5.260676275790208e-2	2.08333e-8	7	true	14458.5
14	29	1	4.998462470906888e-2	4.998460683729334e-2	1.78718e-8	7	true	16075.5
14	30	2	4.828562099329645e-2	4.828560307949646e-2	1.79138e-8	7	true	16757.1
14	31	1	4.690669888779823e-2	4.690668101698402e-2	1.78708e-8	7	true	16455.0
14	32	2	4.574219267754963e-2	4.574217476730675e-2	1.79102e-8	7	true	16119.7
14	33	1	4.471504772389589e-2	4.471502985390581e-2	1.78700e-8	7	true	15611.7
14	34	2	4.379269262151601e-2	4.379267471438707e-2	1.79071e-8	7	true	15659.1
14	35	7	4.315993140557137e-2	4.315991295323417e-2	1.84523e-8	7	true	13388.8
14	36	2	4.213774808383072e-2	4.213773017948250e-2	1.79043e-8	7	true	15028.3
14	37	1	4.138705931149058e-2	4.138704144289622e-2	1.78686e-8	7	true	14738.4
14	38	2	4.071465841509955e-2	4.071464051324390e-2	1.79019e-8	7	true	14402.0
14	39	1	4.012467121182109e-2	4.012465334382027e-2	1.78680e-8	7	true	14057.2
14	40	2	3.964720516619440e-2	3.964718726657519e-2	1.78996e-8	7	true	14803.4
14	41	1	3.931389799927972e-2	3.931388013181390e-2	1.78675e-8	7	true	15206.4
14	42	14	3.937099611804715e-2	3.937097627682890e-2	1.98412e-8	7	true	12001.7
14	43	1	3.808295285845196e-2	3.808293499145764e-2	1.78670e-8	7	true	14860.1
14	44	2	3.719935872205631e-2	3.719934082629266e-2	1.78958e-8	7	true	14521.0
14	45	1	3.645640924914354e-2	3.645639138258867e-2	1.78666e-8	7	true	14487.6
14	46	2	3.580955068044524e-2	3.580953278636336e-2	1.78941e-8	7	true	13749.2
14	47	1	3.522489606010860e-2	3.522487819396732e-2	1.78661e-8	7	true	15212.7
14	48	2	3.468888305495000e-2	3.468886516241233e-2	1.78925e-8	7	true	13611.7
14	49	7	3.429674988288592e-2	3.429673160061913e-2	1.82823e-8	7	true	13939.7
14	50	2	3.370360203258473e-2	3.370358414146521e-2	1.78911e-8	7	true	14824.5
15	16	1	7.195229409422206e-2	7.195227740445272e-2	1.66898e-8	7	true	21210.8
15	17	1	6.755593484516098e-2	6.755591815674800e-2	1.66884e-8	7	true	20837.2
15	18	3	6.435922522582681e-2	6.435920837401476e-2	1.68518e-8	7	true	18488.2
15	19	1	6.170247080274634e-2	6.170245411661809e-2	1.66861e-8	7	true	19032.3
15	20	5	5.975625999488403e-2	5.975624286528958e-2	1.71296e-8	7	true	17029.1
15	21	3	5.769015835276315e-2	5.769014152740188e-2	1.68254e-8	7	true	16749.5
15	22	1	5.617189029814996e-2	5.617187361468189e-2	1.66835e-8	7	true	17067.5
15	23	1	5.467183019663226e-2	5.467181351389782e-2	1.66827e-8	7	true	17860.3
15	24	3	5.315951380444610e-2	5.315949699892504e-2	1.68055e-8	7	true	18307.6
15	25	5	5.204462072593595e-2	5.204460368893447e-2	1.70370e-8	7	true	16374.8
15	26	1	5.082800082238349e-2	5.082798414150535e-2	1.66809e-8	7	true	16854.4
15	27	3	4.995917076671286e-2	4.995915397662765e-2	1.67901e-8	7	true	16487.0
15	28	1	4.925435038370839e-2	4.925433370384395e-2	1.66799e-8	7	true	16259.7
15	29	1	4.887933981099086e-2	4.887932313157812e-2	1.66794e-8	7	true	16528.2
15	30	15	4.925839484383598e-2	4.925837539943877e-2	1.94444e-8	7	true	11645.3
15	31	1	4.692912348886662e-2	4.692910681030094e-2	1.66786e-8	7	true	15963.3
15	32	1	4.539896985713431e-2	4.539895317893873e-2	1.66782e-8	7	true	16141.7
15	33	3	4.418038497926043e-2	4.418036821161953e-2	1.67676e-8	7	true	15408.2
15	34	1	4.310632988970221e-2	4.310631321217627e-2	1.66775e-8	7	true	15632.3
15	35	5	4.224639609737108e-2	4.224637916618828e-2	1.69312e-8	7	true	13905.2
15	36	3	4.134118737225122e-2	4.134117061302493e-2	1.67592e-8	7	true	15716.2
15	37	1	4.061658491199922e-2	4.061656823535699e-2	1.66766e-8	7	true	16435.9
15	38	1	3.989294420197045e-2	3.989292752558781e-2	1.66764e-8	7	true	16969.2
15	39	3	3.916362680378430e-2	3.916361005168356e-2	1.67521e-8	7	true	18704.5
15	40	5	3.858258186674086e-2	3.858256496863207e-2	1.68981e-8	7	true	16952.7
15	41	1	3.795997378171952e-2	3.795995710605438e-2	1.66757e-8	7	true	16842.8
15	42	3	3.747567375298887e-2	3.747565700698745e-2	1.67460e-8	7	true	15237.2
15	43	1	3.706037968782866e-2	3.706036301258758e-2	1.66752e-8	7	true	17101.9
15	44	1	3.678797441360764e-2	3.678795773856777e-2	1.66750e-8	7	true	15375.1
15	45	15	3.685208314933078e-2	3.685206463086041e-2	1.85185e-8	7	true	13082.6
15	46	1	3.571024589595046e-2	3.571022922127324e-2	1.66747e-8	7	true	15077.6
15	47	1	3.491830580516772e-2	3.491828913065696e-2	1.66745e-8	7	true	14652.3
15	48	3	3.426395971739094e-2	3.426394298131581e-2	1.67361e-8	7	true	13929.0
15	49	1	3.367300883533159e-2	3.367299216114521e-2	1.66742e-8	7	true	14305.4
15	50	5	3.318190657073294e-2	3.318188971891646e-2	1.68518e-8	7	true	13649.0
16	17	1	6.801408627070750e-2	6.801407062658536e-2	1.56441e-8	7	true	20210.4
16	18	2	6.402232870395132e-2	6.402231300665077e-2	1.56973e-8	7	true	19042.4
16	19	1	6.101761444455139e-2	6.101759880245602e-2	1.56421e-8	7	true	19959.7
16	20	4	5.871895953113116e-2	5.871894364574939e-2	1.58854e-8	7	true	17336.0
16	21	1	5.664138388670231e-2	5.664136824623225e-2	1.56405e-8	7	true	19187.9
16	22	2	5.487173580709507e-2	5.487172012294182e-2	1.56842e-8	7	true	17763.1
16	23	1	5.338043448851647e-2	5.338041884939593e-2	1.56391e-8	7	true	17890.0
16	24	8	5.253377199325861e-2	5.253375550024254e-2	1.64930e-8	7	true	16058.9
16	25	1	5.072854462821634e-2	5.072852899022749e-2	1.56380e-8	7	true	17353.9
16	26	2	4.951934025818155e-2	4.951932458313845e-2	1.56750e-8	7	true	17823.4
16	27	1	4.850096305854661e-2	4.850094742152650e-2	1.56370e-8	7	true	17413.4
16	28	4	4.762460226403675e-2	4.762458645306056e-2	1.58110e-8	7	true	15917.8
16	29	1	4.681983316432334e-2	4.681981752812966e-2	1.56362e-8	7	true	17595.3
16	30	2	4.625791632464017e-2	4.625790065626439e-2	1.56684e-8	7	true	16316.7
16	31	1	4.595019399939026e-2	4.595017836393214e-2	1.56355e-8	7	true	17173.2
16	32	16	4.630995349942957e-2	4.630993527030718e-2	1.82291e-8	7	true	12138.4
16	33	1	4.422595760003722e-2	4.422594196520992e-2	1.56348e-8	7	true	16659.5
16	34	2	4.284907999194870e-2	4.284906432868157e-2	1.56633e-8	7	true	15929.6
16	35	1	4.172417681163739e-2	4.172416117737306e-2	1.56343e-8	7	true	16575.2
16	36	4	4.079389510092557e-2	4.079387933128249e-2	1.57696e-8	7	true	15923.1
16	37	1	3.992310068376147e-2	3.992308504999597e-2	1.56338e-8	7	true	16514.7
16	38	2	3.914318384588011e-2	3.914316818664584e-2	1.56592e-8	7	true	15367.1
16	39	1	3.845295993494020e-2	3.845294430162566e-2	1.56333e-8	7	true	15902.8
16	40	8	3.798815426558923e-2	3.798813811979419e-2	1.61458e-8	7	true	13511.1
16	41	1	3.717558476882164e-2	3.717556913591460e-2	1.56329e-8	7	true	15317.6
16	42	2	3.657786722504480e-2	3.657785156907708e-2	1.56560e-8	7	true	14856.0
16	43	1	3.605094245436490e-2	3.605092682183048e-2	1.56325e-8	7	true	14644.8
16	44	4	3.557995784681203e-2	3.557994210347799e-2	1.57433e-8	7	true	13619.4
16	45	1	3.513767324666379e-2	3.513765761445909e-2	1.56322e-8	7	true	15115.5
16	46	2	3.479698349607581e-2	3.479696784280839e-2	1.56533e-8	7	true	14835.4
16	47	1	3.456734805589647e-2	3.456733242399688e-2	1.56319e-8	7	true	15055.4
16	48	16	3.463563350805316e-2	3.463561614698719e-2	1.73611e-8	7	true	11369.5
16	49	1	3.361590407734143e-2	3.361588844573759e-2	1.56316e-8	7	true	15063.5
16	50	2	3.290587303804547e-2	3.290585738703788e-2	1.56510e-8	7	true	16093.0
17	18	1	6.448608268576655e-2	6.448606796388842e-2	1.47219e-8	7	true	24363.2
17	19	1	6.081799737065746e-2	6.081798264963285e-2	1.47210e-8	7	true	24817.1
17	20	1	5.805909224591203e-2	5.805907752564732e-2	1.47203e-8	7	true	23313.4
17	21	1	5.584526837674429e-2	5.584525365716066e-2	1.47196e-8	7	true	23986.6
17	22	1	5.396842202805504e-2	5.396840730910105e-2	1.47190e-8	7	true	21657.0
17	23	1	5.238791520705014e-2	5.238790048866644e-2	1.47184e-8	7	true	21216.5
17	24	1	5.092995773441470e-2	5.092994301655184e-2	1.47179e-8	7	true	19286.1
17	25	1	4.981945261325140e-2	4.981943789586485e-2	1.47174e-8	7	true	19136.3
17	26	1	4.863920184848004e-2	4.863918713153551e-2	1.47169e-8	7	true	19016.3
17	27	1	4.737977516905288e-2	4.737976045252645e-2	1.47165e-8	7	true	18549.1
17	28	1	4.639813170006934e-2	4.639811698392281e-2	1.47161e-8	7	true	17884.9
17	29	1	4.548912561427788e-2	4.548911089848577e-2	1.47158e-8	7	true	17241.7
17	30	1	4.472049722596175e-2	4.472048251050123e-2	1.47155e-8	7	true	17521.5
17	31	1	4.407519469102771e-2	4.407517997587562e-2	1.47152e-8	7	true	16906.8
17	32	1	4.359804814391613e-2	4.359803342905983e-2	1.47149e-8	7	true	17232.4
17	33	1	4.335294214040957e-2	4.335292742582480e-2	1.47146e-8	7	true	17003.6
17	34	17	4.369397007558769e-2	4.369395291876661e-2	1.71568e-8	7	true	11901.4
17	35	1	4.181753828475303e-2	4.181752357066205e-2	1.47141e-8	7	true	16697.8
17	36	1	4.056417544148552e-2	4.056416072762067e-2	1.47139e-8	7	true	17319.0
17	37	1	3.954208521017148e-2	3.954207049652800e-2	1.47136e-8	7	true	15352.5
17	38	1	3.866615590666028e-2	3.866614119321952e-2	1.47134e-8	7	true	16642.9
17	39	1	3.788441507796804e-2	3.788440036472267e-2	1.47132e-8	7	true	16011.1
17	40	1	3.719079572736905e-2	3.719078101431532e-2	1.47131e-8	7	true	16553.4
17	41	1	3.653430630515018e-2	3.653429159227273e-2	1.47129e-8	7	true	16048.3
17	42	1	3.599465280196504e-2	3.599463808924836e-2	1.47127e-8	7	true	16441.1
17	43	1	3.542685391935761e-2	3.542683920679617e-2	1.47126e-8	7	true	16459.2
17	44	1	3.482883742764988e-2	3.482882271524452e-2	1.47124e-8	7	true	15341.9
17	45	1	3.433260488874822e-2	3.433259017648733e-2	1.47123e-8	7	true	15897.2
17	46	1	3.386272075230209e-2	3.386270604018931e-2	1.47121e-8	7	true	15959.9
17	47	1	3.344816011229481e-2	3.344814540031255e-2	1.47120e-8	7	true	14671.6
17	48	1	3.308402364976692e-2	3.308400893790836e-2	1.47119e-8	7	true	14901.6
17	49	1	3.279112406124166e-2	3.279110934950488e-2	1.47117e-8	7	true	15395.9
17	50	1	3.259981534502691e-2	3.259980063341054e-2	1.47116e-8	7	true	16206.0
18	19	1	6.130733660331492e-2	6.130732270091070e-2	1.39024e-8	7	true	21417.3
18	20	2	5.794465917815308e-2	5.794464523785964e-2	1.39403e-8	7	true	20773.3
18	21	3	5.541319516037291e-2	5.541318116128534e-2	1.39991e-8	7	true	19576.7
18	22	2	5.332080442784748e-2	5.332079049222303e-2	1.39356e-8	7	true	21262.7
18	23	1	5.157004535167949e-2	5.157003145163466e-2	1.39000e-8	7	true	19517.7
18	24	6	5.025984629203298e-2	5.025983201737095e-2	1.42747e-8	7	true	17355.5
18	25	1	4.872682305627238e-2	4.872680915712405e-2	1.38991e-8	7	true	18164.2
18	26	2	4.759671411381635e-2	4.759670018538997e-2	1.39284e-8	7	true	19175.8
18	27	9	4.695388786232041e-2	4.695387320186169e-2	1.46605e-8	7	true	15986.6
18	28	2	4.548238197729912e-2	4.548236805169346e-2	1.39256e-8	7	true	20193.3
18	29	1	4.447243161473646e-2	4.447241771701126e-2	1.38977e-8	7	true	17574.6
18	30	6	4.374088764198366e-2	4.374087344448243e-2	1.41975e-8	7	true	18160.6
18	31	1	4.284978842514991e-2	4.284977452799135e-2	1.38972e-8	7	true	22566.3
18	32	2	4.219014402993777e-2	4.219013010893059e-2	1.39210e-8	7	true	19736.4
18	33	3	4.165130313321932e-2	4.165128917421662e-2	1.39590e-8	7	true	21258.3
18	34	2	4.123683902433416e-2	4.123682510521616e-2	1.39191e-8	7	true	16803.9
18	35	1	4.103416388042624e-2	4.103414998422047e-2	1.38962e-8	7	true	16062.9
18	36	18	4.135730434517196e-2	4.135728814150761e-2	1.62037e-8	7	true	12734.1
18	37	1	3.965816467243037e-2	3.965815077662314e-2	1.38958e-8	7	true	18678.4
18	38	2	3.851762369936946e-2	3.851760978343240e-2	1.39159e-8	7	true	20747.7
18	39	3	3.758812271297751e-2	3.758810876476488e-2	1.39482e-8	7	true	16995.6
18	40	2	3.677379152897658e-2	3.677377761440415e-2	1.39146e-8	7	true	15365.0
18	41	1	3.605427137427721e-2	3.605425747914295e-2	1.38951e-8	7	true	17988.3
18	42	6	3.546988034569284e-2	3.546986623637383e-2	1.41093e-8	7	true	15781.2
18	43	1	3.480876176969892e-2	3.480874787485574e-2	1.38948e-8	7	true	15824.4
18	44	2	3.427947890793884e-2	3.427946499569785e-2	1.39122e-8	7	true	15068.4
18	45	9	3.392156922373364e-2	3.392155487191582e-2	1.43518e-8	7	true	15725.3
18	46	2	3.326335032231582e-2	3.326333641109214e-2	1.39112e-8	7	true	16448.7
18	47	1	3.277090843127540e-2	3.277089453694092e-2	1.38943e-8	7	true	14129.5
18	48	6	3.238363303709887e-2	3.238361895534154e-2	1.40818e-8	7	true	13657.4
18	49	1	3.193304868092031e-2	3.193303478681116e-2	1.38941e-8	7	true	14831.8
18	50	2	3.157366940468797e-2	3.157365549525503e-2	1.39094e-8	7	true	15738.1
19	20	1	5.842839340389207e-2	5.842838023449191e-2	1.31694e-8	7	true	20784.2
19	21	1	5.531653735228365e-2	5.531652418342952e-2	1.31689e-8	7	true	23610.7
19	22	1	5.294700757306092e-2	5.294699440470059e-2	1.31684e-8	7	true	23939.8
19	23	1	5.102139456026711e-2	5.102138139236530e-2	1.31679e-8	7	true	18953.9
19	24	1	4.940127564392196e-2	4.940126247643364e-2	1.31675e-8	7	true	22053.6
19	25	1	4.802087380007839e-2	4.802086063297810e-2	1.31671e-8	7	true	18584.9
19	26	1	4.672919382335486e-2	4.672918065661193e-2	1.31667e-8	7	true	18728.0
19	27	1	4.561597618651237e-2	4.561596302009711e-2	1.31664e-8	7	true	18268.8
19	28	1	4.475734129979007e-2	4.475732813368283e-2	1.31661e-8	7	true	17601.9
19	29	1	4.380458445208603e-2	4.380457128625910e-2	1.31658e-8	7	true	19997.7
19	30	1	4.275458746475477e-2	4.275457429919455e-2	1.31656e-8	7	true	18360.9
19	31	1	4.191868016843488e-2	4.191866700311996e-2	1.31653e-8	7	true	16776.4
19	32	1	4.120104687339152e-2	4.120103370831138e-2	1.31651e-8	7	true	16989.0
19	33	1	4.051468104578618e-2	4.051466788092654e-2	1.31649e-8	7	true	20274.6
19	34	1	3.993480104980376e-2	3.993478788514892e-2	1.31647e-8	7	true	16018.5
19	35	1	3.946053208020274e-2	3.946051891573966e-2	1.31645e-8	7	true	14096.0
19	36	1	3.911387583211041e-2	3.911386266783135e-2	1.31643e-8	7	true	17601.9
19	37	1	3.895132011594973e-2	3.895130695184792e-2	1.31641e-8	7	true	20980.3
19	38	19	3.925755086932573e-2	3.925753551848582e-2	1.53508e-8	7	true	14687.1
19	39	1	3.771111130796478e-2	3.771109814418245e-2	1.31638e-8	7	true	15988.6
19	40	1	3.666376329176983e-2	3.666375012814006e-2	1.31636e-8	7	true	15874.4
19	41	1	3.580345545539035e-2	3.580344229188970e-2	1.31635e-8	7	true	15480.4
19	42	1	3.505992524500217e-2	3.505991208164450e-2	1.31634e-8	7	true	15626.7
19	43	1	3.440063386954306e-2	3.440062070630674e-2	1.31632e-8	7	true	18106.3
19	44	1	3.381141253914534e-2	3.381139937603583e-2	1.31631e-8	7	true	18824.1
19	45	1	3.324628140606024e-2	3.324626824306590e-2	1.31630e-8	7	true	14325.7
19	46	1	3.273821677691607e-2	3.273820361402958e-2	1.31629e-8	7	true	19636.1
19	47	1	3.231671050847573e-2	3.231669734569614e-2	1.31628e-8	7	true	19230.7
19	48	1	3.185935267245532e-2	3.185933950978093e-2	1.31627e-8	7	true	14944.4
19	49	1	3.136545023984583e-2	3.136543707727255e-2	1.31626e-8	7	true	15060.0
19	50	1	3.094934568597146e-2	3.094933252349122e-2	1.31625e-8	7	true	17965.0
20	21	1	5.580870883711946e-2	5.580869632723495e-2	1.25099e-8	7	true	20304.1
20	22	2	5.293348057071666e-2	5.293346803286959e-2	1.25378e-8	7	true	22022.4
20	23	1	5.071950909457511e-2	5.071949658554739e-2	1.25090e-8	7	true	19876.7
20	24	4	4.896386336381454e-2	4.896385072495552e-2	1.26389e-8	7	true	17688.8
20	25	5	4.747516762490493e-2	4.747515491659951e-2	1.27083e-8	7	true	14421.7
20	26	2	4.607604741285343e-2	4.607603488082681e-2	1.25320e-8	7	true	18859.4
20	27	1	4.493064109642457e-2	4.493062858873381e-2	1.25077e-8	7	true	19054.0
20	28	4	4.386285685981046e-2	4.386284424078950e-2	1.26190e-8	7	true	17769.9
20	29	1	4.293630583401795e-2	4.293629332685947e-2	1.25072e-8	7	true	17704.1
20	30	10	4.244368426127355e-2	4.244367106686071e-2	1.31944e-8	7	true	15224.2
20	31	1	4.121227421898963e-2	4.121226171229709e-2	1.25067e-8	7	true	17843.8
20	32	4	4.039046868666791e-2	4.039045608252712e-2	1.26041e-8	7	true	15843.2
20	33	1	3.967207353752109e-2	3.967206103123729e-2	1.25063e-8	7	true	17114.7
20	34	2	3.900223133328139e-2	3.900221880879591e-2	1.25245e-8	7	true	17393.1
20	35	5	3.845682466837225e-2	3.845681201959130e-2	1.26488e-8	7	true	16438.9
20	36	4	3.793234103799761e-2	3.793232844543370e-2	1.25926e-8	7	true	15781.1
20	37	1	3.750033297067688e-2	3.750032046507532e-2	1.25056e-8	7	true	18501.5
20	38	2	3.720485193798334e-2	3.720483941607992e-2	1.25219e-8	7	true	18658.9
20	39	1	3.707011745022407e-2	3.707010494491250e-2	1.25053e-8	7	true	19821.5
20	40	20	3.736046279954366e-2	3.736044821624574e-2	1.45833e-8	7	true	14679.2
20	41	1	3.594653049828157e-2	3.594651799323745e-2	1.25050e-8	7	true	19734.2
20	42	2	3.498480613032214e-2	3.498479361050959e-2	1.25198e-8	7	true	19158.8
20	43	1	3.418869342149390e-2	3.418868091667290e-2	1.25048e-8	7	true	19504.4
20	44	4	3.351407661323320e-2	3.351406403750253e-2	1.25757e-8	7	true	17033.0
20	45	5	3.291289385851823e-2	3.291288124280377e-2	1.26157e-8	7	true	17237.9
20	46	2	3.233412814874877e-2	3.233411563065841e-2	1.25181e-8	7	true	16280.0
20	47	1	3.183175742874611e-2	3.183174492434139e-2	1.25044e-8	7	true	16767.2
20	48	4	3.135311275141064e-2	3.135310018199092e-2	1.25694e-8	7	true	15760.4
20	49	1	3.092044737227708e-2	3.092043486805412e-2	1.25042e-8	7	true	16696.1
20	50	10	3.064052341247139e-2	3.064051049583535e-2	1.29166e-8	7	true	14171.8
21	22	1	5.341473163015574e-2	5.341471971682350e-2	1.19133e-8	7	true	21078.7
21	23	1	5.073790630204030e-2	5.073789438908344e-2	1.19130e-8	7	true	20932.8
21	24	3	4.869375470481552e-2	4.869374272922147e-2	1.19756e-8	7	true	19425.5
21	25	1	4.699144825098554e-2	4.699143633869313e-2	1.19123e-8	7	true	20202.1
21	26	1	4.556610026846598e-2	4.556608835646449e-2	1.19120e-8	7	true	19764.8
21	27	3	4.431539968860596e-2	4.431538772087935e-2	1.19677e-8	7	true	17912.6
21	28	7	4.336331496233213e-2	4.336330272690753e-2	1.22354e-8	7	true	18509.3
21	29	1	4.219288500925001e-2	4.219287309799528e-2	1.19113e-8	7	true	18098.6
21	30	3	4.132164179087785e-2	4.132162982945087e-2	1.19614e-8	7	true	17881.2
21	31	1	4.062891341514102e-2	4.062890150431231e-2	1.19108e-8	7	true	18578.8
21	32	1	3.984371098441226e-2	3.984369907376940e-2	1.19106e-8	7	true	19090.8
21	33	3	3.896396190185343e-2	3.896394994558482e-2	1.19563e-8	7	true	17915.1
21	34	1	3.824053429709676e-2	3.824052238680027e-2	1.19103e-8	7	true	18567.9
21	35	7	3.771894677702908e-2	3.771893460774231e-2	1.21693e-8	7	true	15625.6
21	36	3	3.704562217796101e-2	3.704561022598217e-2	1.19520e-8	7	true	16860.7
21	37	1	3.653502603221402e-2	3.653501412237231e-2	1.19098e-8	7	true	17534.4
21	38	1	3.608924729055701e-2	3.608923538084909e-2	1.19097e-8	7	true	16129.8
21	39	3	3.573443174914379e-2	3.573441980080239e-2	1.19483e-8	7	true	16544.2
21	40	1	3.547066806907977e-2	3.547065615962437e-2	1.19095e-8	7	true	17260.3
21	41	1	3.536260293730214e-2	3.536259102796356e-2	1.19093e-8	7	true	16971.9
21	42	21	3.563808248482616e-2	3.563806859597100e-2	1.38889e-8	7	true	12175.1
21	43	1	3.433991585913189e-2	3.433990394999527e-2	1.19091e-8	7	true	16955.4
21	44	1	3.345032344841969e-2	3.345031153938618e-2	1.19090e-8	7	true	16172.8
21	45	3	3.271951452463150e-2	3.271950258209817e-2	1.19425e-8	7	true	17634.0
21	46	1	3.207676648214746e-2	3.207675457330120e-2	1.19088e-8	7	true	16857.8
21	47	1	3.150937691380184e-2	3.150936500504416e-2	1.19088e-8	7	true	15957.1
21	48	3	3.099082686439816e-2	3.099081492423625e-2	1.19402e-8	7	true	15681.1
21	49	7	3.056472413174708e-2	3.056471203804508e-2	1.20937e-8	7	true	14100.8
21	50	1	3.006458313514996e-2	3.006457122663881e-2	1.19085e-8	7	true	16131.2
22	23	1	5.121845979520905e-2	5.121844842411725e-2	1.13711e-8	7	true	21565.8
22	24	2	4.872898542289234e-2	4.872897403058357e-2	1.13923e-8	7	true	21368.4
22	25	1	4.679476754037879e-2	4.679475616988379e-2	1.13705e-8	7	true	26111.2
22	26	2	4.520985131375355e-2	4.520983992365299e-2	1.13901e-8	7	true	19552.8
22	27	1	4.385602198159000e-2	4.385601061159986e-2	1.13700e-8	7	true	20006.6
22	28	2	4.267934596602816e-2	4.267933457782221e-2	1.13882e-8	7	true	18158.4
22	29	1	4.167607545422776e-2	4.167606408467579e-2	1.13696e-8	7	true	18756.3
22	30	2	4.069763169455688e-2	4.069762030798994e-2	1.13866e-8	7	true	19312.4
22	31	1	3.983370087217226e-2	3.983368950300881e-2	1.13692e-8	7	true	18583.1
22	32	2	3.911450175308859e-2	3.911449036795327e-2	1.13851e-8	7	true	18715.0
22	33	11	3.872290855708064e-2	3.872289656215987e-2	1.19949e-8	7	true	15553.9
22	34	2	3.768113338745635e-2	3.768112200358791e-2	1.13839e-8	7	true	18085.7
22	35	1	3.695659415220728e-2	3.695658278367699e-2	1.13685e-8	7	true	19416.0
22	36	2	3.634587106993917e-2	3.634585968719361e-2	1.13827e-8	7	true	17392.7
22	37	1	3.580940189104286e-2	3.580939052277947e-2	1.13683e-8	7	true	17808.7
22	38	2	3.527388542243736e-2	3.527387404070068e-2	1.13817e-8	7	true	16344.5
22	39	1	3.482161493297864e-2	3.482160356495360e-2	1.13680e-8	7	true	17829.7
22	40	2	3.443362322568773e-2	3.443361184486073e-2	1.13808e-8	7	true	16346.0
22	41	1	3.411694539822068e-2	3.411693403040555e-2	1.13678e-8	7	true	17072.2
22	42	2	3.389502262283930e-2	3.389501124283217e-2	1.13800e-8	7	true	17221.6
22	43	1	3.380576358646684e-2	3.380575221884720e-2	1.13676e-8	7	true	16547.6
22	44	22	3.406736287561820e-2	3.406734961807464e-2	1.32575e-8	7	true	14499.2
22	45	1	3.287095964424011e-2	3.287094827681269e-2	1.13674e-8	7	true	15653.3
22	46	2	3.204799413600661e-2	3.204798275742820e-2	1.13786e-8	7	true	17074.6
22	47	1	3.136323828008036e-2	3.136322691280589e-2	1.13673e-8	7	true	19727.4
22	48	2	3.076880952592010e-2	3.076879814795815e-2	1.13780e-8	7	true	20289.6
22	49	1	3.023624811376988e-2	3.023623674664277e-2	1.13671e-8	7	true	19604.6
22	50	2	2.975304830551543e-2	2.975303692813449e-2	1.13774e-8	7	true	18768.6
23	24	1	4.919633983454959e-2	4.919632895843507e-2	1.08761e-8	7	true	25403.2
23	25	1	4.686660845549133e-2	4.686659757965379e-2	1.08758e-8	7	true	24020.8
23	26	1	4.505498726952434e-2	4.505497639392082e-2	1.08756e-8	7	true	22580.0
23	27	1	4.356182598165529e-2	4.356181510627936e-2	1.08754e-8	7	true	20611.3
23	28	1	4.228341855681140e-2	4.228340768164097e-2	1.08752e-8	7	true	20697.4
23	29	1	4.118419057144346e-2	4.118417969647054e-2	1.08750e-8	7	true	20833.3
23	30	1	4.019109022494811e-2	4.019107935015307e-2	1.08748e-8	7	true	19457.3
23	31	1	3.933002259483308e-2	3.933001172021300e-2	1.08746e-8	7	true	19259.2
23	32	1	3.847063784688773e-2	3.847062697242208e-2	1.08745e-8	7	true	18756.7
23	33	1	3.774996695884703e-2	3.774995608453279e-2	1.08743e-8	7	true	18817.3
23	34	1	3.719777639458663e-2	3.719776552041225e-2	1.08742e-8	7	true	18612.1
23	35	1	3.653952886436433e-2	3.653951799032104e-2	1.08740e-8	7	true	18835.2
23	36	1	3.577656674772557e-2	3.577655587380710e-2	1.08739e-8	7	true	17630.2
23	37	1	3.516339884919591e-2	3.516338797539912e-2	1.08738e-8	7	true	18444.5
23	38	1	3.464800850876695e-2	3.464799763507589e-2	1.08737e-8	7	true	18672.6
23	39	1	3.412997626839625e-2	3.412996539481696e-2	1.08736e-8	7	true	18669.7
23	40	1	3.367749743156792e-2	3.367748655808872e-2	1.08735e-8	7	true	17385.9
23	41	1	3.326868069990609e-2	3.326866982652324e-2	1.08734e-8	7	true	17458.3
23	42	1	3.292505149272133e-2	3.292504061942985e-2	1.08733e-8	7	true	16968.6
23	43	1	3.264594725699624e-2	3.264593638379135e-2	1.08732e-8	7	true	17233.4
23	44	1	3.245149078751862e-2	3.245147991439224e-2	1.08731e-8	7	true	17156.9
23	45	1	3.238048128185907e-2	3.238047040882390e-2	1.08730e-8	7	true	17230.8
23	46	23	3.262913589374307e-2	3.262912321261444e-2	1.26811e-8	7	true	11722.5
23	47	1	3.152269109038752e-2	3.152268021748859e-2	1.08729e-8	7	true	15986.5
23	48	1	3.075676044551941e-2	3.075674957269101e-2	1.08728e-8	7	true	18287.2
23	49	1	3.011960574378375e-2	3.011959487102584e-2	1.08728e-8	7	true	15545.1
23	50	1	2.956432001296801e-2	2.956430914028128e-2	1.08727e-8	7	true	16386.3
24	25	1	4.732841763618859e-2	4.732840721376430e-2	1.04224e-8	7	true	22252.5
24	26	2	4.514975492359054e-2	4.514974448469360e-2	1.04389e-8	7	true	19983.0
