i,row_gcd2_12,row_inv_max,row_total_excess
601,0.0010375495,0.3765411629,0.3775787124
602,0.1164146942,0.3761265715,0.4925412657
603,0.0814914440,0.3757126665,0.4572041105
604,0.0924539773,0.3752994456,0.4677534229
605,0.0786887975,0.3748869066,0.4535757041
606,0.1307003289,0.3744750472,0.5051753762
607,0.0010272959,0.3740638653,0.3750911612
608,0.1562464217,0.3736533585,0.5298997801
609,0.1136598610,0.3732435246,0.4869033856
610,0.1234511230,0.3728343615,0.4962854845
611,0.0325094192,0.3724258670,0.4049352862
612,0.2430474117,0.3720180388,0.6150654505
613,0.0010172430,0.3716108749,0.3726281179
614,0.0579523862,0.3712043730,0.4291567592
615,0.1198863157,0.3707985309,0.4906848467
616,0.2137622780,0.3703933467,0.5841556247
617,0.0010106497,0.3699888181,0.3709994677
618,0.1305476483,0.3695849430,0.5001325913
619,0.0010073849,0.3691817193,0.3701891042
620,0.1747365215,0.3687791449,0.5435156664
621,0.1045574787,0.3683772177,0.4729346964
622,0.0579215775,0.3679759357,0.4258975132
623,0.0403147769,0.3675752967,0.4078900736
624,0.2574752421,0.3671752988,0.6246505409
625,0.0565203879,0.3667759398,0.4232963277
626,0.0579064683,0.3663772178,0.4242836860
627,0.1077578703,0.3659791306,0.4737370009
628,0.0922649287,0.3655816764,0.4578466050
629,0.0301327338,0.3651848530,0.3953175868
630,0.3177988230,0.3647886585,0.6825874815
631,0.0009882311,0.3643930908,0.3653813220
632,0.1160492023,0.3639981481,0.4800473504
633,0.0518356481,0.3636038283,0.4154394764
634,0.0578768214,0.3632101295,0.4210869509
635,0.0445550742,0.3628170497,0.4073721238
636,0.1807426986,0.3624245869,0.5431672855
637,0.0686173381,0.3620327393,0.4306500774
638,0.1082882065,0.3616415050,0.4699297115
639,0.0809747904,0.3612508819,0.4422256723
640,0.2047737639,0.3608608682,0.5656346321
641,0.0009728173,0.3604714620,0.3614442793
642,0.1302593686,0.3600826614,0.4903420300
643,0.0009697921,0.3596944645,0.3606642566
644,0.1660199460,0.3593068695,0.5253268155
645,0.1170969323,0.3589198744,0.4760168067
646,0.1053348859,0.3585334775,0.4638683635
647,0.0009637977,0.3581476769,0.3591114746
648,0.2519170974,0.3577624707,0.6096795682
649,0.0329722483,0.3573778572,0.3903501054
650,0.1653003538,0.3569938344,0.5222941882
651,0.1112204978,0.3566104007,0.4678308984
652,0.0920897782,0.3562275541,0.4483173323
653,0.0009549438,0.3558452929,0.3568002366
654,0.1301231441,0.3554636153,0.4855867594
655,0.0444125790,0.3550825195,0.3994950985
656,0.1343984325,0.3547020037,0.4891004362
657,0.0800763708,0.3543220663,0.4343984371
658,0.1138477975,0.3539427054,0.4677905029
659,0.0009462511,0.3535639193,0.3545101703
660,0.3116346482,0.3531857062,0.6648203543
661,0.0009433886,0.3528080644,0.3537514529
662,0.0577786970,0.3524309922,0.4102096892
663,0.1050082325,0.3520544879,0.4570627204
664,0.1156176133,0.3516785498,0.4672961631
665,0.1066142293,0.3513031761,0.4579174054
666,0.1729412827,0.3509283652,0.5238696479
667,0.0280583355,0.3505541154,0.3786124509
668,0.0780916029,0.3501804250,0.4282720278
669,0.0516622813,0.3498072923,0.4014695736
670,0.1064743391,0.3494347157,0.4559090548
671,0.0327093207,0.3490626936,0.3817720143
672,0.2789815274,0.3486912242,0.6276727516
673,0.0009265707,0.3483203060,0.3492468767
674,0.0438503714,0.3479499372,0.3918003086
675,0.1609907768,0.3475801164,0.5085708932
676,0.1120032988,0.3472108418,0.4592141406
677,0.0009210972,0.3468421118,0.3477632090
678,0.1159773271,0.3464739249,0.4624512520
679,0.0387335962,0.3461062794,0.3848398756
680,0.1976962083,0.3457391738,0.5434353821
681,0.0516085621,0.3453726065,0.3969811686
682,0.0927720853,0.3450065759,0.4377786612
683,0.0009130072,0.3446410804,0.3455540875
684,0.2237304158,0.3442761184,0.5680065342
685,0.0442144143,0.3439116885,0.3881261028
686,0.0985261118,0.3435477890,0.4420739008
687,0.0515824057,0.3431844185,0.3947668241
688,0.1197898924,0.3428215753,0.4626114677
689,0.0304607082,0.3424592580,0.3729199662
690,0.2126148531,0.3420974650,0.5547123181
691,0.0009024389,0.3417361949,0.3426386338
692,0.0779363985,0.3413754460,0.4193118445
693,0.1621496222,0.3410152170,0.5031648392
694,0.0437874712,0.3406555062,0.3844429775
695,0.0441521554,0.3402963123,0.3844484677
696,0.2031668601,0.3399376337,0.5431044938
697,0.0284666086,0.3395794690,0.3680460776
698,0.0437753235,0.3392218167,0.3829971402
699,0.0515314388,0.3388646753,0.3903961141
700,0.2212064802,0.3385080434,0.5597145236
701,0.0008895678,0.3381519195,0.3390414873
702,0.1960460961,0.3377963021,0.5338423983
703,0.0278434954,0.3374411899,0.3652846854
704,0.1583734260,0.3370865815,0.4954600074
705,0.1153679453,0.3367324752,0.4521004205
706,0.0437514409,0.3363788699,0.3801303108
707,0.0373232876,0.3360257639,0.3733490515
708,0.1649238163,0.3356731560,0.5005969723
709,0.0008795323,0.3353210448,0.3362005770
710,0.1058961492,0.3349694287,0.4408655779
711,0.0787245318,0.3346183065,0.4133428383
712,0.1011556142,0.3342676768,0.4354232910
713,0.0269915126,0.3339175381,0.3609090507
714,0.2047537323,0.3335678891,0.5383216214
715,0.0991350406,0.3332187285,0.4323537690
716,0.0777915867,0.3328700548,0.4106616415
717,0.0514581846,0.3325218667,0.3839800513
718,0.0437166144,0.3321741629,0.3758907773
719,0.0008673018,0.3318269421,0.3326942439
720,0.3296466229,0.3314802028,0.6611268257
721,0.0372197014,0.3311339437,0.3683536451
722,0.0659281351,0.3307881636,0.3967162986
723,0.0514345764,0.3304428610,0.3818774375
724,0.0777454471,0.3300980348,0.4078434819
725,0.0652704634,0.3297536835,0.3950241468
726,0.1585159376,0.3294098058,0.4879257435
727,0.0008577597,0.3290664005,0.3299241602
728,0.1889757204,0.3287234663,0.5176991867
729,0.0868901785,0.3283810018,0.4152711803
730,0.1032502250,0.3280390058,0.4312892308
731,0.0277886215,0.3276974771,0.3554860986
732,0.1644813674,0.3273564142,0.4918377817
733,0.0008507397,0.3270158160,0.3278665558
734,0.0436719495,0.3266756812,0.3703476308
735,0.1651008784,0.3263360086,0.4914368870
736,0.1348907925,0.3259967968,0.4608875893
737,0.0310360820,0.3256580447,0.3566941267
738,0.1563046801,0.3253197509,0.4816244310
739,0.0008438337,0.3249819143,0.3258257481
740,0.1525754768,0.3246445337,0.4772200104
741,0.1013696976,0.3243076077,0.4256773053
742,0.0969659706,0.3239711351,0.4209371057
743,0.0008392917,0.3236351148,0.3244744066
744,0.2001750243,0.3232995456,0.5234745699
745,0.0414850516,0.3229644261,0.3644494778
746,0.0436397077,0.3226297553,0.3662694630
747,0.0783492785,0.3222955319,0.4006448105
748,0.1418240566,0.3219617548,0.4637858114
749,0.0370241229,0.3216284226,0.3586525455
750,0.1980257240,0.3212955343,0.5193212584
751,0.0008303528,0.3209630887,0.3217934415
752,0.1173458688,0.3206310846,0.4379769534
753,0.0443778405,0.3202995207,0.3646773612
754,0.0885098506,0.3199683961,0.4084782467
755,0.0414323406,0.3196377094,0.3610700500
756,0.2689822278,0.3193074596,0.5882896874
757,0.0008237726,0.3189776454,0.3198014180
758,0.0436084862,0.3186482658,0.3622567520
759,0.0947573177,0.3183193196,0.4130766373
760,0.1902118668,0.3179908056,0.5082026724
761,0.0008194434,0.3176627228,0.3184821661
762,0.1082577619,0.3173350699,0.4255928318
763,0.0369317059,0.3170078459,0.3539395518
764,0.0775292274,0.3166810496,0.3942102770
765,0.1522412155,0.3163546800,0.4685958955
766,0.0435882151,0.3160287358,0.3596169509
767,0.0288617254,0.3157032161,0.3445649415
768,0.2010931000,0.3153781197,0.5164712197
769,0.0008109201,0.3150534455,0.3158643655
770,0.1956249574,0.3147291924,0.5103541498
771,0.0443145898,0.3144053592,0.3587199491
772,0.0774886693,0.3140819451,0.3915706144
773,0.0008067246,0.3137589487,0.3145656733
774,0.1485623439,0.3134363692,0.4619987130
775,0.0640697780,0.3131142053,0.3771839833
776,0.0995523029,0.3127924560,0.4123447589
777,0.0997761075,0.3124711203,0.4122472279
778,0.0435585898,0.3121501971,0.3557087869
779,0.0262698571,0.3118296854,0.3380995425
780,0.2775414477,0.3115095840,0.5890510317
781,0.0306378179,0.3111898920,0.3418277099
782,0.0860161732,0.3108706082,0.3968867814
783,0.0912334703,0.3105517317,0.4017852020
784,0.1700227348,0.3102332614,0.4802559962
785,0.0412822549,0.3099151963,0.3511974512
786,0.1080665407,0.3095975353,0.4176640760
787,0.0007923761,0.3092802774,0.3100726536
788,0.0774100210,0.3089634217,0.3863734426
789,0.0442542231,0.3086469670,0.3529011901
790,0.1018933479,0.3083309124,0.4102242602
791,0.0354340199,0.3080152568,0.3434492768
792,0.2622619695,0.3076999993,0.5699619688
793,0.0286107600,0.3073851389,0.3359958989
794,0.0435204817,0.3070706745,0.3505911561
795,0.1042484215,0.3067566051,0.4110050266
796,0.0773718812,0.3064429298,0.3838148110
797,0.0007824358,0.3061296476,0.3069120834
798,0.1921198381,0.3058167575,0.4979365956
799,0.0265255144,0.3055042584,0.3320297728
800,0.1940377713,0.3051921495,0.4992299209
801,0.0709058976,0.3048804298,0.3757863275
802,0.0435019976,0.3045690983,0.3480710959
803,0.0299139781,0.3042581540,0.3341721321
804,0.1522031767,0.3039475959,0.4561507727
805,0.0971544692,0.3036374232,0.4007918924
806,0.0868957689,0.3033276348,0.3902234037
807,0.0441965475,0.3030182298,0.3472147773
808,0.0950967161,0.3027092073,0.3978059234
809,0.0007708318,0.3024005663,0.3031713980
810,0.2296987829,0.3020923058,0.5317910887
811,0.0007689311,0.3017844249,0.3025533561
812,0.1394230116,0.3014769228,0.4408999344
813,0.0441778894,0.3011697984,0.3453476879
814,0.0881762959,0.3008630509,0.3890393468
815,0.0411432046,0.3005566793,0.3416998839
816,0.2182037669,0.3002506826,0.5184544495
817,0.0256275355,0.2999450601,0.3255725956
818,0.0434661136,0.2996398107,0.3431059243
819,0.1451664083,0.2993349336,0.4445013419
820,0.1458228927,0.2990304278,0.4448533204
821,0.0007595669,0.2987262924,0.2994858593
822,0.1078006098,0.2984225266,0.4062231364
823,0.0007577213,0.2981191294,0.2988768508
824,0.0949604429,0.2978161000,0.3927765429
825,0.1484246881,0.2975134375,0.4459381256
826,0.0941003149,0.2972111409,0.3913114558
827,0.0007540570,0.2969092094,0.2976632664
828,0.2039405295,0.2966076422,0.5005481717
829,0.0007522381,0.2963064382,0.2970586763
830,0.1014733634,0.2960055967,0.3974789602
831,0.0441235308,0.2957051168,0.3398286476
832,0.1462166192,0.2954049976,0.4416216169
833,0.0592995855,0.2951052383,0.3544048238
834,0.1077170594,0.2948058380,0.4025228974
835,0.0382783704,0.2945067958,0.3327851661
836,0.1335925208,0.2942081109,0.4278006317
837,0.0891738339,0.2939097824,0.3830836162
838,0.0434231848,0.2936118094,0.3370349942
839,0.0007432736,0.2933141912,0.2940574649
840,0.3333705899,0.2930169269,0.6263875168
841,0.0124624012,0.2927200156,0.3051824169
842,0.0434148436,0.2924234566,0.3358383002
843,0.0440885805,0.2921272489,0.3362158294
844,0.0729916380,0.2918313917,0.3648230297
845,0.0641043346,0.2915358843,0.3556402189
846,0.1461191759,0.2912407257,0.4373599016
847,0.0624785474,0.2909459152,0.3534244626
848,0.1111096829,0.2906514520,0.4017611349
849,0.0440714756,0.2903573351,0.3344288107
850,0.1358994739,0.2900635639,0.4259630378
851,0.0243825785,0.2897701375,0.3141527160
852,0.1515325642,0.2894770551,0.4410096193
853,0.0007310764,0.2891843158,0.2899153923
854,0.0937544675,0.2888919190,0.3826463865
855,0.1449655106,0.2885998637,0.4335653743
856,0.0947031449,0.2883081492,0.3830112941
857,0.0007276647,0.2880167747,0.2887444394
858,0.1831928778,0.2877257394,0.4709186172
859,0.0007259708,0.2874350425,0.2881610133
860,0.1422737872,0.2871446833,0.4294184704
861,0.0966628394,0.2868546608,0.3835175002
862,0.0433742987,0.2865649745,0.3299392732
863,0.0007226064,0.2862756234,0.2869982298
864,0.2389911668,0.2859866068,0.5249777736
865,0.0381551775,0.2856979240,0.3238531015
866,0.0433664143,0.2854095741,0.3287759885
867,0.0665612716,0.2851215565,0.3516828281
868,0.1376286908,0.2848338702,0.4224625610
869,0.0288382384,0.2845465147,0.3133847531
870,0.1910298406,0.2842594890,0.4752893296
871,0.0271196445,0.2839727926,0.3110924371
872,0.0945815617,0.2836864245,0.3782679862
873,0.0694936155,0.2834003840,0.3528939995
874,0.0829029710,0.2831146705,0.3660176415
875,0.0895006182,0.2828292831,0.3723299013
876,0.1492409569,0.2825442211,0.4317851780
877,0.0007110728,0.2822594838,0.2829705567
878,0.0433431921,0.2819750705,0.3253182626
879,0.0439894517,0.2816909803,0.3256804320
880,0.2120487880,0.2814072126,0.4934560006
881,0.0007078449,0.2811237666,0.2818316115
882,0.2022753217,0.2808406416,0.4831159634
883,0.0007062418,0.2805578369,0.2812640787
884,0.1305726366,0.2802753518,0.4108479884
885,0.0999435179,0.2799931854,0.3799367034
886,0.0433280600,0.2797113372,0.3230393972
887,0.0007030574,0.2794298064,0.2801328639
888,0.1829961934,0.2791485923,0.4621447857
889,0.0334200452,0.2788676941,0.3122877393
890,0.0981365397,0.2785871112,0.3767236509
891,0.1115649932,0.2783068429,0.3898718360
892,0.0728009324,0.2780268884,0.3508278207
893,0.0244350448,0.2777472470,0.3021822918
894,0.1053488618,0.2774679181,0.3828167799
895,0.0380402341,0.2771889009,0.3152291351
896,0.1643319360,0.2769101948,0.4412421309
897,0.0888567034,0.2766317991,0.3654885025
898,0.0433058672,0.2763537130,0.3196595802
899,0.0232155773,0.2760759359,0.2992915133
900,0.2793483256,0.2757984671,0.5551467928
901,0.0247812598,0.2755213060,0.3003025657
902,0.0858749383,0.2752444517,0.3611193900
903,0.0945379410,0.2749679037,0.3695058447
904,0.0931939626,0.2746916613,0.3678856239
905,0.0380036113,0.2744157238,0.3124193350
906,0.1052781238,0.2741400905,0.3794182143
907,0.0006875568,0.2738647608,0.2745523176
908,0.0727418404,0.2735897339,0.3463315743
909,0.0683162809,0.2733150093,0.3416312903
910,0.1815409486,0.2730405863,0.4545815349
911,0.0006845383,0.2727664641,0.2734510025
912,0.2106167555,0.2724926422,0.4831093977
913,0.0285490055,0.2722191199,0.3007681254
914,0.0432771828,0.2719458965,0.3152230794
915,0.0995953244,0.2716729714,0.3712682958
916,0.0727130678,0.2714003439,0.3441134118
917,0.0332903775,0.2711280134,0.3044183910
918,0.1742436704,0.2708559792,0.4450996497
919,0.0006785802,0.2705842408,0.2712628210
920,0.1747767691,0.2703127973,0.4450895664
921,0.0438835900,0.2700416483,0.3139252383
922,0.0432632139,0.2697707930,0.3130340069
923,0.0267394982,0.2695002309,0.2962397291
924,0.2553143329,0.2692299612,0.5245442942
925,0.0584877399,0.2689599835,0.3274477234
926,0.0432563199,0.2686902969,0.3119466168
927,0.0681978361,0.2684209010,0.3366187371
928,0.1236614842,0.2681517951,0.3918132793
929,0.0006712769,0.2678829785,0.2685542554
930,0.1883611211,0.2676144507,0.4559755718
931,0.0554488997,0.2673462109,0.3227951106
932,0.0726570033,0.2670782587,0.3397352620
933,0.0438550934,0.2668105934,0.3106656867
934,0.0432427090,0.2665432143,0.3097859233
935,0.0866765651,0.2662761209,0.3529526860
936,0.2440150928,0.2660093125,0.5100244053
937,0.0006655464,0.2657427886,0.2664083350
938,0.0909558148,0.2654765486,0.3564323633
939,0.0438411180,0.2652105917,0.3090517097
940,0.1399855813,0.2649449175,0.4049304988
941,0.0006627177,0.2646795253,0.2653422430
942,0.1050767076,0.2644144146,0.3694911222
943,0.0229520125,0.2641495847,0.2871015972
944,0.1084104604,0.2638850350,0.3722954954
945,0.1833841568,0.2636207650,0.4470049218
946,0.0846291690,0.2633567740,0.3479859430
947,0.0006585194,0.2630930615,0.2637515810
948,0.1478764350,0.2628296269,0.4107060619
949,0.0261072089,0.2625664696,0.2886736785
950,0.1316280621,0.2623035890,0.3939316511
951,0.0438136960,0.2620409845,0.3058546806
952,0.1696186167,0.2617786556,0.4313972723
953,0.0006543740,0.2615166017,0.2621709758
954,0.1412596992,0.2612548222,0.4025145214
955,0.0378319896,0.2609933165,0.2988253061
956,0.0725764222,0.2607320840,0.3333085062
957,0.0882679619,0.2604711243,0.3487390862
958,0.0432032396,0.2602104366,0.3034136763
959,0.0331100516,0.2599500205,0.2930600721
960,0.2742907545,0.2596898754,0.5339806299
961,0.0114608830,0.2594300007,0.2708908837
962,0.0827095065,0.2591703959,0.3418799023
963,0.0679742006,0.2589110603,0.3268852609
964,0.0725504527,0.2586519935,0.3312024462
965,0.0377997972,0.2583931949,0.2961929921
966,0.1814435004,0.2581346639,0.4395781644
967,0.0006449015,0.2578764000,0.2585213015
968,0.1297633645,0.2576184026,0.3873817671
969,0.0858904009,0.2573606712,0.3432510721
970,0.0967404927,0.2571032052,0.3538436979
971,0.0006422452,0.2568460041,0.2574882493
972,0.1914441746,0.2565890674,0.4480332420
973,0.0330533972,0.2563323944,0.2893857916
974,0.0431780070,0.2560759847,0.2992539917
975,0.1383478970,0.2558198377,0.3941677347
976,0.1080522552,0.2555639529,0.3636162080
977,0.0006383015,0.2553083297,0.2559466312
978,0.1048900987,0.2550529676,0.3599430663
979,0.0275325472,0.2547978661,0.2823304133
980,0.1961607864,0.2545430246,0.4507038110
981,0.0678685246,0.2542884427,0.3221569673
982,0.0431656989,0.2540341197,0.2971998186
983,0.0006344060,0.2537800552,0.2544144612
984,0.1792131164,0.2535262486,0.4327393650
985,0.0377373714,0.2532726994,0.2910100708
986,0.0804525749,0.2530194071,0.3334719820
987,0.0930716150,0.2527663712,0.3458379862
988,0.1267623519,0.2525135912,0.3792759431
989,0.0223651468,0.2522610664,0.2746262132
990,0.2539261261,0.2520087965,0.5059349226
991,0.0006292854,0.2517567809,0.2523860663
992,0.1220207370,0.2515050191,0.3735257561
993,0.0437229355,0.2512535105,0.2949764460
994,0.0904318461,0.2510022548,0.3414341008
995,0.0377070987,0.2507512512,0.2884583499
996,0.1473892913,0.2505004995,0.3978897908
997,0.0006254988,0.2502499990,0.2508754978
998,0.0431416745,0.2499997492,0.2931414238
999,0.0851772971,0.2497497497,0.3349270469
