j	k	G_jk	abs_G_jk	product_maxjk
151	1031	2.021272521430600e-3	2.021272521430600e-3	2.083931969594949e0
151	1041	2.010499049928921e-3	2.010499049928921e-3	2.092929510976007e0
151	1051	2.002663289989861e-3	2.002663289989861e-3	2.104799117779344e0
151	1061	1.990364304522132e-3	1.990364304522132e-3	2.111776527097982e0
151	1071	1.968891918910010e-3	1.968891918910010e-3	2.108683245152621e0
151	1081	1.950908889640727e-3	1.950908889640727e-3	2.108932509701626e0
151	1091	1.934731880827675e-3	1.934731880827675e-3	2.110792481982994e0
151	1101	1.919762126758691e-3	1.919762126758691e-3	2.113658101561319e0
151	1111	1.905731301640425e-3	1.905731301640425e-3	2.117267476122513e0
151	1121	1.892295718729710e-3	1.892295718729710e-3	2.121263500696005e0
151	1131	1.880854626497033e-3	1.880854626497033e-3	2.127246582568145e0
151	1141	1.866960856516904e-3	1.866960856516904e-3	2.130202337285787e0
151	1151	1.854488870458991e-3	1.854488870458991e-3	2.134516689898299e0
151	1161	1.842990721037477e-3	1.842990721037477e-3	2.139712227124511e0
151	1171	1.832072257292048e-3	1.832072257292048e-3	2.145356613288988e0
151	1181	1.821869565362435e-3	1.821869565362435e-3	2.151627956693036e0
151	1191	1.813048097789600e-3	1.813048097789600e-3	2.159340284467414e0
151	1201	1.806276674253626e-3	1.806276674253626e-3	2.169338285778605e0
151	1211	1.797913101972002e-3	1.797913101972002e-3	2.177272766488095e0
151	1221	1.780529872123778e-3	1.780529872123778e-3	2.174026973863133e0
151	1231	1.766078942850785e-3	1.766078942850785e-3	2.174043178649316e0
151	1241	1.753075092765538e-3	1.753075092765538e-3	2.175566190122033e0
151	1251	1.741041379384730e-3	1.741041379384730e-3	2.178042765610297e0
151	1261	1.729760654607587e-3	1.729760654607587e-3	2.181228185460167e0
151	1271	1.718805145178787e-3	1.718805145178787e-3	2.184601339522238e0
151	1281	1.709260562083761e-3	1.709260562083761e-3	2.189562780029297e0
151	1291	1.698355956966123e-3	1.698355956966123e-3	2.192577540443265e0
151	1301	1.688147824699987e-3	1.688147824699987e-3	2.196280319934683e0
151	1311	1.678819317710168e-3	1.678819317710168e-3	2.200932125518031e0
151	1321	1.669848626600884e-3	1.669848626600884e-3	2.205870035739767e0
151	1331	1.661355204157509e-3	1.661355204157509e-3	2.211263776733645e0
151	1341	1.653954195245622e-3	1.653954195245622e-3	2.217952575824380e0
151	1351	1.648074335989862e-3	1.648074335989862e-3	2.226548427922303e0
151	1361	1.642396229775497e-3	1.642396229775497e-3	2.235301268724451e0
151	1371	1.627894249459350e-3	1.627894249459350e-3	2.231843016008769e0
151	1381	1.615991894819348e-3	1.615991894819348e-3	2.231684806745519e0
151	1391	1.605269118746479e-3	1.605269118746479e-3	2.232929344176352e0
151	1401	1.595311326677212e-3	1.595311326677212e-3	2.235031168674774e0
151	1411	1.586092000100520e-3	1.586092000100520e-3	2.237975812141834e0
151	1421	1.576939380284379e-3	1.576939380284379e-3	2.240830859384102e0
151	1431	1.568858150572780e-3	1.568858150572780e-3	2.245036013469647e0
151	1441	1.560069631977726e-3	1.560069631977726e-3	2.248060339679903e0
151	1451	1.551529673006293e-3	1.551529673006293e-3	2.251269555532132e0
151	1461	1.543812662656117e-3	1.543812662656117e-3	2.255510300140588e0
151	1471	1.536130679343530e-3	1.536130679343530e-3	2.259648229314332e0
151	1481	1.529075871171837e-3	1.529075871171837e-3	2.264561365205491e0
151	1491	1.522769736620429e-3	1.522769736620429e-3	2.270449677301059e0
151	1501	1.517602321326246e-3	1.517602321326246e-3	2.277921084310696e0
151	1511	1.513873846732508e-3	1.513873846732508e-3	2.287463382412819e0
151	1521	1.501440210618300e-3	1.501440210618300e-3	2.283690560350434e0
151	1531	1.491417927533104e-3	1.491417927533104e-3	2.283360847053183e0
151	1541	1.482428837400318e-3	1.482428837400318e-3	2.284422838433890e0
151	1551	1.474036899213789e-3	1.474036899213789e-3	2.286231230680587e0
151	1561	1.466369373162160e-3	1.466369373162160e-3	2.289002591506132e0
151	1571	1.458571548313258e-3	1.458571548313258e-3	2.291415902400128e0
151	1581	1.451618843768707e-3	1.451618843768707e-3	2.295009391998325e0
151	1591	1.444385294020527e-3	1.444385294020527e-3	2.298017002786658e0
151	1601	1.437135208592471e-3	1.437135208592471e-3	2.300853468956547e0
151	1611	1.430661390747351e-3	1.430661390747351e-3	2.304795500493983e0
151	1621	1.423975911749561e-3	1.423975911749561e-3	2.308264952946038e0
151	1631	1.418009944005112e-3	1.418009944005112e-3	2.312774218672337e0
151	1641	1.412511233639421e-3	1.412511233639421e-3	2.317930934402289e0
151	1651	1.407958373805764e-3	1.407958373805764e-3	2.324539275153316e0
151	1661	1.405846291867546e-3	1.405846291867546e-3	2.335110690791994e0
151	1671	1.394788780087827e-3	1.394788780087827e-3	2.330692051526759e0
151	1681	1.386200640972202e-3	1.386200640972202e-3	2.330203277474272e0
151	1691	1.378552898462263e-3	1.378552898462263e-3	2.331132951299688e0
151	1701	1.371363388141640e-3	1.371363388141640e-3	2.332689123228929e0
151	1711	1.364835682051884e-3	1.364835682051884e-3	2.335233851990774e0
151	1721	1.358126132412340e-3	1.358126132412340e-3	2.337335073881637e0
151	1731	1.352089687040647e-3	1.352089687040647e-3	2.340467248267359e0
151	1741	1.346041135475289e-3	1.346041135475289e-3	2.343457616862478e0
151	1751	1.339750592862592e-3	1.339750592862592e-3	2.345903288102398e0
151	1761	1.334133415980592e-3	1.334133415980592e-3	2.349408945541823e0
151	1771	1.328402602878446e-3	1.328402602878446e-3	2.352601009697727e0
151	1781	1.323211832277625e-3	1.323211832277625e-3	2.356640273286450e0
151	1791	1.318440284402675e-3	1.318440284402675e-3	2.361326549365192e0
151	1801	1.314382958108631e-3	1.314382958108631e-3	2.367203707553644e0
151	1811	1.311973371713201e-3	1.311973371713201e-3	2.375983776172607e0
151	1821	1.303501943572359e-3	1.303501943572359e-3	2.373677039245265e0
151	1831	1.296050254798919e-3	1.296050254798919e-3	2.373068016536820e0
151	1841	1.289382512972826e-3	1.289382512972826e-3	2.373753206382973e0
151	1851	1.283213160659902e-3	1.283213160659902e-3	2.375227560381479e0
151	1861	1.277441912389135e-3	1.277441912389135e-3	2.377319398956180e0
151	1871	1.271692876460859e-3	1.271692876460859e-3	2.379337371858267e0
151	1881	1.266431766300567e-3	1.266431766300567e-3	2.382158152411368e0
151	1891	1.261309345708801e-3	1.261309345708801e-3	2.385135972735343e0
151	1901	1.255766641281356e-3	1.255766641281356e-3	2.387212385075857e0
151	1911	1.250812873541177e-3	1.250812873541177e-3	2.390303401337189e0
151	1921	1.245880133323245e-3	1.245880133323245e-3	2.393335736113954e0
151	1931	1.241319185048232e-3	1.241319185048232e-3	2.396987346328137e0
151	1941	1.237125428774479e-3	1.237125428774479e-3	2.401260457251264e0
151	1951	1.233488203059272e-3	1.233488203059272e-3	2.406535484168639e0
151	1961	1.231070701184034e-3	1.231070701184034e-3	2.414129645021891e0
151	1971	1.224397060990171e-3	1.224397060990171e-3	2.413286607211627e0
151	1981	1.217834237804617e-3	1.217834237804617e-3	2.412529625090947e0
151	1991	1.211989805747407e-3	1.211989805747407e-3	2.413071703243086e0
161	161	7.791616281885646e-3	7.791616281885646e-3	1.254450221383589e0
161	171	7.091162410635819e-3	7.091162410635819e-3	1.212588772218725e0
161	181	6.676998017585968e-3	6.676998017585968e-3	1.208536641183060e0
161	191	6.363210325045734e-3	6.363210325045734e-3	1.215373172083735e0
161	201	6.118223879826543e-3	6.118223879826543e-3	1.229762999845135e0
161	211	5.900699858661474e-3	5.900699858661474e-3	1.245047670177571e0
161	221	5.713193846125986e-3	5.713193846125986e-3	1.262615839993843e0
161	231	5.554181776568370e-3	5.554181776568370e-3	1.283015990387293e0
161	241	5.452057189724481e-3	5.452057189724481e-3	1.313945782723600e0
161	251	5.273220512921802e-3	5.273220512921802e-3	1.323578348743372e0
161	261	5.142854104296213e-3	5.142854104296213e-3	1.342284921221311e0
161	271	5.035298782613952e-3	5.035298782613952e-3	1.364565970088381e0
161	281	4.936583443981315e-3	4.936583443981315e-3	1.387179947758749e0
161	291	4.852048379242028e-3	4.852048379242028e-3	1.411946078359430e0
161	301	4.787517650485647e-3	4.787517650485647e-3	1.441042812796180e0
161	311	4.748670980698783e-3	4.748670980698783e-3	1.476836674997322e0
161	321	4.763097901056053e-3	4.763097901056053e-3	1.528954426238993e0
161	331	4.581979743353615e-3	4.581979743353615e-3	1.516635295050047e0
161	341	4.436701529227548e-3	4.436701529227548e-3	1.512915221466594e0
161	351	4.318950977355368e-3	4.318950977355368e-3	1.515951793051734e0
161	361	4.218950824846367e-3	4.218950824846367e-3	1.523041247769539e0
161	371	4.129015069846755e-3	4.129015069846755e-3	1.531864590913146e0
161	381	4.047714724019877e-3	4.047714724019877e-3	1.542179309851573e0
161	391	3.974856625155734e-3	3.974856625155734e-3	1.554168940435892e0
161	401	3.918062697491374e-3	3.918062697491374e-3	1.571143141694041e0
161	411	3.841745400213937e-3	3.841745400213937e-3	1.578957359487928e0
161	421	3.777501262665441e-3	3.777501262665441e-3	1.590328031582150e0
161	431	3.723124757510556e-3	3.723124757510556e-3	1.604666770487050e0
161	441	3.669708876599768e-3	3.669708876599768e-3	1.618341614580498e0
161	451	3.624468118370345e-3	3.624468118370345e-3	1.634635121385026e0
161	461	3.585585413715865e-3	3.585585413715865e-3	1.652954875723013e0
161	471	3.557876458744624e-3	3.557876458744624e-3	1.675759812068718e0
161	481	3.550898776235478e-3	3.550898776235478e-3	1.707982311369265e0
161	491	3.472077852906087e-3	3.472077852906087e-3	1.704790225776889e0
161	501	3.396148935116586e-3	3.396148935116586e-3	1.701470616493409e0
161	511	3.332927356933738e-3	3.332927356933738e-3	1.703125879393140e0
161	521	3.277581398954158e-3	3.277581398954158e-3	1.707619908855116e0
161	531	3.227352139985188e-3	3.227352139985188e-3	1.713723986332135e0
161	541	3.181300507780882e-3	3.181300507780882e-3	1.721083574709457e0
161	551	3.138294235955279e-3	3.138294235955279e-3	1.729200124011359e0
161	561	3.102937405923276e-3	3.102937405923276e-3	1.740747884722958e0
161	571	3.060259682103826e-3	3.060259682103826e-3	1.747408278481285e0
161	581	3.021423918496237e-3	3.021423918496237e-3	1.755447296646314e0
161	591	2.988539851573198e-3	2.988539851573198e-3	1.766227052279760e0
161	601	2.954466474660696e-3	2.954466474660696e-3	1.775634351271078e0
161	611	2.925448227803350e-3	2.925448227803350e-3	1.787448867187847e0
161	621	2.900221164131955e-3	2.900221164131955e-3	1.801037342925944e0
161	631	2.880242638635015e-3	2.880242638635015e-3	1.817433104978695e0
161	641	2.870857110698500e-3	2.870857110698500e-3	1.840219407957738e0
161	651	2.828582101156499e-3	2.828582101156499e-3	1.841406947852881e0
161	661	2.780971767813693e-3	2.780971767813693e-3	1.838222338524851e0
161	671	2.741161524128323e-3	2.741161524128323e-3	1.839319382690105e0
161	681	2.705448756367074e-3	2.705448756367074e-3	1.842410603085977e0
161	691	2.672943291784022e-3	2.672943291784022e-3	1.847003814622759e0
161	701	2.643036374787361e-3	2.643036374787361e-3	1.852768498725940e0
161	711	2.614398474368787e-3	2.614398474368787e-3	1.858837315276208e0
161	721	2.589964684333887e-3	2.589964684333887e-3	1.867364537404733e0
161	731	2.562581407252056e-3	2.562581407252056e-3	1.873247008701253e0
161	741	2.536369262422102e-3	2.536369262422102e-3	1.879449623454778e0
161	751	2.513861868814172e-3	2.513861868814172e-3	1.887910263479443e0
161	761	2.490231704612724e-3	2.490231704612724e-3	1.895066327210283e0
161	771	2.469846397131726e-3	2.469846397131726e-3	1.904251572188561e0
161	781	2.451764970976513e-3	2.451764970976513e-3	1.914828442332657e0
161	791	2.436988292881769e-3	2.436988292881769e-3	1.927657739669479e0
161	801	2.428213506717910e-3	2.428213506717910e-3	1.944999018881046e0
161	811	2.402871257252861e-3	2.402871257252861e-3	1.948728589632070e0
161	821	2.369836183649437e-3	2.369836183649437e-3	1.945635506776188e0
161	831	2.341968897773941e-3	2.341968897773941e-3	1.946176154050145e0
161	841	2.317000368309609e-3	2.317000368309609e-3	1.948597309748381e0
161	851	2.294134599142180e-3	2.294134599142180e-3	1.952308543869995e0
161	861	2.272952930222049e-3	2.272952930222049e-3	1.957012472921184e0
161	871	2.252294742922046e-3	2.252294742922046e-3	1.961748721085102e0
161	881	2.234280169052714e-3	2.234280169052714e-3	1.968400828935442e0
161	891	2.215209166622892e-3	2.215209166622892e-3	1.973751367460997e0
161	901	2.196007300830792e-3	2.196007300830792e-3	1.978602578048543e0
161	911	2.179125717907391e-3	2.179125717907391e-3	1.985183529013633e0
161	921	2.162183596369707e-3	2.162183596369707e-3	1.991371092256500e0
161	931	2.147019644489483e-3	2.147019644489483e-3	1.998875289019708e0
161	941	2.133378708405162e-3	2.133378708405162e-3	2.007509364609257e0
161	951	2.121888518829260e-3	2.121888518829260e-3	2.017915981406627e0
161	961	2.114200991982818e-3	2.114200991982818e-3	2.031747153295488e0
161	971	2.097987645320995e-3	2.097987645320995e-3	2.037146003606686e0
161	981	2.073431909822693e-3	2.073431909822693e-3	2.034036703536062e0
161	991	2.052733532453084e-3	2.052733532453084e-3	2.034258930661007e0
161	1001	2.034137147130462e-3	2.034137147130462e-3	2.036171284277592e0
161	1011	2.016955310863097e-3	2.016955310863097e-3	2.039141819282591e0
161	1021	2.001288389798109e-3	2.001288389798109e-3	2.043315445983870e0
161	1031	1.985581692041757e-3	1.985581692041757e-3	2.047134724495051e0
161	1041	1.971636440288349e-3	1.971636440288349e-3	2.052473534340171e0
161	1051	1.957597390271733e-3	1.957597390271733e-3	2.057434857175592e0
161	1061	1.942763752923377e-3	1.942763752923377e-3	2.061272341851703e0
161	1071	1.929686638521656e-3	1.929686638521656e-3	2.066694389856693e0
161	1081	1.916893607663250e-3	1.916893607663250e-3	2.072161989883973e0
161	1091	1.905058152387961e-3	1.905058152387961e-3	2.078418444255266e0
161	1101	1.894350320330490e-3	1.894350320330490e-3	2.085679702683870e0
161	1111	1.885121496425161e-3	1.885121496425161e-3	2.094369982528354e0
161	1121	1.878458866834958e-3	1.878458866834958e-3	2.105752389721988e0
161	1131	1.867685166903957e-3	1.867685166903957e-3	2.112351923768375e0
161	1141	1.848542647652696e-3	1.848542647652696e-3	2.109187160971726e0
161	1151	1.832474281716050e-3	1.832474281716050e-3	2.109177898255173e0
161	1161	1.818017830823130e-3	1.818017830823130e-3	2.110718701585654e0
161	1171	1.804616165212197e-3	1.804616165212197e-3	2.113205529463483e0
161	1181	1.792566987593612e-3	1.792566987593612e-3	2.117021612348056e0
161	1191	1.780037392457674e-3	1.780037392457674e-3	2.120024534417089e0
161	1201	1.768909154885026e-3	1.768909154885026e-3	2.124459895016917e0
161	1211	1.758172440576828e-3	1.758172440576828e-3	2.129146825538538e0
161	1221	1.746311576249115e-3	1.746311576249115e-3	2.132246434600169e0
161	1231	1.735829404720947e-3	1.735829404720947e-3	2.136805997211485e0
161	1241	1.725684817274023e-3	1.725684817274023e-3	2.141574858237062e0
161	1251	1.716238947083590e-3	1.716238947083590e-3	2.147014922801571e0
161	1261	1.707608940802328e-3	1.707608940802328e-3	2.153294874351736e0
161	1271	1.699969352095223e-3	1.699969352095223e-3	2.160661046513029e0
161	1281	1.694205528637477e-3	1.694205528637477e-3	2.170277282184608e0
161	1291	1.686919938552292e-3	1.686919938552292e-3	2.177813640671009e0
161	1301	1.671434932730950e-3	1.671434932730950e-3	2.174536847482965e0
161	1311	1.658582580013820e-3	1.658582580013820e-3	2.174401762398118e0
161	1321	1.646958128003573e-3	1.646958128003573e-3	2.175631687092721e0
161	1331	1.636153040809793e-3	1.636153040809793e-3	2.177719697317834e0
161	1341	1.626338758245202e-3	1.626338758245202e-3	2.180920274806815e0
161	1351	1.616251160202762e-3	1.616251160202762e-3	2.183555317433931e0
161	1361	1.607205573623114e-3	1.607205573623114e-3	2.187406785701058e0
161	1371	1.598759319343612e-3	1.598759319343612e-3	2.191899026820092e0
161	1381	1.588993032719747e-3	1.588993032719747e-3	2.194399378185970e0
161	1391	1.580384494674348e-3	1.580384494674348e-3	2.198314832092018e0
161	1401	1.572146559926165e-3	1.572146559926165e-3	2.202577330456557e0
161	1411	1.564385363865281e-3	1.564385363865281e-3	2.207347748413912e0
161	1421	1.557180111276470e-3	1.557180111276470e-3	2.212752938123864e0
161	1431	1.550818295727467e-3	1.550818295727467e-3	2.219220981186005e0
161	1441	1.545780684062936e-3	1.545780684062936e-3	2.227469965734691e0
161	1451	1.540873666349323e-3	1.540873666349323e-3	2.235807689872868e0
161	1461	1.527963951792300e-3	1.527963951792300e-3	2.232355333568550e0
161	1471	1.517338230516723e-3	1.517338230516723e-3	2.232004537090099e0
161	1481	1.507840201107280e-3	1.507840201107280e-3	2.233111337839881e0
161	1491	1.498920247912691e-3	1.498920247912691e-3	2.234890089637822e0
161	1501	1.490667586020119e-3	1.490667586020119e-3	2.237492046616199e0
161	1511	1.482441271566799e-3	1.482441271566799e-3	2.239968761337434e0
161	1521	1.474900742134774e-3	1.474900742134774e-3	2.243324028786991e0
161	1531	1.468133887459720e-3	1.468133887459720e-3	2.247712981700832e0
161	1541	1.459920060884533e-3	1.459920060884533e-3	2.249736813823065e0
161	1551	1.452674400825564e-3	1.452674400825564e-3	2.253097995680450e0
161	1561	1.445835804531998e-3	1.445835804531998e-3	2.256949690874450e0
161	1571	1.439342796256221e-3	1.439342796256221e-3	2.261207532918524e0
161	1581	1.433226028556726e-3	1.433226028556726e-3	2.265930351148184e0
161	1591	1.427795464916228e-3	1.427795464916228e-3	2.271622584681718e0
161	1601	1.423378264653092e-3	1.423378264653092e-3	2.278828601709600e0
161	1611	1.420193457624100e-3	1.420193457624100e-3	2.287931660232424e0
161	1621	1.409132018368494e-3	1.409132018368494e-3	2.284203001775329e0
161	1631	1.400191972338052e-3	1.400191972338052e-3	2.283713106883364e0
161	1641	1.392167403054037e-3	1.392167403054037e-3	2.284546708411675e0
161	1651	1.384757832831120e-3	1.384757832831120e-3	2.286235182004179e0
161	1661	1.377708351920255e-3	1.377708351920255e-3	2.288373572539544e0
161	1671	1.370842991219859e-3	1.370842991219859e-3	2.290678638328385e0
161	1681	1.364441852296292e-3	1.364441852296292e-3	2.293626753710067e0
161	1691	1.358972847364866e-3	1.358972847364866e-3	2.298023084893989e0
161	1701	1.351837355875001e-3	1.351837355875001e-3	2.299475342343376e0
161	1711	1.345697648284069e-3	1.345697648284069e-3	2.302488676214042e0
161	1721	1.339919127121059e-3	1.339919127121059e-3	2.306000817775342e0
161	1731	1.334423340272271e-3	1.334423340272271e-3	2.309886802011301e0
161	1741	1.329124481225144e-3	1.329124481225144e-3	2.314005721812976e0
161	1751	1.324437501859451e-3	1.324437501859451e-3	2.319090065755899e0
161	1761	1.320517834228586e-3	1.320517834228586e-3	2.325431906076540e0
161	1771	1.318758908652773e-3	1.318758908652773e-3	2.335522027224062e0
161	1781	1.308929548954918e-3	1.308929548954918e-3	2.331203526688709e0
161	1791	1.301286153666131e-3	1.301286153666131e-3	2.330603501216040e0
161	1801	1.294411373863651e-3	1.294411373863651e-3	2.331234884328436e0
161	1811	1.288127783180178e-3	1.288127783180178e-3	2.332799415339302e0
161	1821	1.282035620031308e-3	1.282035620031308e-3	2.334586864077012e0
161	1831	1.276206383552380e-3	1.276206383552380e-3	2.336733888284408e0
161	1841	1.270692276860287e-3	1.270692276860287e-3	2.339344481699788e0
161	1851	1.266015143782062e-3	1.266015143782062e-3	2.343394031140597e0
161	1861	1.259945346056563e-3	1.259945346056563e-3	2.344758289011263e0
161	1871	1.254641319283798e-3	1.254641319283798e-3	2.347433908379986e0
161	1881	1.249701413508359e-3	1.249701413508359e-3	2.350688358809224e0
161	1891	1.244890160073673e-3	1.244890160073673e-3	2.354087292699315e0
161	1901	1.240337932752224e-3	1.240337932752224e-3	2.357882410161978e0
161	1911	1.236220541928726e-3	1.236220541928726e-3	2.362417455625795e0
161	1921	1.232734653100796e-3	1.232734653100796e-3	2.368083268606629e0
161	1931	1.230697918607513e-3	1.230697918607513e-3	2.376477680831107e0
161	1941	1.223177244581710e-3	1.223177244581710e-3	2.374187031733098e0
161	1951	1.216531406962767e-3	1.216531406962767e-3	2.373452774984358e0
161	1961	1.210585248589437e-3	1.210585248589437e-3	2.373957672483887e0
161	1971	1.205097588680149e-3	1.205097588680149e-3	2.375247347288573e0
161	1981	1.199854241697326e-3	1.199854241697326e-3	2.376911252802403e0
161	1991	1.194827965705480e-3	1.194827965705480e-3	2.378902479719611e0
171	171	7.338090340885605e-3	7.338090340885605e-3	1.254813448291438e0
171	181	6.706013690996188e-3	6.706013690996188e-3	1.213788478070310e0
171	191	6.327090226963497e-3	6.327090226963497e-3	1.208474233350028e0
171	201	6.039737762640995e-3	6.039737762640995e-3	1.213987290290840e0
171	211	5.807270263966312e-3	5.807270263966312e-3	1.225334025696892e0
171	221	5.609829166494330e-3	5.609829166494330e-3	1.239772245795247e0
171	231	5.443463425787803e-3	5.443463425787803e-3	1.257440051356982e0
171	241	5.288480729733230e-3	5.288480729733230e-3	1.274523855865709e0
171	251	5.167805292480276e-3	5.167805292480276e-3	1.297119128412549e0
171	261	5.046423658396510e-3	5.046423658396510e-3	1.317116574841489e0
171	271	4.911976566563558e-3	4.911976566563558e-3	1.331145649538724e0
171	281	4.806454581384823e-3	4.806454581384823e-3	1.350613737369135e0
171	291	4.710444549890423e-3	4.710444549890423e-3	1.370739364018113e0
171	301	4.627816899918131e-3	4.627816899918131e-3	1.392972886875357e0
171	311	4.556765683917175e-3	4.556765683917175e-3	1.417154127698242e0
171	321	4.502835476651645e-3	4.502835476651645e-3	1.445410188005178e0
171	331	4.470857139653627e-3	4.470857139653627e-3	1.479853713225351e0
171	341	4.486131745048123e-3	4.486131745048123e-3	1.529770925061410e0
171	351	4.323410161657038e-3	4.323410161657038e-3	1.517516966741620e0
171	361	4.192180894501996e-3	4.192180894501996e-3	1.513377302915221e0
171	371	4.085239639461803e-3	4.085239639461803e-3	1.515623906240329e0
171	381	3.992854250490364e-3	3.992854250490364e-3	1.521277469436829e0
171	391	3.911466560094487e-3	3.911466560094487e-3	1.529383424996944e0
171	401	3.839686248010624e-3	3.839686248010624e-3	1.539714185452260e0
171	411	3.769968582021487e-3	3.769968582021487e-3	1.549457087210831e0
171	421	3.711020025155295e-3	3.711020025155295e-3	1.562339430590379e0
171	431	3.655597797067607e-3	3.655597797067607e-3	1.575562650536139e0
171	441	3.591135345767438e-3	3.591135345767438e-3	1.583690687483440e0
171	451	3.537903876610123e-3	3.537903876610123e-3	1.595594648351165e0
171	461	3.489155536770938e-3	3.489155536770938e-3	1.608500702451402e0
171	471	3.445409541260835e-3	3.445409541260835e-3	1.622787893933853e0
171	481	3.405280149169827e-3	3.405280149169827e-3	1.637939751750687e0
171	491	3.372652532845995e-3	3.372652532845995e-3	1.655972393627384e0
171	501	3.349229921522768e-3	3.349229921522768e-3	1.677964190682907e0
171	511	3.344151377625755e-3	3.344151377625755e-3	1.708861353966761e0
171	521	3.273549960856206e-3	3.273549960856206e-3	1.705519529606083e0
171	531	3.204992292796061e-3	3.204992292796061e-3	1.701850907474708e0
171	541	3.147989780655861e-3	3.147989780655861e-3	1.703062471334821e0
171	551	3.097620574758899e-3	3.097620574758899e-3	1.706788936692153e0
171	561	3.051960170187980e-3	3.051960170187980e-3	1.712149655475457e0
171	571	3.011934489471647e-3	3.011934489471647e-3	1.719814593488310e0
171	581	2.971216955919881e-3	2.971216955919881e-3	1.726277051389451e0
171	591	2.935907064180100e-3	2.935907064180100e-3	1.735121074930439e0
171	601	2.904285350409033e-3	2.904285350409033e-3	1.745475495595829e0
171	611	2.865624043935372e-3	2.865624043935372e-3	1.750896290844512e0
171	621	2.832993662732017e-3	2.832993662732017e-3	1.759289064556582e0
171	631	2.803237187706001e-3	2.803237187706001e-3	1.768842665442487e0
171	641	2.775842620234383e-3	2.775842620234383e-3	1.779315119570239e0
171	651	2.749962782127173e-3	2.749962782127173e-3	1.790225771164790e0
171	661	2.728118056240198e-3	2.728118056240198e-3	1.803286035174771e0
171	671	2.711234315495652e-3	2.711234315495652e-3	1.819238225697583e0
171	681	2.703532578980198e-3	2.703532578980198e-3	1.841105686285515e0
171	691	2.665778023607877e-3	2.665778023607877e-3	1.842052614313043e0
171	701	2.622948579819157e-3	2.622948579819157e-3	1.838686954453229e0
171	711	2.586831798642761e-3	2.586831798642761e-3	1.839237408835003e0
171	721	2.554664383504089e-3	2.554664383504089e-3	1.841913020506448e0
171	731	2.525261452624970e-3	2.525261452624970e-3	1.845966121868853e0
171	741	2.499883532475436e-3	2.499883532475436e-3	1.852413697564298e0
171	751	2.472189872934485e-3	2.472189872934485e-3	1.856614594573798e0
171	761	2.448625559719661e-3	2.448625559719661e-3	1.863404050946662e0
171	771	2.428330937428714e-3	2.428330937428714e-3	1.872243152757539e0
171	781	2.401966776649115e-3	2.401966776649115e-3	1.875936052562958e0
171	791	2.379826183525211e-3	2.379826183525211e-3	1.882442511168442e0
171	801	2.359599406472066e-3	2.359599406472066e-3	1.890039124584125e0
171	811	2.340151878719371e-3	2.340151878719371e-3	1.897863173641410e0
171	821	2.322509890232484e-3	2.322509890232484e-3	1.906780619880869e0
171	831	2.306690875272919e-3	2.306690875272919e-3	1.916860117351795e0
171	841	2.293957179252086e-3	2.293957179252086e-3	1.929217987751004e0
171	851	2.286577012726766e-3	2.286577012726766e-3	1.945877037830477e0
171	861	2.264020298522424e-3	2.264020298522424e-3	1.949321477027807e0
171	871	2.234297987613856e-3	2.234297987613856e-3	1.946073547211668e0
171	881	2.209173077943952e-3	2.209173077943952e-3	1.946281481668622e0
171	891	2.186688728347777e-3	2.186688728347777e-3	1.948339656957870e0
171	901	2.165956643648695e-3	2.165956643648695e-3	1.951526935927475e0
171	911	2.147301898691798e-3	2.147301898691798e-3	1.956192029708228e0
171	921	2.128155502053075e-3	2.128155502053075e-3	1.960031217390882e0
171	931	2.111173918806098e-3	2.111173918806098e-3	1.965502918408477e0
171	941	2.097225117274909e-3	2.097225117274909e-3	1.973488835355690e0
171	951	2.077717150365438e-3	2.077717150365438e-3	1.975909009997532e0
171	961	2.061511530591879e-3	2.061511530591879e-3	1.981112580898796e0
171	971	2.046887787599155e-3	2.046887787599155e-3	1.987528041758779e0
171	981	2.032305802362880e-3	2.032305802362880e-3	1.993691992117985e0
171	991	2.019151437410457e-3	2.019151437410457e-3	2.000979074473763e0
171	1001	2.007272005958538e-3	2.007272005958538e-3	2.009279277964497e0
171	1011	1.997342968953428e-3	1.997342968953428e-3	2.019313741611915e0
171	1021	1.990805476316163e-3	1.990805476316163e-3	2.032612391318802e0
171	1031	1.976427000137840e-3	1.976427000137840e-3	2.037696237142113e0
171	1041	1.954368722603794e-3	1.954368722603794e-3	2.034497840230549e0
171	1051	1.935756021363979e-3	1.935756021363979e-3	2.034479578453542e0
171	1061	1.919055265983593e-3	1.919055265983593e-3	2.036117637208592e0
171	1071	1.903555305155172e-3	1.903555305155172e-3	2.038707731821189e0
171	1081	1.889292196674824e-3	1.889292196674824e-3	2.042324864605485e0
171	1091	1.875097929672875e-3	1.875097929672875e-3	2.045731841273107e0
171	1101	1.862130926132684e-3	1.862130926132684e-3	2.050206149672085e0
171	1111	1.851554661131399e-3	1.851554661131399e-3	2.057077228516984e0
171	1121	1.836975365221688e-3	1.836975365221688e-3	2.059249384413513e0
171	1131	1.824511521583890e-3	1.824511521583890e-3	2.063522530911379e0
171	1141	1.813439892653973e-3	1.813439892653973e-3	2.069134917518183e0
171	1151	1.801990931416385e-3	1.801990931416385e-3	2.074091562060259e0
171	1161	1.791752060106503e-3	1.791752060106503e-3	2.080224141783650e0
171	1171	1.782435310228125e-3	1.782435310228125e-3	2.087231748277134e0
