a	b	strip	stirling_b	ft_a	tsum_delta	formula	lhs	identity_err	gap_algebraic	gap_numerical	gap_match
41	76	1.283697047496791e-2	3.429755282997534e-3	4.570715669210768e-3	-1.837177359310133e-3	1.861770461146916e-2	1.900026406786608e-2	3.825595e-4	2.350978853503716e-3	2.733538309900636e-3	3.825595e-4
43	76	1.285189718482252e-2	3.429755282997534e-3	4.779248125317543e-3	-2.553293979893066e-3	1.813406958548834e-2	1.850760661324453e-2	3.735370e-4	1.852417117668288e-3	2.225954145424477e-3	3.735370e-4
45	76	1.286549707602339e-2	3.429755282997534e-3	4.888886819927694e-3	-3.056377760824164e-3	1.776573368407301e-2	1.812776141812445e-2	3.620277e-4	1.470481325052079e-3	1.832509059103530e-3	3.620277e-4
47	76	1.287793952967525e-2	3.429755282997534e-3	4.783360603377876e-3	-3.244989337671113e-3	1.744528669213101e-2	1.784606607837955e-2	4.007794e-4	1.137591879458219e-3	1.538371265706763e-3	4.007794e-4
49	76	1.288936627282492e-2	3.429755282997534e-3	4.899199936728961e-3	-3.653197054441668e-3	1.720267697073969e-2	1.756512443810975e-2	3.624475e-4	8.835554149172351e-4	1.246002882287293e-3	3.624475e-4
51	76	1.289989680082559e-2	3.429755282997534e-3	4.072686270704878e-3	-3.028778217470545e-3	1.704752206641679e-2	1.737356013705746e-2	3.260381e-4	7.178699825936599e-4	1.043908053234333e-3	3.260381e-4
53	76	1.290963257199603e-2	3.429755282997534e-3	4.406215536971340e-3	-3.652713401397008e-3	1.671126899965074e-2	1.709288999056790e-2	3.816210e-4	3.718811446571773e-4	7.535021355743319e-4	3.816210e-4
55	76	1.291866028708134e-2	3.429755282997534e-3	4.475505270010201e-3	-3.910464432726117e-3	1.649050736523258e-2	1.691345640736296e-2	4.229490e-4	1.420917951537057e-4	5.650408372840842e-4	4.229490e-4
59	76	1.293487957181088e-2	3.429755282997534e-3	4.435901542396091e-3	-4.263918710773903e-3	1.615253457476920e-2	1.653661768643061e-2	3.840831e-4	-2.121002800392128e-4	1.719828316221895e-4	3.840831e-4
61	76	1.294219154443486e-2	3.429755282997534e-3	4.265154764259101e-3	-4.205431577044627e-3	1.603278869203572e-2	1.643167001464687e-2	3.988813e-4	-3.391581353966694e-4	5.972318721447419e-5	3.988813e-4
63	76	1.294903926482874e-2	3.429755282997534e-3	4.505564724211216e-3	-4.579432892823269e-3	1.591566620593408e-2	1.630492637921422e-2	3.892602e-4	-4.631283418921968e-4	-7.386816861205188e-5	3.892602e-4
65	76	1.295546558704453e-2	3.429755282997534e-3	4.549356651059600e-3	-4.713930997971650e-3	1.583956285742916e-2	1.622064652313002e-2	3.810837e-4	-5.456580126129111e-4	-1.645743469120511e-4	3.810837e-4
67	76	1.296150824823252e-2	3.429755282997534e-3	4.548555900156407e-3	-4.742715754038311e-3	1.579243555364237e-2	1.619710367734815e-2	4.046681e-4	-5.988279775876844e-4	-1.941598538819031e-4	4.046681e-4
69	76	1.296720061022121e-2	3.429755282997534e-3	4.666585582666799e-3	-4.824966467321726e-3	1.578797407975671e-2	1.623857500856381e-2	4.506009e-4	-6.089818134620280e-4	-1.583808846549261e-4	4.506009e-4
71	76	1.297257227575982e-2	3.429755282997534e-3	4.772964206991029e-3	-5.005324398774286e-3	1.583041000445840e-2	1.616996736697410e-2	3.395574e-4	-5.719175542989624e-4	-2.323601917832581e-4	3.395574e-4
73	76	1.297764960346071e-2	3.429755282997534e-3	4.974426820656537e-3	-5.068709296532731e-3	1.593935789563870e-2	1.631312241058205e-2	3.737645e-4	-4.680469908195436e-4	-9.428247587619348e-5	3.737645e-4
75	76	1.298245614035088e-2	3.429755282997534e-3	5.277909621954199e-3	-5.028594770523204e-3	1.616519390804574e-2	1.666152627477941e-2	4.963324e-4	-2.470175153026705e-4	2.493148514309945e-4	4.963324e-4
2	77	6.493506493506494e-3	3.385213006594969e-3	2.216135236639746e-2	-1.999089794752564e-309	3.188590757414966e-2	3.204007186649892e-2	1.541643e-4	2.200718807404820e-2	2.216135236639746e-2	1.541643e-4
3	77	8.658008658008658e-3	3.385213006594969e-3	1.959835752853125e-2	1.129920318773188e-309	3.141024163169894e-2	3.164157919313488e-2	2.313376e-4	1.936701996709531e-2	1.959835752853125e-2	2.313376e-4
4	77	9.740259740259740e-3	3.385213006594969e-3	1.792699709051903e-2	2.781342323134002e-309	3.062645533534767e-2	3.105246983737374e-2	4.260145e-4	1.750098258849296e-2	1.792699709051903e-2	4.260145e-4
5	77	1.038961038961039e-2	3.385213006594969e-3	1.651730112836479e-2	3.476677903917502e-309	2.980874311336744e-2	3.029212452457015e-2	4.833814e-4	1.603391971716208e-2	1.651730112836479e-2	4.833814e-4
6	77	1.082251082251082e-2	3.385213006594969e-3	1.523543088871855e-2	-2.433674532742252e-309	2.908872032888705e-2	2.944315471782434e-2	3.544344e-4	1.488099649978126e-2	1.523543088871855e-2	3.544344e-4
8	77	1.136363636363636e-2	3.385213006594969e-3	1.365226817254843e-2	-3.945347194078373e-4	2.771193095385885e-2	2.800658282337192e-2	2.946519e-4	1.296308158362752e-2	1.325773345314059e-2	2.946519e-4
9	77	1.154401154401154e-2	3.385213006594969e-3	1.304954913863284e-2	-4.964096269676378e-4	2.712189925377846e-2	2.748236406227172e-2	3.604648e-4	1.219267470317194e-2	1.255313951166521e-2	3.604648e-4
10	77	1.168831168831169e-2	3.385213006594969e-3	1.232175606270006e-2	-4.130303729288672e-4	2.658667031402218e-2	2.698225038467785e-2	3.955801e-4	1.151314561911553e-2	1.190872568977119e-2	3.955801e-4
12	77	1.190476190476190e-2	3.385213006594969e-3	1.142453859457233e-2	-7.574415889626537e-4	2.559642204037279e-2	2.595707191696655e-2	3.606499e-4	1.030644712901592e-2	1.066709700560967e-2	3.606499e-4
13	77	1.198801198801199e-2	3.385213006594969e-3	1.044283549233500e-2	-1.600687702613127e-4	2.532962912823797e-2	2.565599171668064e-2	3.263626e-4	9.956404133631016e-3	1.028276672207368e-2	3.263626e-4
15	77	1.212121212121212e-2	3.385213006594969e-3	1.059756661274097e-2	-1.291294289055136e-3	2.448260443374494e-2	2.481269745149292e-2	3.300930e-4	8.976179305937851e-3	9.306272323685831e-3	3.300930e-4
16	77	1.217532467532468e-2	3.385213006594969e-3	9.510577964589182e-3	-6.380412129143308e-4	2.404942684329194e-2	2.443307443359450e-2	3.836476e-4	8.488889161372293e-3	8.872536751674851e-3	3.836476e-4
17	77	1.222307104660046e-2	3.385213006594969e-3	9.656185966570845e-3	-1.239311332346387e-3	2.363540359996349e-2	2.402515868741989e-2	3.897551e-4	8.027119546768068e-3	8.416874634224459e-3	3.897551e-4
18	77	1.226551226551227e-2	3.385213006594969e-3	9.444515828461359e-3	-1.411500003019716e-3	2.333103268847741e-2	2.368374109754888e-2	3.527084e-4	7.680307416370173e-3	8.033015825441643e-3	3.527084e-4
19	77	1.230348598769651e-2	3.385213006594969e-3	9.680345284140666e-3	-1.560280984147502e-3	2.329995744599410e-2	2.380876329428465e-2	5.088058e-4	7.611258451702615e-3	8.120064299993164e-3	5.088058e-4
20	77	1.233766233766234e-2	3.385213006594969e-3	8.191048949371612e-3	-6.565368664353607e-4	2.279796051289400e-2	2.325738742719356e-2	4.594269e-4	7.075085168636690e-3	7.534512082936252e-3	4.594269e-4
23	77	1.242236024844720e-2	3.385213006594969e-3	8.237767961617418e-3	-1.815724970734580e-3	2.185305524004309e-2	2.222961624592501e-2	3.765610e-4	6.045481985000913e-3	6.422042990882838e-3	3.765610e-4
24	77	1.244588744588745e-2	3.385213006594969e-3	8.206616840066908e-3	-1.988475473834661e-3	2.168697236716755e-2	2.204924181871466e-2	3.622695e-4	5.855871914685128e-3	6.218141366232248e-3	3.622695e-4
25	77	1.246753246753247e-2	3.385213006594969e-3	8.363858049119224e-3	-2.132251121987215e-3	2.166844710838546e-2	2.208435240125945e-2	4.159053e-4	5.815701634258021e-3	6.231606927132010e-3	4.159053e-4
26	77	1.248751248751249e-2	3.385213006594969e-3	6.291632658606871e-3	-2.956032108920246e-4	2.156131459490717e-2	2.186875494182230e-2	3.074403e-4	5.688589100799710e-3	5.996029447714847e-3	3.074403e-4
27	77	1.250601250601251e-2	3.385213006594969e-3	6.602331570827333e-3	-1.030854605857061e-3	2.101861266939048e-2	2.146270247757775e-2	4.440898e-4	5.127387156783003e-3	5.571476964970272e-3	4.440898e-4
29	77	1.253918495297806e-2	3.385213006594969e-3	6.634791795059176e-3	-1.812267879206214e-3	2.040893731368710e-2	2.074692187542599e-2	3.379846e-4	4.484539354114075e-3	4.822523915852962e-3	3.379846e-4
30	77	1.255411255411255e-2	3.385213006594969e-3	6.793693577723259e-3	-2.231661799586146e-3	2.018270488378887e-2	2.050135733884464e-2	3.186525e-4	4.243379323081343e-3	4.562031778137113e-3	3.186525e-4
31	77	1.256807708420612e-2	3.385213006594969e-3	6.327604442281590e-3	-1.896422483643764e-3	2.003317100496245e-2	2.038447204943891e-2	3.513010e-4	4.079880914161365e-3	4.431181958637825e-3	3.513010e-4
32	77	1.258116883116883e-2	3.385213006594969e-3	6.571317597990333e-3	-2.322250899356763e-3	1.979846399793352e-2	2.021544853639737e-2	4.169845e-4	3.832082160169721e-3	4.249066698633570e-3	4.169845e-4
34	77	1.260504201680672e-2	3.385213006594969e-3	6.580061436868846e-3	-2.637188376644546e-3	1.951447271496630e-2	1.993312808362599e-2	4.186554e-4	3.524217691564610e-3	3.942873060224300e-3	4.186554e-4
36	77	1.262626262626263e-2	3.385213006594969e-3	6.638284514196297e-3	-2.961685749634570e-3	1.937488532624492e-2	1.968807439741932e-2	3.131891e-4	3.363409693387325e-3	3.676598764561727e-3	3.131891e-4
37	77	1.263601263601264e-2	3.385213006594969e-3	6.790902961140965e-3	-3.074200758305051e-3	1.939136249701706e-2	1.973792784544352e-2	3.465653e-4	3.370136854409455e-3	3.716702202835914e-3	3.465653e-4
38	77	1.264524948735475e-2	3.385213006594969e-3	7.040390535899571e-3	-3.084645620999043e-3	1.952184998543221e-2	1.998620740885025e-2	4.643574e-4	3.491387491482491e-3	3.955744914900527e-3	4.643574e-4
39	77	1.265401265401265e-2	3.385213006594969e-3	3.977243793210908e-3	-3.694563864439572e-4	1.934554098748501e-2	1.964701306737457e-2	3.014721e-4	3.306315326877387e-3	3.607787406766950e-3	3.014721e-4
40	77	1.266233766233766e-2	3.385213006594969e-3	4.284598468429835e-3	-1.019534719407837e-3	1.887967259552593e-2	1.931261441795463e-2	4.329418e-4	2.832121926593301e-3	3.265063749021997e-3	4.329418e-4
41	77	1.267025657269560e-2	3.385213006594969e-3	4.479734287520546e-3	-1.561658573456604e-3	1.853635887383410e-2	1.897354529335451e-2	4.371864e-4	2.480889294543535e-3	2.918075714063941e-3	4.371864e-4
43	77	1.268498942917548e-2	3.385213006594969e-3	4.626168824322519e-3	-2.298546667666051e-3	1.802189019225939e-2	1.839782459242691e-2	3.759344e-4	1.951687756488948e-3	2.327622156656468e-3	3.759344e-4
45	77	1.269841269841270e-2	3.385213006594969e-3	4.719226336971521e-3	-2.839977183650584e-3	1.763220741526167e-2	1.796287485832860e-2	3.306674e-4	1.548581710253997e-3	1.879249153320936e-3	3.306674e-4
46	77	1.270468661773010e-2	3.385213006594969e-3	4.923730664971301e-3	-3.122936903469820e-3	1.749057511481424e-2	1.789069338582654e-2	4.001183e-4	1.400675490489170e-3	1.800793761501480e-3	4.001183e-4
47	77	1.271069356175739e-2	3.385213006594969e-3	4.656096616334283e-3	-3.017315724262990e-3	1.731529850619207e-2	1.773468746042365e-2	4.193890e-4	1.219391937839707e-3	1.638780892071293e-3	4.193890e-4
48	77	1.271645021645022e-2	3.385213006594969e-3	4.796633046722770e-3	-3.304385097990522e-3	1.717460908905723e-2	1.759391117177743e-2	4.193021e-4	1.072945866012047e-3	1.492247948732248e-3	4.193021e-4
50	77	1.272727272727273e-2	3.385213006594969e-3	4.887687917741422e-3	-3.686857394482018e-3	1.695285670011933e-2	1.731331625712710e-2	3.604596e-4	8.403709662516285e-4	1.200830523259403e-3	3.604596e-4
51	77	1.273236567354214e-2	3.385213006594969e-3	5.079703905404518e-3	-3.872195650494493e-3	1.690921574386149e-2	1.732508693504714e-2	4.158712e-4	7.916370637243833e-4	1.207508254910025e-3	4.158712e-4
52	77	1.273726273726274e-2	3.385213006594969e-3	4.106748020604394e-3	-3.106339988645687e-3	1.675747572768208e-2	1.712288377581641e-2	3.654080e-4	6.349999838243720e-4	1.000408031958706e-3	3.654080e-4
53	77	1.274197500612595e-2	3.385213006594969e-3	4.258274417694401e-3	-3.420613650699230e-3	1.659031693442700e-2	1.696484877971609e-2	3.745318e-4	4.631289217060821e-4	8.376607669951706e-4	3.745318e-4
54	77	1.274651274651275e-2	3.385213006594969e-3	4.318123799670527e-3	-3.599025439193936e-3	1.646173475740860e-2	1.685082411358431e-2	3.890894e-4	3.300090043008860e-4	7.190983604765901e-4	3.890894e-4
57	77	1.275917065390750e-2	3.385213006594969e-3	4.540813496701348e-3	-4.136656957910640e-3	1.617849538862641e-2	1.654854019929317e-2	3.700448e-4	3.411172812394779e-5	4.041565387907077e-4	3.700448e-4
58	77	1.276309896999552e-2	3.385213006594969e-3	4.115875653460973e-3	-3.816822280613556e-3	1.611602258939765e-2	1.644736534943791e-2	3.313428e-4	-3.228938719284468e-5	2.990533728474165e-4	3.313428e-4
59	77	1.276689412282633e-2	3.385213006594969e-3	4.282136667578044e-3	-4.055407946768229e-3	1.600632747076375e-2	1.637883585023111e-2	3.725084e-4	-1.457796586575478e-4	2.267287208098160e-4	3.725084e-4
60	77	1.277056277056277e-2	3.385213006594969e-3	4.308203114461745e-3	-4.161825875086221e-3	1.592945289806783e-2	1.630215301653326e-2	3.727001e-4	-2.263228790899134e-4	1.463772393755241e-4	3.727001e-4
61	77	1.277411113476687e-2	3.385213006594969e-3	4.434067227311183e-3	-4.343232219569989e-3	1.586600339804247e-2	1.625015914910304e-2	3.841558e-4	-2.933207433193716e-4	9.083500774119434e-5	3.841558e-4
62	77	1.277754503560955e-2	3.385213006594969e-3	4.252965308198299e-3	-4.192041976975054e-3	1.580988368830531e-2	1.622368137342776e-2	4.137977e-4	-3.528743538992118e-4	6.092333122324497e-5	4.137977e-4
64	77	1.278409090909091e-2	3.385213006594969e-3	4.482663857797720e-3	-4.545956030082865e-3	1.570767304364386e-2	1.610601174340073e-2	3.983387e-4	-4.616308720420185e-4	-6.329217228514479e-5	3.983387e-4
65	77	1.278721278721279e-2	3.385213006594969e-3	4.393121310223710e-3	-4.535125271729298e-3	1.566097065596739e-2	1.603042183230217e-2	3.694512e-4	-5.114551378403672e-4	-1.420039615055880e-4	3.694512e-4
67	77	1.279317697228145e-2	3.385213006594969e-3	4.469101308543410e-3	-4.675012362585130e-3	1.560438503604889e-2	1.597247892483470e-2	3.680939e-4	-5.740049428275261e-4	-2.059110540417197e-4	3.680939e-4
68	77	1.279602750190986e-2	3.385213006594969e-3	4.488255971348727e-3	-4.694771294501649e-3	1.558840918687140e-2	1.597472518535190e-2	3.863160e-4	-5.928313216334235e-4	-2.065153231529218e-4	3.863160e-4
69	77	1.279879540749106e-2	3.385213006594969e-3	4.542452216217705e-3	-4.727905914652768e-3	1.558188591398686e-2	1.599855471565097e-2	4.166688e-4	-6.021225000991698e-4	-1.854536984350622e-4	4.166688e-4
