band_j	band_k	range_j	range_k	Q_band
6	12	[64,128)	[4096,8192)	-1.494276789134079e-4
7	1	[128,256)	[2,4)	-1.014783023912057e-2
7	2	[128,256)	[4,8)	-4.252963310835736e-3
7	3	[128,256)	[8,16)	2.875278012327561e-3
7	4	[128,256)	[16,32)	-7.719401313219864e-3
7	5	[128,256)	[32,64)	5.135184721002965e-3
7	6	[128,256)	[64,128)	-5.693550598801675e-3
7	7	[128,256)	[128,256)	8.918948714369004e-3
7	8	[128,256)	[256,512)	-2.964035645388072e-3
7	9	[128,256)	[512,1024)	-3.383583340059164e-4
7	10	[128,256)	[1024,2048)	3.646393391771625e-4
7	11	[128,256)	[2048,4096)	-4.586223357627682e-4
7	12	[128,256)	[4096,8192)	8.759902447044653e-5
8	1	[256,512)	[2,4)	1.654947092199885e-2
8	2	[256,512)	[4,8)	6.857426422007977e-3
8	3	[256,512)	[8,16)	-5.252913390359245e-3
8	4	[256,512)	[16,32)	1.279680851507318e-2
8	5	[256,512)	[32,64)	-1.100682634436127e-2
8	6	[256,512)	[64,128)	2.213926772534651e-3
8	7	[256,512)	[128,256)	-2.964035645388076e-3
8	8	[256,512)	[256,512)	6.729349303057424e-3
8	9	[256,512)	[512,1024)	-2.200619304410958e-3
8	10	[256,512)	[1024,2048)	-1.243025480637631e-3
8	11	[256,512)	[2048,4096)	9.430116751459255e-4
8	12	[256,512)	[4096,8192)	-1.989396750028632e-4
9	1	[512,1024)	[2,4)	-6.134666247621021e-3
9	2	[512,1024)	[4,8)	-2.557744912690481e-3
9	3	[512,1024)	[8,16)	1.929371189012675e-3
9	4	[512,1024)	[16,32)	-4.813373367286428e-3
9	5	[512,1024)	[32,64)	4.012028349361888e-3
9	6	[512,1024)	[64,128)	-1.312850778992371e-3
9	7	[512,1024)	[128,256)	-3.383583340059163e-4
9	8	[512,1024)	[256,512)	-2.200619304410960e-3
9	9	[512,1024)	[512,1024)	3.225305072449468e-3
9	10	[512,1024)	[1024,2048)	-4.670047678955353e-5
9	11	[512,1024)	[2048,4096)	-4.705352273238502e-4
9	12	[512,1024)	[4096,8192)	6.637240944509649e-5
10	1	[1024,2048)	[2,4)	-4.743525004696800e-3
10	2	[1024,2048)	[4,8)	-2.003406353440050e-3
10	3	[1024,2048)	[8,16)	1.567926557939819e-3
10	4	[1024,2048)	[16,32)	-3.968997116540627e-3
10	5	[1024,2048)	[32,64)	3.405107197911845e-3
10	6	[1024,2048)	[64,128)	-1.043109398254207e-3
10	7	[1024,2048)	[128,256)	3.646393391771633e-4
10	8	[1024,2048)	[256,512)	-1.243025480637634e-3
10	9	[1024,2048)	[512,1024)	-4.670047678955231e-5
10	10	[1024,2048)	[1024,2048)	1.856956587031507e-3
10	11	[1024,2048)	[2048,4096)	-1.028370706303783e-3
10	12	[1024,2048)	[4096,8192)	1.663572428664861e-4
11	1	[2048,4096)	[2,4)	3.893333658228433e-3
11	2	[2048,4096)	[4,8)	1.645712038494828e-3
11	3	[2048,4096)	[8,16)	-1.294032524339572e-3
11	4	[2048,4096)	[16,32)	3.275045548543264e-3
11	5	[2048,4096)	[32,64)	-2.824379727803338e-3
11	6	[2048,4096)	[64,128)	8.101018882320765e-4
11	7	[2048,4096)	[128,256)	-4.586223357627691e-4
11	8	[2048,4096)	[256,512)	9.430116751459255e-4
11	9	[2048,4096)	[512,1024)	-4.705352273238502e-4
11	10	[2048,4096)	[1024,2048)	-1.028370706303783e-3
11	11	[2048,4096)	[2048,4096)	1.045280503555845e-3
11	12	[2048,4096)	[4096,8192)	-1.634826587012233e-4
12	1	[4096,8192)	[2,4)	-6.964142100511804e-4
12	2	[4096,8192)	[4,8)	-2.953344497001559e-4
12	3	[4096,8192)	[8,16)	2.337441596240121e-4
12	4	[4096,8192)	[16,32)	-5.951144446035569e-4
12	5	[4096,8192)	[32,64)	5.148181615935439e-4
12	6	[4096,8192)	[64,128)	-1.494276789134079e-4
12	7	[4096,8192)	[128,256)	8.759902447044647e-5
12	8	[4096,8192)	[256,512)	-1.989396750028632e-4
12	9	[4096,8192)	[512,1024)	6.637240944509656e-5
12	10	[4096,8192)	[1024,2048)	1.663572428664861e-4
12	11	[4096,8192)	[2048,4096)	-1.634826587012233e-4
12	12	[4096,8192)	[4096,8192)	3.984796446801029e-5
