band_j	band_k	range_j	range_k	Q_band
8	8	[256,512)	[256,512)	-1.256779218130827e-2
8	9	[256,512)	[512,1024)	3.674543414476216e-3
8	10	[256,512)	[1024,2048)	9.337660663853198e-4
9	1	[512,1024)	[2,4)	-4.512311525638942e-3
9	2	[512,1024)	[4,8)	-1.876656508904291e-3
9	3	[512,1024)	[8,16)	1.665521164898175e-3
9	4	[512,1024)	[16,32)	-1.273265140296567e-2
9	5	[512,1024)	[32,64)	3.516837799514590e-2
9	6	[512,1024)	[64,128)	-3.020264234615052e-2
9	7	[512,1024)	[128,256)	4.281146547098122e-3
9	8	[512,1024)	[256,512)	3.674543414476217e-3
9	9	[512,1024)	[512,1024)	-2.179714449383952e-3
9	10	[512,1024)	[1024,2048)	1.859239361999510e-4
10	1	[1024,2048)	[2,4)	-3.499218143179412e-4
10	2	[1024,2048)	[4,8)	-1.453355345955161e-4
10	3	[1024,2048)	[8,16)	1.133357027212486e-4
10	4	[1024,2048)	[16,32)	-2.803037050787888e-4
10	5	[1024,2048)	[32,64)	-7.830884624144477e-3
10	6	[1024,2048)	[64,128)	-7.830970882114022e-3
10	7	[1024,2048)	[128,256)	-5.348114715227400e-3
10	8	[1024,2048)	[256,512)	9.337660663853201e-4
10	9	[1024,2048)	[512,1024)	1.859239361999514e-4
10	10	[1024,2048)	[1024,2048)	4.669320467432478e-4
