band_j	band_k	range_j	range_k	Q_band
5	3	[32,64)	[8,16)	3.620369798676366e-2
5	4	[32,64)	[16,32)	-9.139459692456949e-2
5	5	[32,64)	[32,64)	7.653582388016916e-2
5	6	[32,64)	[64,128)	-1.764087117072176e-2
5	7	[32,64)	[128,256)	3.308205733165598e-3
5	8	[32,64)	[256,512)	-6.296004774226735e-3
5	9	[32,64)	[512,1024)	2.555781339110858e-3
5	10	[32,64)	[1024,2048)	2.946417012983784e-4
6	1	[64,128)	[2,4)	2.955862503365521e-2
6	2	[64,128)	[4,8)	1.146478096429125e-2
6	3	[64,128)	[8,16)	-8.312581274113787e-3
6	4	[64,128)	[16,32)	1.690834229499889e-2
6	5	[64,128)	[32,64)	-1.764087117072175e-2
6	6	[64,128)	[64,128)	1.187572143838442e-2
6	7	[64,128)	[128,256)	-3.444625885256659e-3
6	8	[64,128)	[256,512)	1.248205176403077e-3
6	9	[64,128)	[512,1024)	-7.747068287935204e-4
6	10	[64,128)	[1024,2048)	-8.916833748340628e-5
7	1	[128,256)	[2,4)	-7.314496786554141e-3
7	2	[128,256)	[4,8)	-2.993536454486614e-3
7	3	[128,256)	[8,16)	1.948056376809382e-3
7	4	[128,256)	[16,32)	-5.097932077082447e-3
7	5	[128,256)	[32,64)	3.308205733165594e-3
7	6	[128,256)	[64,128)	-3.444625885256664e-3
7	7	[128,256)	[128,256)	4.828211380318919e-3
7	8	[128,256)	[256,512)	-1.379833779390313e-3
7	9	[128,256)	[512,1024)	-4.390658831280876e-6
7	10	[128,256)	[1024,2048)	1.784858992877464e-5
8	1	[256,512)	[2,4)	1.063091326291902e-2
8	2	[256,512)	[4,8)	4.297299188097789e-3
8	3	[256,512)	[8,16)	-3.173977872135225e-3
8	4	[256,512)	[16,32)	7.530043675349620e-3
8	5	[256,512)	[32,64)	-6.296004774226736e-3
8	6	[256,512)	[64,128)	1.248205176403076e-3
8	7	[256,512)	[128,256)	-1.379833779390313e-3
8	8	[256,512)	[256,512)	2.815131362749414e-3
8	9	[256,512)	[512,1024)	-9.116380249585320e-4
8	10	[256,512)	[1024,2048)	-7.706253560449628e-5
9	1	[512,1024)	[2,4)	-4.316452229100922e-3
9	2	[512,1024)	[4,8)	-1.759965675637876e-3
9	3	[512,1024)	[8,16)	1.290937137017167e-3
9	4	[512,1024)	[16,32)	-3.134462445367476e-3
9	5	[512,1024)	[32,64)	2.555781339110860e-3
9	6	[512,1024)	[64,128)	-7.747068287935161e-4
9	7	[512,1024)	[128,256)	-4.390658831280550e-6
9	8	[512,1024)	[256,512)	-9.116380249585322e-4
9	9	[512,1024)	[512,1024)	9.430675408625863e-4
9	10	[512,1024)	[1024,2048)	1.072365006322757e-5
10	1	[1024,2048)	[2,4)	-4.552595593033163e-4
10	2	[1024,2048)	[4,8)	-1.882873473721042e-4
10	3	[1024,2048)	[8,16)	1.416131154382634e-4
10	4	[1024,2048)	[16,32)	-3.512397302366253e-4
10	5	[1024,2048)	[32,64)	2.946417012983786e-4
10	6	[1024,2048)	[64,128)	-8.916833748340662e-5
10	7	[1024,2048)	[128,256)	1.784858992877476e-5
10	8	[1024,2048)	[256,512)	-7.706253560449645e-5
10	9	[1024,2048)	[512,1024)	1.072365006322759e-5
10	10	[1024,2048)	[1024,2048)	3.076391694640480e-5
