d	Q_d	abs_Q_d	cumul_pct	sigma_d	factorization
79	-4.990692326440870e-4	4.990692326440870e-4	239.7874	1.012658	79 (prime)
82	5.283058795364770e-5	5.283058795364770e-5	239.7924	1.536585	2·41
83	-6.143000697905559e-3	6.143000697905559e-3	240.3759	1.012048	83 (prime)
85	-6.114518356239246e-3	6.114518356239246e-3	240.9568	1.270588	5·17
86	9.497646456811189e-4	9.497646456811189e-4	241.0470	1.534884	2·43
87	-3.582186419033591e-3	3.582186419033591e-3	241.3873	1.379310	3·29
89	1.202047887906464e-4	1.202047887906464e-4	241.3987	1.011236	89 (prime)
91	1.305410049644667e-3	1.305410049644667e-3	241.5227	1.230769	7·13
93	-8.044205027797421e-4	8.044205027797421e-4	241.5991	1.376344	3·31
94	4.350194078081251e-3	4.350194078081251e-3	242.0123	1.531915	2·47
95	-4.615773690941587e-3	4.615773690941587e-3	242.4508	1.263158	5·19
97	9.003330843327106e-4	9.003330843327106e-4	242.5363	1.010309	97 (prime)
101	-3.919311424227328e-4	3.919311424227328e-4	242.5736	1.009901	101 (prime)
102	2.177679658944050e-3	2.177679658944050e-3	242.7804	2.117647	2·3·17
103	1.200913316587268e-3	1.200913316587268e-3	242.8945	1.009709	103 (prime)
105	-2.318795627209073e-3	2.318795627209073e-3	243.1148	1.828571	3·5·7
106	2.418726551152519e-3	2.418726551152519e-3	243.3445	1.528302	2·53
107	-2.847106208259150e-3	2.847106208259150e-3	243.6150	1.009346	107 (prime)
109	1.709928858203565e-3	1.709928858203565e-3	243.7774	1.009174	109 (prime)
110	2.187349503205135e-3	2.187349503205135e-3	243.9852	1.963636	2·5·11
111	1.139161777148151e-3	1.139161777148151e-3	244.0934	1.369369	3·37
113	1.372476869425364e-3	1.372476869425364e-3	244.2238	1.008850	113 (prime)
114	2.536713532243844e-3	2.536713532243844e-3	244.4648	2.105263	2·3·19
115	1.124092783310397e-3	1.124092783310397e-3	244.5716	1.252174	5·23
118	7.766031364940221e-5	7.766031364940221e-5	244.5789	1.525424	2·59
119	-2.164261034424668e-3	2.164261034424668e-3	244.7845	1.210084	7·17
122	1.183678468433858e-3	1.183678468433858e-3	244.8970	1.524590	2·61
123	-1.033456096094493e-3	1.033456096094493e-3	244.9951	1.365854	3·41
127	-4.127800530862837e-4	4.127800530862837e-4	245.0344	1.007874	127 (prime)
129	8.834159591322036e-4	8.834159591322036e-4	245.1183	1.364341	3·43
130	1.107973825035785e-3	1.107973825035785e-3	245.2235	1.938462	2·5·13
131	3.539039448573713e-4	3.539039448573713e-4	245.2571	1.007634	131 (prime)
133	-2.079610886068741e-3	2.079610886068741e-3	245.4547	1.203008	7·19
134	3.635852799583293e-3	3.635852799583293e-3	245.8001	1.522388	2·67
137	1.762575517411158e-3	1.762575517411158e-3	245.9675	1.007299	137 (prime)
138	1.392356585566401e-3	1.392356585566401e-3	246.0998	2.086957	2·3·23
139	5.313828024180754e-4	5.313828024180754e-4	246.1503	1.007194	139 (prime)
141	9.216343766521470e-4	9.216343766521470e-4	246.2378	1.361702	3·47
142	5.596436772022918e-4	5.596436772022918e-4	246.2910	1.521127	2·71
143	1.009494060274362e-3	1.009494060274362e-3	246.3869	1.174825	11·13
145	2.390627897677237e-3	2.390627897677237e-3	246.6140	1.241379	5·29
146	1.534495595475037e-3	1.534495595475037e-3	246.7597	1.520548	2·73
149	1.461435573073345e-3	1.461435573073345e-3	246.8985	1.006711	149 (prime)
151	-8.644844743868558e-4	8.644844743868558e-4	246.9807	1.006623	151 (prime)
154	1.250397797165945e-3	1.250397797165945e-3	247.0994	1.870130	2·7·11
155	-6.501912140541024e-5	6.501912140541024e-5	247.1056	1.238710	5·31
157	-2.232719554024369e-3	2.232719554024369e-3	247.3177	1.006369	157 (prime)
158	5.717151371947885e-4	5.717151371947885e-4	247.3720	1.518987	2·79
159	-6.848844486766353e-4	6.848844486766353e-4	247.4371	1.358491	3·53
161	1.735878514908903e-3	1.735878514908903e-3	247.6020	1.192547	7·23
163	9.465497473698265e-4	9.465497473698265e-4	247.6919	1.006135	163 (prime)
165	8.740612450679368e-4	8.740612450679368e-4	247.7749	1.745455	3·5·11
166	1.650063659620484e-3	1.650063659620484e-3	247.9317	1.518072	2·83
167	4.849968398224999e-4	4.849968398224999e-4	247.9777	1.005988	167 (prime)
170	1.277714498373590e-3	1.277714498373590e-3	248.0991	1.905882	2·5·17
173	8.073511381960284e-5	8.073511381960284e-5	248.1068	1.005780	173 (prime)
174	1.013689130168633e-3	1.013689130168633e-3	248.2031	2.068966	2·3·29
177	2.416204385818695e-5	2.416204385818695e-5	248.2054	1.355932	3·59
178	6.443586997610662e-4	6.443586997610662e-4	248.2666	1.516854	2·89
179	-3.233939035051471e-4	3.233939035051471e-4	248.2973	1.005587	179 (prime)
181	2.544707007300042e-4	2.544707007300042e-4	248.3215	1.005525	181 (prime)
182	1.066008306073916e-3	1.066008306073916e-3	248.4227	1.846154	2·7·13
183	7.484745354020920e-4	7.484745354020920e-4	248.4938	1.355191	3·61
185	4.693495420544681e-4	4.693495420544681e-4	248.5384	1.232432	5·37
186	1.412878766319250e-3	1.412878766319250e-3	248.6726	2.064516	2·3·31
187	7.678936128420146e-4	7.678936128420146e-4	248.7456	1.155080	11·17
190	1.921919883471269e-3	1.921919883471269e-3	248.9282	1.894737	2·5·19
191	2.500068354553128e-5	2.500068354553128e-5	248.9305	1.005236	191 (prime)
193	-6.447477555696357e-4	6.447477555696357e-4	248.9918	1.005181	193 (prime)
194	4.928740577541893e-4	4.928740577541893e-4	249.0386	1.515464	2·97
195	-3.074257726312284e-4	3.074257726312284e-4	249.0678	1.723077	3·5·13
197	5.926606722787342e-4	5.926606722787342e-4	249.1241	1.005076	197 (prime)
199	1.651917813221195e-4	1.651917813221195e-4	249.1398	1.005025	199 (prime)
201	1.118378770046059e-3	1.118378770046059e-3	249.2460	1.353234	3·67
