band_j	band_k	range_j	range_k	Q_band
7	7	[128,256)	[128,256)	-8.486875349532040e-3
7	8	[128,256)	[256,512)	-1.263089459862144e-2
7	9	[128,256)	[512,1024)	7.089843950943442e-3
7	10	[128,256)	[1024,2048)	-2.527866362131181e-2
7	11	[128,256)	[2048,4096)	-9.946466094669952e-3
7	12	[128,256)	[4096,8192)	-3.607481036443684e-3
8	1	[256,512)	[2,4)	1.660666599929969e-2
8	2	[256,512)	[4,8)	7.107586932168524e-3
8	3	[256,512)	[8,16)	-7.192032847867455e-3
8	4	[256,512)	[16,32)	6.878863431008962e-2
8	5	[256,512)	[32,64)	-4.477750610954604e-3
8	6	[256,512)	[64,128)	-1.844158956310576e-2
8	7	[256,512)	[128,256)	-1.263089459862144e-2
8	8	[256,512)	[256,512)	-4.687447831559708e-3
8	9	[256,512)	[512,1024)	-1.691519637875219e-3
8	10	[256,512)	[1024,2048)	-1.203493180496247e-2
8	11	[256,512)	[2048,4096)	4.302399302914205e-3
8	12	[256,512)	[4096,8192)	-1.380059785070802e-3
9	1	[512,1024)	[2,4)	-6.151647370861473e-3
9	2	[512,1024)	[4,8)	-2.614893958747843e-3
9	3	[512,1024)	[8,16)	2.445619456824452e-3
9	4	[512,1024)	[16,32)	-2.163072645648446e-2
9	5	[512,1024)	[32,64)	6.719125756037274e-2
9	6	[512,1024)	[64,128)	-8.053561551144417e-3
9	7	[512,1024)	[128,256)	7.089843950943443e-3
9	8	[512,1024)	[256,512)	-1.691519637875219e-3
9	9	[512,1024)	[512,1024)	-4.095904503962943e-3
9	10	[512,1024)	[1024,2048)	-5.843892341792753e-4
9	11	[512,1024)	[2048,4096)	7.174986113022119e-3
9	12	[512,1024)	[4096,8192)	-1.758241816829451e-4
10	1	[1024,2048)	[2,4)	-4.779187559036901e-3
10	2	[1024,2048)	[4,8)	-2.028067548172698e-3
10	3	[1024,2048)	[8,16)	1.648701287130733e-3
10	4	[1024,2048)	[16,32)	-4.640975904505858e-3
10	5	[1024,2048)	[32,64)	-7.320944498930262e-2
10	6	[1024,2048)	[64,128)	-9.081918463204309e-4
10	7	[1024,2048)	[128,256)	-2.527866362131181e-2
10	8	[1024,2048)	[256,512)	-1.203493180496247e-2
10	9	[1024,2048)	[512,1024)	-5.843892341792782e-4
10	10	[1024,2048)	[1024,2048)	7.858949315020684e-3
10	11	[1024,2048)	[2048,4096)	-6.211008587853439e-3
10	12	[1024,2048)	[4096,8192)	4.515567441986534e-4
11	1	[2048,4096)	[2,4)	3.950570386301618e-3
11	2	[2048,4096)	[4,8)	1.676567394550969e-3
11	3	[2048,4096)	[8,16)	-1.358540613694247e-3
11	4	[2048,4096)	[16,32)	3.790423787615087e-3
11	5	[2048,4096)	[32,64)	-5.074391648518230e-3
11	6	[2048,4096)	[64,128)	-6.568868435009115e-2
11	7	[2048,4096)	[128,256)	-9.946466094669953e-3
11	8	[2048,4096)	[256,512)	4.302399302914206e-3
11	9	[2048,4096)	[512,1024)	7.174986113022120e-3
11	10	[2048,4096)	[1024,2048)	-6.211008587853439e-3
11	11	[2048,4096)	[2048,4096)	2.397116732718124e-3
11	12	[2048,4096)	[4096,8192)	-5.957692484336392e-4
12	1	[4096,8192)	[2,4)	-7.293013174139458e-4
12	2	[4096,8192)	[4,8)	-3.099595837961772e-4
12	3	[4096,8192)	[8,16)	2.494695537028319e-4
12	4	[4096,8192)	[16,32)	-6.674233714614346e-4
12	5	[4096,8192)	[32,64)	6.616404997853636e-4
12	6	[4096,8192)	[64,128)	3.079762211296945e-3
12	7	[4096,8192)	[128,256)	-3.607481036443685e-3
12	8	[4096,8192)	[256,512)	-1.380059785070802e-3
12	9	[4096,8192)	[512,1024)	-1.758241816829451e-4
12	10	[4096,8192)	[1024,2048)	4.515567441986533e-4
12	11	[4096,8192)	[2048,4096)	-5.957692484336392e-4
12	12	[4096,8192)	[4096,8192)	6.014565488224000e-5
