band_j	band_k	range_j	range_k	Q_band
5	11	[32,64)	[2048,4096)	-4.128300236979188e-4
6	1	[64,128)	[2,4)	3.234507200845285e-2
6	2	[64,128)	[4,8)	1.268435053565522e-2
6	3	[64,128)	[8,16)	-9.354056192057356e-3
6	4	[64,128)	[16,32)	1.921833164685948e-2
6	5	[64,128)	[32,64)	-2.044145067174222e-2
6	6	[64,128)	[64,128)	1.434847738373749e-2
6	7	[64,128)	[128,256)	-4.415947603981698e-3
6	8	[64,128)	[256,512)	1.672904930726435e-3
6	9	[64,128)	[512,1024)	-1.007924481664929e-3
6	10	[64,128)	[1024,2048)	-3.108271092070149e-4
6	11	[64,128)	[2048,4096)	1.163603126396515e-4
7	1	[128,256)	[2,4)	-8.610587236455079e-3
7	2	[128,256)	[4,8)	-3.563834205359257e-3
7	3	[128,256)	[8,16)	2.362217489420257e-3
7	4	[128,256)	[16,32)	-6.258448643847388e-3
7	5	[128,256)	[32,64)	4.113188306280359e-3
7	6	[128,256)	[64,128)	-4.415947603981700e-3
7	7	[128,256)	[128,256)	6.563572058638752e-3
7	8	[128,256)	[256,512)	-2.035128897881890e-3
7	9	[128,256)	[512,1024)	-1.438062973645932e-4
7	10	[128,256)	[1024,2048)	5.403890823743934e-5
7	11	[128,256)	[2048,4096)	-6.131659656605860e-5
8	1	[256,512)	[2,4)	1.333899998031696e-2
8	2	[256,512)	[4,8)	5.454494204686636e-3
8	3	[256,512)	[8,16)	-4.097202857886065e-3
8	4	[256,512)	[16,32)	9.853465492610135e-3
8	5	[256,512)	[32,64)	-8.351596840546642e-3
8	6	[256,512)	[64,128)	1.672904930726434e-3
8	7	[256,512)	[128,256)	-2.035128897881891e-3
8	8	[256,512)	[256,512)	4.418768565401735e-3
8	9	[256,512)	[512,1024)	-1.452664541649503e-3
8	10	[256,512)	[1024,2048)	-3.195759916897529e-4
8	11	[256,512)	[2048,4096)	1.248822965402511e-4
9	1	[512,1024)	[2,4)	-5.149365013098489e-3
9	2	[512,1024)	[4,8)	-2.122025854478205e-3
9	3	[512,1024)	[8,16)	1.575225586465642e-3
9	4	[512,1024)	[16,32)	-3.878022112122392e-3
9	5	[512,1024)	[32,64)	3.191624777201709e-3
9	6	[512,1024)	[64,128)	-1.007924481664928e-3
9	7	[512,1024)	[128,256)	-1.438062973645951e-4
9	8	[512,1024)	[256,512)	-1.452664541649504e-3
9	9	[512,1024)	[512,1024)	1.841569285240022e-3
9	10	[512,1024)	[1024,2048)	-5.440209529035540e-5
9	11	[512,1024)	[2048,4096)	-5.316520958351708e-5
10	1	[1024,2048)	[2,4)	-1.453783901549489e-3
10	2	[1024,2048)	[4,8)	-6.075746013951781e-4
10	3	[1024,2048)	[8,16)	4.636052743330108e-4
10	4	[1024,2048)	[16,32)	-1.164440963459720e-3
10	5	[1024,2048)	[32,64)	9.826345791549417e-4
10	6	[1024,2048)	[64,128)	-3.108271092070152e-4
10	7	[1024,2048)	[128,256)	5.403890823743815e-5
10	8	[1024,2048)	[256,512)	-3.195759916897538e-4
10	9	[1024,2048)	[512,1024)	-5.440209529035570e-5
10	10	[1024,2048)	[1024,2048)	3.429412490131732e-4
10	11	[1024,2048)	[2048,4096)	-4.281069403517709e-5
11	1	[2048,4096)	[2,4)	6.064699651609792e-4
11	2	[2048,4096)	[4,8)	2.527854886644847e-4
11	3	[2048,4096)	[8,16)	-1.950280730522228e-4
11	4	[2048,4096)	[16,32)	4.859470068108314e-4
11	5	[2048,4096)	[32,64)	-4.128300236979188e-4
11	6	[2048,4096)	[64,128)	1.163603126396515e-4
11	7	[2048,4096)	[128,256)	-6.131659656605855e-5
11	8	[2048,4096)	[256,512)	1.248822965402512e-4
11	9	[2048,4096)	[512,1024)	-5.316520958351709e-5
11	10	[2048,4096)	[1024,2048)	-4.281069403517707e-5
11	11	[2048,4096)	[2048,4096)	1.958267643117054e-5
