band_j	band_k	range_j	range_k	Q_band
4	5	[16,32)	[32,64)	-1.464123024288377e-3
4	6	[16,32)	[64,128)	-3.745254539843161e-2
4	7	[16,32)	[128,256)	1.210867792946341e-1
4	8	[16,32)	[256,512)	8.343074634423892e-2
4	9	[16,32)	[512,1024)	-2.671602535867098e-2
4	10	[16,32)	[1024,2048)	-7.705976737526664e-3
4	11	[16,32)	[2048,4096)	8.415621123165514e-3
4	12	[16,32)	[4096,8192)	-3.486770750677257e-3
4	13	[16,32)	[8192,16384)	4.538214264422091e-4
5	1	[32,64)	[2,4)	-1.806934802846513e-1
5	2	[32,64)	[4,8)	-9.380641530787474e-2
5	3	[32,64)	[8,16)	4.936155049187318e-3
5	4	[32,64)	[16,32)	-1.464123024288376e-3
5	5	[32,64)	[32,64)	1.343816481260296e-3
5	6	[32,64)	[64,128)	-4.195269638694943e-4
5	7	[32,64)	[128,256)	3.135864289233634e-4
5	8	[32,64)	[256,512)	-4.853430316236126e-3
5	9	[32,64)	[512,1024)	8.614591684855592e-2
5	10	[32,64)	[1024,2048)	-1.131427282561458e-1
5	11	[32,64)	[2048,4096)	-1.081350187987174e-2
5	12	[32,64)	[4096,8192)	3.482193703116860e-3
5	13	[32,64)	[8192,16384)	-4.219155550595857e-4
6	1	[64,128)	[2,4)	3.885104433491339e-2
6	2	[64,128)	[4,8)	1.862163593734505e-2
6	3	[64,128)	[8,16)	1.009964467703650e-1
6	4	[64,128)	[16,32)	-3.745254539843161e-2
6	5	[64,128)	[32,64)	-4.195269638694942e-4
6	6	[64,128)	[64,128)	7.191413530988945e-4
6	7	[64,128)	[128,256)	-4.374057716589178e-5
6	8	[64,128)	[256,512)	1.415850170252781e-4
6	9	[64,128)	[512,1024)	-2.328929844646517e-5
6	10	[64,128)	[1024,2048)	1.780668719039644e-2
6	11	[64,128)	[2048,4096)	-1.084182488917790e-1
6	12	[64,128)	[4096,8192)	2.102478830898607e-2
6	13	[64,128)	[8192,16384)	5.074464940204519e-5
7	1	[128,256)	[2,4)	-1.148642583195859e-2
7	2	[128,256)	[4,8)	-5.090078439475725e-3
7	3	[128,256)	[8,16)	6.504256102390767e-3
7	4	[128,256)	[16,32)	1.210867792946341e-1
7	5	[128,256)	[32,64)	3.135864289233638e-4
7	6	[128,256)	[64,128)	-4.374057716589270e-5
7	7	[128,256)	[128,256)	2.918362330972669e-3
7	8	[128,256)	[256,512)	-2.145544183327386e-2
7	9	[128,256)	[512,1024)	7.888918055016457e-3
7	10	[128,256)	[1024,2048)	-1.019202048426798e-2
7	11	[128,256)	[2048,4096)	-4.057091984322282e-2
7	12	[128,256)	[4096,8192)	1.783811203893518e-2
7	13	[128,256)	[8192,16384)	3.125809462068176e-3
8	1	[256,512)	[2,4)	1.938632648146495e-2
8	2	[256,512)	[4,8)	8.384891361169091e-3
8	3	[256,512)	[8,16)	-8.593542776427387e-3
8	4	[256,512)	[16,32)	8.343074634423890e-2
8	5	[256,512)	[32,64)	-4.853430316236121e-3
8	6	[256,512)	[64,128)	1.415850170252787e-4
8	7	[256,512)	[128,256)	-2.145544183327386e-2
8	8	[256,512)	[256,512)	4.703469498470408e-3
8	9	[256,512)	[512,1024)	7.056164633697985e-4
8	10	[256,512)	[1024,2048)	-3.966627495465124e-3
8	11	[256,512)	[2048,4096)	-1.901724445194146e-2
8	12	[256,512)	[4096,8192)	2.912865206012333e-3
8	13	[256,512)	[8192,16384)	2.141741786529269e-3
9	1	[512,1024)	[2,4)	-7.005661314022762e-3
9	2	[512,1024)	[4,8)	-3.009716030848828e-3
9	3	[512,1024)	[8,16)	2.876591169275795e-3
9	4	[512,1024)	[16,32)	-2.671602535867097e-2
9	5	[512,1024)	[32,64)	8.614591684855591e-2
9	6	[512,1024)	[64,128)	-2.328929844646432e-5
9	7	[512,1024)	[128,256)	7.888918055016458e-3
9	8	[512,1024)	[256,512)	7.056164633698027e-4
9	9	[512,1024)	[512,1024)	-1.690253373552338e-2
9	10	[512,1024)	[1024,2048)	6.388748216465576e-4
9	11	[512,1024)	[2048,4096)	6.788212387564049e-3
9	12	[512,1024)	[4096,8192)	3.962175027293766e-4
9	13	[512,1024)	[8192,16384)	5.769455893974886e-4
10	1	[1024,2048)	[2,4)	-7.624318383691619e-3
10	2	[1024,2048)	[4,8)	-3.269722586104778e-3
10	3	[1024,2048)	[8,16)	2.698042901591491e-3
10	4	[1024,2048)	[16,32)	-7.705976737526662e-3
10	5	[1024,2048)	[32,64)	-1.131427282561458e-1
10	6	[1024,2048)	[64,128)	1.780668719039644e-2
10	7	[1024,2048)	[128,256)	-1.019202048426798e-2
10	8	[1024,2048)	[256,512)	-3.966627495465123e-3
10	9	[1024,2048)	[512,1024)	6.388748216465559e-4
10	10	[1024,2048)	[1024,2048)	1.764651910847383e-3
10	11	[1024,2048)	[2048,4096)	-1.774719975044927e-2
10	12	[1024,2048)	[4096,8192)	-3.602237324538191e-4
10	13	[1024,2048)	[8192,16384)	-8.410432945848782e-4
11	1	[2048,4096)	[2,4)	8.539117475683408e-3
11	2	[2048,4096)	[4,8)	3.663463402656037e-3
11	3	[2048,4096)	[8,16)	-3.007900191558089e-3
11	4	[2048,4096)	[16,32)	8.415621123165518e-3
11	5	[2048,4096)	[32,64)	-1.081350187987174e-2
11	6	[2048,4096)	[64,128)	-1.084182488917790e-1
11	7	[2048,4096)	[128,256)	-4.057091984322282e-2
11	8	[2048,4096)	[256,512)	-1.901724445194146e-2
11	9	[2048,4096)	[512,1024)	6.788212387564044e-3
11	10	[2048,4096)	[1024,2048)	-1.774719975044927e-2
11	11	[2048,4096)	[2048,4096)	1.357155741001514e-2
11	12	[2048,4096)	[4096,8192)	-6.076918365558605e-3
11	13	[2048,4096)	[8192,16384)	5.735882359916758e-4
12	1	[4096,8192)	[2,4)	-3.678900315348417e-3
12	2	[4096,8192)	[4,8)	-1.580434400375256e-3
12	3	[4096,8192)	[8,16)	1.290552131392203e-3
12	4	[4096,8192)	[16,32)	-3.486770750677258e-3
12	5	[4096,8192)	[32,64)	3.482193703116861e-3
12	6	[4096,8192)	[64,128)	2.102478830898607e-2
12	7	[4096,8192)	[128,256)	1.783811203893518e-2
12	8	[4096,8192)	[256,512)	2.912865206012335e-3
12	9	[4096,8192)	[512,1024)	3.962175027293776e-4
12	10	[4096,8192)	[1024,2048)	-3.602237324538218e-4
12	11	[4096,8192)	[2048,4096)	-6.076918365558605e-3
12	12	[4096,8192)	[4096,8192)	-1.891592040875249e-4
12	13	[4096,8192)	[8192,16384)	-2.245330778949094e-4
13	1	[8192,16384)	[2,4)	4.877149124771566e-4
13	2	[8192,16384)	[4,8)	2.099743189307291e-4
13	3	[8192,16384)	[8,16)	-1.712318610850080e-4
13	4	[8192,16384)	[16,32)	4.538214264422091e-4
13	5	[8192,16384)	[32,64)	-4.219155550595857e-4
13	6	[8192,16384)	[64,128)	5.074464940204526e-5
13	7	[8192,16384)	[128,256)	3.125809462068176e-3
13	8	[8192,16384)	[256,512)	2.141741786529269e-3
13	9	[8192,16384)	[512,1024)	5.769455893974888e-4
13	10	[8192,16384)	[1024,2048)	-8.410432945848785e-4
13	11	[8192,16384)	[2048,4096)	5.735882359916759e-4
13	12	[8192,16384)	[4096,8192)	-2.245330778949093e-4
13	13	[8192,16384)	[8192,16384)	1.090283930766711e-4
