k	lambda_k
8680	5.311117457446798e-7
8681	5.311186832231237e-7
8682	5.311897505683735e-7
8683	5.312166031035020e-7
8684	5.313038535831662e-7
8685	5.313208893768927e-7
8686	5.313961320097220e-7
8687	5.314233253412629e-7
8688	5.314708650117374e-7
8689	5.315009935531607e-7
8690	5.315812398638486e-7
8691	5.316559365055283e-7
8692	5.316846695078923e-7
8693	5.317418719026374e-7
8694	5.317786192465953e-7
8695	5.318034086908178e-7
8696	5.318568148639372e-7
8697	5.319016486992551e-7
8698	5.319292648351806e-7
8699	5.319819565460667e-7
8700	5.320335711924689e-7
8701	5.320656170768717e-7
8702	5.321626278322453e-7
8703	5.321707731864968e-7
8704	5.322236344959272e-7
8705	5.323099526253432e-7
8706	5.323548778107180e-7
8707	5.323845165243704e-7
8708	5.323920764260748e-7
8709	5.324258005478674e-7
8710	5.324624820469044e-7
8711	5.325453157071703e-7
8712	5.325961492859962e-7
8713	5.326131854958688e-7
8714	5.326581471162626e-7
8715	5.327258188137064e-7
8716	5.327559284319069e-7
8717	5.328329868624958e-7
8718	5.328696650230127e-7
8719	5.329196495167857e-7
8720	5.329782388914834e-7
8721	5.330419368966251e-7
8722	5.330829225241841e-7
8723	5.331360515208148e-7
8724	5.331615848603227e-7
8725	5.331830555927309e-7
8726	5.332477789591695e-7
8727	5.332657143920301e-7
8728	5.333142705086707e-7
8729	5.333573037678764e-7
8730	5.333758339090324e-7
8731	5.334489365547516e-7
8732	5.334834519842546e-7
8733	5.335498500357644e-7
8734	5.335619759842874e-7
8735	5.335830308110442e-7
8736	5.336531966887029e-7
8737	5.337119196020026e-7
8738	5.337582593170012e-7
8739	5.338011690398223e-7
8740	5.338636128315236e-7
8741	5.339419440047527e-7
8742	5.339833851764626e-7
8743	5.340000299748699e-7
8744	5.340270639635087e-7
8745	5.340490481244279e-7
8746	5.341287130460383e-7
8747	5.341624900433278e-7
8748	5.342058203798127e-7
8749	5.342715789284895e-7
8750	5.342975235488116e-7
8751	5.343549016503515e-7
8752	5.343958761742669e-7
8753	5.344639554402394e-7
8754	5.344742885519693e-7
8755	5.345017824682721e-7
8756	5.345613678720993e-7
8757	5.345825499695605e-7
8758	5.346581392111429e-7
8759	5.347038897418622e-7
8760	5.347260855329596e-7
8761	5.347569083372004e-7
8762	5.348310850048204e-7
8763	5.348680822416132e-7
8764	5.349083413505636e-7
8765	5.349545341537741e-7
8766	5.349797195465883e-7
8767	5.350182455967043e-7
8768	5.350638104905120e-7
8769	5.351040588176558e-7
8770	5.351509507981123e-7
8771	5.352067534892792e-7
8772	5.352694341760673e-7
8773	5.353008739179552e-7
8774	5.353242051173998e-7
8775	5.353459231589123e-7
8776	5.353798207213288e-7
8777	5.354209141348554e-7
8778	5.354263770453877e-7
8779	5.354412041898972e-7
8780	5.355073219662768e-7
8781	5.355371996998385e-7
8782	5.355912467855729e-7
8783	5.356099178392347e-7
8784	5.356612238645126e-7
8785	5.357139595974063e-7
8786	5.357146368388916e-7
8787	5.357926240979970e-7
8788	5.358211566176300e-7
8789	5.358356807215487e-7
8790	5.359542321836640e-7
8791	5.359736998765813e-7
8792	5.359945650180514e-7
8793	5.360346749198069e-7
8794	5.360723987036437e-7
8795	5.360766874193352e-7
8796	5.361638049088962e-7
8797	5.361975486510059e-7
8798	5.362363362302813e-7
8799	5.362838988193087e-7
8800	5.362884251952740e-7
8801	5.363303890511959e-7
8802	5.363499312035669e-7
8803	5.364191246571953e-7
8804	5.364343555530962e-7
8805	5.364809820277978e-7
8806	5.365316693036118e-7
8807	5.365703597717323e-7
8808	5.366013162374208e-7
8809	5.366381402542131e-7
8810	5.367074561621388e-7
8811	5.367327546042270e-7
8812	5.367611438198984e-7
8813	5.367965395871915e-7
8814	5.368255902950108e-7
8815	5.368378893958102e-7
8816	5.368529258859434e-7
8817	5.368908881201637e-7
8818	5.369549547378618e-7
8819	5.369958202700781e-7
8820	5.370205588922919e-7
8821	5.371094087327537e-7
8822	5.371302518621076e-7
8823	5.371402818784227e-7
8824	5.371740185749369e-7
8825	5.372260420206586e-7
8826	5.372331900686719e-7
8827	5.372597576151517e-7
8828	5.373149077581390e-7
8829	5.373507068610873e-7
8830	5.374211002818662e-7
8831	5.374653560102290e-7
8832	5.374830886016514e-7
8833	5.375276688127684e-7
8834	5.375358596292717e-7
8835	5.375517599942017e-7
8836	5.376126262819887e-7
8837	5.376486009577723e-7
8838	5.376772025674468e-7
8839	5.377374383278579e-7
8840	5.377630350366933e-7
8841	5.377752730079071e-7
8842	5.378326242835239e-7
8843	5.378588122888596e-7
8844	5.378853190474754e-7
8845	5.379225431531490e-7
8846	5.379538967085846e-7
8847	5.379719098452438e-7
8848	5.379956913729429e-7
8849	5.380407860182189e-7
8850	5.381299921875287e-7
8851	5.381573561409421e-7
8852	5.381710587395961e-7
8853	5.381804315147345e-7
8854	5.382402694410745e-7
8855	5.382884504433126e-7
8856	5.383196014428322e-7
8857	5.383431348746293e-7
8858	5.383692298677240e-7
8859	5.383890952897521e-7
8860	5.384468828940246e-7
8861	5.384892188222854e-7
8862	5.385189332083375e-7
8863	5.385826956309069e-7
8864	5.386154437781737e-7
8865	5.386648570987669e-7
8866	5.386776393646696e-7
8867	5.386879930979466e-7
8868	5.387321377163435e-7
8869	5.387597834366573e-7
8870	5.387839819602735e-7
8871	5.388414277425155e-7
8872	5.388819560033788e-7
8873	5.389278299295597e-7
8874	5.389645887054748e-7
8875	5.389907510085260e-7
8876	5.390375414560604e-7
8877	5.390475372046145e-7
8878	5.390902102024701e-7
8879	5.391235049808399e-7
8880	5.391361031328324e-7
8881	5.391814648589492e-7
8882	5.391982147852723e-7
8883	5.392219064527728e-7
8884	5.392627241557533e-7
8885	5.393086784171477e-7
8886	5.393508225570723e-7
8887	5.393956505885251e-7
8888	5.394409493712364e-7
8889	5.394716727690285e-7
8890	5.395152711593875e-7
8891	5.395474198442412e-7
8892	5.395621881454295e-7
8893	5.395998360033052e-7
8894	5.396224800449128e-7
8895	5.396542817177417e-7
8896	5.397174381951742e-7
8897	5.397421469539610e-7
8898	5.397642470871164e-7
8899	5.397725670153231e-7
8900	5.398399555400228e-7
8901	5.398631663597637e-7
8902	5.398959755640892e-7
8903	5.399097909151990e-7
8904	5.399800531883397e-7
8905	5.399883796831455e-7
8906	5.400487445015145e-7
8907	5.400901385596617e-7
8908	5.401382787636020e-7
8909	5.401753795529404e-7
8910	5.402100700100282e-7
8911	5.402624809576428e-7
8912	5.402694928195835e-7
8913	5.402979668852372e-7
8914	5.403411992147773e-7
8915	5.403704616317869e-7
8916	5.404084583724744e-7
8917	5.404316596286917e-7
8918	5.404839706561705e-7
8919	5.405079742557830e-7
8920	5.405276664742777e-7
8921	5.405717685954782e-7
8922	5.405925847674932e-7
8923	5.406520944504711e-7
8924	5.406744036037930e-7
8925	5.407046734109286e-7
8926	5.407321065652861e-7
8927	5.407720393648578e-7
8928	5.408275669017467e-7
8929	5.408530396997735e-7
8930	5.409263334733574e-7
8931	5.409368636886001e-7
8932	5.409869223960645e-7
8933	5.410510788806666e-7
8934	5.410737603850923e-7
8935	5.411074312399492e-7
8936	5.411667196031206e-7
8937	5.412008026293070e-7
8938	5.412029327838828e-7
8939	5.412293360041487e-7
8940	5.412676446945287e-7
8941	5.412799120214072e-7
8942	5.413429433937926e-7
8943	5.413616696777925e-7
8944	5.414048476630487e-7
8945	5.414108001629875e-7
8946	5.414786510259726e-7
8947	5.415130259127966e-7
8948	5.415787382905339e-7
8949	5.415905729995323e-7
8950	5.416246756980032e-7
8951	5.416747567067682e-7
8952	5.416895553036700e-7
8953	5.417183678410049e-7
8954	5.417529406652942e-7
8955	5.417715196105392e-7
8956	5.418018309175874e-7
8957	5.418696603549815e-7
8958	5.418879349836856e-7
8959	5.419476020781002e-7
8960	5.419589103754540e-7
8961	5.420097592271416e-7
8962	5.420430329353489e-7
8963	5.420729211033065e-7
8964	5.421196843436513e-7
8965	5.421739637428139e-7
8966	5.422071831823309e-7
8967	5.422236545037245e-7
8968	5.422980516740458e-7
8969	5.423161088772292e-7
8970	5.423264838372050e-7
8971	5.423791803202816e-7
8972	5.424338563648321e-7
8973	5.424475804733960e-7
8974	5.424895571127267e-7
8975	5.425288589513295e-7
8976	5.425557064068798e-7
8977	5.425973762772932e-7
8978	5.426066824085042e-7
8979	5.426300236992764e-7
8980	5.426799343316483e-7
8981	5.427414050849453e-7
8982	5.427492512173560e-7
8983	5.427681665524942e-7
8984	5.428173830414942e-7
8985	5.428486943173370e-7
8986	5.428535510624412e-7
8987	5.429276127578241e-7
8988	5.429707900405334e-7
8989	5.429911145791636e-7
8990	5.430514152869426e-7
8991	5.431028623013410e-7
8992	5.431159309813002e-7
8993	5.431308663301337e-7
8994	5.431637819933603e-7
8995	5.432113027943124e-7
8996	5.432512111374090e-7
8997	5.432821224109054e-7
8998	5.432987156640766e-7
8999	5.433161659590356e-7
9000	5.433564461357177e-7
9001	5.434382431009206e-7
9002	5.434798447130035e-7
9003	5.435011960681414e-7
9004	5.435399368454035e-7
9005	5.435611760792153e-7
9006	5.436083881694641e-7
9007	5.436227351379458e-7
9008	5.436859227616186e-7
9009	5.437093041986839e-7
9010	5.437254450223366e-7
9011	5.437557349384598e-7
9012	5.437840366123282e-7
9013	5.438440481107349e-7
9014	5.438558991718751e-7
9015	5.438690034635848e-7
9016	5.439081972467549e-7
9017	5.439214028384129e-7
9018	5.439839442658082e-7
9019	5.440362755605949e-7
9020	5.440563416534345e-7
9021	5.440630749837055e-7
9022	5.441176719946652e-7
9023	5.441378866276865e-7
9024	5.441840568829607e-7
9025	5.442542570538322e-7
9026	5.443002924003688e-7
9027	5.443282418129870e-7
9028	5.443312707938278e-7
9029	5.443500028013372e-7
9030	5.443854999094396e-7
9031	5.444055099656945e-7
9032	5.445085833965918e-7
9033	5.445264474790042e-7
9034	5.445339377311413e-7
9035	5.445734136473008e-7
9036	5.446116003040690e-7
9037	5.446270258297121e-7
9038	5.446731698621922e-7
9039	5.447042689012854e-7
9040	5.447257925660365e-7
9041	5.447755786486925e-7
9042	5.448047920304825e-7
9043	5.448379149934192e-7
9044	5.448648218939554e-7
9045	5.448782867483545e-7
9046	5.449528908383964e-7
9047	5.449931704617849e-7
9048	5.450144611009507e-7
9049	5.450617819426924e-7
9050	5.450717180534790e-7
9051	5.451151171319254e-7
9052	5.451257716199198e-7
9053	5.451791194037702e-7
9054	5.452132601240429e-7
9055	5.452531840892998e-7
9056	5.452650934978643e-7
9057	5.452741395514711e-7
9058	5.453208248064490e-7
9059	5.453604655395779e-7
9060	5.453770353300751e-7
9061	5.453874748230728e-7
9062	5.454111037309938e-7
9063	5.454700572414212e-7
9064	5.454800685012625e-7
9065	5.455259114529489e-7
9066	5.455415998599462e-7
9067	5.455871716798062e-7
9068	5.456104637209270e-7
9069	5.456371451976837e-7
9070	5.456628170344601e-7
9071	5.456717951810847e-7
9072	5.456964940540658e-7
9073	5.457296301242572e-7
9074	5.457593159308986e-7
9075	5.457836584243838e-7
9076	5.457998850733901e-7
9077	5.458302786939048e-7
9078	5.458766072523011e-7
9079	5.459042857627760e-7
9080	5.459194086039097e-7
9081	5.459469140556727e-7
9082	5.459578215198045e-7
9083	5.459679560130066e-7
9084	5.460246670876522e-7
9085	5.460649171921640e-7
9086	5.460885826335173e-7
9087	5.460996130861602e-7
9088	5.461576171285836e-7
9089	5.461889809253980e-7
9090	5.462043602179676e-7
9091	5.462566924961576e-7
9092	5.463179361804159e-7
9093	5.463514751440441e-7
9094	5.463793963102927e-7
9095	5.463969023500017e-7
9096	5.464249451929582e-7
9097	5.464373261240030e-7
9098	5.464523458754067e-7
9099	5.464828129038044e-7
9100	5.465034895231230e-7
9101	5.465500662303613e-7
9102	5.465869717827087e-7
9103	5.466053390596550e-7
9104	5.466304016346387e-7
9105	5.466868522277742e-7
9106	5.467026945263426e-7
9107	5.467198987442625e-7
9108	5.467768467239022e-7
9109	5.468079588479391e-7
9110	5.468288152487066e-7
9111	5.468649060875087e-7
9112	5.468716311439005e-7
9113	5.469334409740022e-7
9114	5.469528186833423e-7
9115	5.469669954695720e-7
9116	5.469811010972920e-7
9117	5.470034100586425e-7
9118	5.470677059739173e-7
9119	5.471041085724215e-7
9120	5.471346587441406e-7
9121	5.471486365984132e-7
9122	5.471783314124884e-7
9123	5.471919571261311e-7
9124	5.472282900039977e-7
9125	5.472425629074672e-7
9126	5.472775024352759e-7
9127	5.473282923695008e-7
9128	5.473294427615026e-7
9129	5.473564274342624e-7
9130	5.473706629058803e-7
9131	5.473911168600839e-7
9132	5.474152975002000e-7
9133	5.474440709268199e-7
9134	5.474989028768937e-7
9135	5.475256927450562e-7
9136	5.475516503555113e-7
9137	5.475842675374394e-7
9138	5.476123934142142e-7
9139	5.476246588964911e-7
9140	5.476433068986723e-7
9141	5.476554659927478e-7
9142	5.476806613696295e-7
9143	5.477004893916464e-7
9144	5.477423640489552e-7
9145	5.477671023732338e-7
9146	5.478203539969301e-7
9147	5.478586832952544e-7
9148	5.478901241534086e-7
9149	5.478999711705583e-7
9150	5.479516304161361e-7
9151	5.479899090968379e-7
9152	5.479980941410778e-7
9153	5.480412147591967e-7
9154	5.480620471849401e-7
9155	5.480719440642763e-7
9156	5.481199368809025e-7
9157	5.481504462447702e-7
9158	5.481979080582377e-7
9159	5.482165539884485e-7
9160	5.482406784860573e-7
9161	5.482461762760936e-7
9162	5.483081329129597e-7
9163	5.483198772217772e-7
9164	5.483628237886460e-7
9165	5.483838953771300e-7
9166	5.484233360977832e-7
9167	5.484492258823822e-7
9168	5.484592822115262e-7
9169	5.484726840897636e-7
9170	5.485132470909236e-7
9171	5.485468713222972e-7
9172	5.485586542622719e-7
9173	5.485979243572183e-7
9174	5.486387936034140e-7
9175	5.486770210622045e-7
9176	5.486871834462789e-7
9177	5.487055438827854e-7
9178	5.487635693049292e-7
9179	5.487883401029560e-7
9180	5.488344314753499e-7
9181	5.488569589090759e-7
9182	5.488830003321085e-7
9183	5.489358128534601e-7
9184	5.489449472415302e-7
9185	5.489843698632368e-7
9186	5.489959304311623e-7
9187	5.490084718179701e-7
9188	5.490564880512718e-7
9189	5.490634097704864e-7
9190	5.491044283424732e-7
9191	5.491425139712495e-7
9192	5.491739332465375e-7
9193	5.491828673786617e-7
9194	5.492538251249176e-7
9195	5.492746670455837e-7
9196	5.493061357436119e-7
9197	5.493166073706513e-7
9198	5.493485487516388e-7
9199	5.493677933725678e-7
9200	5.493986068571370e-7
9201	5.494166293156833e-7
9202	5.494531906813566e-7
9203	5.495121840906464e-7
9204	5.495321729363692e-7
9205	5.495622069601312e-7
9206	5.495764860674145e-7
9207	5.496118332877044e-7
9208	5.496493043366613e-7
9209	5.496752951053984e-7
9210	5.496947505941516e-7
9211	5.497196068618059e-7
9212	5.497599837354899e-7
9213	5.497722426404360e-7
9214	5.498105312807794e-7
9215	5.498317638555882e-7
9216	5.498562074704737e-7
9217	5.499191185426958e-7
9218	5.499379461923432e-7
9219	5.499751605980557e-7
9220	5.499993181565080e-7
9221	5.500556020107626e-7
9222	5.500793501082916e-7
9223	5.501054398827399e-7
9224	5.501312915467012e-7
9225	5.501579885907801e-7
9226	5.502021083031202e-7
9227	5.502316536825969e-7
9228	5.502762747304668e-7
9229	5.502880878316795e-7
9230	5.503209827047735e-7
9231	5.503426416335286e-7
9232	5.503917858436945e-7
9233	5.504503679409525e-7
9234	5.504849837968324e-7
9235	5.505178166650658e-7
9236	5.505253856236353e-7
9237	5.505599602386144e-7
9238	5.505816708520980e-7
9239	5.506303323836830e-7
9240	5.506514696012631e-7
9241	5.507215668753612e-7
9242	5.507438169026483e-7
9243	5.507519918372340e-7
9244	5.507700815852866e-7
9245	5.508111043432462e-7
9246	5.508339102246769e-7
9247	5.508526690625329e-7
9248	5.508824437712867e-7
9249	5.508964404092779e-7
9250	5.509632330142838e-7
9251	5.510010470750954e-7
9252	5.510269516132957e-7
9253	5.510445754308494e-7
9254	5.510677430762771e-7
9255	5.511055425636785e-7
9256	5.511494554151573e-7
9257	5.511993757487503e-7
9258	5.512302437420698e-7
9259	5.512812671273568e-7
9260	5.512944471909313e-7
9261	5.513111993238366e-7
9262	5.513443411607073e-7
9263	5.514042688115596e-7
9264	5.514101587115533e-7
9265	5.514531887999293e-7
9266	5.514953189012299e-7
9267	5.515051498630697e-7
9268	5.515645509405206e-7
9269	5.515783204997766e-7
9270	5.516097187646832e-7
9271	5.516614238555834e-7
9272	5.516692485739170e-7
9273	5.516860112644225e-7
9274	5.517256618791092e-7
9275	5.517997240473280e-7
9276	5.518143416507486e-7
9277	5.518445556481954e-7
9278	5.518686028740163e-7
9279	5.518801871363905e-7
9280	5.519245766299656e-7
9281	5.519617239216239e-7
9282	5.519919614273107e-7
9283	5.520365209346436e-7
9284	5.520935074917488e-7
9285	5.521324460140487e-7
9286	5.521888870018905e-7
9287	5.522113377047948e-7
9288	5.522230736848178e-7
9289	5.522559685654214e-7
9290	5.522911121457128e-7
9291	5.523087913480014e-7
9292	5.523473493304628e-7
9293	5.523880463478103e-7
9294	5.524351961403611e-7
9295	5.524678621082467e-7
9296	5.525025097539166e-7
9297	5.525591984345530e-7
9298	5.525669069447865e-7
9299	5.526002720154050e-7
9300	5.526148546892853e-7
9301	5.526610433678020e-7
9302	5.526833487922739e-7
9303	5.527127000280020e-7
9304	5.527431683401873e-7
9305	5.528028031670680e-7
9306	5.528512043237742e-7
9307	5.528779225929958e-7
9308	5.528997510525307e-7
9309	5.529277018595289e-7
9310	5.529544671198271e-7
9311	5.529947488555388e-7
9312	5.530449965282466e-7
9313	5.531172210946693e-7
9314	5.531239279654690e-7
9315	5.531379178241524e-7
9316	5.532082906051801e-7
9317	5.532694940336968e-7
9318	5.532875578561968e-7
9319	5.533250309346886e-7
9320	5.533380125488061e-7
9321	5.533627301011353e-7
9322	5.533963542551005e-7
9323	5.534560531375810e-7
9324	5.534831475692191e-7
9325	5.534993653405390e-7
9326	5.535272683681704e-7
9327	5.535642425982492e-7
9328	5.535844123586923e-7
9329	5.536055658380432e-7
9330	5.536512778066681e-7
9331	5.537112136786422e-7
9332	5.537368598055336e-7
9333	5.537674232201808e-7
9334	5.538416257520532e-7
9335	5.538673728652192e-7
9336	5.539037179950893e-7
9337	5.539398815796356e-7
9338	5.539895205838438e-7
9339	5.540418867883142e-7
9340	5.540676066184977e-7
9341	5.540742994090614e-7
9342	5.540975839750206e-7
9343	5.541174137338209e-7
9344	5.542086365978182e-7
9345	5.542273021178014e-7
9346	5.542585879269409e-7
9347	5.542996639287461e-7
9348	5.543416800725081e-7
9349	5.543804428856291e-7
9350	5.543978302309243e-7
9351	5.544598701269693e-7
9352	5.544802153457781e-7
9353	5.545248990962648e-7
9354	5.545624508319815e-7
9355	5.546150543368370e-7
9356	5.546296081953301e-7
9357	5.546479546759284e-7
9358	5.546681053194427e-7
9359	5.547106175054605e-7
9360	5.547548527314652e-7
9361	5.547758488122677e-7
9362	5.548210553877221e-7
9363	5.548810328366462e-7
9364	5.549944515013924e-7
9365	5.550046965509365e-7
9366	5.550127127560183e-7
9367	5.550621030169409e-7
9368	5.550843773450463e-7
9369	5.551184790971690e-7
9370	5.551498366219305e-7
9371	5.551921259375530e-7
9372	5.552220363541844e-7
9373	5.552610017731862e-7
9374	5.552780881304912e-7
9375	5.553260747448093e-7
9376	5.553613951159028e-7
9377	5.553909253316934e-7
9378	5.554115522971971e-7
9379	5.554607944925528e-7
9380	5.555113435313621e-7
9381	5.555218269185091e-7
9382	5.556081696397026e-7
9383	5.556490133907926e-7
9384	5.556838542338945e-7
9385	5.557265002269337e-7
9386	5.557723004561325e-7
9387	5.557890687777666e-7
9388	5.558111389168928e-7
9389	5.558448662935885e-7
9390	5.558862958920271e-7
9391	5.559256214387391e-7
9392	5.559677325175090e-7
9393	5.560024859335100e-7
9394	5.560365148020222e-7
9395	5.561265657579405e-7
9396	5.561488082543463e-7
9397	5.561770243678239e-7
9398	5.562361490249492e-7
9399	5.562611011153900e-7
9400	5.562923310140303e-7
9401	5.563150986678630e-7
9402	5.563639512850872e-7
9403	5.564134507428056e-7
9404	5.564374714501858e-7
9405	5.565358444894366e-7
9406	5.565721363495571e-7
9407	5.565986372400866e-7
9408	5.566738736025073e-7
9409	5.567033294837701e-7
9410	5.567263551743234e-7
9411	5.567648689436260e-7
9412	5.567745045544087e-7
9413	5.568041110810012e-7
9414	5.568205448774791e-7
9415	5.568579021382215e-7
9416	5.569198191584593e-7
9417	5.569934712166689e-7
9418	5.570041149786398e-7
9419	5.570257896964021e-7
9420	5.571485286114183e-7
9421	5.571824086453522e-7
9422	5.572336936424603e-7
9423	5.572526049680716e-7
9424	5.572886593044500e-7
9425	5.573151911635336e-7
9426	5.573441585706496e-7
9427	5.573836990234267e-7
9428	5.574028917747569e-7
9429	5.574504610691766e-7
9430	5.574877985366319e-7
9431	5.575058142577950e-7
9432	5.575199477906723e-7
9433	5.575641404137664e-7
9434	5.575972457945978e-7
9435	5.576735085975156e-7
9436	5.577507573193062e-7
9437	5.578028856376561e-7
9438	5.578158516622416e-7
9439	5.578877066539636e-7
9440	5.579254821934773e-7
9441	5.579435875167606e-7
9442	5.579648870262347e-7
9443	5.580101965691999e-7
9444	5.580584832482661e-7
9445	5.580899328966499e-7
9446	5.581219194372429e-7
9447	5.581507565346631e-7
9448	5.581939516018319e-7
9449	5.582555956343997e-7
9450	5.582961141633000e-7
9451	5.583147086643591e-7
9452	5.583405487241857e-7
9453	5.584115312532636e-7
9454	5.584393506600879e-7
9455	5.584495689720508e-7
9456	5.585434234777069e-7
9457	5.586042969508223e-7
9458	5.586106792654416e-7
9459	5.586913099043102e-7
9460	5.587230041366187e-7
9461	5.587539489442963e-7
9462	5.587654247453341e-7
9463	5.588065916307800e-7
9464	5.588835510043520e-7
9465	5.589252784367640e-7
9466	5.589541057164088e-7
9467	5.590100470341449e-7
9468	5.590322746300967e-7
9469	5.590627858135944e-7
9470	5.591021163779121e-7
9471	5.591627002834978e-7
9472	5.591761608013463e-7
9473	5.592293006234129e-7
9474	5.592826020614477e-7
9475	5.593066867389399e-7
9476	5.593776781624120e-7
9477	5.594020287756611e-7
9478	5.594154907717722e-7
9479	5.594378078944489e-7
9480	5.594775340676951e-7
9481	5.595043872696970e-7
9482	5.595882668878129e-7
9483	5.596252497781113e-7
9484	5.596666546897318e-7
9485	5.596780710320602e-7
9486	5.597604959100996e-7
9487	5.597753814826444e-7
9488	5.598469284936447e-7
9489	5.598857381361402e-7
9490	5.599260993651965e-7
9491	5.599684674489860e-7
9492	5.600004226078924e-7
9493	5.600557376253809e-7
9494	5.601194967478054e-7
9495	5.601293744324164e-7
9496	5.601528945099433e-7
9497	5.602031566754240e-7
9498	5.602792553352916e-7
9499	5.603569611594913e-7
9500	5.603831964152284e-7
9501	5.604414798854417e-7
9502	5.604629845880340e-7
9503	5.605241640258786e-7
9504	5.605620798515003e-7
9505	5.606168255628086e-7
9506	5.606903649429737e-7
9507	5.607572668125734e-7
9508	5.607753121202379e-7
9509	5.608159136117847e-7
9510	5.608249946049103e-7
9511	5.608819030967219e-7
9512	5.609434590910986e-7
9513	5.609730320086443e-7
9514	5.609936556904661e-7
9515	5.610435492692876e-7
9516	5.610780531784692e-7
9517	5.611536795383994e-7
9518	5.611906486084586e-7
9519	5.612292689967871e-7
9520	5.612592326048961e-7
9521	5.613311231252640e-7
9522	5.613635883874606e-7
9523	5.613927177630376e-7
9524	5.614359441810945e-7
9525	5.614586280702595e-7
9526	5.615288260017952e-7
9527	5.615883953838064e-7
9528	5.616115057944542e-7
9529	5.616385320148415e-7
9530	5.616777431394541e-7
9531	5.616945286766903e-7
9532	5.617368590797374e-7
9533	5.617953946536497e-7
9534	5.618884872214518e-7
9535	5.619468934633586e-7
9536	5.619672426030406e-7
9537	5.620138636586802e-7
9538	5.620347810598072e-7
9539	5.620884296988865e-7
9540	5.621299464874733e-7
9541	5.621940934109496e-7
9542	5.622188902954024e-7
9543	5.622830919588286e-7
9544	5.623016513354901e-7
9545	5.623561059054401e-7
9546	5.623786994841707e-7
9547	5.623960414875417e-7
9548	5.624821114952870e-7
9549	5.625143024237220e-7
9550	5.625707020252237e-7
9551	5.626363845427051e-7
9552	5.626805037626363e-7
9553	5.627257117222409e-7
9554	5.627879918712149e-7
9555	5.628145960016990e-7
9556	5.628750411570018e-7
9557	5.629043055242603e-7
9558	5.629782148655484e-7
9559	5.630353929575235e-7
9560	5.630796604428346e-7
9561	5.630912221059504e-7
9562	5.631413655400454e-7
9563	5.632419887445316e-7
9564	5.632904621257697e-7
9565	5.633074875518134e-7
9566	5.633538340726892e-7
9567	5.633760414775341e-7
9568	5.634178126241227e-7
9569	5.635002301339580e-7
9570	5.635475551043925e-7
9571	5.635739592057079e-7
9572	5.636279909443164e-7
9573	5.636586410679192e-7
9574	5.637116676227115e-7
9575	5.637810119274649e-7
9576	5.638080083771301e-7
9577	5.638815904464470e-7
9578	5.638985321537928e-7
9579	5.639209675628614e-7
9580	5.639659681984170e-7
9581	5.640651624581875e-7
9582	5.640926157769129e-7
9583	5.641194378726450e-7
9584	5.641576666965002e-7
9585	5.641836873159210e-7
9586	5.642341009514160e-7
9587	5.643093589887519e-7
9588	5.643449878629833e-7
9589	5.644762880473029e-7
9590	5.644956696744414e-7
9591	5.645439381509238e-7
9592	5.645730670252842e-7
9593	5.646270429958002e-7
9594	5.646939813314174e-7
9595	5.647671324155405e-7
9596	5.647851881873528e-7
9597	5.648701079531781e-7
9598	5.649005847457985e-7
9599	5.649355593801746e-7
9600	5.650461551641070e-7
9601	5.650774768000357e-7
9602	5.651020955125865e-7
9603	5.652024064468605e-7
9604	5.652104898515353e-7
9605	5.652510673569300e-7
9606	5.653208989226627e-7
9607	5.653823676921381e-7
9608	5.654153662062189e-7
9609	5.654470021379816e-7
9610	5.654942213855517e-7
9611	5.655357133306539e-7
9612	5.655918066124772e-7
9613	5.656207172888526e-7
9614	5.656509586184802e-7
9615	5.657216648086144e-7
9616	5.657978211077749e-7
9617	5.658383390154055e-7
9618	5.658421602201940e-7
9619	5.659005655632977e-7
9620	5.659810416460542e-7
9621	5.660065033776189e-7
9622	5.660216395012088e-7
9623	5.660551023020738e-7
9624	5.660937201104735e-7
9625	5.661504058453363e-7
9626	5.662139572565655e-7
9627	5.662635490282991e-7
9628	5.662934511132060e-7
9629	5.663902854106569e-7
9630	5.664321993875209e-7
9631	5.664674846149579e-7
9632	5.665174548488400e-7
9633	5.665927778863745e-7
9634	5.666107462122038e-7
9635	5.666630989266324e-7
9636	5.667251288590180e-7
9637	5.667557410800712e-7
9638	5.668147376144192e-7
9639	5.668461472619777e-7
9640	5.669936642113395e-7
9641	5.670302150947296e-7
9642	5.670667773693254e-7
9643	5.671264684680432e-7
9644	5.672115521528811e-7
9645	5.672246328806584e-7
9646	5.672417193660192e-7
9647	5.673361486975293e-7
9648	5.673868454552221e-7
9649	5.674326806339276e-7
9650	5.674891444563597e-7
9651	5.675433385899924e-7
9652	5.676218721484183e-7
9653	5.676602910246357e-7
9654	5.676942107077737e-7
9655	5.677469542718637e-7
9656	5.677833627250548e-7
9657	5.678445380563897e-7
9658	5.679585484554288e-7
9659	5.679902056409689e-7
9660	5.680110424688309e-7
9661	5.680456703917915e-7
9662	5.681074354112435e-7
9663	5.681466435922366e-7
9664	5.681665893272049e-7
9665	5.682230310111078e-7
9666	5.682724679594812e-7
9667	5.683681913768612e-7
9668	5.683988571062855e-7
9669	5.684771235400299e-7
9670	5.685318385279258e-7
9671	5.685664469020780e-7
9672	5.686384448030716e-7
9673	5.686805601883530e-7
9674	5.687387564505029e-7
9675	5.688093761212412e-7
9676	5.688827171804238e-7
9677	5.688993772649062e-7
9678	5.689758065459094e-7
