k	lambda_k
713	2.202974403800415e-7
714	2.203069752272090e-7
715	2.203525584135569e-7
716	2.203773119207810e-7
717	2.204337911606062e-7
718	2.204625080873887e-7
719	2.204747175513541e-7
720	2.205302025419259e-7
721	2.205537799286338e-7
722	2.206269768504899e-7
723	2.206572273639959e-7
724	2.206874420631873e-7
725	2.207089569896420e-7
726	2.207378655895977e-7
727	2.207977769342875e-7
728	2.208424593620095e-7
729	2.208940012372568e-7
730	2.209127986910745e-7
731	2.209372996790631e-7
732	2.210093827475950e-7
733	2.210428524023221e-7
734	2.210859247973610e-7
735	2.211034180732842e-7
736	2.211819411174949e-7
737	2.211895195541205e-7
738	2.212779480107077e-7
739	2.213276007340002e-7
740	2.213332584908236e-7
741	2.214015533823475e-7
742	2.214362783899119e-7
743	2.214559936980851e-7
744	2.214632688346205e-7
745	2.215281507111090e-7
746	2.215528033017678e-7
747	2.216051904934660e-7
748	2.216604358054393e-7
749	2.217124251876748e-7
750	2.217435737189678e-7
751	2.217936792501474e-7
752	2.218489960181807e-7
753	2.218585317948745e-7
754	2.218811263877149e-7
755	2.218860865489658e-7
756	2.219116191835152e-7
757	2.219551096841756e-7
758	2.220147672102831e-7
759	2.220313025732363e-7
760	2.220404624207155e-7
761	2.220587977528954e-7
762	2.221346612888448e-7
763	2.221588216475120e-7
764	2.222377524124992e-7
765	2.222661477523938e-7
766	2.222816866603081e-7
767	2.223508670809154e-7
768	2.223726164974818e-7
769	2.224153551878754e-7
770	2.224790027249106e-7
771	2.224896503866469e-7
772	2.225079926944349e-7
773	2.225434321568393e-7
774	2.225633687417263e-7
775	2.226080572917836e-7
776	2.226428140563408e-7
777	2.226907742187314e-7
778	2.227364762241768e-7
779	2.227751899998433e-7
780	2.228033585159072e-7
781	2.228507316324613e-7
782	2.228824515394961e-7
783	2.229237407912655e-7
784	2.229448401719497e-7
785	2.229944801426091e-7
786	2.230290593004159e-7
787	2.230399211453225e-7
788	2.230980206559764e-7
789	2.231429720995587e-7
790	2.231725113043086e-7
791	2.232061271175628e-7
792	2.232377729186797e-7
793	2.232904357388738e-7
794	2.233026222786226e-7
795	2.233525795418765e-7
796	2.233877338764375e-7
797	2.234399259173608e-7
798	2.234622242918971e-7
799	2.234919493030482e-7
800	2.235103061626584e-7
801	2.235640415854284e-7
802	2.235983568394161e-7
803	2.236138081693630e-7
804	2.236722196174114e-7
805	2.237506389458749e-7
806	2.237641897428674e-7
807	2.237863456489846e-7
808	2.238232046037767e-7
809	2.238392492174599e-7
810	2.238699320808543e-7
811	2.239217632438568e-7
812	2.239704827393393e-7
813	2.239953069451550e-7
814	2.240244806947396e-7
815	2.241027462344238e-7
816	2.241216065454514e-7
817	2.241600702854313e-7
818	2.241902506847884e-7
819	2.242117972816905e-7
820	2.242605852366213e-7
821	2.243079637089828e-7
822	2.243124844020583e-7
823	2.243626512848278e-7
824	2.244083796264007e-7
825	2.244296764634136e-7
826	2.244423821027923e-7
827	2.244958335100519e-7
828	2.245462330694894e-7
829	2.245994027534724e-7
830	2.246397483582145e-7
831	2.246584917715207e-7
832	2.246979692176025e-7
833	2.247206433312220e-7
834	2.247756274047813e-7
835	2.248025369401670e-7
836	2.248375940385064e-7
837	2.248652300391086e-7
838	2.249100542464276e-7
839	2.249247994964726e-7
840	2.249942109965309e-7
841	2.250476819575278e-7
842	2.250817613820113e-7
843	2.250875511857678e-7
844	2.251236232598417e-7
845	2.251355716819719e-7
846	2.251617378674233e-7
847	2.251828963890667e-7
848	2.252235428840103e-7
849	2.252549522169965e-7
850	2.252725586557269e-7
851	2.253279539703891e-7
852	2.253353113481797e-7
853	2.253678317270925e-7
854	2.254003805396646e-7
855	2.254776329796411e-7
856	2.255080777905016e-7
857	2.255307806938342e-7
858	2.255813918905339e-7
859	2.255968906856401e-7
860	2.256255460645787e-7
861	2.256498309621017e-7
862	2.257100545939681e-7
863	2.257212304928628e-7
864	2.257604172027349e-7
865	2.258042386136124e-7
866	2.258102277187508e-7
867	2.258522545174190e-7
868	2.258632739815880e-7
869	2.259162867720210e-7
870	2.259455854009312e-7
871	2.259592269543448e-7
872	2.259806633751905e-7
873	2.259942201032712e-7
874	2.260285920268200e-7
875	2.261008489868631e-7
876	2.261433089385661e-7
877	2.261501260069316e-7
878	2.261937006269238e-7
879	2.262057929187018e-7
880	2.262132874509673e-7
881	2.262735827703199e-7
882	2.263093022661785e-7
883	2.263406324420485e-7
884	2.263753887400467e-7
885	2.264018402890432e-7
886	2.264142133036582e-7
887	2.264553047231099e-7
888	2.264796393192914e-7
889	2.265229720817176e-7
890	2.265630629529124e-7
891	2.265777322815299e-7
892	2.266308363753194e-7
893	2.266458700326819e-7
894	2.266750103673890e-7
895	2.267016738190382e-7
896	2.267458549158612e-7
897	2.267737416671825e-7
898	2.267843192251530e-7
899	2.268449479795089e-7
900	2.268567120459070e-7
901	2.268818809816040e-7
902	2.269068486209073e-7
903	2.269223514246833e-7
904	2.269714550806707e-7
905	2.270066539377690e-7
906	2.270518656742334e-7
907	2.271096415143606e-7
908	2.271313711959263e-7
909	2.271598466258726e-7
910	2.271660448110352e-7
911	2.271957843229805e-7
912	2.272232413647815e-7
913	2.272564429698782e-7
914	2.273050327254839e-7
915	2.273509833599940e-7
916	2.273665504407873e-7
917	2.273732122343075e-7
918	2.274226299839917e-7
919	2.274728979932638e-7
920	2.275293609139032e-7
921	2.275470105022708e-7
922	2.275845563832306e-7
923	2.275988261045795e-7
924	2.276220070542620e-7
925	2.276688576114841e-7
926	2.276761014997153e-7
927	2.277212880748265e-7
928	2.277288996520648e-7
929	2.277402110475854e-7
930	2.277559328898899e-7
931	2.278234841585602e-7
932	2.278273590224333e-7
933	2.278782290413782e-7
934	2.278844030978709e-7
935	2.279090251969164e-7
936	2.279148229320145e-7
937	2.279754670200380e-7
938	2.279848358822366e-7
939	2.280002419992340e-7
940	2.280128430873350e-7
941	2.280495885509688e-7
942	2.280711746593223e-7
943	2.280913565481223e-7
944	2.281008005879494e-7
945	2.281344898112655e-7
946	2.281831281446728e-7
947	2.282160247356132e-7
948	2.282416027692004e-7
949	2.282754820530032e-7
950	2.283042388187699e-7
951	2.283393603709619e-7
952	2.283506800988547e-7
953	2.283766476180086e-7
954	2.284163917520854e-7
955	2.284391112297111e-7
956	2.284723876875121e-7
957	2.284925625074408e-7
958	2.285253904607641e-7
959	2.285508870590158e-7
960	2.285812187403323e-7
961	2.286098063041260e-7
962	2.286330911269320e-7
963	2.286679768151722e-7
964	2.286905571025767e-7
965	2.287077860137313e-7
966	2.287499059566190e-7
967	2.287518601503531e-7
968	2.287882332832583e-7
969	2.288074909780299e-7
970	2.288242486156299e-7
971	2.288604729992188e-7
972	2.288960236979194e-7
973	2.289229216808138e-7
974	2.289754102371498e-7
975	2.290106736511694e-7
976	2.290216457779531e-7
977	2.290362757970477e-7
978	2.290838179758790e-7
979	2.291240561859087e-7
980	2.291501170393988e-7
981	2.291750645760133e-7
982	2.292214742618849e-7
983	2.292266157845974e-7
984	2.292538646381181e-7
985	2.293116709816679e-7
986	2.293164475291817e-7
987	2.293658083817438e-7
988	2.293842446182432e-7
989	2.293952021465066e-7
990	2.294327280115148e-7
991	2.294607912613817e-7
992	2.294819992244027e-7
993	2.295312612774209e-7
994	2.295510786471668e-7
995	2.295667311423110e-7
996	2.295779044623032e-7
997	2.296073070480738e-7
998	2.296385567061690e-7
999	2.296684494161995e-7
1000	2.297066331661088e-7
1001	2.297134785060017e-7
1002	2.297354500948771e-7
1003	2.297604821505603e-7
1004	2.298133509845767e-7
1005	2.298367038270288e-7
1006	2.298618941304645e-7
1007	2.298881456843598e-7
1008	2.299169094026153e-7
1009	2.299459599193261e-7
1010	2.299624733756423e-7
1011	2.299991565068468e-7
1012	2.300185822989638e-7
1013	2.300705962863015e-7
1014	2.300947986801686e-7
1015	2.301138903971749e-7
1016	2.301549707094733e-7
1017	2.301975187695158e-7
1018	2.302061512352895e-7
1019	2.302500902594341e-7
1020	2.302710289395071e-7
1021	2.303034857415647e-7
1022	2.303171242656200e-7
1023	2.303458351302046e-7
1024	2.303583209266993e-7
1025	2.303979429222530e-7
1026	2.304178936567855e-7
1027	2.304794200155393e-7
1028	2.305331525820339e-7
1029	2.305531398078522e-7
1030	2.305996174259945e-7
1031	2.306321814689083e-7
1032	2.306345875679191e-7
1033	2.306643227553025e-7
1034	2.307027945665923e-7
1035	2.307294857762149e-7
1036	2.307465617502732e-7
1037	2.307906345180764e-7
1038	2.308484515244012e-7
1039	2.308840717164620e-7
1040	2.309100412914775e-7
1041	2.309275015328996e-7
1042	2.310087540006714e-7
1043	2.310464522621294e-7
1044	2.310552473731113e-7
1045	2.310900668396257e-7
1046	2.311154073670650e-7
1047	2.311551111688056e-7
1048	2.311720740067108e-7
1049	2.312138324308272e-7
1050	2.312348368138819e-7
1051	2.312767943133587e-7
1052	2.312977092335083e-7
1053	2.313273237135884e-7
1054	2.313419144370476e-7
1055	2.314038738260355e-7
1056	2.314454454613403e-7
1057	2.314677907029730e-7
1058	2.315012361707953e-7
1059	2.315776140233982e-7
1060	2.315980883603294e-7
1061	2.316088669977091e-7
1062	2.316931421775540e-7
1063	2.317012094833077e-7
1064	2.317190638061320e-7
1065	2.317446861999317e-7
1066	2.317700798260091e-7
1067	2.318466463037624e-7
1068	2.318852866455975e-7
1069	2.319085804616647e-7
