k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
23	3.505722050186252e-5	2	0.72039422	0.00000001	0.21625724	0.72039422	0.06175492	0.00159361
24	3.577203306123564e-5	3	0.40145440	0.00000001	0.20413900	0.39408711	0.40145440	0.00031948
25	3.652258869348485e-5	2	0.55260189	0.00000001	0.34525725	0.55260189	0.10163726	0.00050359
26	3.696733809752997e-5	1	0.55462364	0.00000000	0.55462364	0.34891660	0.09505784	0.00140192
27	3.787097959058510e-5	2	0.56447369	0.00000000	0.23834115	0.56447369	0.19679637	0.00038879
28	3.937364783282333e-5	2	0.77034946	0.00000002	0.09579959	0.77034946	0.13125824	0.00259269
29	3.999564611230228e-5	2	0.54915354	0.00000000	0.30448976	0.54915354	0.14440610	0.00195060
30	4.022426847550059e-5	2	0.60454939	0.00000000	0.28578067	0.60454939	0.10910011	0.00056983
31	4.094778463510515e-5	2	0.45671653	0.00000000	0.32803142	0.45671653	0.21524851	0.00000354
32	4.135897602813930e-5	2	0.34629293	0.00000000	0.31082501	0.34629293	0.34233993	0.00054213
33	4.173676540031098e-5	1	0.43433576	0.00000002	0.43433576	0.32748462	0.23679677	0.00138283
34	4.286073114923423e-5	2	0.52814354	0.00000002	0.21336309	0.52814354	0.25846561	0.00002773
35	4.367018074505935e-5	2	0.54114701	0.00000001	0.17549348	0.54114701	0.28287357	0.00048594
36	4.417210558526773e-5	2	0.65942223	0.00000000	0.13012300	0.65942223	0.20448980	0.00596498
37	4.537514642603199e-5	2	0.59039139	0.00000003	0.24048618	0.59039139	0.16741711	0.00170528
38	4.637184928320012e-5	2	0.60546913	0.00000001	0.21565973	0.60546913	0.17842256	0.00044858
39	4.679101902969657e-5	2	0.60801242	0.00000001	0.19343615	0.60801242	0.19855011	0.00000131
40	4.786073658970113e-5	2	0.64386563	0.00000000	0.21729697	0.64386563	0.10701740	0.03182000
41	4.826747096784052e-5	2	0.41250835	0.00000001	0.27016505	0.41250835	0.31618199	0.00114460
42	4.837105082442497e-5	2	0.60308277	0.00000001	0.15994645	0.60308277	0.22445527	0.01251549
43	4.965299228030074e-5	2	0.76550469	0.00000001	0.11482559	0.76550469	0.08714998	0.03251974
44	5.046495587674751e-5	2	0.41732066	0.00000002	0.22388302	0.41732066	0.35878476	0.00001154
45	5.131107433084183e-5	2	0.61916935	0.00000000	0.15557099	0.61916935	0.21130529	0.01395437
46	5.208588238991445e-5	2	0.60940824	0.00000002	0.28666428	0.60940824	0.09570325	0.00822421
47	5.282875853234487e-5	2	0.54158586	0.00000000	0.28533019	0.54158586	0.16747918	0.00560477
48	5.309540038766422e-5	2	0.46001386	0.00000001	0.39909001	0.46001386	0.12713953	0.01375659
49	5.460008137374115e-5	2	0.50665918	0.00000006	0.16906478	0.50665918	0.31179079	0.01248519
50	5.629079367278924e-5	2	0.67848989	0.00000004	0.16995981	0.67848989	0.14814411	0.00340616
51	5.650491869863473e-5	2	0.57126895	0.00000001	0.26747221	0.57126895	0.15256191	0.00869693
52	5.803039631685730e-5	2	0.55153631	0.00000000	0.16398833	0.55153631	0.27899745	0.00547791
53	5.862118225661152e-5	2	0.61594812	0.00000001	0.14186659	0.61594812	0.24215837	0.00002692
54	5.973782945015763e-5	2	0.61343992	0.00000009	0.19160493	0.61343992	0.16533921	0.02961584
55	6.106564513238577e-5	2	0.61283848	0.00000002	0.19735211	0.61283848	0.18799976	0.00180962
56	6.128399314350380e-5	2	0.57129625	0.00000002	0.25123318	0.57129625	0.14658789	0.03088265
57	6.258843289074580e-5	2	0.51083038	0.00000006	0.24213607	0.51083038	0.24678894	0.00024454
58	6.301191619929201e-5	2	0.47341756	0.00000002	0.28207618	0.47341756	0.24273628	0.00176996
59	6.410935061473767e-5	2	0.51887169	0.00000001	0.18900924	0.51887169	0.27438127	0.01773780
60	6.520906481708470e-5	2	0.71890036	0.00000005	0.15390431	0.71890036	0.10961367	0.01758162
61	6.624685363465521e-5	2	0.58182902	0.00000004	0.24246584	0.58182902	0.17199662	0.00370847
62	6.671910664023478e-5	2	0.52057995	0.00000000	0.22642637	0.52057995	0.22694899	0.02604468
63	6.788669603902867e-5	2	0.56354230	0.00000003	0.22199180	0.56354230	0.13771373	0.07675214
64	6.899001552620145e-5	2	0.53900536	0.00000000	0.27517868	0.53900536	0.18428583	0.00153013
65	6.919785237438213e-5	2	0.63995774	0.00000003	0.17637914	0.63995774	0.17587283	0.00779026
66	7.149347687984520e-5	2	0.48853847	0.00000000	0.16651501	0.48853847	0.34249572	0.00245080
67	7.337865556569678e-5	1	0.35369595	0.00000000	0.35369595	0.32181404	0.30813069	0.01635932
68	7.449905795489890e-5	2	0.57381775	0.00000004	0.18200558	0.57381775	0.23848654	0.00569009
69	7.698490088858760e-5	2	0.62856571	0.00000008	0.18360913	0.62856571	0.18364567	0.00417941
70	7.788904388511692e-5	2	0.65264622	0.00000001	0.13831982	0.65264622	0.20722613	0.00180782
71	7.849642241540923e-5	2	0.69580767	0.00000001	0.15266618	0.69580767	0.15093867	0.00058747
72	8.042635915870690e-5	2	0.59594850	0.00000000	0.18110598	0.59594850	0.22243470	0.00051082
73	8.161060829965814e-5	2	0.45169056	0.00000001	0.20906420	0.45169056	0.32969385	0.00955137
74	8.261664287120918e-5	2	0.60965640	0.00000007	0.08079050	0.60965640	0.30497170	0.00458133
75	8.415707900385524e-5	2	0.47986952	0.00000000	0.28257083	0.47986952	0.23755662	0.00000302
76	8.627628276848281e-5	2	0.45037068	0.00000005	0.20875435	0.45037068	0.34045153	0.00042339
77	8.748358104459932e-5	2	0.61983883	0.00000001	0.20782747	0.61983883	0.17228529	0.00004840
78	8.886745082700884e-5	2	0.48887425	0.00000002	0.23173611	0.48887425	0.27169601	0.00769360
79	9.099669459878145e-5	2	0.57113436	0.00000001	0.19569201	0.57113436	0.18670599	0.04646763
80	9.170066153712682e-5	2	0.60165453	0.00000000	0.19061660	0.60165453	0.19797826	0.00975061
81	9.495962510699356e-5	2	0.56857409	0.00000010	0.17622853	0.56857409	0.24447479	0.01072249
82	9.677528701488474e-5	2	0.59723179	0.00000003	0.14989298	0.59723179	0.25212956	0.00074564
83	9.813218215377033e-5	2	0.48331951	0.00000003	0.19364887	0.48331951	0.32262846	0.00040312
84	1.023538392959865e-4	2	0.60587704	0.00000016	0.17499757	0.60587704	0.21462139	0.00450384
85	1.047731500514716e-4	2	0.63747565	0.00000013	0.16861816	0.63747565	0.19110640	0.00279966
86	1.061071317515389e-4	2	0.57823933	0.00000009	0.18166892	0.57823933	0.24008481	0.00000684
87	1.085914945593317e-4	2	0.57189304	0.00000030	0.16117588	0.57189304	0.26659889	0.00033188
88	1.121957317185279e-4	2	0.51316583	0.00000001	0.20267722	0.51316583	0.28388442	0.00027252
89	1.133935023581269e-4	2	0.51832380	0.00000005	0.30211500	0.51832380	0.17955161	0.00000954
90	1.150132001839906e-4	2	0.52036488	0.00000000	0.28119073	0.52036488	0.19658203	0.00186235
91	1.166748538290258e-4	2	0.52036116	0.00000000	0.22004659	0.52036116	0.25959177	0.00000048
92	1.226014013683038e-4	2	0.56992345	0.00000001	0.20083697	0.56992345	0.22829994	0.00093964
93	1.233439059786824e-4	2	0.55175864	0.00000000	0.20893217	0.55175864	0.23929798	0.00001122
94	1.247215340942156e-4	2	0.51443593	0.00000000	0.21127873	0.51443593	0.26900871	0.00527662
95	1.276251816381837e-4	2	0.61872364	0.00000002	0.20019952	0.61872364	0.18099840	0.00007843
96	1.288188683809197e-4	2	0.58081180	0.00000023	0.22898453	0.58081180	0.19020313	0.00000030
97	1.332111396208760e-4	2	0.45293950	0.00000001	0.22347153	0.45293950	0.32357081	0.00001815
98	1.359746500593045e-4	2	0.58513593	0.00000000	0.23723828	0.58513593	0.17528959	0.00233620
99	1.374884340849677e-4	2	0.54025757	0.00000015	0.19092312	0.54025757	0.26732982	0.00148934
100	1.401682628765445e-4	2	0.51464246	0.00000021	0.26978285	0.51464246	0.21399024	0.00158424
101	1.412426545248785e-4	2	0.53364109	0.00000005	0.17043526	0.53364109	0.29108117	0.00484244
102	1.433099859085026e-4	2	0.60582734	0.00000001	0.22257057	0.60582734	0.16844988	0.00315221
103	1.463434473498702e-4	2	0.56404190	0.00000002	0.22642466	0.56404190	0.20941704	0.00011637
104	1.499699471376682e-4	2	0.59313525	0.00000009	0.16447491	0.59313525	0.23807413	0.00431563
105	1.504312323415043e-4	2	0.60389569	0.00000023	0.17219727	0.60389569	0.21487959	0.00902724
106	1.546933698012959e-4	2	0.60920258	0.00000020	0.16365149	0.60920258	0.22664197	0.00050376
107	1.603880276525262e-4	2	0.66180848	0.00000001	0.21097605	0.66180848	0.12709006	0.00012540
108	1.629735397389655e-4	2	0.54505881	0.00000003	0.24684134	0.54505881	0.20711023	0.00098959
109	1.646910596873175e-4	2	0.48966520	0.00000001	0.31910051	0.48966520	0.18228705	0.00894722
110	1.688825938787804e-4	2	0.44853620	0.00000003	0.32641394	0.44853620	0.20069170	0.02435814
111	1.701074630271279e-4	2	0.52441436	0.00000013	0.34683972	0.52441436	0.12635060	0.00239519
112	1.758764715877687e-4	2	0.47203641	0.00000039	0.25192809	0.47203641	0.27460860	0.00142651
113	1.773022240984090e-4	2	0.58788064	0.00000016	0.21891198	0.58788064	0.19195614	0.00125108
114	1.863608944999425e-4	2	0.57751306	0.00000000	0.19704454	0.57751306	0.22405760	0.00138480
115	1.909901296478367e-4	2	0.60441431	0.00000068	0.24152178	0.60441431	0.15406252	0.00000072
116	1.956755378960793e-4	2	0.68262012	0.00000004	0.19056584	0.68262012	0.12263555	0.00417844
117	1.987073329780199e-4	2	0.58700085	0.00000042	0.19292678	0.58700085	0.21840005	0.00167191
118	2.004280194788720e-4	2	0.62320067	0.00000001	0.15769386	0.62320067	0.21571455	0.00339092
119	2.061351898065150e-4	2	0.51751265	0.00000000	0.19467954	0.51751265	0.28572519	0.00208262
120	2.088110873184741e-4	2	0.54632226	0.00000000	0.29965409	0.54632226	0.15318885	0.00083480
121	2.105663389780975e-4	2	0.58466246	0.00000041	0.23447253	0.58466246	0.18074246	0.00012214
122	2.197619725155303e-4	2	0.53489410	0.00000000	0.14966146	0.53489410	0.31480224	0.00064220
123	2.292487444180576e-4	2	0.57424874	0.00000000	0.21614304	0.57424874	0.20027157	0.00933665
124	2.343394162336247e-4	2	0.59799099	0.00000001	0.25024260	0.59799099	0.14916400	0.00260241
125	2.376686030168626e-4	2	0.59810220	0.00000042	0.23557522	0.59810220	0.16564169	0.00068047
126	2.404055851989866e-4	2	0.53583571	0.00000015	0.34554135	0.53583571	0.11839240	0.00023039
127	2.472087691432815e-4	2	0.56196119	0.00000003	0.27160802	0.56196119	0.16603898	0.00039178
128	2.547119092044694e-4	2	0.65694133	0.00000013	0.20487025	0.65694133	0.13644127	0.00174703
129	2.653970196354384e-4	2	0.69379388	0.00000169	0.16085153	0.69379388	0.14443600	0.00091690
130	2.696914293086947e-4	2	0.57914586	0.00000036	0.22722417	0.57914586	0.19316919	0.00046042
131	2.801519490893208e-4	2	0.57862827	0.00000022	0.30196346	0.57862827	0.11890311	0.00050494
132	2.868132915309104e-4	2	0.51609631	0.00000004	0.28994065	0.51609631	0.19345879	0.00050420
133	2.955688360732842e-4	2	0.55737258	0.00000062	0.24018300	0.55737258	0.20037099	0.00207280
134	2.974420181810339e-4	2	0.60194160	0.00000018	0.22456352	0.60194160	0.16846534	0.00502936
135	3.056947935765783e-4	2	0.57940086	0.00000001	0.22366271	0.57940086	0.19683809	0.00009833
136	3.106342039271471e-4	2	0.64812713	0.00000030	0.21832112	0.64812713	0.13150736	0.00204409
137	3.155364607034943e-4	2	0.61315404	0.00000000	0.27481441	0.61315404	0.11160161	0.00042994
138	3.198481912438552e-4	2	0.54851486	0.00000039	0.21528566	0.54851486	0.23601841	0.00018068
139	3.241414364146493e-4	2	0.58098713	0.00000001	0.30106144	0.58098713	0.11788876	0.00006266
140	3.376045302562742e-4	2	0.64091704	0.00000039	0.22131022	0.64091704	0.13319023	0.00458213
141	3.466700742539479e-4	2	0.64879616	0.00000021	0.21803870	0.64879616	0.12816110	0.00500383
142	3.561436709663156e-4	2	0.53744111	0.00000043	0.23618046	0.53744111	0.22630552	0.00007248
143	3.683918372610476e-4	2	0.48176501	0.00000121	0.28270983	0.48176501	0.23503176	0.00049220
144	3.795952506063080e-4	2	0.54958684	0.00000008	0.26747931	0.54958684	0.18203787	0.00089590
145	3.851493287663392e-4	2	0.63341367	0.00000193	0.20814811	0.63341367	0.14384889	0.01458739
146	4.106611296830286e-4	2	0.57771591	0.00000177	0.27390633	0.57771591	0.14789469	0.00048130
147	4.132432988481071e-4	2	0.59550858	0.00000087	0.22680296	0.59550858	0.17559946	0.00208813
148	4.212466941380788e-4	2	0.54311631	0.00000067	0.27777772	0.54311631	0.16839736	0.01070794
149	4.560457656606330e-4	2	0.54553507	0.00000051	0.32967178	0.54553507	0.12453060	0.00026203
150	4.588144345507803e-4	2	0.57386523	0.00000003	0.24040300	0.57386523	0.18573098	0.00000077
151	4.687111599363619e-4	2	0.55114169	0.00000142	0.27755664	0.55114169	0.17100181	0.00029844
152	4.746805291010596e-4	2	0.59131340	0.00000468	0.24207273	0.59131340	0.16532548	0.00128371
153	4.880081503727467e-4	2	0.61395160	0.00000035	0.27864866	0.61395160	0.09997341	0.00742598
154	4.935763789085398e-4	2	0.65821249	0.00000141	0.22331597	0.65821249	0.11568201	0.00278813
155	5.234827479844234e-4	2	0.59024978	0.00000854	0.24793022	0.59024978	0.16174457	0.00006690
156	5.299221512993890e-4	2	0.52908325	0.00000035	0.26388037	0.52908325	0.20701824	0.00001778
157	5.590700052235344e-4	2	0.68228668	0.00000579	0.20850441	0.68228668	0.10717762	0.00202550
158	5.794161456285075e-4	2	0.47483339	0.00000277	0.30236917	0.47483339	0.22261528	0.00017939
159	5.983210599981759e-4	2	0.58458050	0.00000088	0.28599562	0.58458050	0.12889324	0.00052976
160	6.164367913350803e-4	2	0.53384644	0.00000125	0.27359530	0.53384644	0.18945034	0.00310668
161	6.294371171356753e-4	2	0.53869397	0.00000006	0.32693287	0.53869397	0.13299959	0.00137351
162	6.408551888231502e-4	2	0.58578551	0.00000073	0.21508720	0.58578551	0.19910662	0.00001994
163	6.619160113957616e-4	2	0.56881065	0.00000141	0.26248780	0.56881065	0.16823008	0.00047006
164	6.779817703488303e-4	2	0.67409920	0.00000008	0.23590351	0.67409920	0.08958924	0.00040797
165	7.041347625855532e-4	2	0.62556822	0.00000033	0.25790782	0.62556822	0.11488553	0.00163810
166	7.094044231405977e-4	2	0.55205162	0.00000269	0.32254163	0.55205162	0.12509640	0.00030766
167	7.389185094738183e-4	2	0.48719141	0.00000737	0.32095709	0.48719141	0.18576542	0.00607871
168	7.536239834274386e-4	2	0.57319558	0.00000342	0.30242418	0.57319558	0.12372023	0.00065659
169	7.868105930532791e-4	2	0.55756769	0.00000002	0.35040697	0.55756769	0.09047982	0.00154549
170	8.491030904703985e-4	2	0.60958964	0.00000941	0.26658924	0.60958964	0.12363291	0.00017880
171	8.750492638908076e-4	2	0.58636425	0.00000347	0.29647549	0.58636425	0.11708032	0.00007648
172	9.106980774488733e-4	2	0.62697698	0.00000007	0.19382715	0.62697698	0.17823897	0.00095683
173	9.395685314633524e-4	2	0.52473000	0.00002642	0.29632155	0.52473000	0.17635057	0.00257146
174	9.812538253892319e-4	2	0.54941326	0.00000403	0.26202034	0.54941326	0.18637990	0.00218246
175	1.012849945030500e-3	2	0.54848605	0.00002278	0.33097932	0.54848605	0.12025155	0.00026030
176	1.039718475105542e-3	2	0.53343127	0.00000357	0.37239341	0.53343127	0.09254146	0.00163030
177	1.088388056320298e-3	2	0.59342730	0.00002501	0.27823963	0.59342730	0.12126423	0.00704384
178	1.186185167327817e-3	2	0.62987763	0.00003523	0.18091347	0.62987763	0.18869346	0.00048021
179	1.202622016729230e-3	2	0.55994553	0.00000013	0.33950609	0.55994553	0.10044252	0.00010574
180	1.232441354435593e-3	2	0.57054056	0.00000674	0.31333730	0.57054056	0.11289285	0.00322255
181	1.277541988226010e-3	2	0.47783487	0.00008293	0.41054201	0.47783487	0.11154011	0.00000008
182	1.286892444429163e-3	2	0.47278557	0.00000058	0.44356293	0.47278557	0.08364167	0.00000926
183	1.343146804763624e-3	2	0.55192730	0.00001619	0.33166327	0.55192730	0.11603571	0.00035753
184	1.418430765819018e-3	2	0.60216548	0.00000118	0.28968657	0.60216548	0.10360471	0.00454206
185	1.456378264836530e-3	2	0.62863329	0.00001951	0.26049841	0.62863329	0.11084250	0.00000629
186	1.537833426849777e-3	2	0.61555348	0.00003225	0.22669733	0.61555348	0.15710171	0.00061523
187	1.608604668213310e-3	2	0.61101428	0.00000690	0.27213166	0.61101428	0.11482749	0.00201967
188	1.691497703579681e-3	2	0.59253596	0.00010485	0.28729081	0.59253596	0.12000938	0.00005900
189	1.737394569869263e-3	2	0.53121419	0.00003509	0.40002327	0.53121419	0.06566973	0.00305772
190	1.772570732181136e-3	2	0.66912935	0.00000073	0.21533998	0.66912935	0.11285597	0.00267396
191	1.805631054777599e-3	2	0.57791607	0.00004193	0.34287279	0.57791607	0.07737105	0.00179816
192	1.865420666131145e-3	2	0.50595058	0.00001269	0.25739564	0.50595058	0.23532796	0.00131314
193	1.937833787609994e-3	2	0.60452878	0.00000000	0.29669403	0.60452878	0.09504274	0.00373445
194	2.047797723342008e-3	2	0.55642933	0.00000341	0.30688908	0.55642933	0.13643336	0.00024482
195	2.141420437491502e-3	2	0.61950923	0.00000684	0.26684717	0.61950923	0.11356022	0.00007655
196	2.185736524383558e-3	2	0.51879903	0.00001188	0.35954770	0.51879903	0.12146276	0.00017862
197	2.375302538238157e-3	2	0.56731237	0.00002197	0.32006751	0.56731237	0.11227865	0.00031951
198	2.718111439897335e-3	2	0.56337345	0.00000018	0.35835150	0.56337345	0.07787611	0.00039876
199	3.043913525791279e-3	2	0.54850434	0.00000042	0.34349414	0.54850434	0.10656689	0.00143420
200	3.238819237287762e-3	2	0.62053563	0.00003571	0.26249811	0.62053563	0.11688223	0.00004832
201	3.520838944107364e-3	2	0.57172819	0.00003994	0.33157903	0.57172819	0.09435535	0.00229749
202	3.640972414191767e-3	2	0.56565306	0.00003073	0.31743844	0.56565306	0.10875274	0.00812503
203	3.942438031130774e-3	2	0.54504818	0.00006020	0.31515156	0.54504818	0.13655113	0.00318893
204	4.117347269188529e-3	2	0.46455388	0.00021555	0.45526174	0.46455388	0.07758864	0.00238019
205	4.603146959021289e-3	2	0.60214788	0.00000000	0.26490047	0.60214788	0.13288365	0.00006800
206	4.838596096165676e-3	2	0.56658979	0.00031333	0.33723391	0.56658979	0.09549835	0.00036461
207	5.126114047891943e-3	2	0.54715949	0.00030932	0.37614393	0.54715949	0.07628722	0.00010005
208	5.432646617592642e-3	2	0.52349080	0.00039738	0.38810936	0.52349080	0.08491121	0.00309125
209	6.228968598559080e-3	2	0.52848426	0.00028313	0.41343590	0.52848426	0.05779531	0.00000140
210	6.534058080433084e-3	2	0.62015994	0.00002776	0.29947546	0.62015994	0.07992436	0.00041249
211	6.960331240396662e-3	2	0.52631801	0.00010760	0.35923193	0.52631801	0.11434209	0.00000038
212	7.482428446332715e-3	2	0.50860405	0.00000240	0.42197415	0.50860405	0.06888119	0.00053822
213	8.256389743164312e-3	2	0.49954724	0.00002824	0.36125120	0.49954724	0.13448142	0.00469190
214	9.211587091353715e-3	2	0.53561306	0.00027547	0.40315631	0.53561306	0.06058942	0.00036574
215	1.072111386993085e-2	1	0.54085795	0.00062512	0.54085795	0.39328517	0.06467629	0.00055547
216	1.166801726275378e-2	2	0.54457139	0.00043259	0.36736446	0.54457139	0.08723609	0.00039547
217	1.247607628757055e-2	1	0.48068425	0.00000892	0.48068425	0.41805479	0.10118580	0.00006623
218	1.422218641935929e-2	2	0.55719156	0.00001156	0.34045551	0.55719156	0.10221843	0.00012294
219	1.641412175706485e-2	2	0.46802972	0.00152671	0.44024063	0.46802972	0.08886052	0.00134243
220	1.688920283529090e-2	2	0.55246006	0.00000765	0.37634549	0.55246006	0.07100886	0.00017794
221	2.009805851757361e-2	2	0.53394228	0.00043804	0.38825387	0.53394228	0.07557713	0.00178868
222	2.224507757090283e-2	1	0.45184972	0.00011813	0.45184972	0.44077711	0.10532344	0.00193159
223	2.268125407623147e-2	2	0.54682842	0.00001320	0.34894102	0.54682842	0.10418537	0.00003200
224	2.301346963368381e-2	2	0.50432324	0.00028159	0.42973048	0.50432324	0.06550913	0.00015555
225	2.440627427301910e-2	2	0.59993596	0.00016362	0.30216837	0.59993596	0.09542439	0.00230766
226	2.504660027843999e-2	2	0.55561985	0.00004592	0.34407843	0.55561985	0.10025387	0.00000193
227	2.534898082860299e-2	2	0.47679087	0.00115537	0.43827801	0.47679087	0.08344346	0.00033230
228	2.668452603495454e-2	2	0.53022089	0.00000573	0.40291675	0.53022089	0.06591460	0.00094202
229	2.739122425024760e-2	1	0.61554256	0.00356902	0.61554256	0.36239754	0.01823604	0.00025484
230	2.988699725356881e-2	1	0.48579181	0.00000875	0.48579181	0.47249421	0.04054325	0.00116197
231	3.544672434484346e-2	1	0.60184317	0.00727787	0.60184317	0.34938532	0.04029559	0.00119804
232	3.656838712943809e-2	1	0.87855587	0.05490624	0.87855587	0.05973992	0.00661197	0.00018600
233	4.749369194906621e-2	1	0.64970486	0.04308059	0.64970486	0.26232148	0.04338345	0.00150963
234	6.425345392820110e-2	1	0.72493118	0.13329335	0.72493118	0.12148358	0.01960968	0.00068221
235	8.947412039978786e-2	0	0.35276704	0.35276704	0.30100111	0.29316823	0.05137755	0.00168607
236	2.103069551459727e-1	2	0.35938350	0.21941463	0.35068721	0.35938350	0.06836614	0.00214851
237	8.129382032588575e-1	1	0.45242885	0.13200917	0.45242885	0.32441897	0.08923334	0.00190968
238	3.951703681064247e0	1	0.45329092	0.04611427	0.45329092	0.43148240	0.06832944	0.00078297
