k	eigenvalue	dominant_omega	purity	P_0	P_1	P_2	P_3	P_4
101	1.426370624547679e-2	1	0.48284813	0.00120323	0.48284813	0.43134196	0.08460667	-0.00000000
102	1.645380087130705e-2	2	0.53485534	0.00009124	0.42977725	0.53485534	0.03527617	-0.00000000
103	1.859604307345299e-2	2	0.57257014	0.00110600	0.37455636	0.57257014	0.05176750	-0.00000000
104	2.192584977620361e-2	1	0.54616516	0.00002497	0.54616516	0.40224527	0.05156459	-0.00000000
105	2.295021382917459e-2	2	0.50617431	0.00027048	0.40951389	0.50617431	0.08404133	-0.00000000
106	2.330536884156766e-2	2	0.55131418	0.00000049	0.39619225	0.55131418	0.05249308	-0.00000000
107	2.468697620795714e-2	2	0.50531201	0.00117339	0.44894198	0.50531201	0.04457262	-0.00000000
108	2.568535628220725e-2	2	0.56740133	0.00009419	0.34769120	0.56740133	0.08481329	-0.00000000
109	2.673644895379796e-2	2	0.52209361	0.00022044	0.45932459	0.52209361	0.01836135	-0.00000000
110	2.774003537636344e-2	1	0.72910676	0.00415359	0.72910676	0.24918753	0.01755212	-0.00000000
111	3.137945565467968e-2	2	0.54724212	0.00218551	0.42908395	0.54724212	0.02148842	-0.00000000
112	3.638133804356367e-2	1	0.93093028	0.02706948	0.93093028	0.04113159	0.00086865	-0.00000000
113	3.973057446118591e-2	1	0.66214917	0.06201738	0.66214917	0.24633589	0.02949756	-0.00000000
114	5.697127725263160e-2	1	0.78875524	0.00024291	0.78875524	0.18720399	0.02379786	-0.00000000
115	7.334579042910715e-2	1	0.44442916	0.38646698	0.44442916	0.14913269	0.01997116	-0.00000000
116	1.512927417127309e-1	2	0.34106302	0.28569599	0.33319923	0.34106302	0.04004176	-0.00000000
117	6.021329031176352e-1	1	0.46053815	0.16610571	0.46053815	0.31387327	0.05948286	-0.00000000
118	3.504285774353218e0	1	0.49869435	0.05849806	0.49869435	0.40102039	0.04178720	-0.00000000
