N	vtGv	vtB1v	vtL1v	btv	d2	ratio	max_partial	c_inner	tv_outer	abel_product	coprime	p2_contrib	p3_contrib	gcd_diag	gcd_1	gcd_2	gcd_3	gcd_4	gcd_5	gcd_6plus	ramanujan	divisor_wt	euler_phi	cancel_eff	noncop_l1	is_hcn	is_prime	prime_power	time
368	0.5466901198	0.3377935779	0.2088965419	0.7328757382	0.0809386435	0.1514999853	2.2074615903	1.3626657252	185.5623736604	412.6298447135	-0.2724264202	-0.0908336296	-0.2320790657	1.4067766748	-0.2724264202	0.0302715379	-0.1363003714	0.0000000000	-0.0887240091	-0.3929072921	-18.5494844331	1.3911120022	0.2863148095	0.6184147820	0.4813229621	false	false		0.014
369	0.5468528540	0.3383956038	0.2084572502	0.7329900288	0.0808727965	0.1514415288	2.2082845626	1.3624935103	186.3356857349	414.4909916630	-0.2729225841	-0.0905342736	-0.2321212730	1.4074349905	-0.2729225841	0.0306153493	-0.1363166558	0.0000000000	-0.0887273953	-0.3932308506	-18.5397584344	1.3923527238	0.2861662485	0.6160164253	0.4813798343	false	false		0.014
370	0.5470150433	0.3389989972	0.2080160461	0.7331039056	0.0808072322	0.1513833170	2.2091045554	1.3623219189	186.5728604449	415.1684674863	-0.2734171192	-0.0902357576	-0.2321633670	1.4080915435	-0.2734171192	0.0309577954	-0.1363331927	0.0000000000	-0.0887308169	-0.3935531667	-18.5298250414	1.3935908176	0.2860180541	0.6136184701	0.4814331653	false	false		0.014
371	0.5471875349	0.3395976692	0.2075898656	0.7332251840	0.0807371669	0.1513208183	2.2099215878	1.3621524715	187.6032013276	417.5986147154	-0.2738752789	-0.0899559530	-0.2322053481	1.4087463429	-0.2738752789	0.0312798942	-0.1363499791	0.0000000000	-0.0887409888	-0.3938724554	-18.5086958128	1.3948145665	0.2858912181	0.6112817739	0.4814651445	false	false		0.014
372	0.5473486617	0.3401956419	0.2071530198	0.7333382553	0.0806721511	0.1512630752	2.2107356788	1.3619820775	187.5826848845	417.7067165784	-0.2743461425	-0.0896769511	-0.2322472170	1.4093993988	-0.2743461425	0.0316006612	-0.1363670121	0.0000000000	-0.0887512041	-0.3941870395	-18.4901655180	1.3960284001	0.2857533902	0.6089232026	0.4814991623	false	false		0.014
373	0.5475092534	0.3407949735	0.2067142799	0.7334509207	0.0806074120	0.1512055720	2.2115468472	1.3653631070	188.9157181144	420.8155252552	-0.2748154209	-0.0893987479	-0.2322889742	1.4100507203	-0.2748154209	0.0319201055	-0.1363842887	0.0000000000	-0.0887614622	-0.3945004005	-18.4714297705	1.3972396820	0.2856159103	0.6065649319	0.4815297008	false	true	373	0.014
374	0.5476799867	0.3413956230	0.2062843636	0.7335708697	0.0805382472	0.1511438467	2.2123551115	1.3651939918	190.2483803742	423.9172706878	-0.2752724510	-0.0891213389	-0.2323306202	1.4107003165	-0.2752724510	0.0322382363	-0.1364018061	0.0000000000	-0.0887717624	-0.3948125466	-18.4512582761	1.3984590947	0.2854894504	0.6042384545	0.4815568146	false	false		0.014
375	0.5478607795	0.3419917870	0.2058689925	0.7336980362	0.0804647070	0.1510779453	2.2131604903	1.3650269837	190.2272310567	424.0244157442	-0.2756972544	-0.0888622823	-0.2323721555	1.4113481971	-0.2756972544	0.0325380907	-0.1364195614	0.0000000000	-0.0887821042	-0.3951265883	-18.4218757451	1.3996644416	0.2853829586	0.6019705744	0.4815662469	false	false		0.014
376	0.5480409797	0.3425892967	0.2054516830	0.7338247500	0.0803914797	0.1510123118	2.2139630018	1.3648605702	191.0004348328	425.8896468526	-0.2761205871	-0.0886039810	-0.2324135808	1.4119943709	-0.2761205871	0.0328366668	-0.1364375518	0.0000000000	-0.0887924868	-0.3954394323	-18.3923036423	1.4008672462	0.2852767278	0.5997025738	0.4815722701	false	false		0.014
377	0.5482205910	0.3431881287	0.2050324622	0.7339510139	0.0803185631	0.1509469446	2.2147626641	1.3646947475	190.9794828539	425.9967032126	-0.2765424581	-0.0883464309	-0.2324548965	1.4126388462	-0.2765424581	0.0331339737	-0.1364557745	0.0000000000	-0.0888029098	-0.3957510865	-18.3625444377	1.4020675170	0.2851707568	0.5974345995	0.4815749203	false	false		0.014
378	0.5483891344	0.3437868902	0.2046022442	0.7340693068	0.0802505208	0.1508861573	2.2155594952	1.3645280126	191.7528581798	427.8630586716	-0.2769755510	-0.0880896281	-0.2324961031	1.4132816318	-0.2769755510	0.0334300203	-0.1364742269	0.0000000000	-0.0888133726	-0.3960593672	-18.3349562606	1.4032569740	0.2850544195	0.5951426596	0.4815777952	false	false		0.014
379	0.5485571273	0.3443869669	0.2041701604	0.7341871821	0.0801827632	0.1508256145	2.2163535129	1.3643618664	192.5264464246	429.7305740749	-0.2774071713	-0.0878335685	-0.2325372013	1.4139227364	-0.2774071713	0.0337248153	-0.1364929061	0.0000000000	-0.0888238745	-0.3963664726	-18.3071821589	1.4044439507	0.2849383711	0.5928510078	0.4815773317	false	true	379	0.014
380	0.5487349461	0.3449883193	0.2037466268	0.7343120866	0.0801107728	0.1507610410	2.2171447348	1.3641977913	193.2997405531	431.5981259518	-0.2778269553	-0.0875782482	-0.2325781914	1.4145621687	-0.2778269553	0.0340183675	-0.1365118095	0.0000000000	-0.0888344150	-0.3966724104	-18.2780113568	1.4056388292	0.2848329836	0.5905899284	0.4815735821	false	false		0.015
381	0.5489121898	0.3455909740	0.2033212159	0.7344365526	0.0800390845	0.1506967268	2.2179331783	1.3675611750	194.6343512736	434.7191446371	-0.2782453169	-0.0873236632	-0.2326190741	1.4151999373	-0.2782453169	0.0343106855	-0.1365309344	0.0000000000	-0.0888449935	-0.3969771882	-18.2486635170	1.4068312142	0.2847278516	0.5883290687	0.4815665327	false	false		0.014
382	0.5490785805	0.3461911324	0.2028874481	0.7345532167	0.0799721471	0.1506368737	2.2187188609	1.3673952890	195.9688463724	437.8336413101	-0.2786810950	-0.0870698098	-0.2326507749	1.4158360507	-0.2786810950	0.0346017779	-0.1365412034	0.0000000000	-0.0888556095	-0.3972813402	-18.2233591888	1.4080193830	0.2846096715	0.5860561672	0.4815685431	false	false		0.015
383	0.5492342031	0.3467882539	0.2024459492	0.7346621459	0.0799099112	0.1505814380	2.2195017996	1.3672285460	195.9478840525	437.9412474986	-0.2791421555	-0.0867997676	-0.2326823867	1.4164705180	-0.2791421555	0.0349085695	-0.1365517062	0.0000000000	-0.0888662624	-0.3975847602	-18.2046157999	1.4092113666	0.2844730939	0.5837739511	0.4815881047	false	true	383	0.015
384	0.5493994982	0.3473866510	0.2020128472	0.7347779848	0.0798435287	0.1505220609	2.2202820115	1.3670638288	195.9268411341	438.0481081595	-0.2795915360	-0.0865304809	-0.2327139099	1.4171033482	-0.2795915360	0.0352141206	-0.1365624403	0.0000000000	-0.0888769517	-0.3978870426	-18.1844796844	1.4104110783	0.2843470266	0.5815216174	0.4816043831	false	false		0.017
385	0.5495642618	0.3479863495	0.2015779123	0.7348934213	0.0797774193	0.1504629188	2.2210595134	1.3668996837	196.7009676138	439.9205209509	-0.2800394527	-0.0862619459	-0.2327453451	1.4177345497	-0.2800394527	0.0355184396	-0.1365734031	0.0000000000	-0.0888876769	-0.3981881948	-18.1641573354	1.4116083196	0.2842212612	0.5792695967	0.4816173650	false	false		0.016
386	0.5497385756	0.3485827670	0.2011558086	0.7350156710	0.0797072336	0.1503999009	2.2218343220	1.3667375397	197.4748270553	441.7930128543	-0.2804665608	-0.0859941586	-0.2327766927	1.4183641307	-0.2804665608	0.0358215348	-0.1365845920	0.0000000000	-0.0889026084	-0.3984933287	-18.1384616025	1.4128019608	0.2841074887	0.5770675652	0.4816223695	false	false		0.016
387	0.5499022982	0.3491762145	0.2007260837	0.7351303228	0.0796416526	0.1503412044	2.2226064539	1.3665745642	197.4539538898	441.8997897127	-0.2809185085	-0.0857104902	-0.2328079531	1.4189921001	-0.2809185085	0.0361400395	-0.1365960045	0.0000000000	-0.0889175738	-0.3987977546	-18.1192708552	1.4139993225	0.2839756377	0.5748561197	0.4816445923	false	false		0.017
388	0.5500654984	0.3497709598	0.2002945386	0.7352445796	0.0795763392	0.1502827385	2.2233759256	1.3664121501	198.4878268813	444.3511036843	-0.2813689887	-0.0854275906	-0.2328391268	1.4196184660	-0.2813689887	0.0364573083	-0.1366076383	0.0000000000	-0.0889325724	-0.3991010765	-18.0998887741	1.4151942302	0.2838440972	0.5726448495	0.4816635273	false	false		0.017
389	0.5502281793	0.3503669811	0.1998611982	0.7353584438	0.0795112918	0.1502245017	2.2241427532	1.3696805863	198.7705086354	445.1403514820	-0.2818180099	-0.0851454558	-0.2328702142	1.4202432358	-0.2818180099	0.0367733492	-0.1366194907	0.0000000000	-0.0889476037	-0.3994033014	-18.0803176070	1.4163866919	0.2837128659	0.5704338851	0.4816792081	false	true	389	0.017
390	0.5504002395	0.3509642412	0.1994359983	0.7354789826	0.0794422744	0.1501624996	2.2249069530	1.3695192047	200.1075281668	448.2676835593	-0.2822556858	-0.0848640820	-0.2329012158	1.4208664176	-0.2822556858	0.0370881705	-0.1366315595	0.0000000000	-0.0889626672	-0.3997044362	-18.0593795794	1.4175866116	0.2835918380	0.5682516190	0.4816916840	false	false		0.016
391	0.5505619045	0.3515571917	0.1990047128	0.7355920809	0.0793777427	0.1501046999	2.2256685408	1.3693570013	200.0866985806	448.3744052700	-0.2827370870	-0.0845671040	-0.2329233890	1.4214880199	-0.2827370870	0.0374222269	-0.1366322801	0.0000000000	-0.0889733809	-0.4000055944	-18.0557591414	1.4187933001	0.2834479735	0.5660663968	0.4817417998	false	false		0.017
392	0.5507132505	0.3521502088	0.1985630417	0.7356978013	0.0793176479	0.1500510557	2.2264275327	1.3691939691	200.0661008978	448.4810865448	-0.2832291538	-0.0842709051	-0.2329454916	1.4221080512	-0.2832291538	0.0377550948	-0.1366331916	0.0000000000	-0.0889841033	-0.4003034469	-18.0544017968	1.4199899703	0.2832944994	0.5638589352	0.4817921955	false	false		0.017
393	0.5508641198	0.3527444891	0.1981196307	0.7358031623	0.0792577952	0.1499976228	2.2271839442	1.3690314912	200.8413807571	450.3597835091	-0.2837197739	-0.0839754817	-0.2329675238	1.4227265194	-0.2837197739	0.0380867816	-0.1366342921	0.0000000000	-0.0889948341	-0.4006002811	-18.0528983089	1.4211841906	0.2831413735	0.5616519516	0.4818394046	false	false		0.017
394	0.5510048059	0.3533363911	0.1976684147	0.7359012449	0.0792023160	0.1499482949	2.2279377910	1.3688681942	201.6166337679	452.2390708421	-0.2842268167	-0.0836808299	-0.2329808446	1.4233434321	-0.2842268167	0.0384172945	-0.1366269379	0.0000000000	-0.0890055731	-0.4008965929	-18.0553617546	1.4223744135	0.2829760083	0.5594340682	0.4818952315	false	false		0.023
395	0.5511353971	0.3539253945	0.1972100027	0.7359921100	0.0791511771	0.1499030524	2.2286890885	1.3687041179	201.5964522788	452.3462293989	-0.2847577710	-0.0833708328	-0.2329941076	1.4239587977	-0.2847577710	0.0387627542	-0.1366197807	0.0000000000	-0.0890163201	-0.4011922829	-18.0642590312	1.4235683016	0.2827933137	0.5572078346	0.4819677737	false	false		0.021
396	0.5512559865	0.3545132072	0.1967427794	0.7360758177	0.0791043510	0.1498618853	2.2294378520	1.3685392366	201.5764683642	452.4532818107	-0.2853010219	-0.0830616230	-0.2330073133	1.4245726244	-0.2853010219	0.0391070317	-0.1366128185	0.0000000000	-0.0890225003	-0.4014873288	-18.0758926246	1.4247544233	0.2826005338	0.5549660081	0.4820438013	false	false		0.019
397	0.5513762133	0.3551022901	0.1962739232	0.7361592439	0.0790577255	0.1498209122	2.2301840966	1.3683749100	202.1989366988	453.9925809469	-0.2858427224	-0.0827531967	-0.2330204622	1.4251849198	-0.2858427224	0.0394501341	-0.1366060495	0.0000000000	-0.0890286914	-0.4017813773	-18.0873634371	1.4259382063	0.2824082148	0.5527250279	0.4821166456	false	true	397	0.018
398	0.5515055620	0.3556926078	0.1958129542	0.7362491718	0.0790072183	0.1497762469	2.2309278376	1.3682124817	202.8210881356	455.5315948828	-0.2863733988	-0.0824455502	-0.2330335545	1.4257956915	-0.2863733988	0.0397920686	-0.1365994717	0.0000000000	-0.0890348932	-0.4020744343	-18.0975252109	1.4271291411	0.2822258373	0.5505117339	0.4821863530	false	false		0.019
399	0.5516250866	0.3562800846	0.1953450020	0.7363320513	0.0789609839	0.1497356511	2.2316690897	1.3680493019	202.8011970569	455.6381961615	-0.2869275120	-0.0821227997	-0.2330465906	1.4264049474	-0.2869275120	0.0401487225	-0.1365930834	0.0000000000	-0.0890411054	-0.4023668824	-18.1140673530	1.4283237928	0.2820265127	0.5482905458	0.4822725140	false	false		0.021
400	0.5517536271	0.3568636442	0.1948899829	0.7364213678	0.0789108915	0.1496913670	2.2324078677	1.3678880024	202.7812652063	455.7441758141	-0.2874585281	-0.0818008423	-0.2330680439	1.4270126955	-0.2874585281	0.0405042021	-0.1365949481	0.0000000000	-0.0890473280	-0.4026624663	-18.1241353361	1.4295115464	0.2818403829	0.5461189059	0.4823485110	false	false		0.020
401	0.5518817773	0.3574484764	0.1944333009	0.7365103869	0.0788610035	0.1496472718	2.2331441864	1.3677272398	203.5579479560	457.6285802114	-0.2879880440	-0.0814796743	-0.2330894324	1.4276189432	-0.2879880440	0.0408585142	-0.1365969994	0.0000000000	-0.0890535606	-0.4029570762	-18.1340415059	1.4306969685	0.2816546765	0.5439477678	0.4824213449	false	true	401	0.019
402	0.5520188109	0.3580345464	0.1939842645	0.7366057569	0.0788072970	0.1495995055	2.2338780603	1.3675683354	204.3343398660	459.5129796879	-0.2885067966	-0.0811592923	-0.2331107565	1.4282236978	-0.2885067966	0.0412116658	-0.1365992353	0.0000000000	-0.0890598031	-0.4032507177	-18.1426562064	1.4318893384	0.2814786633	0.5418032043	0.4824910611	false	false		0.019
403	0.5521646514	0.3586168872	0.1935477642	0.7367074244	0.0787498026	0.1495480881	2.2346095037	1.3674112190	204.3139143778	459.6174449173	-0.2889864919	-0.0808553679	-0.2331403902	1.4288269671	-0.2889864919	0.0415431294	-0.1366151684	0.0000000000	-0.0890660554	-0.4035377295	-18.1362630284	1.4330691900	0.2813238004	0.5397062190	0.4825342561	false	false		0.019
404	0.5523008635	0.3591992475	0.1931016160	0.7368021757	0.0786965122	0.1495006890	2.2353385311	1.3672533081	204.2937174362	459.7218922415	-0.2894759750	-0.0805522045	-0.2331699487	1.4294287587	-0.2894759750	0.0418734548	-0.1366312793	0.0000000000	-0.0890723172	-0.4038217785	-18.1319298649	1.4342395312	0.2811599688	0.5375891440	0.4825775910	false	false		0.019
405	0.5524366615	0.3597828706	0.1926537909	0.7368966148	0.0786434319	0.1494534779	2.2360651565	1.3735811993	205.6360309507	462.8869807854	-0.2899640458	-0.0802497986	-0.2331994325	1.4300290800	-0.2899640458	0.0422026488	-0.1366475661	0.0000000000	-0.0890785884	-0.4041048669	-18.1274460920	1.4354075862	0.2809965092	0.5354723823	0.4826178367	false	false		0.017
406	0.5525720475	0.3603677363	0.1922043112	0.7369907435	0.0785905604	0.1494064533	2.2367893940	1.3734217777	206.1810932476	464.2557378912	-0.2904507119	-0.0799481467	-0.2332288418	1.4306279373	-0.2904507119	0.0425307182	-0.1366640269	0.0000000000	-0.0890848688	-0.4043870004	-18.1228132505	1.4365733621	0.2808334198	0.5333560467	0.4826550231	false	false		0.018
407	0.5527160582	0.3609485124	0.1917675458	0.7370910468	0.0785339647	0.1493558202	2.2375112577	1.3732641379	206.9574987759	466.1424273346	-0.2909078324	-0.0796627025	-0.2332581771	1.4312253377	-0.2909078324	0.0428420934	-0.1366806596	0.0000000000	-0.0890911583	-0.4046717226	-18.1087399060	1.4377263096	0.2806879953	0.5312878130	0.4826753782	false	false		0.018
408	0.5528506399	0.3615291950	0.1913214449	0.7371845710	0.0784814979	0.1493091524	2.2382307612	1.3731057468	206.9370741064	466.2462524135	-0.2913747200	-0.0793779855	-0.2332874387	1.4318212888	-0.2913747200	0.0431523651	-0.1366974625	0.0000000000	-0.0890974566	-0.4049533749	-18.0967638550	1.4388701356	0.2805337324	0.5292005392	0.4826961649	false	false		0.019
409	0.5529848164	0.3621111126	0.1908737038	0.7372777903	0.0784292359	0.1492626679	2.2389479183	1.3729478723	207.7139872362	468.1347581077	-0.2918402367	-0.0790939924	-0.2333166269	1.4324157975	-0.2918402367	0.0434615399	-0.1367144336	0.0000000000	-0.0891037635	-0.4052340871	-18.0846381333	1.4400117459	0.2803798248	0.5271136320	0.4827139405	false	true	409	0.018
410	0.5531274854	0.3626942320	0.1904332534	0.7373770941	0.0783732972	0.1492126075	2.2396627427	1.3727917676	208.4906148626	470.0232528778	-0.2922954950	-0.0788107197	-0.2333457420	1.4330088706	-0.2922954950	0.0437696247	-0.1367315711	0.0000000000	-0.0891100791	-0.4055138648	-18.0712615682	1.4411600434	0.2802351666	0.5250517835	0.4827287483	false	false		0.019
411	0.5532785774	0.3632733064	0.1900052710	0.7374824323	0.0783137127	0.1491589942	2.2403752477	1.3726373917	208.4696835163	470.1255416834	-0.2927197811	-0.0785433905	-0.2333747844	1.4336005155	-0.2927197811	0.0440601261	-0.1367488731	0.0000000000	-0.0891225051	-0.4057909048	-18.0473022379	1.4422960183	0.2801083756	0.5230366991	0.4827250521	false	false		0.020
412	0.5534204017	0.3638501941	0.1895702076	0.7375811041	0.0782581935	0.1491092956	2.2410854468	1.3724822692	208.4489279614	470.2277088987	-0.2931592280	-0.0782767534	-0.2333956868	1.4341907395	-0.2931592280	0.0443495634	-0.1367582703	0.0000000000	-0.0891349433	-0.4060674597	-18.0271577263	1.4434285918	0.2799703693	0.5210116985	0.4827294356	false	false		0.019
413	0.5535618009	0.3644283154	0.1891334855	0.7376794574	0.0782028861	0.1490597827	2.2417933533	1.3754822234	209.7927840713	473.3956157994	-0.2935973649	-0.0780108053	-0.2334165301	1.4347795493	-0.2935973649	0.0446379434	-0.1367678412	0.0000000000	-0.0891473933	-0.4063430924	-18.0068689926	1.4445589745	0.2798326769	0.5189868008	0.4827308504	false	false		0.019
414	0.5536940492	0.3650059016	0.1886881476	0.7377712298	0.0781515897	0.1490141407	2.2424989802	1.3753256793	211.1366032533	476.5577839102	-0.2940459175	-0.0777455428	-0.2334373146	1.4353669516	-0.2940459175	0.0449252726	-0.1367775842	0.0000000000	-0.0891598548	-0.4066148184	-17.9889614724	1.4456814367	0.2796861271	0.5169454706	0.4827340651	false	false		0.019
415	0.5538259053	0.3655847160	0.1882411892	0.7378627074	0.0781004905	0.1489686754	2.2432023407	1.3751696381	212.1756532432	479.0377057361	-0.2944931425	-0.0774809627	-0.2334580405	1.4359529531	-0.2944931425	0.0452115574	-0.1367874975	0.0000000000	-0.0891723275	-0.4068856376	-17.9709057685	1.4468017481	0.2795399175	0.5149044284	0.4827343318	false	false		0.019
416	0.5539487327	0.3661624572	0.1877862754	0.7379476883	0.0780533560	0.1489270511	2.2439034476	1.3750128824	213.2146885811	481.5185709310	-0.2949516638	-0.0772170618	-0.2334787082	1.4365375602	-0.2949516638	0.0454968043	-0.1367975793	0.0000000000	-0.0891805159	-0.4071558729	-17.9554898104	1.4479152562	0.2793845529	0.5128496156	0.4827379392	false	false		0.020
417	0.5540712016	0.3667414224	0.1873297791	0.7380323976	0.0780064063	0.1488855981	2.2446023138	1.3748566277	213.9919511564	483.4128350741	-0.2954088424	-0.0769538367	-0.2334993179	1.4371207796	-0.2954088424	0.0457810197	-0.1368078278	0.0000000000	-0.0891887184	-0.4074252092	-17.9399251202	1.4490266588	0.2792295559	0.5107952570	0.4827386215	false	false		0.019
418	0.5541847706	0.3673182513	0.1868665193	0.7381106929	0.0779633847	0.1488479725	2.2452989521	1.3746996665	214.7692085132	485.3076905390	-0.2958806928	-0.0766912844	-0.2335119797	1.4377026178	-0.2958806928	0.0460642099	-0.1368103511	0.0000000000	-0.0891969348	-0.4076940784	-17.9281176640	1.4501348838	0.2790637542	0.5087319202	0.4827472121	false	false		0.019
419	0.5543065090	0.3678913035	0.1864152055	0.7381948537	0.0779168016	0.1488068563	2.2459933750	1.3745443768	214.7481942600	485.4102391731	-0.2963255746	-0.0764441656	-0.2335245948	1.4382830816	-0.2963255746	0.0463319038	-0.1368130484	0.0000000000	-0.0892051649	-0.4079646885	-17.9077358735	1.4512311841	0.2789144443	0.5067127266	0.4827407801	false	true	419	0.019
420	0.5544363410	0.3684655599	0.1859707812	0.7382848327	0.0778666755	0.1487622524	2.2474023397	1.3743907749	214.7270810303	485.6669533404	-0.2967606949	-0.0761976905	-0.2335371636	1.4388621780	-0.2967606949	0.0465985968	-0.1368159179	0.0000000000	-0.0892134084	-0.4082344125	-17.8861398251	1.4523338774	0.2787739352	0.5047168621	0.4827314761	false	false		0.020
421	0.5545657934	0.3690410407	0.1855247527	0.7383745270	0.0778167393	0.1487178188	2.2488792020	1.3773495806	216.0726547585	489.0187922239	-0.2971945363	-0.0759518561	-0.2335496862	1.4394399133	-0.2971945363	0.0468642952	-0.1368189582	0.0000000000	-0.0892216652	-0.4085032554	-17.8644039490	1.4534344954	0.2786337505	0.5027211942	0.4827192890	false	true	421	0.021
422	0.5547032286	0.3696177146	0.1850855139	0.7384699655	0.0777632976	0.1486699180	2.2503514025	1.3771969841	217.4178746880	492.3657964083	-0.2976187458	-0.0757066595	-0.2335621630	1.4400162938	-0.2976187458	0.0471290052	-0.1368221674	0.0000000000	-0.0892299349	-0.4087712224	-17.8414686131	1.4545414050	0.2785022490	0.5007484939	0.4827042597	false	false		0.021
423	0.5548319407	0.3701918129	0.1846401278	0.7385591048	0.0777137310	0.1486258127	2.2518189676	1.3770437096	217.3968163071	492.6391276010	-0.2980642361	-0.0754475716	-0.2335745942	1.4405913263	-0.2980642361	0.0474072586	-0.1368255440	0.0000000000	-0.0892382173	-0.4090386468	-17.8246379797	1.4556521039	0.2783554602	0.4987688040	0.4827043639	false	false		0.020
424	0.5549602792	0.3707671209	0.1841931583	0.7386479642	0.0776643508	0.1485818746	2.2532819231	1.3768909166	218.4371840900	495.3030816476	-0.2985084448	-0.0751891392	-0.2335869802	1.4411650169	-0.2985084448	0.0476845119	-0.1368290864	0.0000000000	-0.0892465123	-0.4093052061	-17.8076647257	1.4567607250	0.2782090031	0.4967893536	0.4827016031	false	false		0.022
425	0.5550882461	0.3713436204	0.1837446257	0.7387365451	0.0776151558	0.1485381027	2.2547402947	1.3767386022	218.6787092821	496.1678854094	-0.2989513786	-0.0749313593	-0.2335993212	1.4417373714	-0.2989513786	0.0479607710	-0.1368327929	0.0000000000	-0.0892548196	-0.4095709053	-17.7905503925	1.4578672743	0.2780628763	0.4948102395	0.4826960043	false	false		0.024
426	0.5552158432	0.3719212933	0.1832945500	0.7388248492	0.0775661448	0.1484944961	2.2561941080	1.3765867640	218.7743402602	496.7032244213	-0.2993930441	-0.0746742288	-0.2336116175	1.4423083955	-0.2993930441	0.0482360420	-0.1368366619	0.0000000000	-0.0892631390	-0.4098357492	-17.7732965040	1.4589717581	0.2779170786	0.4928315568	0.4826875941	false	false		0.027
427	0.5553512170	0.3724955095	0.1828557075	0.7389187639	0.0775136891	0.1484474532	2.2576433883	1.3764365247	219.6682998211	499.0401875367	-0.2997990899	-0.0744320663	-0.2336315396	1.4428780952	-0.2997990899	0.0484913268	-0.1368532910	0.0000000000	-0.0892714703	-0.4100943538	-17.7414808206	1.4600648383	0.2777903377	0.4908937232	0.4826547974	false	false		0.022
428	0.5554780965	0.3730692032	0.1824088934	0.7390065282	0.0774650401	0.1484041719	2.2590881608	1.3762856058	219.6472211633	499.3115874067	-0.3002148643	-0.0741905255	-0.2336514090	1.4434464771	-0.3002148643	0.0487456490	-0.1368700783	0.0000000000	-0.0892798133	-0.4103492737	-17.7119633679	1.4611506128	0.2776553632	0.4889411718	0.4826237576	false	false		0.024
429	0.5556046121	0.3736440557	0.1819605564	0.7390940202	0.0774165717	0.1483610529	2.2605284504	1.3791636624	220.9948532626	502.6827918926	-0.3006294086	-0.0739496033	-0.2336712258	1.4440135472	-0.3006294086	0.0489990145	-0.1368870221	0.0000000000	-0.0892881678	-0.4106033511	-17.6823091704	1.4622343800	0.2775207011	0.4869890305	0.4825899650	false	false		0.023
430	0.5557387782	0.3742155361	0.1815232421	0.7391870449	0.0773646884	0.1483145045	2.2619642818	1.3790137113	222.3421941530	506.0493812780	-0.3010245672	-0.0737092970	-0.2336985833	1.4445793114	-0.3010245672	0.0492514294	-0.1369114971	0.0000000000	-0.0892965335	-0.4108593648	-17.6468486450	1.4633127787	0.2773971532	0.4850767126	0.4825478093	false	false		0.024
431	0.5558805312	0.3747832355	0.1810972957	0.7392855589	0.0773094135	0.1482645402	2.2633956796	1.3788653357	222.3206017265	506.3204072826	-0.3013910865	-0.0734837087	-0.2337258786	1.4451437762	-0.3013910865	0.0494874659	-0.1369361197	0.0000000000	-0.0893107647	-0.4111127399	-17.6010793599	1.4643797007	0.2772899358	0.4832054331	0.4824883821	false	true	431	0.022
432	0.5560298123	0.3753520764	0.1806777358	0.7393895189	0.0772507744	0.1482111811	2.2648226681	1.3787185361	222.2989086554	506.5901604165	-0.3017485286	-0.0732587073	-0.2337531118	1.4457069478	-0.3017485286	0.0497225777	-0.1369608882	0.0000000000	-0.0893250108	-0.4113652856	-17.5541522514	1.4654525760	0.2771908982	0.4813553652	0.4824262645	false	false		0.023
433	0.5561786678	0.3759220781	0.1802565897	0.7394931596	0.0771923487	0.1481580072	2.2662452715	1.3785721876	223.0766326926	508.6705467254	-0.3021048562	-0.0730342901	-0.2337802833	1.4462688321	-0.3021048562	0.0499567709	-0.1369858010	0.0000000000	-0.0893392714	-0.4116170066	-17.5071027933	1.4665234551	0.2770920836	0.4795051959	0.4823614459	false	true	433	0.022
434	0.5563349675	0.3764932113	0.1798417562	0.7396021788	0.0771306098	0.1481014885	2.2676635137	1.3784273979	223.8540673315	510.7515104047	-0.3024522082	-0.0728104542	-0.2338073933	1.4468294348	-0.3024522082	0.0501900510	-0.1370108565	0.0000000000	-0.0893535462	-0.4118679075	-17.4589062425	1.4676002121	0.2770013587	0.4776759602	0.4822939644	false	false		0.023
435	0.5564986642	0.3770606496	0.1794380146	0.7397165347	0.0770655949	0.1480416644	2.2690774186	1.3782841325	223.8318462405	511.0192212639	-0.3027733021	-0.0726010842	-0.2338344420	1.4473887622	-0.3027733021	0.0504082423	-0.1370360531	0.0000000000	-0.0893678349	-0.4121211502	-17.4016588991	1.4686654416	0.2769261047	0.4758863454	0.4822113167	false	false		0.023
436	0.5566697144	0.3776245439	0.1790451705	0.7398361855	0.0769973434	0.1479785795	2.2704870096	1.3781424060	223.8096088417	511.2858639369	-0.3030735271	-0.0723922658	-0.2338688541	1.4479468204	-0.3030735271	0.0506255452	-0.1370690781	0.0000000000	-0.0893865560	-0.4123734901	-17.3375868080	1.4697242484	0.2768621814	0.4741354168	0.4821186977	false	false		0.022
437	0.5568402950	0.3781896004	0.1786506946	0.7399554721	0.0769293508	0.1479157271	2.2718923103	1.3809809675	225.1580634081	514.6723129050	-0.3033727385	-0.0721839964	-0.2339031938	1.4485036151	-0.3033727385	0.0508419655	-0.1371022341	0.0000000000	-0.0894052910	-0.4126250220	-17.2734027518	1.4707810953	0.2767984079	0.4723839430	0.4820234332	false	false		0.023
438	0.5570026540	0.3787548448	0.1782478092	0.7400688044	0.0768650451	0.1478565221	2.2732933439	1.3808379156	226.5064850297	518.0547344033	-0.3036806312	-0.0719762733	-0.2339374615	1.4490591520	-0.3036806312	0.0510575086	-0.1371355193	0.0000000000	-0.0894240396	-0.4128738164	-17.2112724355	1.4718301689	0.2767269350	0.4706152586	0.4819284404	false	false		0.022
