N	vtGv	vtB1v	vtL1v	btv	d2	ratio	max_partial	c_inner	tv_outer	abel_product	coprime	p2_contrib	p3_contrib	gcd_diag	gcd_1	gcd_2	gcd_3	gcd_4	gcd_5	gcd_6plus	ramanujan	divisor_wt	euler_phi	cancel_eff	noncop_l1	is_hcn	is_prime	prime_power	time
2279	0.6403489105	1.2029520696	-0.5626031591	0.7958017236	0.0487454633	0.1193581655	3.4341429995	1.5095571999	1334.2040864392	4587.0316586691	-0.4706905471	0.0931553910	-0.2472347065	1.8532744568	-0.4706905471	0.1089655972	-0.2268278115	0.0000000000	-0.1270335060	-0.4973392790	168.6290531019	2.3770874966	0.1944351922	0.4676854326	-0.0919126120	false	false		1.851
2280	0.6403649978	1.2033411886	-0.5629761908	0.7958120104	0.0487409769	0.1193531926	3.4344020562	1.5095279951	1334.1807437914	4587.2974158456	-0.4707128377	0.0931988299	-0.2472380875	1.8533827232	-0.4707128377	0.1089547591	-0.2268676808	0.0000000000	-0.1270473268	-0.4973446392	168.7148181803	2.3773637239	0.1944107870	0.4678441960	-0.0922633531	false	false		1.806
2281	0.6403810767	1.2037304455	-0.5633493688	0.7958222916	0.0487364935	0.1193482233	3.4346609699	1.5094988065	1335.0009041957	4590.4601170167	-0.4707351092	0.0932422460	-0.2472414681	1.8534909424	-0.4707351092	0.1089439176	-0.2269075348	0.0000000000	-0.1270611414	-0.4973499979	168.8005445317	2.3776398428	0.1943863941	0.4680029245	-0.0926142596	false	true	2281	1.785
2282	0.6403974523	1.2041198397	-0.5637223875	0.7958327698	0.0487319127	0.1193431303	3.4349197407	1.5094696653	1335.8209388007	4593.6226199168	-0.4707570566	0.0932856393	-0.2472448480	1.8535991145	-0.4707570566	0.1089330728	-0.2269473737	0.0000000000	-0.1270749499	-0.4973553549	168.8863979506	2.3779161582	0.1943623186	0.4681613647	-0.0929653308	false	false		1.797
2283	0.6404141239	1.2045088278	-0.5640947039	0.7958434446	0.0487272347	0.1193379135	3.4351783689	1.5094405713	1335.7973798860	4593.8874622204	-0.4707774246	0.0933281989	-0.2472482275	1.8537072395	-0.4707774246	0.1089211802	-0.2269871973	0.0000000000	-0.1270887521	-0.4973609218	168.9751304793	2.3781918674	0.1943390126	0.4683192774	-0.0933172793	false	false		1.817
2284	0.6404304826	1.2048975877	-0.5644671051	0.7958539113	0.0487226600	0.1193328276	3.4354368545	1.5094114620	1335.7739172534	4594.1524324207	-0.4707985294	0.0933707361	-0.2472511468	1.8538153176	-0.4707985294	0.1089092846	-0.2270265462	0.0000000000	-0.1271025482	-0.4973664957	169.0629287889	2.3784676148	0.1943152609	0.4684772472	-0.0936685757	false	false		1.799
2285	0.6404468328	1.2052864855	-0.5648396527	0.7958643722	0.0487180884	0.1193277453	3.4356951978	1.5098309155	1337.2576101249	4599.5968681029	-0.4708196156	0.0934132508	-0.2472540658	1.8539233487	-0.4708196156	0.1088973860	-0.2270658801	0.0000000000	-0.1271163381	-0.4973720680	169.1506881084	2.3787432541	0.1942915212	0.4686351830	-0.0940200371	false	false		1.796
2286	0.6404628708	1.2056752792	-0.5652124085	0.7958746254	0.0487136200	0.1193227938	3.4359533987	1.5098017822	1338.7413508934	4605.0405031925	-0.4708412499	0.0934557432	-0.2472569843	1.8540313328	-0.4708412499	0.1088854844	-0.2271051989	0.0000000000	-0.1271298525	-0.4973776451	169.2377910495	2.3790187446	0.1942674360	0.4687932300	-0.0943711586	false	false		1.822
2287	0.6404789005	1.2060642107	-0.5655853103	0.7958848730	0.0487091545	0.1193178459	3.4362114576	1.5097726650	1339.8763534580	4609.2863756350	-0.4708628653	0.0934982131	-0.2472599025	1.8541392700	-0.4708628653	0.1088735799	-0.2271445028	0.0000000000	-0.1271433608	-0.4973832206	169.3248552648	2.3792941272	0.1942433630	0.4689512426	-0.0947224449	false	true	2287	1.801
2288	0.6404952250	1.2064532794	-0.5659580544	0.7958953165	0.0487045921	0.1193127743	3.4364693745	1.5097435949	1341.0112227783	4613.5321855267	-0.4708841588	0.0935406606	-0.2472628203	1.8542471604	-0.4708841588	0.1088616725	-0.2271837917	0.0000000000	-0.1271568630	-0.4973887944	169.4120458796	2.3795697052	0.1942196054	0.4691089693	-0.0950738956	false	false		1.802
2289	0.6405115411	1.2068424856	-0.5663309445	0.7959057542	0.0487000327	0.1193077063	3.4367271495	1.5097145409	1341.8312722478	4616.6964403599	-0.4709054337	0.0935830858	-0.2472657378	1.8543550040	-0.4709054337	0.1088497621	-0.2272230656	0.0000000000	-0.1271703591	-0.4973943666	169.4991976670	2.3798451753	0.1941958599	0.4692666618	-0.0954255109	false	false		1.998
2290	0.6405281513	1.2072313272	-0.5667031759	0.7959163875	0.0486953763	0.1193025147	3.4369847829	1.5096855339	1342.6512151173	4619.8605612788	-0.4709255949	0.0936254887	-0.2472691125	1.8544628008	-0.4709255949	0.1088378488	-0.2272628976	0.0000000000	-0.1271838492	-0.4974001566	169.5881995435	2.3801202610	0.1941726168	0.4694238487	-0.0957775810	false	false		1.828
2291	0.6405450552	1.2076197549	-0.5670746997	0.7959272160	0.0486906232	0.1192971995	3.4372422747	1.5096565738	1342.6275027714	4620.1250670806	-0.4709440181	0.0936670632	-0.2472724868	1.8545705508	-0.4709440181	0.1088247816	-0.2273027145	0.0000000000	-0.1271979554	-0.4974055894	169.6805860582	2.3803947996	0.1941501805	0.4695805094	-0.0961306816	false	false		1.846
2292	0.6405616483	1.2080082629	-0.5674466147	0.7959378376	0.0486859730	0.1192920149	3.4374996251	1.5096275985	1342.6039055341	4620.3897662207	-0.4709628226	0.0937086156	-0.2472758605	1.8546782542	-0.4709628226	0.1088117119	-0.2273425163	0.0000000000	-0.1272120554	-0.4974109236	169.7725536633	2.3806690258	0.1941274510	0.4697373620	-0.0964837921	false	false		1.842
2293	0.6405782328	1.2083969086	-0.5678186759	0.7959484534	0.0486813259	0.1192868339	3.4377568342	1.5100462286	1344.0876895599	4625.8378123221	-0.4709816094	0.0937501461	-0.2472792337	1.8547859109	-0.4709816094	0.1087986396	-0.2273823030	0.0000000000	-0.1272261493	-0.4974162561	169.8644817181	2.3809431448	0.1941047331	0.4698941811	-0.0968370665	false	true	2293	1.834
2294	0.6405951100	1.2087856913	-0.5681905813	0.7959592640	0.0486765821	0.1192815294	3.4380139022	1.5100172915	1345.5713290743	4631.2843962409	-0.4710000771	0.0937916546	-0.2472826063	1.8548935210	-0.4710000771	0.1087855648	-0.2274220746	0.0000000000	-0.1272402369	-0.4974215871	169.9565347344	2.3812174581	0.1940823281	0.4700507173	-0.0971905042	false	false		1.822
2295	0.6406122797	1.2091741262	-0.5685618465	0.7959702689	0.0486717418	0.1192761015	3.4382708293	1.5099884011	1345.5474969710	4631.5484572805	-0.4710172267	0.0938323376	-0.2472859784	1.8550010846	-0.4710172267	0.1087716014	-0.2274618313	0.0000000000	-0.1272543184	-0.4974270300	170.0507582098	2.3814911168	0.1940606423	0.4702067587	-0.0975446199	false	false		1.852
2296	0.6406294404	1.2095626984	-0.5689332581	0.7959812678	0.0486669047	0.1192706773	3.4385276154	1.5099595266	1346.3673051297	4634.7131967278	-0.4710343592	0.0938729989	-0.2472893500	1.8551086016	-0.4710343592	0.1087576358	-0.2275015728	0.0000000000	-0.1272683938	-0.4974324713	170.1449416518	2.3817646687	0.1940389675	0.4703627673	-0.0978988989	false	false		1.827
2297	0.6406465922	1.2099514077	-0.5693048155	0.7959922607	0.0486620707	0.1192652566	3.4387842609	1.5099306679	1346.3435059728	4634.9771839170	-0.4710514747	0.0939136386	-0.2472927210	1.8552160721	-0.4710514747	0.1087436679	-0.2275412993	0.0000000000	-0.1272824630	-0.4974379109	170.2390850925	2.3820381136	0.1940173037	0.4705187431	-0.0982533409	false	true	2297	1.834
2298	0.6406640354	1.2103402534	-0.5696762180	0.7960034474	0.0486571406	0.1192597129	3.4390407658	1.5099018559	1347.1632102177	4638.1418121625	-0.4710682729	0.0939542568	-0.2472960915	1.8553234962	-0.4710682729	0.1087296978	-0.2275810108	0.0000000000	-0.1272965260	-0.4974433489	170.3333526899	2.3823117522	0.1939959513	0.4706744375	-0.0986079451	false	false		1.844
2299	0.6406817697	1.2107287240	-0.5700469544	0.7960148276	0.0486521144	0.1192540463	3.4392971303	1.5098730904	1347.1391999337	4638.4048866078	-0.4710828505	0.0939940523	-0.2472999162	1.8554308739	-0.4710828505	0.1087142667	-0.2276218249	0.0000000000	-0.1273105829	-0.4974481126	170.4324938065	2.3825849822	0.1939755736	0.4708296277	-0.0989641039	false	false		1.839
2300	0.6406994947	1.2111173313	-0.5704178366	0.7960262016	0.0486470915	0.1192483835	3.4395533545	1.5098443406	1348.0090072476	4641.7420929052	-0.4710974120	0.0940338266	-0.2473037401	1.8555382052	-0.4710974120	0.1086988337	-0.2276626237	0.0000000000	-0.1273246336	-0.4974528748	170.5315938922	2.3828581055	0.1939552063	0.4709847856	-0.0993204246	false	false		1.880
2301	0.6407172106	1.2115060748	-0.5707888642	0.7960375694	0.0486420718	0.1192427243	3.4398094385	1.5098156065	1348.1368113538	4642.5272060831	-0.4711119576	0.0940735797	-0.2473075634	1.8556454901	-0.4711119576	0.1086833990	-0.2277034073	0.0000000000	-0.1273386782	-0.4974576355	170.6306529791	2.3831311224	0.1939348494	0.4711399110	-0.0996769067	false	false		1.840
2302	0.6407352166	1.2118944950	-0.5711592784	0.7960491301	0.0486369564	0.1192369429	3.4400653826	1.5097869190	1348.8546982875	4645.3421193918	-0.4711255146	0.0941133116	-0.2473118397	1.8557527288	-0.4711255146	0.1086679624	-0.2277446900	0.0000000000	-0.1273527167	-0.4974625533	170.7312574347	2.3834037635	0.1939149655	0.4712945564	-0.1000337638	false	false		1.831
2303	0.6407529142	1.2122826318	-0.5715297177	0.7960604855	0.0486319431	0.1192312909	3.4403211867	1.5097582166	1348.8307325995	4645.6049998464	-0.4711401471	0.0941538209	-0.2473161152	1.8558599213	-0.4711401471	0.1086533226	-0.2277859572	0.0000000000	-0.1273667490	-0.4974674764	170.8304067039	2.3836767909	0.1938943933	0.4714492336	-0.1003895706	false	false		1.868
2304	0.6407706025	1.2126709047	-0.5719003021	0.7960718347	0.0486269331	0.1192256426	3.4405768512	1.5097295299	1349.7420254447	4649.0855082585	-0.4711547634	0.0941943088	-0.2473203897	1.8559670675	-0.4711547634	0.1086386808	-0.2278272091	0.0000000000	-0.1273807753	-0.4974723979	170.9295152971	2.3839497120	0.1938738315	0.4716038786	-0.1007455387	false	false		1.851
2305	0.6407882817	1.2130593132	-0.5722710315	0.7960831777	0.0486219262	0.1192199979	3.4408323760	1.5097008588	1349.8095857303	4649.6631516215	-0.4711693637	0.0942347752	-0.2473246634	1.8560741675	-0.4711693637	0.1086240368	-0.2278684456	0.0000000000	-0.1273947954	-0.4974773179	171.0285832457	2.3842225269	0.1938532803	0.4717584913	-0.1011016678	false	false		1.840
2306	0.6408056533	1.2134476181	-0.5726419649	0.7960943161	0.0486170210	0.1192144821	3.4410877614	1.5096721727	1350.6294175875	4652.8292734876	-0.4711845058	0.0942752202	-0.2473289363	1.8561812214	-0.4711845058	0.1086093908	-0.2279096668	0.0000000000	-0.1274085437	-0.4974822427	171.1269975680	2.3844951965	0.1938323880	0.4719132135	-0.1014574591	false	false		1.942
2307	0.6408227176	1.2138356400	-0.5730129224	0.7961052502	0.0486122172	0.1192090951	3.4413430075	1.5096434719	1350.6056684715	4653.0925740634	-0.4712007193	0.0943164399	-0.2473332082	1.8562882293	-0.4712007193	0.1085955389	-0.2279508725	0.0000000000	-0.1274222860	-0.4974871727	171.2239596737	2.3847682513	0.1938108100	0.4720679666	-0.1018122031	false	false		1.856
2308	0.6408394751	1.2142234364	-0.5733839613	0.7961159802	0.0486075148	0.1192038366	3.4415981144	1.5096147561	1350.5820153500	4653.3560046432	-0.4712176571	0.0943576380	-0.2473370278	1.8563951911	-0.4712176571	0.1085816845	-0.2279916114	0.0000000000	-0.1274360223	-0.4974921097	171.3199955997	2.3850413451	0.1937887945	0.4722227756	-0.1021663041	false	false		1.843
2309	0.6408562240	1.2146113685	-0.5737551445	0.7961267043	0.0486028154	0.1191985817	3.4418530822	1.5104795615	1352.0661914200	4658.8120370684	-0.4712345780	0.0943988144	-0.2473408466	1.8565021068	-0.4712345780	0.1085678279	-0.2280323351	0.0000000000	-0.1274497525	-0.4974970451	171.4159920239	2.3853143330	0.1937667902	0.4723775517	-0.1025205665	false	true	2309	1.931
2310	0.6408732617	1.2149994358	-0.5741261742	0.7961376204	0.0485980209	0.1191932053	3.4421079112	1.5104508572	1353.5502235537	4664.2650675472	-0.4712511845	0.0944399693	-0.2473446647	1.8566089766	-0.4712511845	0.1085539689	-0.2280730436	0.0000000000	-0.1274634768	-0.4975019790	171.5121121183	2.3855875124	0.1937450944	0.4725320500	-0.1028749897	false	false		1.971
2311	0.6408905877	1.2153870984	-0.5744965108	0.7961487280	0.0485931316	0.1191877076	3.4423626014	1.5104221990	1353.5263745393	4664.5279926063	-0.4712636963	0.0944803087	-0.2473489327	1.8567158005	-0.4712636963	0.1085378506	-0.2281152756	0.0000000000	-0.1274780944	-0.4975059971	171.6214355288	2.3858607249	0.1937245459	0.4726860368	-0.1032328145	false	true	2311	1.899
2312	0.6409082016	1.2157748960	-0.5748666944	0.7961600271	0.0485881474	0.1191820886	3.4426171530	1.5103935869	1353.5024368601	4664.7904125805	-0.4712758951	0.0945206268	-0.2473531999	1.8568225785	-0.4712758951	0.1085217302	-0.2281574923	0.0000000000	-0.1274927061	-0.4975100134	171.7308849756	2.3861341284	0.1937043048	0.4728397471	-0.1035907993	false	false		1.862
2313	0.6409258064	1.2161628290	-0.5752370225	0.7961713200	0.0485831665	0.1191764733	3.4428715660	1.5103649903	1354.3222886430	4667.9576915001	-0.4712880780	0.0945609237	-0.2473574661	1.8569293106	-0.4712880780	0.1085056076	-0.2281996940	0.0000000000	-0.1275073120	-0.4975140279	171.8402973976	2.3864074260	0.1936840741	0.4729934256	-0.1039489446	false	false		1.857
2314	0.6409434022	1.2165508970	-0.5756074948	0.7961826067	0.0485781887	0.1191708616	3.4431258408	1.5103364093	1354.6135151880	4669.3050767062	-0.4713002449	0.0946011993	-0.2473617315	1.8570359969	-0.4713002449	0.1084894828	-0.2282418804	0.0000000000	-0.1275219118	-0.4975180404	171.9496728170	2.3866806178	0.1936638537	0.4731470720	-0.1043072499	false	false		1.889
2315	0.6409612850	1.2169385965	-0.5759773115	0.7961940842	0.0485731165	0.1191651291	3.4433799773	1.5103078740	1355.7483764935	4673.5573777212	-0.4713110421	0.0946406622	-0.2473659961	1.8571426375	-0.4713110421	0.1084724434	-0.2282840518	0.0000000000	-0.1275365058	-0.4975221961	172.0614019529	2.3869531713	0.1936443503	0.4733002250	-0.1046662694	false	false		1.866
2316	0.6409788627	1.2173261930	-0.5763473303	0.7962053588	0.0485681451	0.1191595245	3.4436339757	1.5102793239	1355.7244221956	4673.8195311378	-0.4713223775	0.0946801042	-0.2473702598	1.8572492323	-0.4713223775	0.1084554021	-0.2283262080	0.0000000000	-0.1275508300	-0.4975263562	172.1724827975	2.3872255812	0.1936245082	0.4734534865	-0.1050249528	false	false		1.866
2317	0.6409964313	1.2177139245	-0.5767174932	0.7962166272	0.0485631769	0.1191539236	3.4438878362	1.5106924830	1357.2085181044	4679.2765621117	-0.4713336972	0.0947195252	-0.2473745226	1.8573557814	-0.4713336972	0.1084383589	-0.2283683491	0.0000000000	-0.1275651484	-0.4975305143	172.2835264228	2.3874978857	0.1936046763	0.4736067163	-0.1053837960	false	false		1.894
2318	0.6410136955	1.2181016168	-0.5770879213	0.7962276932	0.0485583092	0.1191484504	3.4441415588	1.5106639095	1358.6926734127	4684.7328425446	-0.4713454943	0.0947589254	-0.2473787846	1.8574622848	-0.4713454943	0.1084213140	-0.2284104751	0.0000000000	-0.1275794609	-0.4975344730	172.3940021849	2.3877699872	0.1935845307	0.4737600815	-0.1057424270	false	false		1.873
2319	0.6410312459	1.2184889562	-0.5774577103	0.7962389493	0.0485533473	0.1191428567	3.4443951438	1.5106353817	1358.6686896209	4684.9950617878	-0.4713559755	0.0947975157	-0.2473830457	1.8575687427	-0.4713559755	0.1084033892	-0.2284525860	0.0000000000	-0.1275937676	-0.4975385568	172.5066782209	2.3880414386	0.1935650928	0.4739129619	-0.1061017348	false	false		1.869
2320	0.6410484924	1.2188760717	-0.5778275792	0.7962500033	0.0485484859	0.1191373905	3.4446485913	1.5106068391	1358.6448014509	4685.2574111135	-0.4713671752	0.0948360854	-0.2473868585	1.8576751550	-0.4713671752	0.1083854628	-0.2284942344	0.0000000000	-0.1276080685	-0.4975426472	172.6184349141	2.3883129294	0.1935452209	0.4740658978	-0.1064604040	false	false		1.948
2321	0.6410657301	1.2192633222	-0.5781975921	0.7962610513	0.0485436275	0.1191319279	3.4449019014	1.5105783120	1359.4647734126	4688.4265768562	-0.4713783593	0.0948746347	-0.2473906707	1.8577815217	-0.4713783593	0.1083675349	-0.2285358679	0.0000000000	-0.1276223636	-0.4975467357	172.7301546230	2.3885843155	0.1935253593	0.4742188021	-0.1068192328	false	false		2.287
2322	0.6410826645	1.2196505932	-0.5785679287	0.7962718976	0.0485388693	0.1191265926	3.4451550741	1.5105497702	1360.2848225525	4691.5962369099	-0.4713899678	0.0949131634	-0.2473944821	1.8578878429	-0.4713899678	0.1083496055	-0.2285774864	0.0000000000	-0.1276366529	-0.4975506768	172.8413847829	2.3888554483	0.1935052008	0.4743718668	-0.1071779609	false	false		2.003
2323	0.6410995903	1.2200379992	-0.5789384089	0.7962827380	0.0485341142	0.1191212608	3.4454081098	1.5105212438	1361.1049001550	4694.7662234380	-0.4714015604	0.0949516717	-0.2473982929	1.8579941187	-0.4714015604	0.1083316746	-0.2286190902	0.0000000000	-0.1276509364	-0.4975546160	172.9525781915	2.3891264768	0.1934850527	0.4745248995	-0.1075368485	false	false		1.916
2324	0.6411162135	1.2204254763	-0.5793092628	0.7962933772	0.0485294591	0.1191160563	3.4456610085	1.5104927027	1361.9250560683	4697.9367079648	-0.4714135299	0.0949901595	-0.2474021029	1.8581003491	-0.4714135299	0.1083137422	-0.2286606790	0.0000000000	-0.1276652141	-0.4975584547	173.0633517550	2.3893972059	0.1934646177	0.4746781135	-0.1078957329	false	false		1.890
2325	0.6411328283	1.2208130882	-0.5796802599	0.7963040107	0.0485248070	0.1191108551	3.4459137703	1.5109074387	1363.4096186708	4703.3984362486	-0.4714254835	0.0950286269	-0.2474059123	1.8582065341	-0.4714254835	0.1082958083	-0.2287022530	0.0000000000	-0.1276794859	-0.4975622916	173.1740888407	2.3896678310	0.1934441932	0.4748312952	-0.1082547764	false	false		1.914
2326	0.6411494345	1.2212008344	-0.5800513999	0.7963146384	0.0485201578	0.1191056575	3.4461663953	1.5108789044	1363.9044046184	4705.4482657679	-0.4714374211	0.0950670739	-0.2474097210	1.8583126737	-0.4714374211	0.1082778729	-0.2287438121	0.0000000000	-0.1276937520	-0.4975661268	173.2847894695	2.3899383521	0.1934237793	0.4749844444	-0.1086139788	false	false		1.889
2327	0.6411657393	1.2215883006	-0.5804225613	0.7963250654	0.0485156085	0.1191005869	3.4464188838	1.5108503555	1364.8705226752	4709.1225665199	-0.4714504133	0.0951062845	-0.2474135290	1.8584187680	-0.4714504133	0.1082607201	-0.2287853564	0.0000000000	-0.1277080123	-0.4975699668	173.3940530942	2.3902092537	0.1934026909	0.4751376229	-0.1089721480	false	false		1.909
2328	0.6411817432	1.2219758027	-0.5807940595	0.7963352922	0.0485111588	0.1190956433	3.4466712358	1.5108217921	1364.8470194213	4709.3862691812	-0.4714638122	0.0951454745	-0.2474173362	1.8585248171	-0.4714638122	0.1082435655	-0.2288268858	0.0000000000	-0.1277222669	-0.4975736746	173.5028433836	2.3904798892	0.1933813113	0.4752909658	-0.1093302473	false	false		1.897
2329	0.6411977389	1.2223634389	-0.5811657000	0.7963455134	0.0485067120	0.1190907032	3.4469234515	1.5107932440	1365.6674472101	4712.5587394554	-0.4714771946	0.0951846438	-0.2474211429	1.8586308209	-0.4714771946	0.1082264091	-0.2288684004	0.0000000000	-0.1277365156	-0.4975773806	173.6115980326	2.3907504210	0.1933599427	0.4754442758	-0.1096885054	false	false		1.899
2330	0.6412134344	1.2227511304	-0.5815376960	0.7963555348	0.0485023649	0.1190858902	3.4471755310	1.5107646814	1366.4879532219	4715.7317068522	-0.4714909661	0.0952237924	-0.2474249488	1.8587367796	-0.4714909661	0.1082092510	-0.2289099002	0.0000000000	-0.1277507586	-0.4975809713	173.7199040125	2.3910206706	0.1933382871	0.4755977579	-0.1100467299	false	false		1.932
2331	0.6412294137	1.2231384165	-0.5819090028	0.7963657449	0.0484979239	0.1190809569	3.4474274745	1.5107361640	1366.4644502230	4715.9952419643	-0.4715030513	0.0952621389	-0.2474287540	1.8588426931	-0.4715030513	0.1081909728	-0.2289513852	0.0000000000	-0.1277656023	-0.4975842134	173.8315557720	2.3912903910	0.1933174127	0.4757507368	-0.1104059515	false	false		1.899
2332	0.6412453849	1.2235258366	-0.5822804517	0.7963759495	0.0484934859	0.1190760270	3.4476792820	1.5107076620	1367.6002231285	4720.2553908510	-0.4715151204	0.0953004650	-0.2474325585	1.8589485615	-0.4715151204	0.1081726932	-0.2289928554	0.0000000000	-0.1277804401	-0.4975874538	173.9431714784	2.3915600082	0.1932965491	0.4759036828	-0.1107653312	false	false		1.903
2333	0.6412613480	1.2239133903	-0.5826520422	0.7963861486	0.0484890508	0.1190711006	3.4479309537	1.5111208875	1367.9259644869	4721.7245158479	-0.4715271735	0.0953387708	-0.2474363623	1.8590543848	-0.4715271735	0.1081544122	-0.2290343108	0.0000000000	-0.1277952721	-0.4975906926	174.0547511515	2.3918295223	0.1932756962	0.4760565959	-0.1111248688	false	true	2333	1.927
2334	0.6412775939	1.2243010769	-0.5830234831	0.7963965359	0.0484845220	0.1190660537	3.4481824898	1.5110924222	1369.4108293320	4727.1889654719	-0.4715389196	0.0953770564	-0.2474401655	1.8591601631	-0.4715389196	0.1081361298	-0.2290757514	0.0000000000	-0.1278100982	-0.4975939297	174.1664558024	2.3920992242	0.1932551449	0.4762092381	-0.1114845634	false	false		1.991
2335	0.6412941220	1.2246883952	-0.5833942732	0.7964071112	0.0484798996	0.1190608864	3.4484338903	1.5110640020	1369.3871303807	4727.4517937121	-0.4715485037	0.0954145427	-0.2474444105	1.8592658964	-0.4715485037	0.1081164233	-0.2291182684	0.0000000000	-0.1278249184	-0.4975965072	174.2829830737	2.3923685317	0.1932355410	0.4763613957	-0.1118457696	false	false		1.919
