N	vtGv	vtB1v	vtL1v	btv	d2	ratio	ratio_term	neg_ecot	log_harm	rank1	vtGv_lnN	vtGv_lnlnN	norm_v_sq	n_active	mertens_sum	mertens_env	mertens_log	max_partial	c_inner	tv_outer	abel_product	coprime	p2_contrib	p3_contrib	gcd_diag	gcd_1	gcd_2	gcd_3	gcd_4	gcd_5	gcd_6plus	ramanujan	divisor_wt	euler_phi	cancel_eff	noncop_l1	ratio_over_neg	ecot_over_ratio	is_hcn	is_prime	prime_power	time
13	0.175677755388	0.068020546891	0.107657208497	0.384958688195	0.405760378997	0.329864328793	0.934938686012	-0.323428849938	-0.283635602610	-0.152196478076	0.068491705256	0.186506562377	2.161971	8	-0.000432900433	0.390123670233	-1.001757824981	1.000000000000	0.700192649997	2.124845923031	2.825038573028	-0.261459937967	-0.104252336833	-0.069569010169	0.621204877880	-0.261459937967	-0.104252336833	-0.069569010169	0.000000000000	-0.010245837523	0.000000000000	0.108241343358	0.387719481410	0.099063543665	1.582716008877	0.369117146464	1.23137995	0.34593589	false	true	13	0.001
14	0.192891591512	0.069584622029	0.123306969483	0.408738092418	0.375415406675	0.317469637280	1.012360050537	-0.370909600270	-0.306432673133	-0.142126185622	0.073091095577	0.198770880079	2.234077	9	-0.077355977356	0.376996267384	-1.199061621709	1.000000000000	0.707017549302	2.752821282150	3.459838831452	-0.241456136671	-0.114329925681	-0.075655081459	0.637707704482	-0.241456136671	-0.114329925681	-0.075655081459	0.000000000000	-0.013374969159	0.000000000000	0.294071173932	0.407941021659	0.117673582292	1.772043389567	0.364763106154	1.23538623	0.36638111	false	false		0.001
15	0.204821407122	0.070662387576	0.134159019546	0.424134464318	0.356552478486	0.309579629613	1.040343742893	-0.386168787892	-0.314487934819	-0.134865613060	0.075634272599	0.205596734416	2.304058	10	-0.005927405927	0.367240538421	-1.010557526737	1.000000000000	0.710968535023	2.755841581239	3.466810116262	-0.224097655574	-0.125267629205	-0.081179717176	0.653134391627	-0.224097655574	-0.125267629205	-0.081179717176	0.000000000000	-0.016332362012	-0.001435620538	0.480497306842	0.420142344150	0.131872967927	1.898591657440	0.358256675120	1.24514175	0.37119345	false	false		0.001
16	0.212059248079	0.071381573283	0.140677674796	0.432984670895	0.346089906290	0.305185670056	1.028628108188	-0.375125253459	-0.311767275005	-0.129676331645	0.076484206395	0.207945780977	2.372536	11	0.060739260739	0.360106000568	-0.830020846663	1.000000000000	0.712458175273	2.762413041374	3.474871216647	-0.209768399273	-0.134763720590	-0.087722066640	0.667652497494	-0.209768399273	-0.134763720590	-0.087722066640	0.000000000000	-0.020463894864	-0.002875168048	0.656480917838	0.426012692849	0.141601194191	1.970784171952	0.350446074068	1.25969549	0.36468501	false	false	2	0.002
17	0.218742795134	0.072356238390	0.146386556744	0.440930896169	0.336881002796	0.301287444153	1.018435958052	-0.365379235243	-0.309210095131	-0.125103832544	0.077206609094	0.210044530841	2.439459	11	0.060739260739	0.353700201504	-0.830020846663	1.000000000000	0.713795660098	3.300825226494	4.014620886592	-0.197274829769	-0.143095081150	-0.093662286415	0.681354524359	-0.197274829769	-0.143095081150	-0.093662286415	0.000000000000	-0.024282402656	-0.004297129235	0.807833523019	0.432623783371	0.150248547387	2.023136636190	0.343661386513	1.27353341	0.35876506	false	true	17	0.001
18	0.227882468744	0.073470896681	0.154411572063	0.451905079072	0.324072310600	0.295635206810	1.041069748574	-0.378533544449	-0.314422677895	-0.120231057486	0.078841923404	0.214702903164	2.504808	12	0.001915731327	0.346743503885	-0.996680455137	1.000000000000	0.716595934584	3.843606470601	4.560202405185	-0.183362098018	-0.150471293874	-0.099088527578	0.694317706744	-0.183362098018	-0.150471293874	-0.099088527578	0.000000000000	-0.027824679190	-0.005688639340	0.966569932415	0.442666991222	0.160940869979	2.101669899762	0.337773670081	1.28023369	0.36360056	false	false		0.001
19	0.236442782497	0.074765362098	0.161677420400	0.461893637075	0.312655508347	0.290514598868	1.061557996713	-0.390462013674	-0.318773137316	-0.115880063225	0.080301471408	0.218945065198	2.568627	12	0.001915731327	0.340411608535	-0.996680455137	1.000000000000	0.719144707861	4.466443329014	5.185588036875	-0.170880257655	-0.157053983220	-0.104071907010	0.706613330558	-0.170880257655	-0.157053983220	-0.104071907010	0.000000000000	-0.031122132847	-0.007042267328	1.106308869905	0.452875064372	0.170728421529	2.162464219578	0.332557678055	1.28655729	0.36781977	false	true	19	0.001
20	0.246999273375	0.076158230398	0.170841042976	0.474070876019	0.298857521337	0.284123380613	1.107954168061	-0.420828312649	-0.328761096797	-0.111365485240	0.082450383018	0.225120139583	2.630960	13	-0.050715847620	0.333714676393	-1.151650927725	1.000000000000	0.722749208610	5.091819769630	5.814568978240	-0.157106151418	-0.162969841409	-0.108670500625	0.718301440699	-0.157106151418	-0.162969841409	-0.108670500625	0.000000000000	-0.034201636669	-0.008354037204	1.256136631715	0.465647924420	0.182251911097	2.243238085789	0.327947194394	1.28688991	0.37982466	false	false		0.001
21	0.257021605665	0.077681629184	0.179339976481	0.485273090756	0.286475424154	0.278279043711	1.150291211021	-0.448604968869	-0.337373037427	-0.107291599060	0.084420992429	0.230855506661	2.691880	13	-0.050715847620	0.327553963584	-1.151650927725	1.000000000000	0.864380072403	5.873834527437	6.738214599840	-0.144454907748	-0.168319622034	-0.112932254322	0.729436837991	-0.144454907748	-0.168319622034	-0.112932254322	0.000000000000	-0.037086264157	-0.009622184065	1.391409126712	0.478324054296	0.193030960094	2.308653646504	0.323794884229	1.28773128	0.38999252	false	false		0.001
22	0.264287402202	0.078978867134	0.185308535068	0.493139844793	0.278007712616	0.274244986275	1.164463709378	-0.456632203800	-0.339487738497	-0.104056364879	0.085501058685	0.234191790485	2.751449	14	-0.003096800001	0.322577688129	-1.006673668786	1.000000000000	0.864883751369	6.659455494312	7.524339245681	-0.133994138482	-0.173184486565	-0.117380191979	0.740066234270	-0.133994138482	-0.173184486565	-0.117380191979	0.000000000000	-0.039795908403	-0.011424106639	1.508416307852	0.487544437163	0.201120780914	2.346305306620	0.319302673550	1.29359515	0.39213949	false	false		0.001
23	0.269090622139	0.080073579408	0.189017042731	0.498174417796	0.272741786547	0.271749584137	1.154237653821	-0.447390464592	-0.336247406780	-0.101509160310	0.085820800042	0.235468786179	2.809942	15	0.042357745454	0.318605022418	-0.866171739088	1.017662553106	0.864600637650	6.656548623411	7.653991959305	-0.125901382782	-0.177847382110	-0.121477357834	0.750243270016	-0.125901382782	-0.177847382110	-0.121477357834	0.000000000000	-0.042347796101	-0.013578729049	1.596791401239	0.494112684931	0.206705738840	2.360541943171	0.314918425513	1.30400669	0.38760689	false	true	23	0.001
24	0.275503060389	0.081262815890	0.194240244499	0.504934517618	0.265634025154	0.268281706771	1.167020395756	-0.454818866326	-0.337899302700	-0.098799166341	0.086689236588	0.238269000434	2.867569	16	-0.001120515416	0.314323346796	-1.002497574563	1.044209465743	0.865090850738	6.653310901209	7.850786276638	-0.116783365823	-0.182043749460	-0.125267010225	0.760012735069	-0.116783365823	-0.182043749460	-0.125267010225	0.000000000000	-0.044756911829	-0.015658637342	1.694517351017	0.502786674147	0.213686189112	2.390272135808	0.311023610323	1.30902715	0.38972658	true	false		0.001
25	0.281592491046	0.082563205866	0.199029285180	0.511250652925	0.259091185196	0.265055275006	1.178928209052	-0.461744638331	-0.339290797875	-0.096300281800	0.087481625998	0.240876595918	2.924332	16	-0.001120515416	0.310322867028	-1.002497574563	1.069012929690	0.865548869447	7.245812625442	8.671150315423	-0.108486650254	-0.185837450834	-0.128785373429	0.769404297755	-0.108486650254	-0.185837450834	-0.128785373429	0.000000000000	-0.047036347739	-0.017665984453	1.779618155300	0.511536506833	0.220166544309	2.410629324426	0.307515935434	1.31380952	0.39166476	false	false	5	0.002
26	0.287385371634	0.083947853126	0.203437518507	0.517169948027	0.253045475579	0.262044040699	1.190056788968	-0.468222310570	-0.340461651299	-0.093987455465	0.088206524355	0.243311214115	2.980088	16	-0.001120515416	0.306573735772	-1.002497574563	1.092258002113	0.865978111028	7.271633001154	8.888370855361	-0.100906311037	-0.189281364176	-0.132063030739	0.778437033564	-0.100906311037	-0.189281364176	-0.132063030739	0.000000000000	-0.049197592058	-0.019603363920	1.853929071034	0.520302637691	0.226203210050	2.423379645005	0.304343829544	1.31837207	0.39344535	false	false		0.001
27	0.291358597111	0.085158492894	0.206200104217	0.521111683224	0.249135230664	0.260118301007	1.181345545921	-0.460320671079	-0.337559626321	-0.092106651410	0.088402008035	0.244293066510	3.034875	17	0.037341023046	0.303490776482	-0.877186169254	1.114103382098	0.865853893378	7.899003949740	9.764957766624	-0.095264222655	-0.192376122626	-0.135125996646	0.787135968786	-0.095264222655	-0.192376122626	-0.135125996646	0.000000000000	-0.051250767695	-0.021760262053	1.898276107071	0.527268749981	0.230294414515	2.421368641110	0.301464326872	1.32737401	0.38965794	false	false	3	0.001
28	0.295143419139	0.086433514235	0.208709904904	0.524825575007	0.245492269126	0.258318057763	1.173250065192	-0.452939041728	-0.334815648342	-0.090351955983	0.088573020725	0.245210250468	3.088738	17	0.037341023046	0.300586020937	-0.877186169254	1.134686037494	0.865736855859	8.504078309922	10.631798442511	-0.090186950570	-0.195134698555	-0.137996551548	0.795524164523	-0.090186950570	-0.195134698555	-0.137996551548	0.000000000000	-0.053204830238	-0.023857714473	1.933572480691	0.534331451316	0.234055035912	2.414687251259	0.298896855474	1.33611341	0.38605499	false	false		0.002
29	0.298754669020	0.087757376301	0.210997292719	0.528333079315	0.242088510390	0.256630791533	1.165704443835	-0.446023989906	-0.332215518264	-0.088710266645	0.088722430135	0.246068864875	3.141604	17	0.037341023046	0.297842687747	-0.877186169254	1.154124878663	0.951229690606	8.766677087137	11.215677980717	-0.085604468648	-0.197599846228	-0.140693898464	0.803617333004	-0.085604468648	-0.197599846228	-0.140693898464	0.000000000000	-0.055067732886	-0.025896717757	1.961128117118	0.541446427714	0.237522843161	2.404325443775	0.296601761367	1.34460436	0.38262185	false	true	29	0.001
30	0.303434165852	0.089108885269	0.214325280584	0.532955606190	0.237522953471	0.254283058120	1.175458562634	-0.451988410634	-0.333068548601	-0.086967437546	0.089213924334	0.247877901414	3.193528	18	0.002858264425	0.294902420380	-0.993299818564	1.172523702309	0.950931213074	9.645664339223	12.424759448853	-0.080233074177	-0.199807708605	-0.143234684709	0.811434827735	-0.080233074177	-0.199807708605	-0.143234684709	0.000000000000	-0.056846564410	-0.027878629981	1.999599560138	0.549811498747	0.241958519704	2.405206618145	0.294558354760	1.34796523	0.38452092	false	false		0.001
31	0.309085245778	0.090295174069	0.218790071708	0.538556841507	0.231971562763	0.251354428486	1.200822478191	-0.469642369110	-0.336950240202	-0.085144623100	0.090007687092	0.250530700330	3.244654	19	-0.030475068908	0.291795515902	-1.106673064620	1.189973570479	0.951024143245	9.636901596979	12.599351797060	-0.075120079704	-0.201993156536	-0.145619066276	0.818998207227	-0.075120079704	-0.201105668856	-0.144873535848	0.000000000000	-0.057922281246	-0.030891395794	1.990708246652	0.558129577490	0.247220081788	2.423053878163	0.293910151413	1.34661023	0.39110058	false	true	31	0.001
32	0.315643112876	0.091512589317	0.224130523559	0.545018941372	0.225605230133	0.247928156408	1.240319601591	-0.497939836205	-0.343476835866	-0.083259816645	0.091075350727	0.253951859481	3.295103	20	-0.062733133424	0.288547771859	-1.217446845409	1.206554748233	0.951492774375	9.626488293949	12.762913284703	-0.069206535027	-0.204024517536	-0.147904091314	0.826326421764	-0.069206535027	-0.202270675545	-0.146426235498	0.000000000000	-0.058947233995	-0.033832628822	1.996907692340	0.567438613756	0.253352130105	2.449176940928	0.293337058586	1.34135518	0.40146091	false	false	2	0.002
33	0.321987141856	0.092772893225	0.229214248631	0.551170183870	0.219646774117	0.244688260698	1.277711058072	-0.524764086481	-0.349474553611	-0.081485276125	0.092088215511	0.257226585533	3.344894	20	-0.062733133424	0.285456259565	-1.217446845409	1.222338293429	0.951938862146	10.249944084225	13.692490483857	-0.063599426392	-0.205917159378	-0.150096706769	0.833433250179	-0.063599426392	-0.203317774121	-0.147900109373	0.000000000000	-0.059925405019	-0.036703393418	2.001130250732	0.576601027743	0.259240304858	2.470702816989	0.292813675023	1.33690393	0.41070638	false	false		0.002
34	0.327081166531	0.093920941792	0.233160224739	0.556029749617	0.215021667297	0.242157742677	1.298772664239	-0.539432816616	-0.352302555421	-0.079956125671	0.092753183983	0.259533369831	3.394048	21	-0.032430103121	0.282765142249	-1.111492070819	1.237387369962	0.952024837818	10.874461434494	14.633944744390	-0.059125948776	-0.207684486772	-0.152212851377	0.840331157029	-0.059125948776	-0.204259952597	-0.149311297849	0.000000000000	-0.060860350013	-0.039692441263	1.988855685490	0.584374552933	0.263872998132	2.482515829702	0.292286173515	1.33661009	0.41534045	false	false		0.002
35	0.331003206308	0.094958788440	0.236044417869	0.559723337419	0.211556531471	0.240254082775	1.304898062748	-0.542935379618	-0.352315639080	-0.078643837741	0.093100084882	0.260950319142	3.442653	22	-0.003018338416	0.280435086501	-1.007775584801	1.251758339477	0.951821307498	10.864606000385	14.791311425467	-0.055978092059	-0.209133025775	-0.154236802174	0.847034177532	-0.055978092059	-0.204903254762	-0.150644143319	0.000000000000	-0.061755255111	-0.042750225973	1.949412670138	0.591114619557	0.267211560575	2.485756418630	0.292022509928	1.33987571	0.41607494	false	false		0.001
36	0.333842437521	0.095929921522	0.237912515999	0.562362097246	0.209118243029	0.238916969615	1.297325988117	-0.536151627835	-0.349807878386	-0.077524044376	0.093160505987	0.261561230830	3.490782	23	0.025553090156	0.278431399767	-0.906194211616	1.265501674331	0.951322405668	10.857530486318	14.944123106737	-0.053832619417	-0.210459436864	-0.156175246375	0.853554878539	-0.053832619417	-0.205443815030	-0.151905293811	0.000000000000	-0.062688387299	-0.045842325462	1.893659166824	0.596682126943	0.269462998680	2.480065783690	0.291745135416	1.34649521	0.41327441	true	false		0.001
37	0.336580574137	0.096949841253	0.239630732883	0.564889056901	0.206802460335	0.237643368450	1.290140686416	-0.529694651549	-0.347406239376	-0.076459221354	0.093211915164	0.262142159704	3.538441	23	0.025553090156	0.276512606140	-0.906194211616	1.278662725345	0.950844641537	11.465804266857	15.876706132855	-0.051893557253	-0.211675705197	-0.158034207394	0.859902589467	-0.051893557253	-0.205893065149	-0.153100653790	0.000000000000	-0.063582467351	-0.048852271787	1.836314283534	0.602245080736	0.271581213291	2.471698042882	0.291524290136	1.35297258	0.41057123	false	true	37	0.002
38	0.340060277247	0.098005843768	0.242054433479	0.568111316332	0.203837644584	0.235984007328	1.295872081519	-0.533084394562	-0.347391102290	-0.075336307421	0.093485147104	0.263343085609	3.585634	24	-0.001473936871	0.274474602506	-1.003786587633	1.291282370828	0.950660515874	12.072424967790	16.816480698847	-0.049305622144	-0.212792374687	-0.159819127333	0.866085863959	-0.049305622144	-0.206260980691	-0.154235486029	0.000000000000	-0.064440211674	-0.051783286174	1.792255276870	0.608630100481	0.274414045080	2.469795924121	0.291360055623	1.35578163	0.41137115	false	false		0.001
39	0.342621522651	0.098977685569	0.243643837081	0.570447167566	0.201727187519	0.234810682513	1.289201444727	-0.527070811996	-0.345141284244	-0.074367825836	0.093521429621	0.263872516632	3.632420	25	0.024841852603	0.272704649458	-0.908060636062	1.303397567959	0.950254436970	12.060996386593	16.958832679538	-0.047841913967	-0.213587074483	-0.161534937272	0.872114385644	-0.047841913967	-0.206324616865	-0.155314497118	0.000000000000	-0.065264078122	-0.054747756921	1.721227439936	0.614290734139	0.276194970744	2.461603700674	0.291485751048	1.36195731	0.40883511	false	false		0.001
40	0.344337952240	0.099881109426	0.244456842813	0.571973098315	0.200391755610	0.234087804786	1.271049576846	-0.512317873210	-0.340855441296	-0.073538310100	0.093344864348	0.263795260309	3.678849	26	0.050482878244	0.271179479497	-0.814123157956	1.315041823385	0.949616451117	12.052213061709	17.097949589892	-0.047232300723	-0.214283742384	-0.163142154487	0.877996946798	-0.047232300723	-0.206307338911	-0.156297946652	0.000000000000	-0.066056296812	-0.057765111460	1.633885974471	0.619107648490	0.277097273418	2.447478249064	0.291689143536	1.37156969	0.40306679	false	false		0.000
41	0.346002564239	0.100830441744	0.245172122494	0.573441305729	0.199119952780	0.233402759637	1.253689122580	-0.498185257041	-0.336756736150	-0.072744565151	0.093172438295	0.263722625534	3.724918	26	0.050482878244	0.269712004091	-0.814123157956	1.326245596663	0.949002599172	12.700094009074	18.102054275115	-0.046767910550	-0.214891934106	-0.164678643044	0.883740191522	-0.046767910550	-0.206218136544	-0.157223417232	0.000000000000	-0.066818896576	-0.060709266381	1.545282084395	0.623958034772	0.277919452199	2.431528794802	0.291940033044	1.38119168	0.39737543	false	true	41	0.002
42	0.348291838976	0.101815487982	0.246476350994	0.575505865905	0.197280107167	0.232370828383	1.248173067053	-0.493164927468	-0.334816523378	-0.071899777231	0.093184222937	0.264165182091	3.770627	27	0.026092634341	0.268141338161	-0.904698086412	1.337036647554	0.948636079973	13.346801416468	19.113523825561	-0.045761323273	-0.215420121760	-0.166149323325	0.889350273684	-0.045761323273	-0.206064926213	-0.158095531404	0.000000000000	-0.067553727752	-0.063582926065	1.468355160833	0.629504807284	0.279342496218	2.420813924071	0.292237674267	1.38704201	0.39510941	false	false		0.001
43	0.351155663138	0.102711293595	0.248444369544	0.578116036179	0.194923590780	0.231015643513	1.253687018680	-0.496659386853	-0.334861391585	-0.071010577103	0.093362664133	0.265075539687	3.816017	28	0.002283110532	0.266478098731	-0.993690220181	1.347440336179	0.948474511601	13.334728381170	19.245763707544	-0.044450860766	-0.216131316310	-0.167630724259	0.894834176117	-0.044450860766	-0.205693553039	-0.158635891620	0.000000000000	-0.068262481896	-0.066635725658	1.382853628903	0.634887623837	0.281408435819	2.418861264893	0.292895230310	1.38907863	0.39615899	false	true	43	0.002
44	0.354555560222	0.103641360827	0.250914199396	0.581225971396	0.192103617429	0.229364292325	1.269489965400	-0.508123025703	-0.336728457726	-0.070082921748	0.093693919841	0.266416514583	3.861122	29	-0.020972703422	0.264731792099	-1.081159990313	1.357479883396	0.948523135143	13.320896164770	19.370449647374	-0.042626989876	-0.216789921122	-0.169065878992	0.900198308227	-0.042626989876	-0.205295661275	-0.159150627233	0.000000000000	-0.068946708900	-0.069622760721	1.310566290866	0.640846961495	0.284005819368	2.420985187713	0.293541189272	1.38752020	0.40025761	false	false		0.002
45	0.357862521794	0.104609710747	0.253252811047	0.584229707720	0.189403106353	0.227773736929	1.284699017266	-0.519162864286	-0.338480896657	-0.069192734529	0.094009522188	0.267710317790	3.905940	29	-0.020972703422	0.263045118809	-1.081159990313	1.367176597490	1.054111540309	14.309168356022	21.004316734946	-0.040915092607	-0.217400209566	-0.170457251677	0.905447588291	-0.040915092607	-0.204874509101	-0.159641527510	0.000000000000	-0.069607831914	-0.072546105367	1.239021189056	0.646746917378	0.286507291245	2.420930229499	0.294167903653	1.38611182	0.40411245	false	false		0.002
46	0.361080883135	0.105611203721	0.255469679413	0.587133314669	0.186814253796	0.226240406932	1.299350403007	-0.529804486505	-0.340127403323	-0.068337630044	0.094310447426	0.268959545556	3.950433	29	-0.020972703422	0.261414670675	-1.081159990313	1.376550072186	1.053639542512	14.488302952674	21.394262063661	-0.039306675337	-0.217966031379	-0.171807124331	0.910585701133	-0.039306675337	-0.204432978710	-0.160110218417	0.000000000000	-0.070247160378	-0.075407785156	1.168248649144	0.652584811942	0.288918637100	2.418963806979	0.294776354751	1.38483706	0.40774566	false	false		0.001
47	0.363653779429	0.106548102611	0.257105676818	0.589426130710	0.184801518009	0.225052702853	1.303799281933	-0.532562013554	-0.340004943342	-0.067578545608	0.094451906017	0.269750523821	3.994603	30	0.000766427013	0.259958738280	-0.997928655607	1.385618360191	1.053037104113	15.283465292613	22.636157662208	-0.038524095662	-0.218254917709	-0.173117613848	0.915617069754	-0.038524095662	-0.203737679531	-0.160558180854	0.000000000000	-0.070865901466	-0.078277432812	1.073468458063	0.657968454102	0.290568775888	2.413047914676	0.295629772480	1.38680585	0.40846933	false	true	47	0.002
48	0.366694603364	0.107510973829	0.259183629535	0.592140427061	0.182413749243	0.223623228858	1.317532893363	-0.542563257801	-0.341487201361	-0.066787830837	0.094723731041	0.270910268947	4.038481	31	-0.020510168732	0.258433416642	-1.079846689686	1.394398125739	1.052601790046	15.268054179474	22.757492094728	-0.037288552357	-0.218500399654	-0.174390687101	0.920546682735	-0.037288552357	-0.203021264850	-0.160986766499	0.000000000000	-0.071465170144	-0.081090325520	0.990851476570	0.663845106795	0.292684078323	2.410764411321	0.296472181892	1.38565401	0.41180244	true	false		0.001
49	0.369658575781	0.108503358303	0.261155217479	0.594770289785	0.180117996210	0.222241844157	1.330797056870	-0.552228130534	-0.342884199379	-0.066026151176	0.094983464668	0.272032404840	4.082069	31	-0.020510168732	0.256955543190	-1.079846689686	1.402904779089	1.052180017296	15.927569336592	23.820971516311	-0.036141955198	-0.218706139772	-0.175628174395	0.925378439177	-0.036141955198	-0.202286561347	-0.161397211621	0.000000000000	-0.072045998050	-0.083848137180	0.908825560295	0.669664907760	0.294721158958	2.406886031582	0.297297172677	1.38460491	0.41496044	false	false	7	0.001
50	0.372549032004	0.109521428585	0.263027603419	0.597320132113	0.177908767777	0.220905962733	1.343617932696	-0.561575184096	-0.344201898131	-0.065291818465	0.095231810111	0.273118849510	4.125341	31	-0.020510168732	0.255522637872	-1.079846689686	1.411152595440	1.051771078076	15.940067926471	23.978077712559	-0.035077714272	-0.218875448905	-0.176831781470	0.930115321862	-0.035077714272	-0.201536083937	-0.161790649157	0.000000000000	-0.072609341346	-0.086552501147	0.827435850210	0.675425989065	0.296684583592	2.401608587638	0.298105317691	1.38364840	0.41795749	false	false		0.001
