band_j	band_k	range_j	range_k	Q_band
4	6	[16,32)	[64,128)	-3.546413745750047e-2
4	7	[16,32)	[128,256)	1.135851679565813e-1
4	8	[16,32)	[256,512)	7.750503098306527e-2
4	9	[16,32)	[512,1024)	-2.465591657880978e-2
4	10	[16,32)	[1024,2048)	-6.461443623939285e-3
4	11	[16,32)	[2048,4096)	6.536145300069809e-3
4	12	[16,32)	[4096,8192)	-1.985057968694057e-3
5	1	[32,64)	[2,4)	-1.763178147726221e-1
5	2	[32,64)	[4,8)	-9.115068134876744e-2
5	3	[32,64)	[8,16)	5.057388241452561e-3
5	4	[32,64)	[16,32)	-1.826920521084746e-3
5	5	[32,64)	[32,64)	1.689796501958954e-3
5	6	[32,64)	[64,128)	-5.276807350048293e-4
5	7	[32,64)	[128,256)	3.854785921255441e-4
5	8	[32,64)	[256,512)	-4.683160372996074e-3
5	9	[32,64)	[512,1024)	7.843619070428426e-2
5	10	[32,64)	[1024,2048)	-9.676074888725256e-2
5	11	[32,64)	[2048,4096)	-8.466234238323749e-3
5	12	[32,64)	[4096,8192)	1.998619242244237e-3
6	1	[64,128)	[2,4)	3.770678515085284e-2
6	2	[64,128)	[4,8)	1.799474659254802e-2
6	3	[64,128)	[8,16)	9.686219633016570e-2
6	4	[64,128)	[16,32)	-3.546413745750046e-2
6	5	[64,128)	[32,64)	-5.276807350048293e-4
6	6	[64,128)	[64,128)	2.332904228763863e-3
6	7	[64,128)	[128,256)	1.298642343738140e-3
6	8	[64,128)	[256,512)	-8.194055673196808e-3
6	9	[64,128)	[512,1024)	-1.002086815791394e-3
6	10	[64,128)	[1024,2048)	1.471882817816684e-2
6	11	[64,128)	[2048,4096)	-8.357929801923511e-2
6	12	[64,128)	[4096,8192)	1.260911726656162e-2
7	1	[128,256)	[2,4)	-1.095782722946208e-2
7	2	[128,256)	[4,8)	-4.836511831580811e-3
7	3	[128,256)	[8,16)	6.154164838700689e-3
7	4	[128,256)	[16,32)	1.135851679565813e-1
7	5	[128,256)	[32,64)	3.854785921255441e-4
7	6	[128,256)	[64,128)	1.298642343738137e-3
7	7	[128,256)	[128,256)	-2.149077012090889e-3
7	8	[128,256)	[256,512)	4.883840867235822e-4
7	9	[128,256)	[512,1024)	-7.954849392403320e-3
7	10	[128,256)	[1024,2048)	-5.200936002879228e-2
7	11	[128,256)	[2048,4096)	4.431591343604765e-2
7	12	[128,256)	[4096,8192)	-9.349076141413531e-3
8	1	[256,512)	[2,4)	1.827953405667300e-2
8	2	[256,512)	[4,8)	7.873602362208973e-3
8	3	[256,512)	[8,16)	-8.029023028840850e-3
8	4	[256,512)	[16,32)	7.750503098306526e-2
8	5	[256,512)	[32,64)	-4.683160372996077e-3
8	6	[256,512)	[64,128)	-8.194055673196809e-3
8	7	[256,512)	[128,256)	4.883840867235850e-4
8	8	[256,512)	[256,512)	3.664206551336694e-4
8	9	[256,512)	[512,1024)	1.060699267891125e-4
8	10	[256,512)	[1024,2048)	-4.072260633633482e-3
8	11	[256,512)	[2048,4096)	2.798137925621798e-2
8	12	[256,512)	[4096,8192)	-3.849623244306066e-4
9	1	[512,1024)	[2,4)	-6.665633514949216e-3
9	2	[512,1024)	[4,8)	-2.851711431899719e-3
9	3	[512,1024)	[8,16)	2.703065340085489e-3
9	4	[512,1024)	[16,32)	-2.465591657880978e-2
9	5	[512,1024)	[32,64)	7.843619070428424e-2
9	6	[512,1024)	[64,128)	-1.002086815791394e-3
9	7	[512,1024)	[128,256)	-7.954849392403323e-3
9	8	[512,1024)	[256,512)	1.060699267891135e-4
9	9	[512,1024)	[512,1024)	-4.620655774351883e-3
9	10	[512,1024)	[1024,2048)	-1.725065075581587e-2
9	11	[512,1024)	[2048,4096)	7.355388819035674e-3
9	12	[512,1024)	[4096,8192)	1.191863340198736e-2
10	1	[1024,2048)	[2,4)	-6.491231793001133e-3
10	2	[1024,2048)	[4,8)	-2.772270975186791e-3
10	3	[1024,2048)	[8,16)	2.274373202096498e-3
10	4	[1024,2048)	[16,32)	-6.461443623939286e-3
10	5	[1024,2048)	[32,64)	-9.676074888725256e-2
10	6	[1024,2048)	[64,128)	1.471882817816684e-2
10	7	[1024,2048)	[128,256)	-5.200936002879228e-2
10	8	[1024,2048)	[256,512)	-4.072260633633476e-3
10	9	[1024,2048)	[512,1024)	-1.725065075581587e-2
10	10	[1024,2048)	[1024,2048)	-4.437531593832846e-3
10	11	[1024,2048)	[2048,4096)	-5.416650050425713e-3
10	12	[1024,2048)	[4096,8192)	-5.744000848388237e-4
11	1	[2048,4096)	[2,4)	6.711637479852687e-3
11	2	[2048,4096)	[4,8)	2.867300999162489e-3
11	3	[2048,4096)	[8,16)	-2.341637905542738e-3
11	4	[2048,4096)	[16,32)	6.536145300069810e-3
11	5	[2048,4096)	[32,64)	-8.466234238323747e-3
11	6	[2048,4096)	[64,128)	-8.357929801923510e-2
11	7	[2048,4096)	[128,256)	4.431591343604765e-2
11	8	[2048,4096)	[256,512)	2.798137925621798e-2
11	9	[2048,4096)	[512,1024)	7.355388819035674e-3
11	10	[2048,4096)	[1024,2048)	-5.416650050425711e-3
11	11	[2048,4096)	[2048,4096)	5.211685917008124e-4
11	12	[2048,4096)	[4096,8192)	-1.033039477387260e-3
12	1	[4096,8192)	[2,4)	-2.116858717732800e-3
12	2	[4096,8192)	[4,8)	-9.052726769129679e-4
12	3	[4096,8192)	[8,16)	7.352556139791716e-4
12	4	[4096,8192)	[16,32)	-1.985057968694057e-3
12	5	[4096,8192)	[32,64)	1.998619242244236e-3
12	6	[4096,8192)	[64,128)	1.260911726656162e-2
12	7	[4096,8192)	[128,256)	-9.349076141413533e-3
12	8	[4096,8192)	[256,512)	-3.849623244306069e-4
12	9	[4096,8192)	[512,1024)	1.191863340198736e-2
12	10	[4096,8192)	[1024,2048)	-5.744000848388241e-4
12	11	[4096,8192)	[2048,4096)	-1.033039477387261e-3
12	12	[4096,8192)	[4096,8192)	1.338697074216709e-4
