band_j	band_k	range_j	range_k	Q_band
9	8	[512,1024)	[256,512)	-2.864721209168029e-3
9	9	[512,1024)	[512,1024)	-1.951363802561781e-3
9	10	[512,1024)	[1024,2048)	2.702298756021754e-5
10	1	[1024,2048)	[2,4)	4.589000686278060e-4
10	2	[1024,2048)	[4,8)	1.890348683738880e-4
10	3	[1024,2048)	[8,16)	-1.518063561282180e-4
10	4	[1024,2048)	[16,32)	4.875202430314847e-4
10	5	[1024,2048)	[32,64)	-8.817339019573286e-4
10	6	[1024,2048)	[64,128)	-8.210702799476041e-4
10	7	[1024,2048)	[128,256)	-6.733992487491350e-4
10	8	[1024,2048)	[256,512)	3.126498007515076e-4
10	9	[1024,2048)	[512,1024)	2.702298756021773e-5
10	10	[1024,2048)	[1024,2048)	-1.963345502993347e-5
