a	b	abs_V	ratio_to_a_lna
142	35	6.656114346125345e-1	9.458369742569612e-4
142	37	2.272747916428746e1	3.229585461937160e-2
142	39	1.745245229177686e1	2.480001666231492e-2
142	41	1.657334910951576e1	2.355080691210453e-2
142	43	7.733592634347528e0	1.098947144990865e-2
142	45	1.588571422973721e0	2.257367451884585e-3
142	47	3.012005004285811e1	4.280073255290299e-2
142	49	2.540032727804273e1	3.609398434055699e-2
142	51	1.409213022459631e1	2.002498322497454e-2
142	53	2.062598989052027e0	2.930962849287713e-3
142	55	3.307540094649102e0	4.700030006512116e-3
142	57	2.120293257766782e1	3.012946676060307e-2
142	59	2.019099215716720e0	2.869149467105838e-3
142	61	7.791736097597568e0	1.107209358422528e-2
142	63	1.588120223791456e1	2.256726295727781e-2
142	65	1.355280703317739e1	1.925860243733795e-2
142	67	2.168989101796947e1	3.082143699100020e-2
142	69	3.664965229563429e1	5.207932801673002e-2
142	73	3.664965229563429e1	5.207932801673002e-2
142	75	2.168989101796947e1	3.082143699100020e-2
142	77	1.355280703317739e1	1.925860243733795e-2
142	79	1.588120223791456e1	2.256726295727781e-2
142	81	7.791736097597568e0	1.107209358422528e-2
142	83	2.019099215716720e0	2.869149467105838e-3
142	85	2.120293257766782e1	3.012946676060307e-2
142	87	3.307540094649102e0	4.700030006512116e-3
142	89	2.062598989052027e0	2.930962849287713e-3
142	91	1.409213022459631e1	2.002498322497454e-2
142	93	2.540032727804273e1	3.609398434055699e-2
142	95	3.012005004285811e1	4.280073255290299e-2
142	97	1.588571422973721e0	2.257367451884585e-3
142	99	7.733592634347528e0	1.098947144990865e-2
142	101	1.657334910951576e1	2.355080691210453e-2
142	103	1.745245229177686e1	2.480001666231492e-2
142	105	2.272747916428746e1	3.229585461937160e-2
142	107	6.656114346125345e-1	9.458369742569612e-4
142	109	1.749516634725571e1	2.486071353573309e-2
142	111	2.131130850579751e1	3.028346946340241e-2
142	113	3.460070872848254e1	4.916776958608766e-2
142	115	2.172336783021641e1	3.086900769840827e-2
142	117	2.860866399825839e1	4.065304588614591e-2
142	119	2.728323732989015e1	3.876960836626816e-2
142	121	3.792012801823695e1	5.388467998462843e-2
142	123	4.309598760028943e1	6.123960075626031e-2
142	125	4.226443522871271e1	6.005796093132826e-2
142	127	5.133166048942210e1	7.294253060595829e-2
142	129	6.098072007137594e1	8.665388958333679e-2
142	131	6.646618563208847e1	9.444876190453624e-2
142	133	7.189562249353034e1	1.021640171809646e-1
142	135	8.067610587405757e1	1.146411252973326e-1
142	137	9.578223491100771e1	1.361070055963413e-1
142	139	1.181256868652176e2	1.678571557468233e-1
142	141	1.673404262745648e2	2.377915315570569e-1
143	1	1.688360578103168e2	2.379022155439604e-1
143	2	1.376025615179659e2	1.938919604864634e-1
143	3	1.196565124121082e2	1.686046794523325e-1
143	4	1.071873449540745e2	1.510347207437039e-1
143	5	9.692619649826132e1	1.365760204913798e-1
143	6	9.021667330476672e1	1.271218170843727e-1
143	7	8.233817309699779e1	1.160204405247664e-1
143	8	7.883053248832927e1	1.110779212373774e-1
143	9	7.438825956299091e1	1.048184374239360e-1
143	10	6.630913197558642e1	9.343436237721092e-2
143	12	6.425660333606761e1	9.054220108689252e-2
143	14	5.045617210214604e1	7.109639544210215e-2
143	15	4.802235541838515e1	6.766697172299901e-2
143	16	5.549462850312992e1	7.819594488824227e-2
143	17	4.459707983987203e1	6.284051071967241e-2
143	18	5.243179534981384e1	7.388019147356578e-2
143	19	3.732626005768255e1	5.259539982667193e-2
143	20	3.335047669661916e1	4.699323354544764e-2
143	21	4.002897513225080e1	5.640372082494010e-2
143	23	2.950217976062549e1	4.157070485686329e-2
143	24	4.665701406245488e1	6.574310701209389e-2
143	25	3.198636555545721e1	4.507110229611923e-2
143	27	2.530679984095353e1	3.565911114351131e-2
143	28	1.643331463459855e1	2.315572876437469e-2
143	29	3.834452510904871e1	5.403020892416433e-2
143	30	2.662261238406882e1	3.751318617527583e-2
143	31	2.254917633156450e1	3.177342018964639e-2
143	32	2.529332940930640e1	3.564013033114961e-2
143	34	1.124259076811620e1	1.584162344748542e-2
143	35	3.595933266014308e0	5.066930026843819e-3
143	36	4.431085737271766e1	6.243720256407105e-2
143	37	2.621656451503984e1	3.694103536275553e-2
143	38	1.859841033604257e1	2.620650518570596e-2
143	40	1.113522979348885e1	1.569034406997532e-2
143	41	2.399245871870304e1	3.380710945015727e-2
143	42	8.420359971121142e0	1.186489615303604e-2
143	43	1.455272829567822e1	2.050584661032979e-2
143	45	1.132723713309176e-2	1.596089629729367e-5
143	46	5.548332600702897e0	7.818001885384850e-3
143	47	2.002426025083616e1	2.821563083198028e-2
143	48	4.878477456918445e1	6.874127544402095e-2
143	49	2.756393721316651e1	3.883958093533636e-2
143	50	1.804646158473783e1	2.542876947862351e-2
143	51	1.120493325765034e1	1.578856129187785e-2
143	53	8.022289247543878e0	1.130398571535800e-2
143	54	1.030565104521652e1	1.452140761918528e-2
143	56	5.171766358173543e-1	7.287392816690264e-4
143	57	1.682107797973839e1	2.370211536041300e-2
143	58	9.476375917811030e0	1.335289899215424e-2
143	59	3.214859461662180e0	4.529969477557663e-3
143	60	5.042749267891637e-1	7.105598406069851e-4
143	61	1.058017199971265e1	1.490822749720710e-2
143	62	1.513658435890100e0	2.132854202741615e-3
143	63	7.911493846489972e0	1.114786698263789e-2
143	64	7.147602132069698e0	1.007148831297937e-2
143	67	2.041082786972776e1	2.876033256326085e-2
143	68	2.591125828180343e1	3.651083680062181e-2
143	69	3.353850888521469e1	4.725818449751686e-2
143	70	4.376265183304909e1	6.166474131289004e-2
143	71	6.864349886199318e1	9.672365413971196e-2
143	72	6.864349886199318e1	9.672365413971196e-2
143	73	4.376265183304909e1	6.166474131289004e-2
143	74	3.353850888521469e1	4.725818449751686e-2
143	75	2.591125828180343e1	3.651083680062181e-2
143	76	2.041082786972776e1	2.876033256326085e-2
143	79	7.147602132069698e0	1.007148831297937e-2
143	80	7.911493846489972e0	1.114786698263789e-2
143	81	1.513658435890100e0	2.132854202741615e-3
143	82	1.058017199971265e1	1.490822749720710e-2
143	83	5.042749267891637e-1	7.105598406069851e-4
143	84	3.214859461662180e0	4.529969477557663e-3
143	85	9.476375917811030e0	1.335289899215424e-2
143	86	1.682107797973839e1	2.370211536041300e-2
143	87	5.171766358173543e-1	7.287392816690264e-4
143	89	1.030565104521652e1	1.452140761918528e-2
143	90	8.022289247543878e0	1.130398571535800e-2
143	92	1.120493325765034e1	1.578856129187785e-2
143	93	1.804646158473783e1	2.542876947862351e-2
143	94	2.756393721316651e1	3.883958093533636e-2
143	95	4.878477456918445e1	6.874127544402095e-2
143	96	2.002426025083616e1	2.821563083198028e-2
143	97	5.548332600702897e0	7.818001885384850e-3
143	98	1.132723713309176e-2	1.596089629729367e-5
143	100	1.455272829567822e1	2.050584661032979e-2
143	101	8.420359971121142e0	1.186489615303604e-2
143	102	2.399245871870304e1	3.380710945015727e-2
143	103	1.113522979348885e1	1.569034406997532e-2
143	105	1.859841033604257e1	2.620650518570596e-2
143	106	2.621656451503984e1	3.694103536275553e-2
143	107	4.431085737271766e1	6.243720256407105e-2
143	108	3.595933266014308e0	5.066930026843819e-3
143	109	1.124259076811620e1	1.584162344748542e-2
143	111	2.529332940930640e1	3.564013033114961e-2
143	112	2.254917633156450e1	3.177342018964639e-2
143	113	2.662261238406882e1	3.751318617527583e-2
143	114	3.834452510904871e1	5.403020892416433e-2
143	115	1.643331463459855e1	2.315572876437469e-2
143	116	2.530679984095353e1	3.565911114351131e-2
143	118	3.198636555545721e1	4.507110229611923e-2
143	119	4.665701406245488e1	6.574310701209389e-2
143	120	2.950217976062549e1	4.157070485686329e-2
143	122	4.002897513225080e1	5.640372082494010e-2
143	123	3.335047669661916e1	4.699323354544764e-2
143	124	3.732626005768255e1	5.259539982667193e-2
143	125	5.243179534981384e1	7.388019147356578e-2
143	126	4.459707983987203e1	6.284051071967241e-2
143	127	5.549462850312992e1	7.819594488824227e-2
143	128	4.802235541838515e1	6.766697172299901e-2
143	129	5.045617210214604e1	7.109639544210215e-2
143	131	6.425660333606761e1	9.054220108689252e-2
143	133	6.630913197558642e1	9.343436237721092e-2
143	134	7.438825956299091e1	1.048184374239360e-1
143	135	7.883053248832927e1	1.110779212373774e-1
143	136	8.233817309699779e1	1.160204405247664e-1
143	137	9.021667330476672e1	1.271218170843727e-1
143	138	9.692619649826132e1	1.365760204913798e-1
143	139	1.071873449540745e2	1.510347207437039e-1
143	140	1.196565124121082e2	1.686046794523325e-1
143	141	1.376025615179659e2	1.938919604864634e-1
143	142	1.688360578103168e2	2.379022155439604e-1
144	1	1.703339153671588e2	2.380118408820011e-1
144	5	9.872535678630874e1	1.379514106735093e-1
144	7	8.286627444552002e1	1.157911182003749e-1
144	11	5.931768218642502e1	8.288608116364934e-2
144	13	5.089816234643122e1	7.112127547512923e-2
144	17	4.807065262132727e1	6.717032540547853e-2
144	19	4.071445342426714e1	5.689132425052384e-2
144	23	2.970746714077534e1	4.151098697447524e-2
144	25	3.226931255369821e1	4.509071765506549e-2
144	29	4.497086878837585e1	6.283891991393729e-2
144	31	2.578564212883718e1	3.603092277999921e-2
144	35	6.454785798191589e0	9.019433663665940e-3
144	37	2.854616239059432e1	3.988826679675960e-2
144	41	1.014335393649463e0	1.417356219364084e-3
144	43	4.870283852093065e0	6.805369457726036e-3
144	47	1.437059406411471e1	2.008039056928391e-2
144	49	3.246106511039037e1	4.535865829926284e-2
144	53	7.272734189675998e0	1.016237341224176e-2
144	55	5.527369633899394e0	7.723531857785953e-3
144	59	4.751055753269100e0	6.638769052722815e-3
144	61	4.731844482246949e0	6.611924663149494e-3
144	65	1.224567363079813e1	1.711118609246972e-2
144	67	1.848569549815245e1	2.583052474321090e-2
144	71	5.355367736644550e1	7.483189304087365e-2
144	73	5.355367736644550e1	7.483189304087365e-2
144	77	1.848569549815245e1	2.583052474321090e-2
144	79	1.224567363079813e1	1.711118609246972e-2
144	83	4.731844482246949e0	6.611924663149494e-3
144	85	4.751055753269100e0	6.638769052722815e-3
144	89	5.527369633899394e0	7.723531857785953e-3
144	91	7.272734189675998e0	1.016237341224176e-2
144	95	3.246106511039037e1	4.535865829926284e-2
144	97	1.437059406411471e1	2.008039056928391e-2
144	101	4.870283852093065e0	6.805369457726036e-3
144	103	1.014335393649463e0	1.417356219364084e-3
144	107	2.854616239059432e1	3.988826679675960e-2
144	109	6.454785798191589e0	9.019433663665940e-3
144	113	2.578564212883718e1	3.603092277999921e-2
144	115	4.497086878837585e1	6.283891991393729e-2
144	119	3.226931255369821e1	4.509071765506549e-2
144	121	2.970746714077534e1	4.151098697447524e-2
144	125	4.071445342426714e1	5.689132425052384e-2
144	127	4.807065262132727e1	6.717032540547853e-2
144	131	5.089816234643122e1	7.112127547512923e-2
144	133	5.931768218642502e1	8.288608116364934e-2
144	137	8.286627444552002e1	1.157911182003749e-1
144	139	9.872535678630874e1	1.379514106735093e-1
144	143	1.703339153671588e2	2.380118408820011e-1
145	1	1.718339834855412e2	2.381204252442707e-1
145	2	1.401592286177986e2	1.942268603881108e-1
145	3	1.215701801392813e2	1.684669260677652e-1
145	4	1.083028129679662e2	1.500815575357526e-1
145	6	8.937985123421865e1	1.238589000408796e-1
145	7	8.453726096139259e1	1.171482387871577e-1
145	8	7.567664569317333e1	1.048695647274843e-1
145	9	6.996583629424727e1	9.695576132854450e-2
145	11	6.215345186847426e1	8.612968220320479e-2
145	12	5.566992608071780e1	7.714508040124127e-2
145	13	5.411221635687475e1	7.498647071109314e-2
145	14	5.269990807608676e1	7.302935232522077e-2
145	16	4.068149925169956e1	5.637473859880745e-2
145	17	4.357118345406349e1	6.037914341519493e-2
145	18	3.427069513172069e1	4.749091147542855e-2
145	19	4.281303540972650e1	5.932853322125256e-2
145	21	4.566927834927351e1	6.328659651915142e-2
145	22	3.651861349888561e1	5.060598374836318e-2
145	23	3.299153499483305e1	4.571830427880360e-2
145	24	1.769672247552076e1	2.452338586246780e-2
145	26	2.852368128907561e1	3.952693745622352e-2
145	27	2.650498298749817e1	3.672950886694826e-2
145	28	2.086502777143625e1	2.891389226326105e-2
145	31	2.109857635591679e1	2.923753422932410e-2
145	32	1.711238521925011e1	2.371363546777393e-2
145	33	2.133854646023120e1	2.957007487190349e-2
145	34	1.457505215495909e1	2.019750428115004e-2
145	36	8.839671631563887e0	1.224965123447088e-2
145	37	3.237350963541639e1	4.486187030450525e-2
145	38	2.325672389887072e1	3.222820580804187e-2
145	39	1.718940248530741e1	2.382036280873823e-2
145	41	8.332171823552871e0	1.154637899667668e-2
145	42	1.590059992658210e1	2.203439354285435e-2
145	43	9.895524987525597e0	1.371280913267760e-2
145	44	7.553049688704787e0	1.046670377583853e-2
145	46	1.574204916857903e0	2.181468046193361e-3
145	47	1.056024249514034e1	1.463394715421368e-2
145	48	3.107571930112313e1	4.306344615107916e-2
145	49	3.911856966034912e1	5.420889543222256e-2
145	51	1.798573327849136e1	2.492388507634617e-2
145	52	1.507215415900879e1	2.088636767238984e-2
145	53	1.279535223418365e1	1.773126976021255e-2
145	54	4.100332675347800e0	5.682071383620995e-3
145	56	4.121255544008650e0	5.711065429395828e-3
145	57	1.685541768515725e0	2.335754049022071e-3
145	59	7.138527051402177e0	9.892275454585191e-3
145	61	4.392862436070565e0	6.087447023566925e-3
145	62	1.534965895274305e1	2.127092233469204e-2
145	63	4.836544640623996e0	6.702283466734574e-3
145	64	8.805810050548844e0	1.220272725641259e-2
145	66	6.988551821932908e0	9.684445986322097e-3
145	67	1.190905847839594e1	1.650308054095215e-2
145	68	1.993521619384851e1	2.762539784695797e-2
145	69	2.783093927005851e1	3.856696422620871e-2
145	71	4.507614000023960e1	6.246464993422269e-2
145	72	6.992181347408847e1	9.689475632566887e-2
145	73	6.992181347408847e1	9.689475632566887e-2
145	74	4.507614000023960e1	6.246464993422269e-2
145	76	2.783093927005851e1	3.856696422620871e-2
145	77	1.993521619384851e1	2.762539784695797e-2
145	78	1.190905847839594e1	1.650308054095215e-2
145	79	6.988551821932908e0	9.684445986322097e-3
145	81	8.805810050548844e0	1.220272725641259e-2
145	82	4.836544640623996e0	6.702283466734574e-3
145	83	1.534965895274305e1	2.127092233469204e-2
145	84	4.392862436070565e0	6.087447023566925e-3
145	86	7.138527051402177e0	9.892275454585191e-3
145	88	1.685541768515725e0	2.335754049022071e-3
145	89	4.121255544008650e0	5.711065429395828e-3
145	91	4.100332675347800e0	5.682071383620995e-3
145	92	1.279535223418365e1	1.773126976021255e-2
145	93	1.507215415900879e1	2.088636767238984e-2
145	94	1.798573327849136e1	2.492388507634617e-2
145	96	3.911856966034912e1	5.420889543222256e-2
145	97	3.107571930112313e1	4.306344615107916e-2
145	98	1.056024249514034e1	1.463394715421368e-2
145	99	1.574204916857903e0	2.181468046193361e-3
145	101	7.553049688704787e0	1.046670377583853e-2
145	102	9.895524987525597e0	1.371280913267760e-2
145	103	1.590059992658210e1	2.203439354285435e-2
145	104	8.332171823552871e0	1.154637899667668e-2
145	106	1.718940248530741e1	2.382036280873823e-2
145	107	2.325672389887072e1	3.222820580804187e-2
145	108	3.237350963541639e1	4.486187030450525e-2
145	109	8.839671631563887e0	1.224965123447088e-2
145	111	1.457505215495909e1	2.019750428115004e-2
145	112	2.133854646023120e1	2.957007487190349e-2
145	113	1.711238521925011e1	2.371363546777393e-2
145	114	2.109857635591679e1	2.923753422932410e-2
145	117	2.086502777143625e1	2.891389226326105e-2
145	118	2.650498298749817e1	3.672950886694826e-2
145	119	2.852368128907561e1	3.952693745622352e-2
145	121	1.769672247552076e1	2.452338586246780e-2
145	122	3.299153499483305e1	4.571830427880360e-2
145	123	3.651861349888561e1	5.060598374836318e-2
145	124	4.566927834927351e1	6.328659651915142e-2
145	126	4.281303540972650e1	5.932853322125256e-2
145	127	3.427069513172069e1	4.749091147542855e-2
145	128	4.357118345406349e1	6.037914341519493e-2
145	129	4.068149925169956e1	5.637473859880745e-2
145	131	5.269990807608676e1	7.302935232522077e-2
145	132	5.411221635687475e1	7.498647071109314e-2
145	133	5.566992608071780e1	7.714508040124127e-2
145	134	6.215345186847426e1	8.612968220320479e-2
145	136	6.996583629424727e1	9.695576132854450e-2
145	137	7.567664569317333e1	1.048695647274843e-1
145	138	8.453726096139259e1	1.171482387871577e-1
145	139	8.937985123421865e1	1.238589000408796e-1
145	141	1.083028129679662e2	1.500815575357526e-1
145	142	1.215701801392813e2	1.684669260677652e-1
145	143	1.401592286177986e2	1.942268603881108e-1
145	144	1.718339834855412e2	2.381204252442707e-1
146	1	1.733362469191715e2	2.382279858863654e-1
146	3	1.231076378703441e2	1.691953364535227e-1
146	5	9.892160568619782e1	1.359548005804992e-1
146	7	8.667275650617186e1	1.191203604593621e-1
146	9	7.243631967865430e1	9.955424124368824e-2
146	11	6.380077651991931e1	8.768581735483176e-2
146	13	5.633982419630732e1	7.743171484344472e-2
146	15	5.396712595795389e1	7.417075164338971e-2
146	17	4.703578151666578e1	6.464452585345028e-2
146	19	4.210003116401846e1	5.786098296355840e-2
146	21	5.059189284202226e1	6.953193546156537e-2
146	23	3.106666368934396e1	4.269706336939805e-2
146	25	3.670722059549512e1	5.044927062502428e-2
146	27	2.708714621843736e1	3.722773742780339e-2
146	29	6.300784047391439e0	8.659603053566441e-3
146	31	2.627470502129067e1	3.611114333114215e-2
146	33	2.218635837492061e1	3.049224593096835e-2
146	35	1.009444012786447e1	1.387348683875122e-2
146	37	3.750269755456509e1	5.154254959665574e-2
146	39	2.313438931222285e1	3.179519038007017e-2
146	41	1.139226242480605e1	1.565717373248546e-2
146	43	1.346338478591871e1	1.850366035822948e-2
146	45	8.934679345711292e0	1.227954742819514e-2
146	47	6.794912781818424e0	9.338718329588377e-3
146	49	5.012755510716482e1	6.889376401553360e-2
146	51	1.999012344964784e1	2.747380845998169e-2
146	53	6.053232576595002e0	8.319375955430744e-3
146	55	1.315736410518807e1	1.808307498323846e-2
146	57	5.561405778167613e-1	7.643424389172749e-4
146	59	1.177235264815647e1	1.617955799990353e-2
146	61	2.137220104618184e0	2.937329323603373e-3
146	63	1.172240576923377e0	1.611091255165742e-3
146	65	6.325018600064314e-1	8.692910274501069e-4
146	67	1.452286632966392e1	1.995977907971013e-2
146	69	2.375066120276134e1	3.264217543859533e-2
146	71	3.932358686708190e1	5.404512364653215e-2
146	75	3.932358686708190e1	5.404512364653215e-2
146	77	2.375066120276134e1	3.264217543859533e-2
146	79	1.452286632966392e1	1.995977907971013e-2
146	81	6.325018600064314e-1	8.692910274501069e-4
146	83	1.172240576923377e0	1.611091255165742e-3
146	85	2.137220104618184e0	2.937329323603373e-3
146	87	1.177235264815647e1	1.617955799990353e-2
146	89	5.561405778167613e-1	7.643424389172749e-4
146	91	1.315736410518807e1	1.808307498323846e-2
146	93	6.053232576595002e0	8.319375955430744e-3
146	95	1.999012344964784e1	2.747380845998169e-2
146	97	5.012755510716482e1	6.889376401553360e-2
146	99	6.794912781818424e0	9.338718329588377e-3
146	101	8.934679345711292e0	1.227954742819514e-2
146	103	1.346338478591871e1	1.850366035822948e-2
146	105	1.139226242480605e1	1.565717373248546e-2
146	107	2.313438931222285e1	3.179519038007017e-2
146	109	3.750269755456509e1	5.154254959665574e-2
146	111	1.009444012786447e1	1.387348683875122e-2
146	113	2.218635837492061e1	3.049224593096835e-2
146	115	2.627470502129067e1	3.611114333114215e-2
146	117	6.300784047391439e0	8.659603053566441e-3
146	119	2.708714621843736e1	3.722773742780339e-2
146	121	3.670722059549512e1	5.044927062502428e-2
146	123	3.106666368934396e1	4.269706336939805e-2
146	125	5.059189284202226e1	6.953193546156537e-2
146	127	4.210003116401846e1	5.786098296355840e-2
146	129	4.703578151666578e1	6.464452585345028e-2
146	131	5.396712595795389e1	7.417075164338971e-2
146	133	5.633982419630732e1	7.743171484344472e-2
146	135	6.380077651991931e1	8.768581735483176e-2
146	137	7.243631967865430e1	9.955424124368824e-2
146	139	8.667275650617186e1	1.191203604593621e-1
146	141	9.892160568619782e1	1.359548005804992e-1
146	143	1.231076378703441e2	1.691953364535227e-1
146	145	1.733362469191715e2	2.382279858863654e-1
147	1	1.748406906306316e2	2.383345396590842e-1
147	2	1.427246768439900e2	1.945555123976636e-1
147	4	1.114269444043300e2	1.518919274708680e-1
147	5	1.007211516641615e2	1.372982984065442e-1
147	8	7.934424810431099e1	1.081583170275127e-1
147	10	7.052062783813926e1	9.613037623936205e-2
147	11	6.492408470738116e1	8.850143399519457e-2
147	13	5.819805177958128e1	7.933282481276105e-2
147	16	4.701900865406820e1	6.409408326159137e-2
147	17	4.938781289556527e1	6.732312489030694e-2
147	19	4.568038511493889e1	6.226933512187369e-2
147	20	3.790786442249392e1	5.167420343632068e-2
147	22	3.641233759467502e1	4.963557217279500e-2
147	23	3.515066128185894e1	4.791571484365043e-2
147	25	3.951241796618604e1	5.386145474958685e-2
147	26	3.451520844523206e1	4.704949566580194e-2
147	29	1.270801151502191e1	1.732295876600969e-2
147	31	2.951709888748497e1	4.023630969453454e-2
147	32	2.418065348137683e1	3.296192033646716e-2
147	34	2.235745749280265e1	3.047662600894070e-2
147	37	4.587068211651181e1	6.252873897177155e-2
147	38	2.742444496391932e1	3.738370308597076e-2
147	40	1.124456965011814e1	1.532806420266961e-2
147	41	1.351236132398201e1	1.841941028854670e-2
147	43	1.187838600079744e1	1.619205260046587e-2
147	44	1.656076858886169e0	2.257485453638141e-3
147	46	4.687330711961514e0	6.389546983804425e-3
147	47	5.646492491328234e0	7.697030844222814e-3
147	50	3.384118200871720e1	4.613069478549542e-2
147	52	1.846493861617132e1	2.517052883424967e-2
147	53	1.292120941972796e1	1.761358004124672e-2
147	55	2.086048726830915e0	2.843602717550468e-3
147	58	5.255829558877899e0	7.164497657402364e-3
147	59	2.227090970605484e1	3.035864816957933e-2
147	61	8.520022737373742e-1	1.161409103151382e-3
147	62	2.269540952694164e0	3.093730619839115e-3
147	64	3.874115282247378e0	5.281010267405602e-3
147	65	1.115522819391531e1	1.520627816556480e-2
147	67	9.956574851083957e0	1.357233076096399e-2
147	68	1.450648524928283e1	1.977455288862484e-2
147	71	3.329387692314187e1	4.538463444248728e-2
147	73	7.120451916464820e1	9.706262446997956e-2
147	74	7.120451916464820e1	9.706262446997956e-2
147	76	3.329387692314187e1	4.538463444248728e-2
147	79	1.450648524928283e1	1.977455288862484e-2
147	80	9.956574851083957e0	1.357233076096399e-2
147	82	1.115522819391531e1	1.520627816556480e-2
147	83	3.874115282247378e0	5.281010267405602e-3
147	85	2.269540952694164e0	3.093730619839115e-3
147	86	8.520022737373742e-1	1.161409103151382e-3
147	88	2.227090970605484e1	3.035864816957933e-2
147	89	5.255829558877899e0	7.164497657402364e-3
147	92	2.086048726830915e0	2.843602717550468e-3
147	94	1.292120941972796e1	1.761358004124672e-2
147	95	1.846493861617132e1	2.517052883424967e-2
147	97	3.384118200871720e1	4.613069478549542e-2
147	100	5.646492491328234e0	7.697030844222814e-3
147	101	4.687330711961514e0	6.389546983804425e-3
147	103	1.656076858886169e0	2.257485453638141e-3
147	104	1.187838600079744e1	1.619205260046587e-2
147	106	1.351236132398201e1	1.841941028854670e-2
147	107	1.124456965011814e1	1.532806420266961e-2
147	109	2.742444496391932e1	3.738370308597076e-2
147	110	4.587068211651181e1	6.252873897177155e-2
147	113	2.235745749280265e1	3.047662600894070e-2
147	115	2.418065348137683e1	3.296192033646716e-2
147	116	2.951709888748497e1	4.023630969453454e-2
147	118	1.270801151502191e1	1.732295876600969e-2
147	121	3.451520844523206e1	4.704949566580194e-2
147	122	3.951241796618604e1	5.386145474958685e-2
147	124	3.515066128185894e1	4.791571484365043e-2
147	125	3.641233759467502e1	4.963557217279500e-2
147	127	3.790786442249392e1	5.167420343632068e-2
147	128	4.568038511493889e1	6.226933512187369e-2
147	130	4.938781289556527e1	6.732312489030694e-2
147	131	4.701900865406820e1	6.409408326159137e-2
147	134	5.819805177958128e1	7.933282481276105e-2
147	136	6.492408470738116e1	8.850143399519457e-2
147	137	7.052062783813926e1	9.613037623936205e-2
147	139	7.934424810431099e1	1.081583170275127e-1
147	142	1.007211516641615e2	1.372982984065442e-1
147	143	1.114269444043300e2	1.518919274708680e-1
147	145	1.427246768439900e2	1.945555123976636e-1
147	146	1.748406906306316e2	2.383345396590842e-1
148	1	1.763472997871148e2	2.384401030206551e-1
148	3	1.250344311526541e2	1.690597059391222e-1
148	5	1.018760921435375e2	1.377471950824944e-1
148	7	8.473008875576399e1	1.145639945508811e-1
148	9	7.589728027887422e1	1.026211081798747e-1
148	11	6.750018652675583e1	9.126735395882193e-2
148	13	5.894215192010073e1	7.969599076965747e-2
148	15	5.747565993013563e1	7.771313930786382e-2
148	17	4.921314561324453e1	6.654135064250029e-2
148	19	4.690567523215769e1	6.342140791557652e-2
148	21	2.717460797833563e1	3.674292905943152e-2
148	23	3.613485981612730e1	4.885813226284436e-2
148	25	4.316151916924708e1	5.835891499142318e-2
148	27	3.520211575925152e1	4.759696416284029e-2
148	29	1.629924501290925e1	2.203829412034438e-2
148	31	2.865993163309773e1	3.875124291333249e-2
148	33	2.995612520200114e1	4.050383299255196e-2
148	35	1.512415124945916e1	2.044944371915190e-2
148	39	2.475812205510747e1	3.347558584987825e-2
148	41	1.400719502028879e1	1.893920138102449e-2
148	43	1.528984938613708e1	2.067348503323784e-2
148	45	5.601342407596748e0	7.573604258946073e-3
148	47	2.711372060315688e0	3.666060292215693e-3
148	49	3.203797629724408e1	4.331871470734225e-2
148	51	2.528311828277014e1	3.418543598515368e-2
148	53	1.660851527645647e1	2.245646005535129e-2
148	55	6.416674219585704e0	8.676018650781681e-3
148	57	8.427182519785715e0	1.139443740061388e-2
148	59	1.773060287373497e1	2.397364054303821e-2
148	61	5.338566007087206e0	7.218302918440544e-3
148	63	8.298234482938648e0	1.122008608802082e-2
148	65	6.543847406888222e0	8.847970180056491e-3
148	67	1.411036679692595e1	1.907870047786287e-2
148	69	2.271133681461159e1	3.070811686002613e-2
148	71	3.178503169654160e1	4.297670699459118e-2
148	73	5.567785172928941e1	7.528231347078755e-2
148	75	5.567785172928941e1	7.528231347078755e-2
148	77	3.178503169654160e1	4.297670699459118e-2
148	79	2.271133681461159e1	3.070811686002613e-2
148	81	1.411036679692595e1	1.907870047786287e-2
148	83	6.543847406888222e0	8.847970180056491e-3
148	85	8.298234482938648e0	1.122008608802082e-2
148	87	5.338566007087206e0	7.218302918440544e-3
148	89	1.773060287373497e1	2.397364054303821e-2
148	91	8.427182519785715e0	1.139443740061388e-2
148	93	6.416674219585704e0	8.676018650781681e-3
148	95	1.660851527645647e1	2.245646005535129e-2
148	97	2.528311828277014e1	3.418543598515368e-2
148	99	3.203797629724408e1	4.331871470734225e-2
148	101	2.711372060315688e0	3.666060292215693e-3
148	103	5.601342407596748e0	7.573604258946073e-3
148	105	1.528984938613708e1	2.067348503323784e-2
148	107	1.400719502028879e1	1.893920138102449e-2
148	109	2.475812205510747e1	3.347558584987825e-2
148	113	1.512415124945916e1	2.044944371915190e-2
148	115	2.995612520200114e1	4.050383299255196e-2
148	117	2.865993163309773e1	3.875124291333249e-2
148	119	1.629924501290925e1	2.203829412034438e-2
148	121	3.520211575925152e1	4.759696416284029e-2
148	123	4.316151916924708e1	5.835891499142318e-2
148	125	3.613485981612730e1	4.885813226284436e-2
148	127	2.717460797833563e1	3.674292905943152e-2
148	129	4.690567523215769e1	6.342140791557652e-2
148	131	4.921314561324453e1	6.654135064250029e-2
148	133	5.747565993013563e1	7.771313930786382e-2
148	135	5.894215192010073e1	7.969599076965747e-2
148	137	6.750018652675583e1	9.126735395882193e-2
148	139	7.589728027887422e1	1.026211081798747e-1
148	141	8.473008875576399e1	1.145639945508811e-1
